# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = wells_dist100_model_model
# start_datetime = 2026-08-20 13:54:59 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /home/m0hawk/Documents/apin/stan/data/wells_dist100_model.json
# init = 2 (Default)
# random
#   seed = 20261819
# output
#   file = /home/m0hawk/Documents/apin/stan/runs/march_native/wells_dist100_model/rep1/chain_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = /home/m0hawk/Documents/apin/stan/build/wells_dist100_model__march_native/model.hpp
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta.1
# Adaptation terminated
# Step size = 0.443814
# Diagonal elements of inverse mass matrix:
# 0.00339823, 0.00991992
-2039.0392,1,0.44381431,3,7,0,2040.8763,0.63868311,-0.58907664
-2038.1784,0.95579185,0.44381431,1,3,0,2039.4068,0.61601173,-0.65280362
-2038.2004,0.97065531,0.44381431,2,7,0,2038.85,0.60755801,-0.59980919
-2038.5958,0.93771203,0.44381431,3,11,0,2039.1647,0.5472353,-0.54454191
-2038.8315,0.95063401,0.44381431,2,7,0,2040.7021,0.67814118,-0.71479447
-2040.0053,0.80187069,0.44381431,3,7,0,2041.0798,0.70062587,-0.81227434
-2038.8518,1,0.44381431,3,11,0,2040.466,0.53322291,-0.5255785
-2038.2445,0.9976651,0.44381431,3,7,0,2039.3074,0.57711353,-0.59398936
-2038.6463,0.9143371,0.44381431,2,7,0,2039.5352,0.61108992,-0.68981886
-2038.3763,1,0.44381431,2,3,0,2038.6139,0.62214158,-0.6824367
-2038.2645,0.94801976,0.44381431,2,7,0,2039.0557,0.62493771,-0.61979131
-2038.197,0.97198429,0.44381431,2,3,0,2038.5308,0.60034141,-0.63772458
-2039.1589,0.95076955,0.44381431,2,7,0,2039.8006,0.53760816,-0.48195423
-2039.7128,0.73917404,0.44381431,1,3,0,2041.1769,0.51939063,-0.57473511
-2038.5767,0.93794457,0.44381431,2,3,0,2040.3156,0.55453038,-0.5821654
-2039.1618,0.75412636,0.44381431,1,3,0,2040.5704,0.60615531,-0.5357832
-2039.1874,0.99825664,0.44381431,2,7,0,2039.4855,0.60050581,-0.70245293
-2038.2145,0.99617205,0.44381431,3,11,0,2039.6976,0.5841465,-0.57943744
-2038.8259,0.85207762,0.44381431,2,7,0,2039.3215,0.57145538,-0.64029298
-2039.6751,0.94377234,0.44381431,2,3,0,2039.8223,0.55102674,-0.64223779
-2039.6751,0.73788407,0.44381431,1,1,0,2040.8973,0.55102674,-0.64223779
-2039.4882,0.97774546,0.44381431,2,7,0,2041.1536,0.67200818,-0.63150835
-2039.5506,0.99156575,0.44381431,2,3,0,2039.851,0.66828648,-0.6208532
-2038.428,1,0.44381431,2,3,0,2039.3907,0.60518867,-0.66802612
-2038.3457,0.99890195,0.44381431,2,7,0,2038.5877,0.61090864,-0.58818077
-2038.2846,0.97357414,0.44381431,2,7,0,2038.7542,0.62711759,-0.62148751
