# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = wells_dist100_model_model
# start_datetime = 2026-08-20 13:54:59 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /home/m0hawk/Documents/apin/stan/data/wells_dist100_model.json
# init = 2 (Default)
# random
#   seed = 20261819
# output
#   file = /home/m0hawk/Documents/apin/stan/runs/march_native/wells_dist100_model/rep1/chain_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = /home/m0hawk/Documents/apin/stan/build/wells_dist100_model__march_native/model.hpp
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta.1
# Adaptation terminated
# Step size = 0.461265
# Diagonal elements of inverse mass matrix:
# 0.00398817, 0.011004
-2038.559,0.92830404,0.46126515,3,7,0,2039.4733,0.61368999,-0.57611488
-2038.4873,1,0.46126515,2,3,0,2038.6007,0.58860848,-0.6481999
-2039.3088,0.71044871,0.46126515,2,5,0,2041.3825,0.52442038,-0.56203729
-2041.1127,0.75127903,0.46126515,2,7,0,2042.0415,0.63851076,-0.52053141
-2040.4914,1,0.46126515,2,3,0,2041.4853,0.63151365,-0.5265977
-2039.8152,1,0.46126515,1,1,0,2040.6723,0.62971886,-0.54447478
-2041.371,0.84372951,0.46126515,2,7,0,2042.4233,0.61236081,-0.4777909
-2040.4536,1,0.46126515,1,1,0,2041.6357,0.61374916,-0.50287528
-2040.7316,0.97372215,0.46126515,2,3,0,2041.3064,0.61760432,-0.50055461
-2040.2739,1,0.46126515,2,3,0,2040.8698,0.54664773,-0.65566853
-2038.4626,1,0.46126515,2,3,0,2039.9106,0.60905162,-0.57631043
-2038.6061,0.96071981,0.46126515,2,5,0,2039.3405,0.55210511,-0.52844355
-2038.7483,0.91496402,0.46126515,4,15,0,2039.6051,0.58894609,-0.53533096
-2041.3511,0.66376403,0.46126515,2,7,0,2042.2484,0.57059274,-0.72516649
-2038.8649,0.82973401,0.46126515,2,3,0,2043.5704,0.66744529,-0.6597013
-2038.6841,0.8086493,0.46126515,2,7,0,2041.5033,0.59190634,-0.54198837
