# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = wells_dist100_model_model
# start_datetime = 2026-08-20 13:54:59 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /home/m0hawk/Documents/apin/stan/data/wells_dist100_model.json
# init = 2 (Default)
# random
#   seed = 20261819
# output
#   file = /home/m0hawk/Documents/apin/stan/runs/march_native/wells_dist100_model/rep1/chain_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = /home/m0hawk/Documents/apin/stan/build/wells_dist100_model__march_native/model.hpp
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta.1
# Adaptation terminated
# Step size = 0.47172
# Diagonal elements of inverse mass matrix:
# 0.00300837, 0.00876549
-2039.541,0.99907447,0.47171989,3,7,0,2040.0686,0.53149526,-0.45891725
-2041.252,0.84813885,0.47171989,2,3,0,2041.3857,0.4814725,-0.54717715
-2039.2731,1,0.47171989,2,3,0,2040.8771,0.54384163,-0.4763827
-2039.186,1,0.47171989,1,1,0,2039.3037,0.5391912,-0.48029031
-2039.0334,0.86656444,0.47171989,3,7,0,2041.7995,0.54363582,-0.5945019
-2038.5534,1,0.47171989,2,7,0,2039.3102,0.61541386,-0.57893145
-2038.8645,0.97438498,0.47171989,2,7,0,2040.8396,0.67777541,-0.73060829
-2039.3901,0.82032508,0.47171989,1,3,0,2040.2205,0.68208698,-0.66019775
-2041.2971,0.87554845,0.47171989,2,3,0,2041.5262,0.69174713,-0.60614744
-2038.2413,0.9985704,0.47171989,4,15,0,2041.544,0.60033065,-0.64380975
-2038.1638,0.98269814,0.47171989,2,7,0,2038.4253,0.62043858,-0.62958375
-2038.4008,0.96420273,0.47171989,2,7,0,2039.5009,0.59930456,-0.56898196
-2039.2942,0.97957132,0.47171989,2,7,0,2040.4752,0.51752343,-0.48360529
-2039.2309,1,0.47171989,1,1,0,2039.3039,0.52170019,-0.48426482
-2038.1575,0.9859497,0.47171989,3,11,0,2039.553,0.58949042,-0.60392554
-2038.2502,0.99403178,0.47171989,3,7,0,2038.2642,0.58817153,-0.57418251
-2038.2746,0.94890841,0.47171989,2,3,0,2038.6428,0.57793562,-0.60463388
-2039.0246,0.92809317,0.47171989,2,7,0,2039.0556,0.59129575,-0.52412142
-2039.0077,0.98933821,0.47171989,2,7,0,2039.6394,0.60556607,-0.70136623
-2038.388,0.99870948,0.47171989,2,7,0,2039.305,0.59693726,-0.65340932
-2039.1146,0.94483104,0.47171989,2,3,0,2039.1489,0.57944429,-0.66841295
-2038.1912,1,0.47171989,2,7,0,2039.1788,0.62889104,-0.65196966
-2038.1308,0.99263697,0.47171989,3,11,0,2038.2676,0.604305,-0.62887591
-2038.2461,0.97275984,0.47171989,2,7,0,2038.6137,0.63006265,-0.63413569
-2038.2754,0.992207,0.47171989,3,7,0,2038.3307,0.61497911,-0.66569903
-2039.1427,0.93071402,0.47171989,2,7,0,2040.717,0.56610408,-0.49544825
-2038.9155,1,0.47171989,1,1,0,2039.134,0.55838326,-0.50260257
-2039.339,0.88769917,0.47171989,3,7,0,2039.9515,0.57193013,-0.66574201
-2038.1597,0.95862728,0.47171989,2,3,0,2040.1034,0.62274786,-0.63939952
-2039.5152,0.81625977,0.47171989,2,5,0,2040.9073,0.58136676,-0.49383102
-2038.2288,1,0.47171989,2,3,0,2039.5738,0.58138513,-0.57676732
-2038.6135,0.97220008,0.47171989,3,7,0,2038.7201,0.64059944,-0.71487379
-2038.1771,0.9646723,0.47171989,2,7,0,2042.3647,0.59151185,-0.61801828
-2038.3147,0.99352665,0.47171989,2,7,0,2038.5115,0.56827282,-0.57399269
-2038.5704,0.96424037,0.47171989,3,9,0,2038.6591,0.63406976,-0.70747512
-2038.561,0.8861371,0.47171989,2,3,0,2039.6336,0.66223136,-0.68578507
-2038.6014,0.98837725,0.47171989,3,7,0,2038.7229,0.65988971,-0.66602356
-2039.1366,0.91813217,0.47171989,2,7,0,2039.5242,0.59305417,-0.69000157
-2038.3598,0.89212294,0.47171989,1,3,0,2040.0507,0.63069664,-0.61983965
-2038.279,0.98208763,0.47171989,2,3,0,2038.5783,0.58947192,-0.63052976
-2038.279,0.88294847,0.47171989,1,3,0,2038.8737,0.58947192,-0.63052976
-2038.4405,0.96263252,0.47171989,1,1,0,2038.4616,0.58780639,-0.64325951
-2038.495,0.9911358,0.47171989,2,3,0,2038.5939,0.62392432,-0.59598769
-2038.6406,0.96741237,0.47171989,1,1,0,2038.7,0.62879579,-0.59415746
-2038.4725,0.90795044,0.47171989,2,3,0,2039.8637,0.58155854,-0.63491616
-2038.4357,0.98262405,0.47171989,2,5,0,2039.0811,0.55804803,-0.55958726
-2040.39,0.63107022,0.47171989,1,3,0,2040.9769,0.53382662,-0.63537155
-2038.9438,1,0.47171989,1,1,0,2040.0693,0.55357325,-0.61165388
-2039.176,0.99767366,0.47171989,3,7,0,2039.1849,0.57964243,-0.50557451
-2038.2222,0.99015242,0.47171989,2,7,0,2039.7295,0.58050929,-0.57944257
-2039.2614,0.76249099,0.47171989,1,3,0,2039.7455,0.5608575,-0.64299666
-2038.1313,0.99661537,0.47171989,2,7,0,2039.2582,0.61312659,-0.62481359
-2038.1917,0.9804214,0.47171989,4,15,0,2039.7411,0.58319071,-0.59602882
-2040.4862,0.62732544,0.47171989,2,7,0,2044.7685,0.67569099,-0.60010105
-2040.7225,0.97380074,0.47171989,2,3,0,2041.385,0.55733961,-0.68776982
-2038.2468,0.96537348,0.47171989,2,3,0,2041.1991,0.61615222,-0.66345252
-2038.3807,0.98731724,0.47171989,3,7,0,2038.4455,0.64641343,-0.6570341
-2038.7317,0.93286293,0.47171989,2,3,0,2039.1526,0.64706571,-0.72680403
-2038.8375,0.98023118,0.47171989,1,1,0,2038.8671,0.64607195,-0.73304829
-2038.6081,0.93770483,0.47171989,3,7,0,2039.4762,0.64432646,-0.62533384
-2038.1625,0.96754178,0.47171989,2,7,0,2038.8971,0.61356911,-0.64758
-2038.3378,0.96640311,0.47171989,2,3,0,2038.4408,0.61739238,-0.67447647
-2038.2928,0.98766754,0.47171989,2,3,0,2038.504,0.62943444,-0.67841841
-2038.4356,0.96668246,0.47171989,3,15,0,2039.137,0.59867888,-0.6597426
-2038.2348,0.9198616,0.47171989,2,3,0,2038.8621,0.6170412,-0.60934559
-2038.405,0.89404584,0.47171989,2,5,0,2039.2262,0.5606601,-0.56895609
-2038.6721,0.99792768,0.47171989,3,7,0,2038.7899,0.55193464,-0.52039293
-2038.3413,0.99109809,0.47171989,3,7,0,2038.8258,0.57331982,-0.55708778
-2038.2434,0.95922003,0.47171989,3,11,0,2038.9822,0.6225003,-0.66797169
-2038.2125,0.99163974,0.47171989,3,7,0,2038.3096,0.62158338,-0.66259176
-2038.2545,0.99113484,0.47171989,2,7,0,2038.5463,0.58745557,-0.57316057
-2038.2944,0.98973181,0.47171989,2,3,0,2038.387,0.58321823,-0.56562817
-2038.3361,0.80498466,0.47171989,2,7,0,2039.9542,0.61402062,-0.67086025
-2038.3682,0.96404848,0.47171989,4,15,0,2042.3137,0.63193515,-0.62143608
-2038.1715,0.99555094,0.47171989,4,15,0,2038.6376,0.61935863,-0.62479815
-2039.3114,0.91027785,0.47171989,2,5,0,2040.3114,0.51316371,-0.50088334
-2039.2772,1,0.47171989,2,3,0,2039.3415,0.51531022,-0.49416792
-2039.0801,0.90993027,0.47171989,3,7,0,2040.148,0.60367135,-0.70211397
-2038.1701,0.98666473,0.47171989,2,7,0,2040.681,0.58848361,-0.60772117
-2038.1312,0.84117463,0.47171989,2,3,0,2039.3519,0.59665245,-0.60837269
-2039.6186,0.90417523,0.47171989,2,7,0,2042.246,0.68462031,-0.79125223
-2040.127,0.90312231,0.47171989,1,1,0,2040.1381,0.67823285,-0.81116333
-2040.074,1,0.47171989,2,3,0,2040.2788,0.67914243,-0.80962164
-2043.0662,0.64126965,0.47171989,2,3,0,2043.2292,0.74865069,-0.67835708
-2039.8502,0.72483256,0.47171989,2,3,0,2044.9372,0.69572725,-0.80427485
