# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = eight_schools_centered_model
# start_datetime = 2026-08-20 13:54:41 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /home/m0hawk/Documents/apin/stan/data/eight_schools_centered.json
# init = 2 (Default)
# random
#   seed = 20260819
# output
#   file = /home/m0hawk/Documents/apin/stan/runs/march_native/eight_schools_centered/rep0/chain_0.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = /home/m0hawk/Documents/apin/stan/build/eight_schools_centered__march_native/model.hpp
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,mu,tau
# Adaptation terminated
# Step size = 0.173578
# Diagonal elements of inverse mass matrix:
# 26.2258, 22.8862, 27.0258, 24.3774, 19.8964, 24.7726, 27.1622, 24.8128, 10.2978, 0.4872
-19.135678,1,0.17357777,5,31,0,28.430554,-1.4840237,4.7481031,2.9001228,-2.75688,-4.8782968,5.2283057,8.8645368,4.2113194,1.0612878,6.4798095
-21.738403,0.99895598,0.17357777,4,15,0,23.342826,-0.41839634,1.308403,3.8250686,-0.86063248,-11.465952,7.8493122,9.0789816,-0.17336925,-0.6661465,5.4001894
-26.467627,0.95839607,0.17357777,5,31,0,28.868097,17.09683,5.6766175,-5.1485642,9.3393146,19.013072,-9.4918983,2.39083,5.9246044,1.2346828,10.392895
-25.382679,0.99950863,0.17357777,5,31,0,31.858747,24.905696,19.452647,-9.6810665,-3.3595557,1.8114267,2.5392227,6.9232369,16.575257,5.9308589,11.397252
-29.151995,0.99635132,0.17357777,5,31,0,32.071207,25.025081,-0.62317763,-20.161475,0.62629896,-5.7579119,16.275704,0.26632421,18.036257,-1.7005909,14.320543
-25.766239,0.98099798,0.17357777,5,31,0,32.57599,13.439199,3.7619931,-14.147117,10.524027,5.7160848,-7.272808,23.670515,6.7821941,6.6154483,14.383072
-24.869734,0.99293794,0.17357777,4,31,0,27.358112,13.068165,5.265435,-13.907465,8.554036,4.4782924,-7.6939574,22.334281,6.2452678,6.4047485,12.625772
-29.862509,0.99153946,0.17357777,5,31,0,35.712023,15.834355,0.23241222,-24.531404,22.284183,14.044194,9.0578434,9.6419213,13.159996,0.4591732,14.400917
-26.239554,0.96891004,0.17357777,5,31,0,35.153691,19.01209,18.400141,-19.220163,8.4053134,0.11136599,-9.6785163,5.4792304,4.037224,3.0162683,11.281179
-25.89772,0.96989033,0.17357777,5,31,0,34.328195,12.532332,4.1049253,4.6596134,10.831485,-2.8052084,27.062126,15.020825,15.628146,6.4083299,8.6780219
-26.47115,1,0.17357777,4,15,0,28.054809,17.830345,1.5998613,2.2278839,10.154914,-3.102825,26.910213,10.671688,15.272902,5.2821696,11.850554
-20.963182,0.99021944,0.17357777,5,31,0,31.707556,17.012737,0.77947961,9.4762594,9.3707473,4.3514227,4.6267793,7.5416088,4.9012425,9.860557,7.5885626
-19.549825,0.99345224,0.17357777,4,31,0,25.288136,-1.9530951,9.5037171,-1.9202331,1.4281962,1.934508,-1.187755,4.6147581,4.7371784,4.8243665,6.1869877
-19.509449,0.99471847,0.17357777,4,31,0,24.157213,8.2578019,8.9039953,2.5221759,4.3156025,5.9600297,-0.34833521,2.0932101,0.47892584,1.818815,2.4409577
-18.267139,1,0.17357777,5,31,0,25.579764,4.6128276,2.3102324,2.0229155,13.464239,3.0318265,3.9783502,7.0513092,13.852942,5.5487742,4.169145
-14.323018,0.9601176,0.17357777,4,15,0,23.252334,9.0740284,5.296413,6.7434159,3.2003177,8.6159227,3.74859,11.989159,5.1514918,6.4560661,3.1662358
-16.195183,0.98692523,0.17357777,3,15,0,18.996058,6.5414296,5.4666886,7.1860275,3.7048775,7.6024059,2.3383587,14.926795,4.1281887,5.5686735,3.6561591
-19.111614,0.91253703,0.17357777,4,31,0,25.012251,6.7274095,10.367856,2.8890996,8.9055788,2.064557,6.8764121,-3.824889,6.2477677,4.3596774,5.191234
-15.943617,0.99423138,0.17357777,4,15,0,22.697996,-0.37426119,6.158044,-1.1368165,9.1182449,4.6104403,4.9373606,4.0761716,3.3575604,4.3473269,3.3416227
-16.155549,0.99499805,0.17357777,3,15,0,18.282301,-0.75657352,7.2848005,-1.1134094,8.5449985,5.3628536,3.4520123,6.6778939,2.8101277,3.8067593,3.7950748
-15.766506,0.98622009,0.17357777,4,15,0,20.300094,3.3334374,5.1703323,10.351815,2.3205867,-0.092657883,0.12628665,5.9583108,4.16498,3.885771,2.6492426
-19.07907,0.7782404,0.17357777,4,15,0,22.090519,5.0191382,5.4664803,-3.8354894,7.6004811,5.1867115,12.011393,5.4511493,3.800263,6.6844823,3.6545495
-15.654273,1,0.17357777,3,7,0,20.065418,4.1381321,7.5571796,2.7714527,6.3282042,6.2140834,9.1439048,6.0130274,6.831354,4.4558079,4.6911465
-11.477148,0.90965458,0.17357777,4,15,0,18.568936,6.6824191,3.1388958,4.4767632,3.788884,3.0974683,3.0645987,5.6045879,5.1354206,5.7014803,1.6138232
-11.826325,0.94034419,0.17357777,4,31,0,19.531297,4.3745265,7.0048435,6.0262459,8.8754317,5.5009222,8.4253096,6.818449,3.0418303,6.0700375,2.0810793
-12.002718,0.80596579,0.17357777,3,7,0,19.854169,11.259419,8.0020189,5.5125016,8.7363398,6.099485,6.8991846,8.2117042,4.5452607,7.3441738,2.4777699
-6.8873785,0.72424846,0.17357777,3,11,0,13.236378,7.4698494,9.7604806,9.4380112,9.1115717,10.376476,9.7242958,9.6075678,9.226028,9.2906636,0.89054433
-8.4274265,0.21406778,0.17357777,3,15,0,16.728613,9.1739896,8.5718857,10.514888,10.351794,9.4070135,11.56087,9.7381038,10.083241,10.319864,1.0243041
-12.715229,0.33967643,0.17357777,3,7,0,17.878737,10.961343,13.62985,8.3436517,8.7795364,9.9369616,8.2635756,10.64893,9.1206327,10.410959,2.2440715
-13.747618,0.89004874,0.17357777,4,31,0,19.679871,5.1889039,1.9717313,7.1399705,8.8220458,3.1186458,7.212298,8.7733579,4.4522981,4.8485808,2.9452985
-13.554041,0.99986122,0.17357777,3,15,0,15.410562,5.885805,2.0143214,6.9983969,8.7298449,2.6797551,7.9408092,7.7424098,4.9583917,5.092059,3.0204212
-20.29377,0.88175867,0.17357777,4,15,0,22.257739,7.8811384,10.142631,-5.5929937,-2.4900413,2.9439279,-3.3595932,5.899655,10.301613,0.58923916,6.2406078
-19.257472,0.99487475,0.17357777,5,31,0,23.781822,5.8420554,1.0629162,12.640726,11.649319,3.5281947,8.9190647,6.7884336,0.8789554,3.8874379,5.3575912
-17.968235,0.94015935,0.17357777,5,31,0,24.59689,8.4492919,12.835803,0.10324342,-0.035705369,1.7525432,1.3768106,11.968084,3.2723521,3.8232562,5.3387745
-17.393587,0.97975909,0.17357777,4,31,0,21.667278,1.3390751,-5.3621363,4.894372,5.2659067,0.9833589,2.7678785,5.6713577,7.0566173,3.5202891,3.7896963
-16.334938,0.99244411,0.17357777,4,31,0,21.12059,7.7345985,1.0203001,6.3321365,11.076219,2.2889664,1.0461138,8.684618,7.6780979,5.1618004,4.7803706
-15.550696,0.92826064,0.17357777,3,15,0,17.841003,8.0043536,1.9440463,7.1274691,7.0375354,2.2743799,2.4721566,10.287345,4.8324326,3.2049186,4.0696646
-13.789999,0.9899009,0.17357777,4,15,0,20.370698,1.1099547,2.3683773,-0.23608921,0.49125261,3.6992611,4.9763812,0.42228662,-0.13959311,0.39171802,2.8135287
-15.648572,0.97229774,0.17357777,3,7,0,18.705964,1.2678643,1.614063,2.3579889,3.008279,4.8158887,6.3487481,-2.2228175,0.59581963,2.9850453,3.0939989
-11.316827,0.93825821,0.17357777,3,7,0,16.820984,3.2018427,3.7560253,3.8913145,3.2709776,1.4435454,-0.26980601,5.4937184,3.7052746,2.82146,1.2429003
-14.463406,0.35889836,0.17357777,3,7,0,18.653969,2.1286023,1.7004391,0.5079646,4.7025761,6.1525874,5.236509,0.67635769,4.2876581,1.7335177,2.3651327
-11.860673,1,0.17357777,4,31,0,18.272371,8.9365199,4.1772288,7.415848,5.4259153,3.1348834,3.8797591,5.6271175,2.5320252,5.0992027,1.9448444
-15.721437,0.74606312,0.17357777,4,15,0,18.634619,3.9882694,7.8384885,3.0615272,5.373741,8.2064879,7.7720274,4.66104,10.517588,4.8546978,4.0538945
-19.48017,0.92078816,0.17357777,4,15,0,23.541516,-0.14695613,2.3111415,10.2727,5.4331239,5.30574,12.286278,10.687629,8.0821889,6.2398414,6.0935387
-16.691983,0.984303,0.17357777,4,15,0,22.337629,10.359725,10.07633,7.4315696,3.067456,6.1228604,0.85722528,3.9000924,0.53911437,5.2685155,3.0681327
-15.488989,0.99334696,0.17357777,4,15,0,19.81014,9.9177035,5.8195401,1.8128072,7.7851203,6.4838249,6.151589,9.5638432,13.237897,6.2158954,3.6493846
-11.508924,0.99700023,0.17357777,4,15,0,18.272421,4.160795,5.4305444,7.4785476,4.7128202,3.1214579,4.6548767,4.5711893,1.1642424,3.6972906,1.7262927
-19.61258,0.67434027,0.17357777,4,15,0,23.249208,5.8118653,3.3726363,3.8654664,3.400359,7.1819187,6.0107419,14.331941,12.837929,4.5856863,8.0749329
-15.714405,0.98748749,0.17357777,4,15,0,23.655692,5.8163309,7.520944,13.204626,6.8163292,6.0463464,7.4165031,9.668928,9.4687357,9.1736057,1.8511192
-13.67218,1,0.17357777,3,7,0,17.36903,10.056743,6.7602963,2.6059186,8.951386,8.0943469,9.5372002,8.757144,10.179753,7.2600009,2.5156318
-13.35985,0.89339306,0.17357777,4,15,0,17.616951,6.2024538,8.3300948,11.971137,6.1693306,5.1155574,4.904238,7.7252982,4.7789543,6.7283567,2.7143269
-15.939703,0.84279892,0.17357777,4,15,0,25.582125,7.6253499,6.4049537,11.88911,9.0065477,8.5051926,10.821361,5.1073239,4.5999941,6.4753051,2.5237605
-14.689363,0.93794623,0.17357777,4,15,0,19.451657,10.999147,11.200525,6.0234531,8.7487803,7.2205326,6.8663512,13.141946,12.937205,8.4229974,2.8277807
-14.206757,0.99383494,0.17357777,4,15,0,17.905201,12.719942,9.4187906,13.140174,7.704571,11.790151,10.813813,9.1040417,9.9940477,9.4733872,2.6741505
-10.878469,0.2605503,0.17357777,5,47,0,16.359549,13.274407,12.404569,10.689445,12.972109,12.174616,11.662726,14.399801,13.524603,12.198023,1.3721312
-12.074517,0.70046077,0.17357777,3,7,0,17.884202,12.313305,12.768085,12.101897,9.8457425,14.104101,10.946305,11.05761,10.405633,11.886044,1.2553273
-11.18782,0.92541092,0.17357777,3,15,0,17.640075,8.9068022,8.1674011,10.100505,9.4129834,8.7391128,10.695029,12.584723,10.149052,10.101447,2.0518295
-10.697447,0.85644257,0.17357777,4,31,0,14.794582,8.706918,9.6182691,8.1245626,7.374622,8.0033962,6.7395816,5.0523891,6.4616696,7.7412497,1.0763662
-10.697447,0.25817374,0.17357777,4,31,0,17.335307,8.706918,9.6182691,8.1245626,7.374622,8.0033962,6.7395816,5.0523891,6.4616696,7.7412497,1.0763662
-10.697447,0.10099835,0.17357777,2,3,0,16.364741,8.706918,9.6182691,8.1245626,7.374622,8.0033962,6.7395816,5.0523891,6.4616696,7.7412497,1.0763662
-10.697447,0.32016793,0.17357777,3,7,0,16.983764,8.706918,9.6182691,8.1245626,7.374622,8.0033962,6.7395816,5.0523891,6.4616696,7.7412497,1.0763662
-7.9600239,0.81824395,0.17357777,2,3,0,13.135144,7.1622816,7.5689672,7.7809353,7.534847,7.3831564,7.4787582,9.8426456,8.320007,8.5372939,0.99761768
-8.6137358,0.081708845,0.17357777,4,31,0,13.609777,7.3473516,7.481022,8.1146137,6.3870663,7.2305996,8.0874393,4.9704523,6.8657904,6.4939911,1.4682173
-11.38827,0.9173355,0.17357777,3,7,0,14.06143,5.6121591,7.7566289,8.1997316,5.7385715,4.5946605,8.6029808,8.3159706,7.3942548,7.5105531,1.1062447
-14.845418,1,0.17357777,3,7,0,17.164347,11.712105,4.9116258,5.8551317,9.9235275,10.835198,5.6147385,6.5827613,7.1897518,8.0850274,3.4356423
-19.829091,0.90005911,0.17357777,3,15,0,22.270302,6.1595484,16.340869,13.420933,9.6134174,6.1040075,7.1361546,13.064056,4.7813578,8.2979557,2.9527796
-19.126597,0.81089572,0.17357777,3,7,0,24.653772,8.3207526,7.5241586,11.344114,6.1457773,9.3182964,5.2508595,13.163478,9.3814069,10.1371,6.617134
-17.09276,0.99108463,0.17357777,4,15,0,22.875338,7.6237583,3.7908462,1.0957817,4.3107482,4.1181291,11.634898,1.1899486,3.3395492,5.5061456,4.3390686
-14.140574,0.97851918,0.17357777,3,15,0,18.343652,8.5006636,6.4037107,1.1221498,4.35197,4.5490404,9.0289364,4.7630226,5.1520245,4.6961378,3.6815064
-17.035057,0.97250861,0.17357777,3,15,0,19.859331,12.616891,4.4108665,1.3236893,0.27163627,-2.1728465,0.39189075,3.0515218,1.4210475,3.202749,3.816192
-23.598876,0.95262316,0.17357777,5,31,0,25.306948,5.2662837,0.50255427,18.759416,-3.77918,2.8041748,-6.2589759,6.2700903,3.7101197,0.10908678,7.134554
-16.813901,0.95321807,0.17357777,4,15,0,25.509994,3.9071409,4.1499549,8.8376614,-0.66879447,3.9475047,-0.47023478,1.9269911,5.0392665,5.0031562,3.827772
-20.664185,0.9331901,0.17357777,5,31,0,24.087939,9.042495,0.47551793,-8.8059151,6.6857582,-1.2019393,6.321776,4.0982876,2.8119725,4.7890781,7.8594302
-19.524525,0.9990877,0.17357777,5,31,0,24.965108,0.64556519,7.172354,10.818331,-1.1831105,2.4420661,-3.1787865,9.8297936,2.1137127,5.0374036,4.574884
-17.539959,0.99935355,0.17357777,4,15,0,21.76745,5.6956628,7.0613543,7.5501902,1.4893795,1.0743403,5.4258548,11.012366,11.441432,3.2429904,4.8194628
-15.138977,0.99137287,0.17357777,4,31,0,20.694115,5.482568,3.999744,8.2332473,0.73694946,0.023747008,3.2186222,5.5910398,8.3417453,3.6916611,3.9982014
-18.71433,0.97352669,0.17357777,4,31,0,24.801251,13.319762,12.505556,8.5901543,17.614951,13.813696,12.674471,14.203058,9.0420335,10.635663,4.0617868
-16.347342,0.99698983,0.17357777,5,31,0,23.0406,15.467589,9.1541604,10.683718,6.2393168,6.185636,7.9966433,9.8540065,13.901775,8.1160155,3.6706814
-11.979146,0.81523048,0.17357777,5,47,0,18.214585,1.160608,-0.19512152,3.7710816,0.35520516,3.5411802,2.4358595,-0.37563212,2.9409332,1.8262133,1.3086305
-11.684462,0.50758767,0.17357777,2,3,0,21.527676,0.94192456,1.0866157,3.9425905,2.7939306,1.5579612,2.1997345,-1.426586,2.7741536,1.4549253,1.2924717
-14.3062,0.78867948,0.17357777,3,15,0,18.526645,1.7990688,1.3270069,-3.7151872,-0.3133361,4.0571371,3.1870652,1.9993725,-1.254615,1.5527545,2.7870701
-11.982192,0.97086163,0.17357777,3,15,0,17.726638,1.0750808,-0.53307733,4.025634,-0.61877499,0.60373388,0.079477435,0.20916031,-1.7049704,0.95530954,1.889113
-13.885442,0.86199964,0.17357777,3,7,0,17.60911,1.5537549,4.2858994,0.44077398,-2.1312736,0.69097008,-0.34609203,-1.0868839,1.7857306,-0.14432277,3.0767412
-15.773822,0.98976649,0.17357777,4,15,0,18.455836,4.1569118,2.207127,-0.0017593616,-3.537106,-0.2414125,0.90841278,2.529498,7.9317032,2.2185885,3.0616093
-18.180076,0.9499318,0.17357777,4,31,0,21.910505,-0.20806648,0.34731181,2.325662,6.7677344,-4.2142699,-3.6469232,3.5694938,-4.7210161,1.2268125,4.7489736
-22.393208,0.92507029,0.17357777,4,31,0,26.80051,6.0242434,-7.7877842,0.68984216,6.2096997,1.5336446,2.7445248,2.9906394,7.293209,0.98025242,10.294138
-27.384288,0.96798223,0.17357777,5,31,0,32.885655,14.259405,18.712515,2.6273546,-2.6818756,3.5046153,7.3023207,2.6296537,-0.17907241,9.1034157,15.668537
-28.2653,0.98707422,0.17357777,5,31,0,37.789644,10.35595,18.913904,-1.9610937,-8.9329741,4.2566988,5.9309623,13.914433,-3.8296092,11.385339,11.509631
-27.933703,0.99912165,0.17357777,5,31,0,35.442815,30.542065,-1.4442908,-7.2136972,-7.6913807,-2.6612706,-10.053923,16.63944,-3.7753986,-4.6886827,15.395879
-22.373502,0.97346028,0.17357777,5,31,0,30.236789,21.573206,3.637925,1.0513752,5.6265489,0.21068378,4.5482061,9.4321442,-8.974507,6.4044099,8.8355842
-21.548891,0.99882218,0.17357777,5,31,0,26.646488,7.1407072,3.7595463,4.5364604,8.0678006,-7.4665017,-1.418502,16.837024,-5.6520152,1.9683658,6.3347946
-18.463719,0.99622059,0.17357777,4,31,0,23.204062,7.3522657,0.91735938,3.5204074,0.31354943,-4.9163481,0.12714323,5.9445475,-4.9770726,2.1979772,6.0906774
