# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = eight_schools_centered_model
# start_datetime = 2026-08-20 13:54:41 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /home/m0hawk/Documents/apin/stan/data/eight_schools_centered.json
# init = 2 (Default)
# random
#   seed = 20260819
# output
#   file = /home/m0hawk/Documents/apin/stan/runs/march_native/eight_schools_centered/rep0/chain_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = /home/m0hawk/Documents/apin/stan/build/eight_schools_centered__march_native/model.hpp
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,mu,tau
# Adaptation terminated
# Step size = 0.314729
# Diagonal elements of inverse mass matrix:
# 30.6614, 21.9174, 28.6261, 24.037, 20.2518, 22.0936, 23.7063, 29.2869, 12.0598, 0.536574
-24.991428,0.92219399,0.3147288,4,15,0,28.248448,-2.5937699,-1.8940777,-10.359694,7.7574297,9.9810372,2.5602041,12.656699,-1.6178978,-3.4690588,8.4881022
-22.900225,0.98787397,0.3147288,4,15,0,28.34153,13.27631,8.0996229,10.383894,-1.8401067,-8.2440863,-2.6053413,-0.0010838105,3.2187173,-0.61116139,6.5335081
-17.533408,0.95800047,0.3147288,4,15,0,26.968172,3.942081,5.2159586,-2.2378074,7.5777967,7.9005488,5.3160318,10.223251,2.7455703,2.8334816,5.4648787
-15.958249,0.93785731,0.3147288,3,7,0,20.290491,3.976758,3.2977679,0.90639497,8.1186146,1.0721357,6.7307363,6.3542392,6.1897627,6.5643032,4.0142192
-16.742904,0.92093121,0.3147288,3,7,0,18.876634,5.9363573,-0.65246851,4.6058006,8.8187659,4.4203248,2.9413619,3.6459016,8.0812091,2.2778309,3.298363
-13.554795,0.68247373,0.3147288,3,7,0,19.82407,4.6333931,3.6327302,8.060232,6.1052763,4.1344418,4.9152446,7.2483229,4.8191693,6.7795727,3.3362369
-13.496328,0.58314678,0.3147288,3,7,0,15.606408,9.0864039,4.2436698,8.3941619,3.0755392,8.0354878,3.3706199,7.8768767,6.0435302,5.3481412,2.1760733
-13.205629,0.54633915,0.3147288,3,7,0,17.834017,9.6979293,5.76563,4.9593152,4.5445462,8.2666039,3.3048049,7.2250622,4.328084,5.6228675,3.3843269
-13.322763,0.83484136,0.3147288,2,7,0,16.43372,4.7405639,1.5661696,3.4453394,4.2999555,8.2284529,0.80475846,7.1442492,4.6065687,3.9184024,2.5061047
-13.733574,0.62239974,0.3147288,2,7,0,16.027849,3.7216594,0.7030445,4.159045,4.7805435,4.8888129,3.3459305,10.589615,4.0848256,4.4931305,3.054439
-13.745688,0.88478275,0.3147288,3,7,0,17.936796,4.2392169,10.060421,7.3378319,3.3569795,4.4545078,7.6043032,4.5891185,8.5390372,5.504361,2.4018074
-15.423075,0.83986991,0.3147288,3,7,0,17.991858,9.6445209,9.3208576,0.58550741,7.7438761,1.9994286,3.3085348,7.0980782,2.3782344,6.0782464,3.3185546
-17.268365,0.81956781,0.3147288,3,7,0,20.96421,12.378058,10.249674,5.8092343,0.96746105,3.9796796,7.3384793,2.1395993,10.043009,6.0203005,4.4538936
-17.027173,0.82380007,0.3147288,3,7,0,21.086908,14.432995,9.315942,8.3010795,7.5366568,3.1679311,5.4150568,7.7744216,8.2301368,5.4381286,5.7872237
-14.817385,0.99911863,0.3147288,3,7,0,20.086599,4.7970908,8.9769786,7.6635999,8.2637134,5.0479514,6.7268194,6.6566473,6.5773249,4.3788971,3.760443
