# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = eight_schools_centered_model
# start_datetime = 2026-08-20 13:54:41 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /home/m0hawk/Documents/apin/stan/data/eight_schools_centered.json
# init = 2 (Default)
# random
#   seed = 20260819
# output
#   file = /home/m0hawk/Documents/apin/stan/runs/march_native/eight_schools_centered/rep0/chain_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = /home/m0hawk/Documents/apin/stan/build/eight_schools_centered__march_native/model.hpp
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,mu,tau
# Adaptation terminated
# Step size = 0.202775
# Diagonal elements of inverse mass matrix:
# 32.3318, 25.8954, 27.143, 26.4094, 24.1022, 26.1185, 27.3652, 25.4881, 14.2375, 0.524114
-20.821144,0.9891067,0.20277538,5,31,0,28.924868,6.0725205,0.74974204,11.760943,-1.3044634,1.9649622,-6.9626325,9.3876374,-1.6265094,4.0579022,5.6802131
-22.467367,0.97135143,0.20277538,4,15,0,25.085142,3.7048811,5.7308948,12.194272,-5.895479,0.34965892,-5.0399743,3.1568349,-3.5549904,2.96271,8.2454481
-20.689979,0.99861218,0.20277538,4,15,0,25.635593,0.73963418,4.7610151,10.629351,-5.6438938,-0.66198772,-2.5444032,10.341765,-2.7579291,2.2950284,5.116064
-23.912025,0.82266096,0.20277538,5,31,0,28.213776,12.021356,7.0282269,4.1607964,4.7176815,8.9238126,16.297568,20.189681,17.094292,8.0606145,11.607933
-22.446809,0.97060041,0.20277538,4,15,0,30.796928,17.324961,1.5453949,10.674647,-1.6437117,7.8937461,13.418547,5.6184286,9.8774512,5.8194978,9.0108369
-22.401301,0.9930905,0.20277538,4,15,0,26.597384,15.973549,3.0232152,5.328376,-3.1209109,13.953964,4.9332864,10.050401,9.4578041,2.8204672,6.1098074
-24.054546,0.73382974,0.20277538,5,47,0,28.897286,4.3443872,14.467518,13.223508,15.236183,3.493708,13.870986,11.543401,8.1155644,3.3636805,10.003549
-24.407259,0.92836255,0.20277538,4,15,0,26.913473,3.3895802,16.322458,15.094286,17.844228,0.026281753,13.346134,13.143021,5.4993337,5.3339099,9.4259955
-15.871845,0.99643957,0.20277538,4,15,0,26.615152,11.732499,4.883526,7.6506947,2.2298495,10.523848,3.3668688,8.6130077,8.6445872,6.2506645,3.0687862
-20.022398,0.72881114,0.20277538,4,15,0,24.838098,11.421731,2.5973645,8.4143916,2.1901347,11.993092,3.84402,8.8841509,9.8856954,7.492697,2.315051
-21.038858,1,0.20277538,4,15,0,24.777619,-0.57783932,5.1470884,-5.2372775,10.304821,-6.9348673,8.4399913,4.6061554,-1.345546,1.3601381,5.0935413
-18.796768,0.97159428,0.20277538,4,15,0,25.728797,-0.256471,9.6773077,-0.64592226,1.896516,-0.039783978,9.2775494,6.7210213,-0.75608114,1.2753778,5.5866007
-20.29261,0.9564203,0.20277538,5,31,0,26.204824,1.1076089,8.1152917,8.7149896,-0.14255119,-4.1978194,-4.5367763,1.6138858,0.54778043,0.091055062,6.8559841
-14.261621,0.97174699,0.20277538,4,15,0,23.913632,3.5768501,-1.0478816,3.4418668,-0.45918765,-2.1730618,0.18090918,6.4368652,2.0285665,1.898164,3.0091848
-11.537835,0.94977557,0.20277538,2,7,0,16.35287,1.0158309,2.4834069,2.2053951,-0.81545963,0.045487171,-0.77141086,4.8711193,1.7433572,0.96733291,2.1216459
-11.456727,0.76288235,0.20277538,3,13,1,14.134773,2.9074347,-1.8960487,-0.29590022,1.1347409,-1.3949619,-0.0013097974,-0.47308383,-1.8938297,-0.19676433,2.0441165
-12.487741,0.91916121,0.20277538,3,7,0,15.34801,1.5148578,-1.114299,-1.1810062,-3.4989694,1.2141487,1.9701331,-0.82673042,-1.0685419,-0.012719056,1.8494371
-14.846546,0.58564301,0.20277538,2,7,0,17.857236,1.9003844,-1.0513735,2.5964561,-3.5396774,1.5884548,3.4297112,1.5608066,-1.1834837,-0.5441098,2.8631043
-13.476904,0.96369613,0.20277538,3,7,0,18.595455,2.3063174,-1.5443645,-0.011630284,-1.0624503,2.210009,-1.1855215,3.5848396,-2.2165367,1.0733386,2.7244052
-10.983687,0.42939256,0.20277538,2,7,0,17.035255,0.87400871,-1.6867633,0.23677692,-1.1166932,-0.23144843,1.4190415,-0.46723542,-1.5119005,-1.1212983,1.9041077
-12.890947,0.5908837,0.20277538,3,7,0,16.252722,-1.691259,2.2325894,-2.0920826,-1.7784654,-0.41491413,2.7405333,-0.62043473,0.014476285,-0.21353754,1.3604319
-10.141458,0.88299,0.20277538,3,7,0,14.737632,1.2004325,-1.9078464,0.5241766,-1.2808902,-0.81546386,-1.954651,0.98589519,0.065845752,-0.07556113,1.7750258
-16.642351,0.56828112,0.20277538,3,7,0,20.419367,-5.8070717,-2.497631,-3.484317,-2.2163398,1.2726483,0.79697392,0.056606982,-1.8993099,-0.70870828,1.8805858
-15.323271,1,0.20277538,3,7,0,19.20899,-4.0032778,-2.9509074,-1.1621542,-1.0288013,2.133409,-1.1789578,0.21241297,-2.1026363,-2.7378286,2.2200243
-21.864719,0.88685937,0.20277538,5,31,0,28.456103,-2.8348388,-8.0341279,-12.780531,-3.2674516,1.1082632,-2.1585688,-2.0872389,-1.1256034,-2.1703635,3.7559734
-23.274073,0.98159615,0.20277538,5,31,0,29.805672,6.7890259,6.067456,10.404601,14.807124,19.410482,13.599136,16.463465,13.209123,13.27856,4.4115829
-20.125213,0.93960451,0.20277538,4,15,0,27.443505,14.795977,10.252722,7.1998491,15.548748,9.3382,14.036476,4.7305759,9.6634097,7.6323595,3.9479042
-18.495511,0.96979669,0.20277538,4,15,0,27.898067,5.4119154,8.9041629,10.875171,5.5000248,7.5302113,3.9796645,16.152389,8.0751768,5.1547059,4.019905
-21.176477,0.99544235,0.20277538,4,15,0,24.083518,19.090633,11.845655,7.6711196,6.817889,-2.1656242,13.007645,4.1662683,8.8812667,9.3687801,5.8261862
-19.034247,0.90345712,0.20277538,4,15,0,25.190776,15.249233,9.1889168,4.1818485,5.5687353,-0.97804204,8.7254041,10.864629,9.3799052,8.2116018,7.4035469
-20.456129,0.97780724,0.20277538,4,15,0,25.618897,-1.0694869,10.050487,10.759084,7.6730134,6.8238085,7.2995282,5.1184989,3.2515621,5.4271019,7.3496662
-19.423125,0.95249085,0.20277538,4,31,0,27.314204,4.3271007,13.250723,17.900208,9.661253,8.1856355,9.2407602,11.462699,9.3784083,11.001518,3.8812775
-13.977947,0.96145964,0.20277538,4,31,0,21.67111,11.613408,4.8699972,1.7725659,7.6035395,6.7046795,7.5265549,7.3609652,8.1141851,7.219057,2.4852212
-16.537343,0.86434341,0.20277538,4,31,0,20.690136,-3.016763,2.2279632,6.421184,-0.94510696,0.083098154,-0.4477648,5.1476647,-1.1392446,1.6708507,3.9673262
-19.183753,0.97540861,0.20277538,4,15,0,21.818714,9.919239,1.1126312,-7.9619071,4.1033957,-0.098104512,1.9269619,0.2862628,6.2160124,2.1685677,6.5728669
-19.365535,0.99638321,0.20277538,4,15,0,22.772272,8.9064986,3.6567766,-5.0289539,-1.2019364,0.48609355,1.5450971,-2.2246109,8.9174388,3.3615827,4.8741245
-20.356417,0.99786343,0.20277538,4,15,0,22.238134,11.803199,2.6456281,-5.5029245,4.2300109,4.1357653,1.3637366,1.029087,14.009199,1.5666498,6.3687791
-20.508538,0.96366041,0.20277538,4,31,0,24.582965,3.2293563,9.4262514,-2.0666736,9.0867144,-0.65410793,-9.3958291,7.9714111,4.1450653,4.0448102,6.1053041
-21.389153,0.93863703,0.20277538,4,31,0,30.673848,19.320263,7.6514094,9.4717953,7.8656935,8.2416954,17.007011,19.741479,8.5065878,10.0552,7.1432106
-17.331836,0.99897414,0.20277538,4,15,0,24.402647,7.2551805,4.7984094,8.770646,9.699472,7.190826,12.736002,6.0870691,13.729485,9.8853783,2.991085
-19.926755,0.90594445,0.20277538,4,15,0,23.275781,15.771871,5.6776651,6.1208257,9.0656825,6.8964329,12.483935,11.449762,19.111798,7.352196,6.2081281
-16.860408,0.98763489,0.20277538,4,15,0,21.130046,3.3688104,9.5896868,8.4087085,6.9341408,6.9875211,4.2331599,7.4407131,1.4654052,6.8440819,1.8126829
-14.644561,1,0.20277538,3,7,0,17.112467,4.0994751,9.1642181,7.9088385,6.8403205,7.6472486,3.6860916,7.5079809,1.5025982,6.3267515,2.0090682
-14.023644,0.54231121,0.20277538,3,7,0,25.413631,4.9221637,2.8447416,6.1352964,3.439235,3.207672,5.4852083,2.5585052,9.254103,4.6854117,3.5342539
-11.548196,0.46039572,0.20277538,3,7,0,17.644515,4.9748148,5.0393332,6.9108427,5.8015044,5.2054213,5.1072986,6.5336192,0.95372139,4.8281097,1.3764434
-8.7498579,0.61860585,0.20277538,3,7,0,15.887059,4.4244122,4.4250233,5.6278099,5.4583645,5.1257691,6.6352929,6.7312244,3.7651632,4.6895052,1.7444134
-10.047263,0.64377672,0.20277538,3,15,0,13.111852,4.6035689,6.0465783,5.3400946,1.9591303,1.8745963,4.7239596,5.4543644,5.389616,4.7041204,1.438207
-11.683562,0.55493046,0.20277538,3,7,0,13.758678,4.3869352,1.9847401,3.2549205,5.9287684,5.8289718,3.3550115,3.0851715,0.99034174,3.9438651,1.3220085
-11.688987,0.16748522,0.20277538,3,7,0,23.137378,2.7925049,3.9323324,3.19019,3.5428102,0.023981674,3.9189119,5.1027887,6.8658271,4.3353043,2.0769241
-13.208899,0.86329965,0.20277538,3,15,0,16.014775,5.9841599,6.3750455,6.3034637,2.0621725,1.016269,3.8843012,9.2282884,4.6436473,4.02325,2.584977
-14.554559,0.95783461,0.20277538,3,15,0,18.143313,8.0375828,8.0384451,1.2528989,5.8408703,0.10604747,5.7835203,3.3113102,7.4244311,5.4832854,2.9308074
-15.669114,0.95138366,0.20277538,4,15,0,19.816471,9.4011671,2.4450244,0.81461925,3.9812939,6.9388216,4.3395726,9.4630202,0.46785494,3.7495325,2.955751
-17.697467,0.93039261,0.20277538,4,15,0,20.577794,-1.791034,4.1781354,1.6675745,10.117628,0.47373588,0.20290888,0.19796918,6.7316034,2.2846137,3.4718706
-21.579436,0.95353668,0.20277538,5,31,0,24.945255,14.286822,1.7868909,2.0128044,-2.1973405,1.4889119,-3.9350684,7.8782167,-11.752907,0.92623874,6.9076565
-24.397262,0.94919239,0.20277538,4,31,0,27.910777,20.878308,5.015654,5.3261986,1.8321129,5.4017969,-7.3721105,11.207361,-8.5544745,-2.1184694,10.769587
-26.404941,0.99272565,0.20277538,5,31,0,29.242116,22.496573,3.9571018,7.5197072,-8.3648388,-9.7711366,-6.1726251,9.5276221,-11.839579,2.6276103,9.4592004
-22.114355,0.94019568,0.20277538,5,31,0,33.037209,-10.016542,0.6253817,5.5937087,-0.88456761,3.6942267,0.75080697,4.652798,4.0159561,-2.040656,4.9732844
-21.103207,0.95981953,0.20277538,4,15,0,28.137156,5.7850933,2.7580078,-7.4154551,-0.62946664,3.5137616,7.6054306,-3.7228539,3.1022371,3.8992352,4.9193427
-19.6623,0.93306049,0.20277538,5,31,0,28.031106,10.443406,12.720673,11.286927,6.0622297,7.3415218,-3.3183444,8.5476022,1.3741042,5.0303005,4.4461735
-17.247827,0.98800322,0.20277538,4,15,0,23.264501,3.6647501,6.2949244,7.86443,5.5306479,3.8701977,3.2770677,9.2927974,15.073282,7.8461797,4.2331943
-20.209621,0.86465448,0.20277538,5,31,0,26.247616,12.64322,-0.70249989,-1.9474163,-0.58161382,4.8898505,2.6987692,-1.6639279,-3.5123378,0.027448417,6.4145274
-18.8571,0.99767425,0.20277538,4,15,0,22.163083,12.470821,-2.8138471,-3.7736852,3.8610194,4.7633192,-0.93294056,4.0453337,-1.4604961,2.097978,4.4549319
-21.883066,0.89173637,0.20277538,4,31,0,25.912693,8.8115362,-4.6890526,-0.45635603,5.5920845,10.28599,7.4294311,13.702923,5.198906,4.4651327,9.5163694
-25.913119,0.95898838,0.20277538,4,31,0,31.129903,29.963308,18.505437,-0.8514536,6.8009733,-4.1718707,-2.2327442,9.0194897,17.055798,9.1218516,8.6698773
-20.913114,0.79418802,0.20277538,5,31,0,32.419212,6.8677137,2.7785136,3.2526302,3.1125403,9.5489798,9.9224827,19.451566,13.712072,5.3701045,5.6250665
-25.0871,0.9765974,0.20277538,5,31,0,29.940456,5.4931061,19.882149,15.301173,11.401065,-8.4075844,8.7043852,13.722985,11.369915,10.193206,7.7210703
-28.049309,0.98694589,0.20277538,5,31,0,33.972537,3.2932048,6.2409046,4.2718727,5.0524826,-1.1580836,25.241876,14.498513,-12.04225,-0.07904484,12.591002
-26.628108,0.99832179,0.20277538,5,31,0,34.791876,15.408061,7.4645827,2.7265367,5.5296228,1.1258185,-18.441404,6.9139208,22.953056,0.8227452,14.634628
-17.902289,0.99413003,0.20277538,4,15,0,29.04751,3.8860356,0.60689847,-1.2338441,-2.4824731,-0.82755118,3.9211244,10.123515,2.1488845,0.30752644,3.0636797
-22.761045,1,0.20277538,4,15,0,24.424318,2.7118696,7.3848897,3.6560342,8.5156362,1.6476861,-4.7415546,-7.8805412,1.9066374,-1.3787396,6.453547
-21.980652,0.99360677,0.20277538,3,15,0,26.976113,7.165959,11.82487,4.8135561,13.250825,-1.2291883,-2.4676571,-4.5892281,3.7387848,4.1119126,6.2722265
-17.254455,0.9260204,0.20277538,4,15,0,25.463997,7.876932,3.9039039,-1.628489,4.2835576,-1.9041625,-0.10656304,2.8909798,5.3948798,-0.025853755,5.4513514
-15.299429,0.9289711,0.20277538,4,15,0,20.478444,1.5665866,1.6908417,4.9168624,-1.3320091,1.8825116,2.7620347,8.1200294,2.9571196,1.3191792,3.9902128
-15.305455,0.99176137,0.20277538,4,15,0,20.630575,5.0711258,1.1578513,-1.2940642,5.0739867,1.5423623,-1.4793111,-0.5693938,3.3550917,0.29833621,3.7655753
-13.342295,0.98551557,0.20277538,4,15,0,23.597524,5.8913724,3.2468112,0.087686974,4.3833455,2.0014004,0.83765521,0.058749366,1.8715579,1.0761535,2.8836024
-13.854341,0.97400332,0.20277538,4,15,0,17.459523,7.5265516,0.86394931,4.568105,2.1224158,4.6218553,4.9064419,7.1075008,6.1965812,5.5943561,1.7964911
-9.5966333,0.65410458,0.20277538,3,7,0,18.117693,6.6848446,7.0095493,4.7974256,5.6179245,7.2272695,6.5261913,4.8698272,4.7648524,4.9251093,1.6065413
-12.098737,0.50442835,0.20277538,4,15,0,15.789981,3.8979189,6.1201651,2.744314,4.2874167,5.8873804,4.6717923,1.9879952,2.7271001,5.1966982,2.1426547
-13.83803,0.75333218,0.20277538,3,7,0,17.694019,6.9834505,2.1648831,6.9945837,4.5220764,1.4131503,3.5042572,9.7479864,7.169288,4.3755681,3.190855
-12.19693,0.97410567,0.20277538,3,7,0,18.31027,8.7861541,4.6996614,5.1591858,4.0266022,4.4547279,5.3238304,5.7041654,1.0101384,5.2814045,1.7906102
-13.404392,0.71448014,0.20277538,4,15,0,19.796099,5.1080196,6.7577909,5.3968552,7.9489845,7.1266422,6.3352079,5.6052049,12.006643,7.5239202,2.6482626
-18.819783,0.71235897,0.20277538,4,15,0,21.345345,13.051415,12.079862,4.9821714,5.4679484,12.475662,4.1649235,14.400053,3.6561012,6.2491144,5.4180435
-18.973021,0.97614804,0.20277538,4,15,0,22.053908,9.5158003,11.110707,7.4446569,5.2294366,12.138969,5.8978996,15.899721,2.9941284,5.8269479,4.4049133
-14.788509,0.98012394,0.20277538,4,15,0,22.284735,6.9235932,3.1340634,5.6441109,7.9416679,1.4029036,7.7736244,1.961741,8.8347961,4.6685348,2.7892259
-14.821967,0.91846537,0.20277538,3,15,0,20.051995,7.0390429,3.6658263,4.7004455,7.8952933,-0.26790512,7.363226,3.8823626,8.1730971,5.0319983,2.136086
-16.928056,0.97626261,0.20277538,4,15,0,20.102781,6.2418518,8.2795892,2.0964236,1.6357626,2.8261893,-0.51582234,6.8125948,-4.8364817,2.542569,3.564487
-21.559439,0.87839758,0.20277538,4,15,0,23.444651,3.4294937,0.084772019,6.0347948,6.3774332,-10.951586,-4.0699455,8.9799299,8.8095138,3.0629908,5.4977038
-21.464998,0.81171574,0.20277538,4,15,0,30.558427,8.0258154,4.8142812,3.2152543,11.148201,8.1193876,11.979198,-4.0507383,5.7057569,5.959503,3.73172
-17.832536,0.93224722,0.20277538,4,15,0,26.07582,8.0261822,15.202954,8.4753237,11.57906,5.5155514,3.6316613,11.335528,9.4981053,6.3013384,4.5206005
-20.689653,0.90571875,0.20277538,4,15,0,25.032584,11.521724,0.76498269,11.6364,-0.38191027,7.4621503,4.34601,12.850736,9.0125452,8.9868735,7.1787177
-20.186541,0.97539502,0.20277538,4,31,0,25.123286,17.719046,3.8137228,7.8131639,11.700332,-3.2636146,6.2218976,6.6803079,5.9047916,4.6707644,4.715014
-16.662959,1,0.20277538,4,15,0,22.934879,5.6439488,0.30607006,10.291217,4.6957285,9.406995,9.7188092,6.7292359,5.8744988,6.0047749,2.8006767
-13.990976,0.98414506,0.20277538,4,15,0,20.042581,4.1416522,5.0691846,-1.4424041,2.7665202,-1.6980355,-1.4885759,2.3985125,1.214738,1.6312156,2.0749161
-14.372866,0.80708532,0.20277538,3,7,0,23.010032,0.74229868,0.0096228787,5.2032249,1.3286478,5.3031481,6.300253,2.5660947,4.939808,3.3912228,1.9255264
-16.533037,0.85078649,0.20277538,4,31,0,21.43443,13.109211,12.760935,4.879327,10.873831,4.2550764,3.0897167,10.224567,5.5671291,6.8956067,4.4264324
-14.855852,0.58808808,0.20277538,4,31,0,22.178338,2.2516272,1.2827165,3.8159818,6.9674877,7.2651688,3.7480358,3.0822375,1.005368,2.1244968,2.6344961
-15.258087,0.7585346,0.20277538,4,15,0,20.067486,-3.0146446,-2.6139948,-0.062314727,1.0597723,0.072973081,-1.557285,0.29963148,-5.7045289,-2.2053366,2.9817799
-17.07851,0.7075312,0.20277538,2,7,0,22.138512,-1.975711,-2.7704811,-0.15604298,1.4134875,-0.42645183,0.076714834,-0.35724852,-6.4285134,-1.7012563,4.4376676
-17.827946,0.95773775,0.20277538,3,7,0,21.376388,0.58752939,-4.481758,-4.1248782,2.3797664,-0.51532522,0.25308553,0.11442485,-7.5522284,-2.2999927,2.57951
-16.415585,0.8803972,0.20277538,3,7,0,20.717248,0.55370304,-2.840862,-3.3287055,1.5666007,-4.015394,0.19195602,-0.63578599,-5.3820017,-0.2331335,3.619554
-15.299759,0.97421965,0.20277538,4,31,0,21.33867,13.851573,8.3285246,8.6867229,13.833749,6.7011247,12.612232,10.914622,8.8367793,10.781696,2.8724699
-16.345668,0.83624377,0.20277538,4,15,0,20.136043,12.353596,8.4771165,8.6458252,15.074457,7.095463,13.718427,10.005422,9.7894632,9.3264382,2.4841784
-17.202896,0.99933343,0.20277538,4,15,0,20.372459,13.398148,13.120972,9.3342226,4.9149314,13.045199,7.1493249,10.466273,12.938394,9.0565845,2.9643699
-12.85063,1,0.20277538,4,15,0,20.32126,7.4106227,10.333182,2.3342635,5.3413766,7.7890659,7.3896558,5.9018394,6.6546672,6.365679,2.3726561
-17.571745,0.79125172,0.20277538,4,15,0,22.881428,14.462989,6.6697376,16.085586,12.594826,11.259364,11.850625,15.418682,11.733851,10.923707,3.3323722
-15.710853,0.91420288,0.20277538,3,15,0,20.175958,13.665989,8.8785279,8.5199343,9.2616175,4.9448943,11.176622,11.075586,12.480754,11.196592,3.2194544
-14.294699,0.99100008,0.20277538,4,15,0,19.992485,10.245176,12.83109,12.621091,12.621779,14.938721,10.472253,12.323631,10.162612,12.38328,2.1547283
-16.945429,0.82401505,0.20277538,2,7,0,23.974192,10.825807,10.246615,8.2226578,9.7789519,9.1174765,11.092175,12.996095,18.189433,10.614364,4.0529904
-15.667246,0.85947861,0.20277538,4,15,0,21.736618,11.765224,10.146567,11.915483,13.360649,9.8511291,10.608205,9.9870584,4.3597425,9.5306762,3.2021984
-17.327731,0.9155788,0.20277538,4,15,0,21.259637,10.917278,11.358822,14.284654,11.419234,9.9011285,6.4475626,16.615882,13.75634,10.281405,2.7891823
-13.887964,0.93436055,0.20277538,4,23,0,21.614213,2.3574044,2.4336164,3.5884186,-0.19053489,0.032879976,0.98092639,7.2073479,1.5202344,0.76727482,2.4705643
-16.369997,0.87256785,0.20277538,4,23,0,20.674517,6.4132523,6.6089738,6.1887585,8.2159324,8.2544855,7.9819709,2.2244677,3.5294387,3.6198288,3.7904799
-19.980414,0.96678709,0.20277538,4,15,0,24.078607,12.238928,7.7322778,11.558675,5.3827007,0.74007433,4.7569194,18.584485,11.076671,4.9149103,5.570865
-13.937594,0.96792198,0.20277538,4,15,0,21.41931,8.9618747,6.9682516,4.4045671,5.88487,2.2661788,3.4946251,3.4040178,10.145832,5.6014058,2.3499846
-18.162351,0.7791771,0.20277538,4,15,0,22.452002,0.71618432,8.9703575,13.021208,5.7826766,5.9177587,5.8092775,12.126064,9.6396347,6.01848,5.0241356
-16.156148,0.87775063,0.20277538,3,15,0,20.873119,5.4771729,9.1182893,9.6267918,7.730144,6.1798077,5.5943782,14.868244,12.932086,7.7530459,3.5147704
-13.947097,0.99923899,0.20277538,4,31,0,19.84053,9.517792,3.2038615,7.4857319,8.4207506,6.8686795,4.4078192,5.2193209,10.591818,7.4161701,2.3085122
-10.469124,0.99850191,0.20277538,3,7,0,15.337641,5.0982362,5.7546245,6.0990382,3.9339066,5.8956456,6.7857269,9.0726027,7.2213617,5.592506,2.1096607
-9.1787841,0.94580392,0.20277538,3,7,0,14.850675,4.4075212,4.7324324,4.6773117,4.3842308,3.6934211,5.2980655,2.4403874,2.5611321,4.4451428,1.8659507
-9.1787841,0.083640013,0.20277538,3,7,0,19.223331,4.4075212,4.7324324,4.6773117,4.3842308,3.6934211,5.2980655,2.4403874,2.5611321,4.4451428,1.8659507
-9.4996442,0.42687093,0.20277538,3,7,0,14.406937,2.6764015,3.5165273,2.413178,2.9176117,4.122873,3.5456698,6.6991913,3.4888381,3.9428276,1.9753771
-13.747882,0.69080058,0.20277538,3,15,0,16.867215,7.6839337,6.4083337,6.8467276,4.4813459,1.6673247,5.1860719,3.3594556,4.9189165,5.1318663,3.8549067
-15.145105,0.90646065,0.20277538,4,23,0,18.946568,8.5478702,5.4879571,5.2488634,12.598775,9.3913519,4.1401622,11.200248,7.6261816,7.1515957,2.59135
-15.523248,0.93612098,0.20277538,4,15,0,21.066343,7.5552637,8.4237818,9.8106704,5.0724043,1.2059349,8.9721132,5.3969866,6.3112575,7.1214905,1.9472762
-18.580709,0.97322116,0.20277538,4,15,0,20.212447,5.4436799,6.9258637,1.6297401,6.1814968,12.569263,-1.0178312,13.643221,6.2194951,6.2711709,4.7496771
-15.104657,0.97548774,0.20277538,4,15,0,23.947779,6.412439,4.3563677,4.1241184,0.80604172,-4.1854862,4.7207463,3.2708942,2.0422425,2.4479571,3.5898921
-15.21148,0.99191316,0.20277538,3,15,0,17.083658,2.3735226,4.7335842,1.4318097,-0.90182853,-3.4392702,4.738637,4.8983734,3.5785311,1.8467409,4.0462745
-9.4522205,0.94636059,0.20277538,3,7,0,17.266798,2.1919746,1.8060332,3.534288,2.6441341,3.8635449,0.74990278,3.6372849,1.8747482,3.3174319,1.6791471
-12.715228,0.80154551,0.20277538,3,7,0,14.214462,3.0542425,2.7079055,-0.30757381,1.2279143,-0.80413021,2.8081178,2.3334111,2.4049719,3.2834402,2.1227144
-12.598181,0.32215133,0.20277538,3,15,0,19.790409,3.6424725,3.3399887,-0.043019733,2.184867,-0.33030999,3.66151,2.473806,4.7305909,1.2967794,2.8670843
-13.69984,0.81711537,0.20277538,4,15,0,21.219743,3.7710839,5.574909,-0.21488319,1.6594839,2.3427126,2.2960289,2.5912481,3.3051203,0.62530282,2.5970044
-12.971604,0.92154584,0.20277538,4,31,0,20.801122,11.412761,6.2128556,11.183367,9.4216145,7.897205,8.2904112,10.424399,8.2822165,8.6388952,3.0315761
-8.9934845,0.80655891,0.20277538,3,13,0,16.489985,4.0198171,6.8250021,3.3658502,4.9892981,4.4627626,5.2478768,5.8889748,5.1340257,4.2678315,1.8246265
-11.823065,0.6210338,0.20277538,3,15,0,17.303877,2.7027937,7.1326383,1.1837793,6.5364921,3.1646629,3.2670817,5.0280898,6.0259076,4.0898773,1.9360981
-13.976822,0.82750373,0.20277538,3,7,0,16.482209,2.571389,0.71169885,6.6741613,0.1322296,3.2488401,3.6679179,1.1018194,-0.76662103,2.5681905,2.5353621
-15.193107,0.94681305,0.20277538,4,31,0,18.763476,1.0176934,0.29496171,-4.5355319,1.4140367,-2.4709493,-0.57200206,-1.4316184,2.7019079,0.49734694,1.8247735
-11.432844,1,0.20277538,3,7,0,15.860861,-0.18646833,0.21072348,-2.5789264,2.1423329,-0.78740019,0.1934452,0.98228231,-0.20204479,-0.81563099,2.2139293
-16.511448,0.86296876,0.20277538,2,3,0,17.987464,2.1608149,-2.6541698,-1.99439,4.0171015,-0.8802227,1.8282548,-2.7736169,-0.61438594,0.5193253,1.6937197
-18.677074,0.65621084,0.20277538,3,7,0,23.40385,-1.761365,-2.4601007,-3.0408003,-4.4368728,-2.2322332,-0.46574036,4.1750252,-1.9157103,-2.4230904,6.0599736
-22.755065,0.96572405,0.20277538,4,15,0,25.444074,-8.1889601,-5.1781894,-6.8990058,-6.1986297,3.2616062,-4.0235034,-3.3670686,-5.9847668,-4.0983934,2.1876862
-20.867509,1,0.20277538,4,15,0,25.554855,-9.0299073,-4.8413046,-6.6817348,-4.2874344,2.9016749,-2.7941144,-2.8632158,-6.1875275,-4.2873872,2.7088207
-14.277764,0.98389853,0.20277538,4,15,0,23.814371,6.8321095,1.5929622,1.798283,1.9518239,-3.0822605,-0.57698815,4.5113183,4.3362485,1.9738988,2.7938113
-19.376769,0.91561596,0.20277538,4,15,0,20.981566,-3.8746173,3.8966588,-4.8435913,2.2621418,7.6774526,5.4091506,3.6165267,1.5958472,1.1682065,5.7593177
-18.122708,0.99149131,0.20277538,4,15,0,23.039007,0.54475959,-2.3838988,1.8024913,-1.245583,-0.131002,7.6174871,4.3348839,7.7326413,2.1990892,2.7490627
-15.687933,0.94407689,0.20277538,2,7,0,20.142427,1.0594073,-1.8036266,0.99343546,-0.45713728,1.0609483,6.4892998,3.6049259,6.701587,2.2218068,2.5425618
