# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = eight_schools_centered_model
# start_datetime = 2026-08-20 13:54:41 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /home/m0hawk/Documents/apin/stan/data/eight_schools_centered.json
# init = 2 (Default)
# random
#   seed = 20260819
# output
#   file = /home/m0hawk/Documents/apin/stan/runs/march_native/eight_schools_centered/rep0/chain_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = /home/m0hawk/Documents/apin/stan/build/eight_schools_centered__march_native/model.hpp
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,mu,tau
# Adaptation terminated
# Step size = 0.14676
# Diagonal elements of inverse mass matrix:
# 28.0259, 26.6527, 28.1764, 29.2835, 20.7614, 22.9697, 21.3232, 28.1647, 10.8902, 0.318651
-19.855589,0.99841982,0.14675992,4,15,0,31.109738,6.8423247,5.341028,9.380336,15.294807,4.1502857,2.3925307,10.502505,4.5643581,2.7216355,5.5105397
-21.401126,0.98403213,0.14675992,5,31,0,26.412326,7.2993702,7.1984653,1.7021719,-5.8649745,2.7907351,-2.3293576,1.7820422,6.3196628,-2.4421291,6.4661929
-21.300344,0.9870499,0.14675992,5,31,0,25.087058,6.1599245,4.4833909,7.0706958,14.131435,5.9746791,9.3272112,9.3869858,4.9966199,4.8804048,2.3505627
-17.860633,1,0.14675992,5,31,0,26.688834,4.3011206,3.7848232,7.8553126,13.85713,5.0024337,9.1074465,9.5905496,5.3352707,5.9590473,2.4978112
-17.699833,1,0.14675992,4,15,0,21.208228,9.7987611,14.585536,9.0101353,1.4452548,8.8973414,10.309832,8.626736,6.9689622,9.2498815,3.9223571
-18.568632,0.98245764,0.14675992,4,15,0,22.116738,11.696673,17.11974,9.0814449,2.2348811,9.7722184,8.8538493,8.6435999,8.3866963,8.1116822,3.7380357
-18.400031,0.99959531,0.14675992,5,47,0,23.707042,0.17958139,-1.5955938,1.3510764,9.2884883,-4.3706825,-2.9642444,2.2380936,-1.3095297,0.31260213,5.1014948
-13.602577,0.99710048,0.14675992,4,15,0,20.164517,3.3338644,3.664054,-1.0388195,-1.7777702,-0.62920145,-3.4264899,0.13096963,0.43465341,-0.080064125,2.5173974
-13.530814,0.99649504,0.14675992,4,15,0,15.566904,3.316756,2.6557801,-1.9734952,-0.95419335,-1.856338,-2.8552153,0.28469778,-0.80554153,-1.0083239,2.6802081
-14.280131,0.9632388,0.14675992,3,15,0,17.013068,-2.7301951,-2.7657533,0.45542418,-0.48784148,2.9296944,0.71504725,-2.2368859,-0.92889558,-0.18594438,1.6372767
