# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = kidscore_momiq_model
# start_datetime = 2026-08-20 13:53:40 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /home/m0hawk/Documents/apin/stan/data/kidscore_momiq.json
# init = 2 (Default)
# random
#   seed = 20260819
# output
#   file = /home/m0hawk/Documents/apin/stan/runs/march_native/kidscore_momiq/rep0/chain_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = /home/m0hawk/Documents/apin/stan/build/kidscore_momiq__march_native/model.hpp
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2,sigma
# Adaptation terminated
# Step size = 0.113263
# Diagonal elements of inverse mass matrix:
# 32.6087, 0.00326889, 0.000992849
-1478.6055,0.99998472,0.11326255,5,31,0,1480.7039,32.532497,0.54078115,18.18432
-1479.7953,0.73333853,0.11326255,4,19,0,1481.6114,34.041461,0.5402009,18.637164
-1479.0694,0.94670051,0.11326255,1,3,0,1480.2613,33.340366,0.53137222,18.662345
-1478.6943,0.98238717,0.11326255,5,31,0,1479.4725,29.543075,0.56777742,18.793199
-1478.7595,0.91894152,0.11326255,4,31,0,1481.8629,20.325746,0.66370708,17.649851
-1479.2284,0.99873881,0.11326255,5,63,0,1480.0667,32.479001,0.54434533,18.993009
-1479.1617,0.94366933,0.11326255,5,31,0,1480.0163,34.223183,0.52821783,18.705924
-1479.3928,0.99643503,0.11326255,3,15,0,1479.7208,34.714593,0.52294618,18.801719
-1479.9526,0.99983403,0.11326255,4,15,0,1479.9947,36.590233,0.50393957,18.846963
-1481.6976,0.93237072,0.11326255,5,31,0,1482.9697,16.133969,0.71433488,17.158936
-1482.42,1,0.11326255,5,35,0,1483.5008,40.116864,0.45991357,19.247977
-1483.721,0.99387914,0.11326255,5,31,0,1484.9644,45.563503,0.42345258,18.461842
-1480.1006,0.99602967,0.11326255,5,31,0,1484.6491,34.849504,0.51322503,17.614923
-1477.9326,0.97338583,0.11326255,4,23,0,1481.0177,25.942755,0.6092017,18.406408
-1481.3309,0.99621953,0.11326255,5,31,0,1481.4203,18.95414,0.6775189,16.86648
