# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = kidscore_momiq_model
# start_datetime = 2026-08-20 13:53:40 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /home/m0hawk/Documents/apin/stan/data/kidscore_momiq.json
# init = 2 (Default)
# random
#   seed = 20260819
# output
#   file = /home/m0hawk/Documents/apin/stan/runs/march_native/kidscore_momiq/rep0/chain_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = /home/m0hawk/Documents/apin/stan/build/kidscore_momiq__march_native/model.hpp
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2,sigma
# Adaptation terminated
# Step size = 0.107641
# Diagonal elements of inverse mass matrix:
# 34.8764, 0.00339626, 0.00112575
-1478.8944,0.98099301,0.10764079,3,15,0,1480.2954,18.681294,0.68288418,18.653458
-1478.9225,0.76369898,0.10764079,2,3,0,1480.8824,18.887419,0.67601501,18.757756
-1478.3614,0.8455575,0.10764079,3,11,0,1480.1244,20.64591,0.65847104,18.468564
-1478.8331,0.96077222,0.10764079,5,63,0,1480.2217,32.127846,0.54144776,18.50195
-1478.4246,0.99135145,0.10764079,5,31,0,1479.0189,31.816213,0.54976788,18.117714
-1480.1219,0.99502982,0.10764079,4,15,0,1480.6232,32.610785,0.54234192,17.188474
-1479.4481,0.99694248,0.10764079,5,35,0,1480.1825,22.255633,0.64717487,19.275946
-1479.9947,0.91121196,0.10764079,2,7,0,1480.7779,21.77603,0.64167292,19.352629
-1480.6429,0.97438368,0.10764079,5,31,0,1482.9064,12.208195,0.7433076,18.629797
-1479.1493,0.89130011,0.10764079,4,31,0,1482.0115,20.234031,0.65407509,18.553184
-1480.977,0.99206028,0.10764079,4,23,0,1482.2177,14.330384,0.73489472,18.663831
-1480.8598,0.950128,0.10764079,2,3,0,1481.7171,13.286251,0.72215789,18.53328
-1479.5099,0.99860578,0.10764079,5,31,0,1482.6422,21.612245,0.64170332,17.47749
-1478.6787,0.98633562,0.10764079,4,19,0,1479.8582,27.473215,0.60428259,18.243798
-1478.6999,0.9998471,0.10764079,4,23,0,1479.1241,25.143117,0.62726127,18.091712
-1478.4051,0.99438367,0.10764079,3,11,0,1479.0665,23.200927,0.64102086,17.815311
-1480.1407,0.92364138,0.10764079,5,47,0,1480.7282,31.47335,0.54231471,19.084212
