# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = kidscore_momiq_model
# start_datetime = 2026-08-20 13:53:40 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /home/m0hawk/Documents/apin/stan/data/kidscore_momiq.json
# init = 2 (Default)
# random
#   seed = 20260819
# output
#   file = /home/m0hawk/Documents/apin/stan/runs/march_native/kidscore_momiq/rep0/chain_0.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = /home/m0hawk/Documents/apin/stan/build/kidscore_momiq__march_native/model.hpp
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2,sigma
# Adaptation terminated
# Step size = 0.0902426
# Diagonal elements of inverse mass matrix:
# 38.6561, 0.00383385, 0.000999081
-1478.4231,0.99998046,0.09024262,5,31,0,1480.775,19.899364,0.66524135,18.297009
-1478.3338,0.97854134,0.09024262,4,23,0,1478.9703,21.611104,0.64541821,18.249439
-1478.4378,0.99767038,0.09024262,3,15,0,1478.5055,21.862434,0.6555405,18.290886
-1478.2631,0.89433377,0.09024262,3,7,0,1479.501,20.787629,0.65752303,18.311085
-1478.7259,0.96465674,0.09024262,6,63,0,1478.9575,30.86936,0.56771703,18.543366
-1478.4581,0.99970197,0.09024262,5,63,0,1479.6447,26.020959,0.60533936,18.866113
-1479.0599,0.72837085,0.09024262,2,7,0,1481.8318,25.737945,0.62199067,18.740606
-1479.3487,0.96585875,0.09024262,4,23,0,1481.0881,31.130336,0.56485663,17.510099
-1477.9183,0.99998093,0.09024262,4,19,0,1479.3666,26.472663,0.60114653,18.175591
-1478.0925,0.98114419,0.09024262,4,19,0,1479.4336,27.278215,0.59368126,17.86056
-1479.0918,0.97701473,0.09024262,4,19,0,1479.4251,27.503617,0.59870762,17.382958
-1478.5266,0.96722567,0.09024262,4,31,0,1479.835,24.319977,0.6340622,18.246539
-1477.9868,0.78347574,0.09024262,2,3,0,1480.6598,23.556575,0.62964624,18.257918
-1478.362,0.98560234,0.09024262,5,31,0,1478.4277,29.860193,0.57511694,17.960413
-1478.7627,0.99869175,0.09024262,5,31,0,1479.1388,28.473362,0.5843707,17.463039
-1479.8982,0.9730436,0.09024262,6,63,0,1481.0202,21.432164,0.65013507,19.419433
-1479.3011,0.95109152,0.09024262,5,63,0,1481.5862,25.964259,0.60427398,19.256085
-1478.4285,0.84457259,0.09024262,4,31,0,1481.4951,21.422003,0.6464466,18.301332
-1480.0161,0.83469818,0.09024262,3,7,0,1480.4624,19.563073,0.65557793,18.347704
-1478.3414,0.99484864,0.09024262,2,3,0,1480.1678,20.381503,0.66093595,18.331384
-1478.5441,0.82362761,0.09024262,3,15,0,1480.6584,19.796522,0.66613358,18.515669
-1479.3158,0.98027234,0.09024262,5,47,0,1481.1811,34.18931,0.5272389,17.689611
-1480.5561,0.9520484,0.09024262,5,31,0,1483.4751,38.45728,0.49222677,18.650415
-1481.3506,0.98814741,0.09024262,5,31,0,1482.1119,41.398202,0.45722646,18.299877
-1481.5401,0.9625678,0.09024262,5,31,0,1482.194,40.493258,0.45688916,18.392401
-1479.1068,0.99988316,0.09024262,5,31,0,1482.1222,32.769987,0.53642861,17.742829
-1478.0395,0.99820591,0.09024262,5,31,0,1479.4378,26.451667,0.60626579,17.921704
-1478.3534,0.99144199,0.09024262,5,31,0,1478.7724,22.632697,0.63958,17.727522
-1478.245,0.95722382,0.09024262,5,35,0,1479.3209,26.028334,0.61495684,18.09912
-1478.3193,0.87136757,0.09024262,1,3,0,1479.4935,25.22069,0.60770194,18.110449
-1479.4823,0.99881479,0.09024262,4,31,0,1480.5822,32.167338,0.55508775,17.555855
-1478.7143,0.99617805,0.09024262,5,31,0,1479.8495,31.556718,0.56097733,18.300396
-1478.4298,0.93080207,0.09024262,1,3,0,1479.3453,31.019638,0.55415517,18.313244
-1479.7072,0.89835205,0.09024262,5,39,0,1480.9022,25.158261,0.60293313,17.574985
-1478.8981,0.99996071,0.09024262,5,39,0,1480.5627,19.729303,0.66091674,18.129137
-1479.1935,0.90313846,0.09024262,2,3,0,1480.3422,19.219483,0.66443642,18.078931
-1481.2181,0.96358896,0.09024262,3,15,0,1482.5991,16.564624,0.68790445,17.415678
-1480.8089,0.86829608,0.09024262,2,3,0,1483.2659,17.113794,0.68525502,17.345751
-1479.9616,1,0.09024262,2,7,0,1480.8963,17.728952,0.68631286,17.362438
-1479.681,0.96828526,0.09024262,5,35,0,1480.7685,31.157414,0.54988714,19.146927
-1479.3052,0.96928927,0.09024262,6,63,0,1480.6434,22.369525,0.65212268,17.49287
-1479.109,0.99736399,0.09024262,5,63,0,1481.4152,18.520239,0.68788008,17.891737
-1479.6794,0.99934176,0.09024262,6,63,0,1481.1099,36.624292,0.50781691,18.120006
-1479.0447,0.9832214,0.09024262,6,63,0,1480.8213,27.472679,0.59612284,19.15604
-1478.4882,0.86001375,0.09024262,3,15,0,1481.3787,27.892548,0.5939062,18.791938
-1478.762,0.95066908,0.09024262,5,63,0,1479.3649,22.266457,0.63490777,18.498106
-1478.1055,1,0.09024262,2,3,0,1478.7311,22.921239,0.63760004,18.499127
-1479.7982,0.9985226,0.09024262,5,47,0,1480.7851,36.2706,0.50688653,17.765186
-1480.2446,0.965994,0.09024262,4,15,0,1480.5773,37.889242,0.49446131,17.883316
-1480.1973,0.95975408,0.09024262,2,5,0,1480.5937,36.916935,0.49424411,17.882826
-1480.5932,0.93377606,0.09024262,5,31,0,1482.0724,38.180786,0.49067532,17.692172
-1478.2264,0.91846214,0.09024262,5,31,0,1481.5703,28.140995,0.58243052,17.907108
-1478.1557,0.99634713,0.09024262,4,31,0,1479.2803,24.787202,0.62442419,18.524315
-1478.1429,0.84343441,0.09024262,3,11,0,1480.1035,22.345388,0.64492558,18.469641
-1478.5092,0.80807889,0.09024262,2,3,0,1479.9405,21.340427,0.64726321,18.47572
-1480.873,0.98061477,0.09024262,5,31,0,1481.5556,32.039643,0.53888149,19.481914
-1478.5295,0.97264315,0.09024262,6,63,0,1481.8207,19.631997,0.67417472,18.163143
-1477.9735,0.99743485,0.09024262,5,31,0,1478.7631,24.791798,0.62227468,18.028308
-1479.8976,0.94739424,0.09024262,4,31,0,1481.6485,29.528183,0.57442016,17.096305
-1480.0231,0.74467003,0.09024262,5,31,0,1482.8888,32.00673,0.53560313,18.809857
-1478.9365,0.92936072,0.09024262,2,7,0,1481.0362,32.749367,0.54359555,18.762811
-1478.8643,1,0.09024262,2,3,0,1478.9358,32.536472,0.54338141,18.747248
-1478.0673,0.97411933,0.09024262,5,31,0,1479.5876,25.51532,0.60897069,18.477851
-1478.1016,0.99993138,0.09024262,5,63,0,1479.2832,28.986696,0.57551457,18.282901
-1479.9508,0.998537,0.09024262,5,31,0,1480.3977,20.307232,0.66188881,17.165248
-1480.1291,0.99952492,0.09024262,5,31,0,1480.1414,20.376026,0.66629188,17.124483
-1479.4575,0.99987895,0.09024262,5,31,0,1481.2597,19.024571,0.67485475,17.429245
-1479.4721,0.9517121,0.09024262,4,15,0,1480.4108,18.697715,0.68767788,17.701264
-1479.5169,0.75784869,0.09024262,6,63,0,1483.3399,21.903829,0.64430272,19.271156
-1479.7456,0.85588036,0.09024262,6,63,0,1482.6274,26.981576,0.61005284,19.126508
-1479.807,0.99806494,0.09024262,5,39,0,1481.1843,19.917751,0.6568788,17.557212
-1478.0471,0.9998493,0.09024262,5,31,0,1479.9697,26.296723,0.60071851,18.041906
-1480.0665,0.72879681,0.09024262,2,3,0,1480.1641,27.284557,0.61319204,18.07767
-1478.1746,0.99764328,0.09024262,4,31,0,1481.1003,26.284698,0.59995137,18.502211
-1480.3778,0.91892181,0.09024262,4,17,0,1480.9472,28.832094,0.56891137,19.371975
-1478.8765,0.98732076,0.09024262,4,31,0,1482.6236,28.078287,0.57631234,18.460192
-1481.0387,0.84269867,0.09024262,3,11,0,1481.5603,28.222973,0.56573731,18.793727
-1481.2083,0.99270489,0.09024262,4,31,0,1482.653,25.853685,0.5922021,19.354678
-1482.0299,0.9956245,0.09024262,3,11,0,1482.3521,26.895657,0.6177346,19.565682
-1481.1207,0.96857803,0.09024262,3,15,0,1483.1592,27.669294,0.61078703,19.103712
-1478.9783,0.97872393,0.09024262,2,7,0,1481.3009,27.037501,0.60178149,19.107246
-1481.5788,0.78898742,0.09024262,3,15,0,1482.5614,29.238587,0.59391647,19.416809
-1479.8158,1,0.09024262,2,3,0,1481.5191,28.312887,0.58725077,19.454823
-1481.906,0.72767966,0.09024262,2,3,0,1482.8949,29.116931,0.5965235,19.429869
-1478.9775,0.98604596,0.09024262,5,63,0,1484.7774,21.315183,0.66175964,18.795067
-1481.6485,0.71438017,0.09024262,2,3,0,1482.8671,22.43571,0.66508017,18.869685
-1478.7014,0.98631855,0.09024262,4,27,0,1483.1939,25.912674,0.61938741,18.492795
-1478.9813,0.98545508,0.09024262,4,27,0,1479.7575,22.243895,0.63346908,18.013667
-1478.1107,0.96700356,0.09024262,4,27,0,1480.7359,24.387386,0.62018291,18.512901
-1477.9786,0.99842754,0.09024262,6,63,0,1478.2207,25.347856,0.61510666,17.937786
-1478.2413,0.83445302,0.09024262,4,23,0,1479.8004,21.415621,0.64995879,18.375811
-1478.8181,0.946769,0.09024262,5,31,0,1479.5349,30.588408,0.55921958,17.615821
-1478.0556,0.95122086,0.09024262,4,19,0,1479.3784,29.054444,0.57929571,18.095305
-1478.2277,0.98074967,0.09024262,6,63,0,1478.5229,21.483087,0.65541934,18.320161
-1478.0529,0.97624778,0.09024262,3,15,0,1478.5023,22.577158,0.6402476,18.322973
-1479.6661,0.99291324,0.09024262,5,31,0,1479.8334,22.456665,0.64224931,17.151026
-1479.2474,0.94258131,0.09024262,3,11,0,1480.439,22.948323,0.6324857,17.353122
-1478.601,0.99995216,0.09024262,5,31,0,1480.2113,31.428548,0.55935576,18.5577
-1478.8701,0.97481617,0.09024262,2,3,0,1478.9524,31.04428,0.5503218,18.561924
-1478.5277,0.99794105,0.09024262,5,63,0,1480.4572,22.696429,0.63795145,18.829706
-1481.434,0.89901095,0.09024262,5,63,0,1486.0579,14.874775,0.70578285,19.242239
-1481.7265,0.97818387,0.09024262,2,3,0,1481.8287,16.493409,0.71652637,19.241848
-1481.6861,0.86308959,0.09024262,6,63,0,1484.7289,29.583913,0.59554422,18.77477
-1478.4032,1,0.09024262,2,3,0,1481.1722,28.233812,0.5820192,18.72234
-1478.7618,0.9383554,0.09024262,5,63,0,1479.7206,22.284931,0.65274058,18.664969
-1478.3166,0.76700423,0.09024262,2,3,0,1481.3116,22.814064,0.64025836,18.701519
-1478.3848,0.99682277,0.09024262,5,47,0,1478.7168,25.750865,0.60881848,17.610205
-1479.7299,0.79021167,0.09024262,4,27,0,1480.9953,28.480562,0.56755816,18.310398
-1478.6281,0.8747624,0.09024262,2,3,0,1481.7789,29.856435,0.57855686,18.447435
-1481.1377,0.99491968,0.09024262,5,31,0,1481.3165,26.217085,0.59594709,19.736415
