# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = wells_dist100_model_model
# start_datetime = 2026-08-20 13:56:06 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /home/m0hawk/Documents/apin/stan/data/wells_dist100_model.json
# init = 2 (Default)
# random
#   seed = 20262819
# output
#   file = /home/m0hawk/Documents/apin/stan/runs/march_native/wells_dist100_model/rep2/chain_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = /home/m0hawk/Documents/apin/stan/build/wells_dist100_model__march_native/model.hpp
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta.1
# Adaptation terminated
# Step size = 0.465339
# Diagonal elements of inverse mass matrix:
# 0.00333234, 0.00828866
-2039.9247,0.98748921,0.46533942,2,3,0,2040.0409,0.71357661,-0.71876568
-2040.4141,0.98453615,0.46533942,3,15,0,2040.8565,0.54317934,-0.43052827
-2040.042,0.89831643,0.46533942,2,3,0,2041.6751,0.5296629,-0.6141192
-2038.4922,1,0.46533942,2,3,0,2040.0127,0.55397258,-0.55745503
-2038.3692,0.96080347,0.46533942,2,3,0,2038.8137,0.57125632,-0.55316368
-2038.2565,0.98336095,0.46533942,2,7,0,2038.8886,0.59688567,-0.64041409
-2039.5788,0.78389438,0.46533942,1,3,0,2039.7104,0.56722443,-0.66732709
-2038.2352,1,0.46533942,2,7,0,2039.6205,0.63421051,-0.65092624
-2038.293,0.97029036,0.46533942,3,9,0,2038.4969,0.5955761,-0.57490558
-2038.3577,0.94889776,0.46533942,2,7,0,2038.6905,0.57149541,-0.60116847
-2039.3689,0.81612136,0.46533942,3,11,0,2041.165,0.57996778,-0.49797869
-2038.9409,1,0.46533942,2,3,0,2039.3292,0.56687277,-0.50613097
-2038.5806,0.9815615,0.46533942,2,7,0,2040.065,0.62821342,-0.70353565
-2038.2212,0.92678794,0.46533942,3,9,0,2042.7199,0.59495919,-0.58311928
-2038.2015,1,0.46533942,3,15,0,2038.2292,0.62653303,-0.63483308
-2038.8329,0.91724346,0.46533942,2,7,0,2039.7912,0.61790656,-0.56658
-2038.198,0.94585549,0.46533942,1,3,0,2039.2504,0.59013901,-0.61960438
-2038.9908,0.98891394,0.46533942,2,7,0,2039.2012,0.54100836,-0.4938794
-2038.3429,0.99163512,0.46533942,4,15,0,2039.2952,0.56805067,-0.58721236
-2039.234,0.89856351,0.46533942,3,7,0,2039.6185,0.67013441,-0.64067731
-2039.5755,0.9178624,0.46533942,3,11,0,2040.9756,0.53444429,-0.60401388
-2039.3273,0.97606568,0.46533942,3,7,0,2042.6269,0.51432838,-0.52358571
-2038.7923,0.96983024,0.46533942,3,9,0,2039.7302,0.59980723,-0.68335031
-2039.376,0.87543565,0.46533942,1,1,0,2039.4188,0.59145348,-0.6973724
-2040.5375,0.76388625,0.46533942,1,1,0,2040.6441,0.57471792,-0.71021229
-2040.4662,1,0.46533942,2,7,0,2040.7884,0.62260977,-0.51457779
-2039.7796,1,0.46533942,3,9,0,2040.901,0.63418623,-0.76382903
-2038.8233,0.95785388,0.46533942,2,3,0,2040.2003,0.67547633,-0.72831563
-2039.2972,0.98158987,0.46533942,1,3,0,2039.6503,0.69244596,-0.7660081
-2038.613,0.97481666,0.46533942,2,7,0,2041.6366,0.55158525,-0.52790534
-2038.1337,0.98126894,0.46533942,2,7,0,2038.9598,0.60493738,-0.63082096
-2039.8846,0.72296087,0.46533942,2,7,0,2040.6918,0.55277602,-0.65338903
-2039.0735,1,0.46533942,2,7,0,2040.0034,0.57566496,-0.66035383
-2038.3946,0.98733157,0.46533942,2,7,0,2040.6455,0.62865701,-0.68925327
-2038.8909,0.86964434,0.46533942,3,7,0,2039.9968,0.53527396,-0.50781588
-2038.5554,0.97874664,0.46533942,1,3,0,2039.45,0.54991339,-0.55516001
-2038.1953,0.99713811,0.46533942,3,11,0,2038.9531,0.60647939,-0.59916112
-2039.0992,0.91842132,0.46533942,2,7,0,2040.0381,0.56252713,-0.49499755
-2039.0429,0.99767983,0.46533942,2,3,0,2039.2439,0.52707568,-0.54284618
-2039.2196,0.78603974,0.46533942,3,7,0,2042.8902,0.68510236,-0.68081611
-2038.6653,1,0.46533942,2,3,0,2039.1316,0.64877168,-0.7226735
-2038.4906,0.80068164,0.46533942,2,7,0,2041.3647,0.56240329,-0.53841623
-2038.3352,0.99827399,0.46533942,3,7,0,2038.5326,0.56636091,-0.57247241
-2039.0336,0.90880708,0.46533942,3,7,0,2039.5383,0.6722303,-0.65882739
-2039.7658,0.67834456,0.46533942,1,3,0,2041.9837,0.61639453,-0.74372559
-2038.4685,1,0.46533942,2,7,0,2040.1516,0.61810942,-0.58877393
-2039.0726,0.98207991,0.46533942,2,7,0,2039.8801,0.52851543,-0.55314783
-2038.1663,0.98583753,0.46533942,2,5,0,2039.5814,0.58878328,-0.60695546
-2038.4836,0.95625843,0.46533942,2,7,0,2039.2484,0.6295126,-0.69751717
-2038.7502,0.9092933,0.46533942,2,3,0,2039.3312,0.60903704,-0.69313854
-2039.069,0.98066116,0.46533942,2,3,0,2039.1854,0.61200031,-0.7121034
-2039.0003,0.98254273,0.46533942,2,7,0,2042.5795,0.5443307,-0.49306965
-2038.5578,1,0.46533942,4,15,0,2039.1599,0.5496132,-0.54782374
-2045.2894,0.87788776,0.46533942,2,7,0,2046.194,0.39919531,-0.2670705
-2039.9804,0.91395874,0.46533942,2,5,0,2048.078,0.53372347,-0.44002998
-2040.204,0.96230242,0.46533942,1,3,0,2041.2307,0.48793032,-0.43873168
-2038.1429,0.99299732,0.46533942,2,7,0,2040.8401,0.60191612,-0.60423624
-2038.2188,0.99683807,0.46533942,2,5,0,2038.2975,0.58338372,-0.57856502
-2038.206,0.96992961,0.46533942,3,7,0,2038.6012,0.58102409,-0.58692268
-2039.231,0.87512661,0.46533942,2,3,0,2039.4419,0.54150347,-0.60182466
-2039.6646,0.90654244,0.46533942,1,1,0,2039.7824,0.53499379,-0.60943931
-2038.6948,0.98654242,0.46533942,1,3,0,2040.1177,0.54140175,-0.54144519
-2039.8884,0.79496732,0.46533942,3,7,0,2040.6486,0.62882668,-0.76185043
-2042.3015,0.954237,0.46533942,3,7,0,2043.3822,0.43332755,-0.41913325
-2039.0695,1,0.46533942,2,7,0,2042.7215,0.53173081,-0.49077219
-2038.829,0.98986714,0.46533942,2,3,0,2039.2623,0.5350928,-0.5209022
-2038.6769,0.95503497,0.46533942,1,3,0,2039.2902,0.56593222,-0.52191024
-2038.649,1,0.46533942,1,1,0,2038.7033,0.5646606,-0.52346037
-2038.3352,0.95354404,0.46533942,3,11,0,2039.3579,0.60499867,-0.66006811
-2038.3548,0.98439889,0.46533942,2,3,0,2038.5722,0.64202695,-0.64752401
-2038.7001,0.97347072,0.46533942,3,7,0,2039.0674,0.67102398,-0.70114977
-2038.3379,0.99320273,0.46533942,2,7,0,2039.1225,0.64090651,-0.68571012
-2039.4324,0.74191951,0.46533942,2,3,0,2039.9319,0.67074509,-0.63152306
-2039.423,1,0.46533942,2,3,0,2039.838,0.68005015,-0.65319297
-2039.7677,0.86772474,0.46533942,2,7,0,2041.9017,0.53250914,-0.60868167
-2038.2862,1,0.46533942,2,3,0,2039.524,0.59018513,-0.570951
-2038.836,0.76875443,0.46533942,2,3,0,2040.5327,0.53662336,-0.55309134
-2039.3522,0.97602537,0.46533942,4,15,0,2040.1591,0.69562849,-0.70503726
-2038.2097,0.95660928,0.46533942,3,11,0,2039.7358,0.63147316,-0.65110897
-2038.6387,0.90583972,0.46533942,1,3,0,2038.8321,0.6388417,-0.61213423
-2039.2213,0.89881287,0.46533942,4,15,0,2040.9849,0.51795993,-0.49500138
-2040.0047,0.96643398,0.46533942,1,3,0,2040.6749,0.49829784,-0.44040357
-2038.1235,0.93927926,0.46533942,2,5,0,2040.9731,0.60135528,-0.61256792
-2039.4869,0.84251122,0.46533942,2,7,0,2040.6611,0.63807456,-0.7570406
-2040.0172,0.97096197,0.46533942,3,9,0,2040.7164,0.49105305,-0.49790575
-2038.7039,0.99887264,0.46533942,3,7,0,2040.6346,0.54188769,-0.52897575
-2038.2783,0.96030953,0.46533942,2,7,0,2040.4948,0.59070302,-0.57227115
-2039.4765,0.93568704,0.46533942,3,15,0,2039.8148,0.65853508,-0.77321969
-2038.1729,0.99652052,0.46533942,2,7,0,2040.0547,0.62566875,-0.64474653
-2040.3929,0.67287245,0.46533942,2,7,0,2041.4767,0.6858213,-0.62319015
-2038.492,1,0.46533942,2,7,0,2040.044,0.60984538,-0.67849534
-2039.1067,0.94808065,0.46533942,3,7,0,2040.4518,0.54712302,-0.48679064
-2039.0676,1,0.46533942,2,3,0,2039.2317,0.52343253,-0.50972807
-2038.468,0.9562433,0.46533942,2,7,0,2040.4967,0.61717868,-0.5874084
-2038.4062,1,0.46533942,1,1,0,2038.5079,0.61369918,-0.5870232
-2038.9143,0.99378728,0.46533942,3,7,0,2039.4,0.68207704,-0.71412427
