# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = wells_dist100_model_model
# start_datetime = 2026-08-20 13:56:06 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /home/m0hawk/Documents/apin/stan/data/wells_dist100_model.json
# init = 2 (Default)
# random
#   seed = 20262819
# output
#   file = /home/m0hawk/Documents/apin/stan/runs/march_native/wells_dist100_model/rep2/chain_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = /home/m0hawk/Documents/apin/stan/build/wells_dist100_model__march_native/model.hpp
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta.1
# Adaptation terminated
# Step size = 0.411026
# Diagonal elements of inverse mass matrix:
# 0.00434016, 0.011325
-2038.9542,1,0.41102643,2,7,0,2039.2865,0.63785553,-0.73345976
-2039.5745,0.91991567,0.41102643,2,7,0,2042.4217,0.70833886,-0.76623274
-2040.6111,0.94441642,0.41102643,2,3,0,2041.0229,0.72812974,-0.83589179
-2039.0444,0.93503133,0.41102643,3,7,0,2041.1095,0.68586204,-0.74344826
-2038.2787,0.93332807,0.41102643,3,7,0,2039.576,0.58647615,-0.56934235
-2038.5427,0.91005582,0.41102643,2,7,0,2039.5249,0.64523192,-0.63286572
-2038.4517,1,0.41102643,1,1,0,2038.563,0.64310311,-0.63709432
-2038.3815,0.99949046,0.41102643,2,7,0,2038.5335,0.58501611,-0.63326707
-2039.1556,0.92490711,0.41102643,2,7,0,2039.1676,0.61828207,-0.55230483
-2039.906,0.94835226,0.41102643,2,7,0,2040.7411,0.65127933,-0.57566971
-2039.4038,1,0.41102643,2,3,0,2039.9892,0.64812459,-0.5891496
-2038.8782,1,0.41102643,1,1,0,2039.4044,0.63497417,-0.590888
-2038.666,1,0.41102643,2,7,0,2039.1182,0.64329255,-0.61888722
-2038.3182,1,0.41102643,2,3,0,2038.6375,0.6249215,-0.67890522
-2038.3114,0.99999686,0.41102643,3,7,0,2038.3611,0.63230153,-0.68194188
-2039.7273,0.78037962,0.41102643,2,3,0,2040.0294,0.61783036,-0.74412728
-2038.7657,0.99958607,0.41102643,3,9,0,2039.9704,0.57765079,-0.52398609
-2039.6958,0.98079437,0.41102643,3,15,0,2040.3539,0.66966231,-0.78931893
-2038.8196,0.9340224,0.41102643,4,15,0,2040.5704,0.65949786,-0.73741134
-2039.8516,0.72691369,0.41102643,2,3,0,2042.0631,0.7159535,-0.78693011
-2039.0908,0.98584915,0.41102643,1,3,0,2040.5965,0.69008045,-0.73528045
-2039.0295,1,0.41102643,1,1,0,2039.1084,0.68743923,-0.73080619
-2039.1069,0.97747122,0.41102643,2,3,0,2039.4743,0.67430496,-0.75941995
-2039.0023,0.95503401,0.41102643,2,3,0,2039.3554,0.68633907,-0.72270685
-2040.1167,0.76765882,0.41102643,1,3,0,2040.5362,0.69896795,-0.66372456
-2040.5333,0.91432947,0.41102643,1,1,0,2040.7933,0.70532669,-0.66084993
-2040.2435,1,0.41102643,2,3,0,2040.8354,0.70837579,-0.68174243
-2039.308,1,0.41102643,2,3,0,2040.0823,0.69612986,-0.7130926
-2039.4376,0.99741364,0.41102643,2,3,0,2039.6005,0.67494189,-0.77956157
-2038.3153,0.97807864,0.41102643,2,7,0,2040.1406,0.62625452,-0.67948569
-2039.9397,0.77203636,0.41102643,2,3,0,2040.0673,0.69133151,-0.65360709
-2040.0665,1,0.41102643,2,3,0,2040.275,0.63823998,-0.7773831
-2040.92,0.84321107,0.41102643,1,1,0,2041.0982,0.63751475,-0.80114003
-2040.589,0.93328943,0.41102643,2,3,0,2042.2661,0.66944716,-0.58536186
-2040.2335,1,0.41102643,1,1,0,2040.9158,0.66424223,-0.58728118
-2040.0332,1,0.41102643,2,3,0,2040.7318,0.6521366,-0.57281724
-2040.9294,0.80927604,0.41102643,1,1,0,2041.201,0.66260798,-0.5635845
-2038.7249,1,0.41102643,2,3,0,2040.7326,0.56403977,-0.61950842
-2039.196,0.96719963,0.41102643,2,5,0,2039.6108,0.54082775,-0.59818926
-2039.4318,0.87419208,0.41102643,2,3,0,2041.0725,0.51900849,-0.55486448
-2038.8613,1,0.41102643,2,3,0,2039.5426,0.53595296,-0.51122214
-2038.4371,0.86212334,0.41102643,3,7,0,2039.64,0.5594832,-0.55068499
-2038.4973,0.93821546,0.41102643,3,9,0,2038.9745,0.63778011,-0.62095281
-2038.5566,0.90017577,0.41102643,1,3,0,2039.4317,0.60532075,-0.67715901
-2039.0121,0.99690677,0.41102643,3,7,0,2039.3399,0.67033434,-0.75265353
