# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = wells_dist100_model_model
# start_datetime = 2026-08-20 13:56:06 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /home/m0hawk/Documents/apin/stan/data/wells_dist100_model.json
# init = 2 (Default)
# random
#   seed = 20262819
# output
#   file = /home/m0hawk/Documents/apin/stan/runs/march_native/wells_dist100_model/rep2/chain_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = /home/m0hawk/Documents/apin/stan/build/wells_dist100_model__march_native/model.hpp
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta.1
# Adaptation terminated
# Step size = 0.389669
# Diagonal elements of inverse mass matrix:
# 0.00362825, 0.00914038
-2038.6928,0.98928622,0.38966882,2,7,0,2039.14,0.66345554,-0.72486425
-2038.9254,0.9735546,0.38966882,1,3,0,2039.1005,0.68276552,-0.7204665
-2038.8669,0.98955255,0.38966882,2,3,0,2039.0802,0.67971068,-0.71045701
-2038.6486,0.96585297,0.38966882,3,15,0,2041.7189,0.54785257,-0.52663068
-2038.8168,0.98856293,0.38966882,2,3,0,2038.9287,0.54323799,-0.50888805
-2039.2821,0.89703649,0.38966882,2,7,0,2039.9299,0.52325935,-0.55601642
-2038.7924,0.99745563,0.38966882,3,11,0,2040.786,0.66248651,-0.65272931
-2038.8794,0.93634164,0.38966882,2,7,0,2039.9255,0.63804876,-0.59610169
-2040.5566,0.98988529,0.38966882,3,7,0,2041.1022,0.51982347,-0.41233084
-2040.7309,0.89735269,0.38966882,2,3,0,2041.6523,0.48522706,-0.53315004
-2040.7584,0.97335544,0.38966882,2,7,0,2041.7853,0.49901492,-0.57249194
-2039.0112,1,0.38966882,2,3,0,2040.7181,0.52679697,-0.50753663
-2039.3786,0.89788866,0.38966882,2,7,0,2040.4211,0.52499568,-0.56902945
-2039.0608,1,0.38966882,2,3,0,2039.4326,0.53560534,-0.57523345
-2038.4684,0.98432085,0.38966882,2,7,0,2042.4175,0.65555703,-0.67561972
-2038.6659,0.99234092,0.38966882,3,7,0,2038.8204,0.66279054,-0.72192037
