# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = low_dim_gauss_mix_model
# start_datetime = 2026-08-20 13:57:00 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /home/m0hawk/Documents/apin/stan/data/low_dim_gauss_mix.json
# init = 2 (Default)
# random
#   seed = 20262819
# output
#   file = /home/m0hawk/Documents/apin/stan/runs/march_native/low_dim_gauss_mix/rep2/chain_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = /home/m0hawk/Documents/apin/stan/build/low_dim_gauss_mix__march_native/model.hpp
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu.1,mu.2,sigma.1,sigma.2,theta
# Adaptation terminated
# Step size = 0.615239
# Diagonal elements of inverse mass matrix:
# 0.00177606, 0.000171458, 0.000876, 0.00145578, 0.0042102
-2104.8412,0.95194831,0.61523937,3,7,0,2108.3447,-2.7109561,2.8417941,1.0358955,1.0095289,0.62819412
-2104.6085,0.77566876,0.61523937,2,3,0,2106.6235,-2.7222023,2.867736,1.0090398,1.0304185,0.62030981
-2104.8394,0.8256246,0.61523937,3,7,0,2108.0082,-2.7257038,2.8768158,1.0192939,0.98532333,0.62026752
-2105.0421,0.8847356,0.61523937,3,15,0,2105.9443,-2.7286713,2.8773197,1.0531875,1.0347691,0.631323
-2105.8165,0.96536696,0.61523937,3,7,0,2106.6032,-2.7031188,2.8633925,1.0441928,0.98221264,0.63952749
-2108.4019,0.6581976,0.61523937,3,7,0,2111.6346,-2.7622741,2.9094319,0.96049579,0.98614001,0.63323835
-2105.2103,1,0.61523937,2,3,0,2108.5922,-2.7815342,2.8508098,1.013108,1.0282979,0.61523567
-2105.5991,0.99409059,0.61523937,2,3,0,2105.8887,-2.7834949,2.8756326,1.0083752,1.0332962,0.60820664
-2105.0726,0.99137607,0.61523937,3,7,0,2106.5734,-2.712433,2.8743469,1.0466417,1.0045462,0.6348501
-2105.1889,0.89852705,0.61523937,3,7,0,2106.9515,-2.7562272,2.858564,0.99955478,1.0554814,0.62366008
-2105.559,0.90788759,0.61523937,3,7,0,2106.4536,-2.719738,2.8452682,1.0630204,0.99813956,0.6116274
