# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = low_dim_gauss_mix_model
# start_datetime = 2026-08-20 13:57:00 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /home/m0hawk/Documents/apin/stan/data/low_dim_gauss_mix.json
# init = 2 (Default)
# random
#   seed = 20262819
# output
#   file = /home/m0hawk/Documents/apin/stan/runs/march_native/low_dim_gauss_mix/rep2/chain_0.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = /home/m0hawk/Documents/apin/stan/build/low_dim_gauss_mix__march_native/model.hpp
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu.1,mu.2,sigma.1,sigma.2,theta
# Adaptation terminated
# Step size = 0.573546
# Diagonal elements of inverse mass matrix:
# 0.00150799, 0.000127046, 0.000842111, 0.00121804, 0.00426648
-2105.7848,0.92213072,0.57354553,2,7,0,2107.6149,-2.7399132,2.8085729,0.99074615,1.01589,0.62724461
-2107.2792,0.95094764,0.57354553,3,7,0,2108.1212,-2.7568014,2.9495293,1.0345706,1.081724,0.60597614
-2105.594,0.97440677,0.57354553,3,7,0,2109.9678,-2.7046396,2.8137163,1.0132488,1.0001267,0.62857718
-2105.9115,0.9710743,0.57354553,3,7,0,2107.253,-2.763308,2.9427664,1.0514539,1.0318471,0.62270458
-2108.9265,0.8574405,0.57354553,3,7,0,2110.5084,-2.7321594,2.8154249,1.0570445,0.97492743,0.65773315
-2109.1766,1,0.57354553,3,7,0,2111.2779,-2.7957586,2.9514432,1.023044,1.0560059,0.58897355
-2105.8145,0.9488292,0.57354553,3,7,0,2111.3264,-2.7208252,2.8642225,0.99785235,1.037292,0.64079399
-2109.031,0.75437154,0.57354553,3,7,0,2110.6667,-2.7601561,3.0095242,1.0453918,1.0397811,0.60224243
-2108.7278,1,0.57354553,3,7,0,2110.5853,-2.7761767,2.9636561,1.07102,1.0408205,0.59805867
-2108.4114,0.99953097,0.57354553,3,7,0,2109.6584,-2.6795582,2.8624431,0.97990389,1.0098833,0.64904732
-2105.1208,0.99466517,0.57354553,3,7,0,2109.0875,-2.7169233,2.849973,1.0203709,0.98171877,0.6172277
-2108.4731,0.82277838,0.57354553,3,7,0,2110.0504,-2.7743462,2.8985668,0.99095516,1.1149431,0.60252531
-2106.4441,0.95272618,0.57354553,2,7,0,2112.0037,-2.744294,2.8376841,1.0044813,1.0955416,0.60869332
-2104.9047,0.99774355,0.57354553,3,7,0,2107.103,-2.7292646,2.8783104,1.0269318,1.0297737,0.60623771
-2105.0741,0.9824684,0.57354553,3,7,0,2106.089,-2.7495658,2.8666806,1.0147502,1.050987,0.63285914
-2105.3515,0.94809795,0.57354553,3,7,0,2106.47,-2.7618392,2.883809,1.0506853,1.0355685,0.60944417
-2107.4107,0.85101233,0.57354553,3,7,0,2108.7808,-2.7942126,2.8254337,1.0246066,1.0850334,0.63825334
-2106.4774,0.92449866,0.57354553,3,7,0,2111.3658,-2.7679598,2.8352256,1.0021094,1.0950696,0.61578906
-2106.058,0.86854786,0.57354553,3,7,0,2109.2586,-2.7205625,2.8182257,1.0383251,1.0495643,0.64065921
-2106.3571,0.95067234,0.57354553,3,7,0,2108.1052,-2.7472844,2.9483607,1.03577,1.0714282,0.62110564
-2107.4946,0.92202257,0.57354553,3,7,0,2109.4498,-2.7165067,2.7461778,1.0088843,1.0077762,0.62497459
-2107.738,0.99491936,0.57354553,3,7,0,2109.1194,-2.7399029,2.9739965,1.0521658,1.0818879,0.62308931
-2105.5757,0.98782932,0.57354553,3,7,0,2109.1759,-2.7663728,2.8101587,1.0407019,1.0104653,0.62733013
-2106.9462,0.84721977,0.57354553,3,7,0,2108.5745,-2.7044274,2.9722211,1.0104628,1.0325541,0.61001582
-2106.4724,0.99627693,0.57354553,2,7,0,2107.7423,-2.7229592,2.9617622,1.0241076,1.0436563,0.60740059
-2110.4715,0.85622052,0.57354553,3,7,0,2111.9659,-2.7974954,2.8565459,1.1134501,1.0800898,0.6264402
-2107.8642,0.83779845,0.57354553,2,7,0,2114.2173,-2.7065623,2.9981762,1.0120398,1.0184394,0.61053581
-2109.1085,0.93015937,0.57354553,2,3,0,2109.9255,-2.6909776,3.0161885,1.0020105,1.027512,0.61641092
-2105.8914,0.98805222,0.57354553,2,7,0,2110.0811,-2.7734048,2.8970509,0.99026888,1.046239,0.62658076
-2106.5508,0.88960554,0.57354553,3,7,0,2108.7375,-2.7710175,2.939974,1.0635594,1.0217046,0.61088917
-2109.9013,0.64156424,0.57354553,3,15,0,2113.7573,-2.7624229,2.7645646,0.99946173,0.95953592,0.64389525
-2109.8419,0.94656899,0.57354553,2,7,0,2112.8449,-2.6453824,2.9579865,0.98965702,0.97660273,0.63171273
-2109.8897,0.98080836,0.57354553,3,7,0,2112.2789,-2.7815912,2.7430696,1.0571204,1.0996943,0.6069287
-2108.9156,0.92918421,0.57354553,2,7,0,2116.6639,-2.6986833,2.8366149,1.0075911,0.97245605,0.58446034
-2106.4705,1,0.57354553,3,7,0,2109.7158,-2.7147603,2.892042,1.0422864,0.97473781,0.59808282
-2105.6797,0.93661093,0.57354553,2,7,0,2109.7212,-2.740566,2.924613,1.0171668,1.0690309,0.62218572
-2106.6625,0.96056668,0.57354553,3,7,0,2107.5126,-2.6923709,2.9123537,1.055461,0.98347065,0.60141712
-2105.5434,0.97790293,0.57354553,3,7,0,2108.0473,-2.7898103,2.830674,1.022947,1.0203512,0.624389
-2105.7992,0.85544295,0.57354553,3,7,0,2110.8039,-2.7103742,2.7989538,1.011691,1.0425505,0.61081093
-2105.4368,0.9361476,0.57354553,3,7,0,2107.6736,-2.7378098,2.9325189,1.024993,1.0451841,0.61253824
-2105.8599,0.99062418,0.57354553,3,7,0,2106.3435,-2.7467791,2.8239227,1.0100993,0.97594073,0.62854652
-2105.3857,0.98039458,0.57354553,2,7,0,2107.5848,-2.7204402,2.8589986,1.0363371,1.0546639,0.63631827
-2105.1599,0.97590945,0.57354553,3,7,0,2106.5391,-2.7240377,2.8422712,1.0393006,0.98698108,0.63064764
-2105.6961,0.87150606,0.57354553,3,7,0,2108.53,-2.6911392,2.8830788,1.0253034,1.0571357,0.60930529
-2105.1826,0.94673823,0.57354553,3,7,0,2108.2743,-2.7091471,2.8495284,1.0357305,1.014536,0.63702893
-2105.0329,0.95214085,0.57354553,3,7,0,2106.4176,-2.7057602,2.8931657,1.0263076,1.0368897,0.63202419
-2105.1412,0.93897659,0.57354553,3,7,0,2106.8786,-2.7327529,2.8250519,1.0274832,1.0071434,0.60888401
-2107.7331,0.83378501,0.57354553,3,7,0,2109.3155,-2.8175637,2.8631333,1.0138096,1.0852607,0.63138361
-2107.6014,0.84069439,0.57354553,3,7,0,2113.4405,-2.6708048,2.9154414,1.0917468,1.0155681,0.63358199
-2111.2546,0.93474555,0.57354553,3,7,0,2113.4814,-2.6545444,2.7576385,0.98935056,0.95986516,0.62178149
-2107.3278,0.99005601,0.57354553,2,3,0,2112.3,-2.6697768,2.821906,0.99457651,0.98060426,0.62230768
-2107.9389,0.98027523,0.57354553,2,3,0,2108.3847,-2.6650902,2.8371211,0.98389174,0.98126544,0.6295501
-2105.3817,1,0.57354553,2,3,0,2108.2047,-2.6839287,2.8587675,1.0348949,1.0046418,0.63191414
-2106.6758,0.93784096,0.57354553,3,7,0,2107.6304,-2.7157191,2.8594132,1.0680785,0.9972994,0.64660268
-2105.7578,0.98262413,0.57354553,3,7,0,2108.0241,-2.7555692,2.8720523,1.0278425,0.98992693,0.60066459
-2106.1101,0.92242983,0.57354553,3,7,0,2108.4366,-2.6882908,2.8971383,0.99700816,1.0471223,0.61101946
-2105.7336,0.9908343,0.57354553,3,7,0,2106.7303,-2.6923396,2.9193938,1.0107944,1.0407222,0.61385143
-2104.6882,0.98644689,0.57354553,2,7,0,2107.1776,-2.7329714,2.8955821,1.012989,1.0372765,0.62289496
-2106.8716,0.90041701,0.57354553,3,7,0,2107.9524,-2.7083028,2.7820009,1.0067514,1.0809402,0.61665665
-2109.6564,0.76248159,0.57354553,3,7,0,2111.0733,-2.8134642,2.7836537,1.0480308,0.95600215,0.62494428
-2113.3307,0.97910518,0.57354553,3,7,0,2115.3888,-2.7684701,3.0303335,1.0810597,1.0246591,0.65949583
-2108.7335,1,0.57354553,2,3,0,2113.853,-2.8250955,2.8572607,1.0631828,1.0493988,0.64270093
-2105.6463,0.99979859,0.57354553,3,7,0,2109.3744,-2.7156761,2.9355989,1.0364864,1.0509751,0.62757119
-2110.191,0.79926687,0.57354553,2,7,0,2112.2856,-2.7916966,2.8394656,1.1080287,1.0139744,0.59564749
-2110.8045,0.99259582,0.57354553,3,7,0,2111.6202,-2.7122301,2.7644378,0.95861912,1.0124179,0.64773526
-2112.7175,0.88837419,0.57354553,3,7,0,2114.9042,-2.8112632,2.7816501,1.1189279,1.0312268,0.59875794
-2107.0132,0.84862595,0.57354553,2,3,0,2115.7109,-2.7661524,2.9161956,1.0788257,1.0369379,0.60660413
-2107.4111,0.7558611,0.57354553,3,7,0,2114.4121,-2.6570861,2.9453655,1.0091698,1.0335871,0.62655611
-2105.9956,0.9699898,0.57354553,2,7,0,2109.5569,-2.6943819,2.9056571,1.0698491,1.0031499,0.61207893
-2105.6761,0.81306807,0.57354553,3,7,0,2112.2425,-2.7453914,2.9092899,1.0591371,1.0482753,0.61307382
-2106.012,0.96304751,0.57354553,3,7,0,2107.343,-2.7548639,2.8080174,1.0294545,1.0792797,0.61641919
-2106.7606,0.97684757,0.57354553,3,7,0,2108.2729,-2.7555942,2.8329523,1.010443,1.0984872,0.60525551
-2107.2917,0.98502183,0.57354553,3,7,0,2107.8714,-2.7125085,2.9196828,1.0525605,0.94848563,0.64004334
-2105.7111,1,0.57354553,3,7,0,2107.556,-2.7423663,2.8535797,1.0612325,0.97460163,0.62479544
-2108.7975,0.93064559,0.57354553,3,7,0,2110.1829,-2.6234266,2.8444101,1.0361375,1.0472815,0.63734971
-2106.2504,0.98232959,0.57354553,2,7,0,2110.7778,-2.767655,2.8442125,1.0156354,1.0210624,0.59495534
-2105.3577,0.87639472,0.57354553,3,7,0,2108.7759,-2.7100953,2.8687154,1.0661671,1.0098117,0.6292736
-2105.098,0.99718613,0.57354553,3,7,0,2105.8823,-2.745001,2.8556424,0.99564286,1.0248111,0.61164267
-2110.4599,0.79709012,0.57354553,2,7,0,2111.0301,-2.7773124,2.938686,1.09931,1.0110201,0.65560239
-2105.1417,0.95889746,0.57354553,3,7,0,2113.213,-2.7457802,2.8366949,0.99836265,1.0443507,0.6261521
-2105.378,0.9815626,0.57354553,3,7,0,2106.2257,-2.7561585,2.8859432,1.0349044,1.0579392,0.6332243
-2104.7886,0.9719828,0.57354553,2,7,0,2106.566,-2.7418622,2.8765715,1.0201616,0.99049715,0.61619544
-2104.7954,0.96832951,0.57354553,3,7,0,2106.013,-2.7229022,2.8623022,1.0414495,1.0471796,0.62227004
-2104.9662,0.9758345,0.57354553,3,7,0,2105.5711,-2.7333761,2.8453596,1.0263101,0.98383738,0.62052575
-2104.9167,0.93086917,0.57354553,3,7,0,2106.2659,-2.7731141,2.8880842,1.0220938,1.0200897,0.62438355
-2105.2056,0.98414819,0.57354553,3,15,0,2105.5611,-2.6868686,2.8478189,1.0283742,1.0161097,0.61466497
-2105.8247,0.95052052,0.57354553,3,7,0,2107.3184,-2.7072402,2.826607,0.99341384,1.0425786,0.63073177
-2107.1547,0.93558371,0.57354553,3,7,0,2108.8774,-2.7638652,2.8829287,1.0304267,1.0590285,0.58965754
-2105.5028,1,0.57354553,3,7,0,2107.5816,-2.7554606,2.8374287,1.029389,1.023509,0.60146431
-2104.4967,0.94079971,0.57354553,2,7,0,2107.7695,-2.7260335,2.8501819,1.0192054,1.0261797,0.61980407
-2105.2247,0.94155897,0.57354553,3,7,0,2105.9461,-2.7067216,2.8210426,1.0400914,1.0034673,0.62251007
-2105.3187,0.92921245,0.57354553,3,7,0,2107.3747,-2.7170012,2.8523065,1.0489695,1.0072859,0.63746087
-2105.1826,0.94347149,0.57354553,3,15,0,2106.8223,-2.7714549,2.8831818,1.034281,1.019583,0.63366194
-2105.7097,0.87012021,0.57354553,2,7,0,2109.7046,-2.7550439,2.8652473,1.0450231,1.0753805,0.62675562
-2106.776,0.97354453,0.57354553,3,7,0,2107.2063,-2.7098458,2.892526,1.0301089,0.94433091,0.61176618
-2108.1719,0.80883618,0.57354553,3,7,0,2111.8342,-2.6736982,2.8373813,0.97250212,0.99280733,0.6330152
-2109.8628,0.81011646,0.57354553,3,7,0,2112.6873,-2.7300011,2.9836551,1.0984797,1.0623038,0.60927954
-2108.3433,0.93378853,0.57354553,3,7,0,2113.7452,-2.692068,2.8226735,0.99551883,0.94260646,0.62238618
-2106.9614,0.97452148,0.57354553,3,7,0,2110.0257,-2.6844108,2.939537,1.0376536,0.96853023,0.60901452
-2107.8469,0.97600625,0.57354553,3,7,0,2109.335,-2.7342599,2.7790995,1.0180411,1.0253356,0.65131274
-2107.5783,0.92828841,0.57354553,3,7,0,2111.3643,-2.709473,2.9490909,0.98404693,1.0603074,0.6074684
-2106.3668,1,0.57354553,2,3,0,2108.5639,-2.7760684,2.8010386,1.0034824,1.0208767,0.60512368
-2107.1758,0.9877098,0.57354553,3,7,0,2108.3454,-2.7391375,2.7962917,1.0246603,1.0160864,0.64993481
-2112.9134,0.815825,0.57354553,3,7,0,2116.504,-2.7063247,2.9367302,1.1024821,1.1373389,0.60314708
-2108.9044,1,0.57354553,2,3,0,2113.696,-2.6997603,2.9107564,1.0707731,1.1107456,0.60772607
-2110.9199,0.92709256,0.57354553,2,3,0,2111.6462,-2.7035262,2.9417407,1.0727965,1.1202849,0.5961699
-2107.8873,0.97844367,0.57354553,2,7,0,2113.4775,-2.8035316,2.8675574,1.0305633,0.96480668,0.64236649
-2105.615,0.95058192,0.57354553,3,7,0,2112.2429,-2.7264679,2.8503848,1.0250594,1.0797164,0.61203439
-2106.2059,0.84796823,0.57354553,3,7,0,2108.8759,-2.7958995,2.8172782,1.0197075,1.0153058,0.63132059
-2107.1534,0.98682161,0.57354553,3,7,0,2107.8001,-2.7424875,2.9400538,1.0269321,1.072661,0.59858901
-2107.0259,0.99952467,0.57354553,3,7,0,2108.5639,-2.6746064,2.922593,1.016403,0.96037882,0.62111642
-2105.4264,0.86065319,0.57354553,2,3,0,2109.0487,-2.7165751,2.8221598,1.022677,0.98380839,0.62486972
-2105.6121,0.8795666,0.57354553,3,7,0,2108.5433,-2.7493461,2.8777315,1.0134577,1.0145825,0.59875343
-2106.4707,0.97304034,0.57354553,3,7,0,2107.621,-2.6718233,2.854398,1.0443995,1.0237245,0.64166544
-2106.9974,0.7788792,0.57354553,2,7,0,2111.4103,-2.7113994,2.9764479,1.0063111,1.0231473,0.61135898
-2110.0948,0.87419622,0.57354553,3,7,0,2111.4158,-2.7788889,2.7596627,1.0891634,0.97748902,0.61777085
-2107.1051,0.95572175,0.57354553,3,7,0,2114.2236,-2.7415541,2.7921668,0.99533063,1.0782795,0.63699028
-2106.1039,0.97700597,0.57354553,3,7,0,2109.6695,-2.6945213,2.9017619,1.0569244,1.0645636,0.62256903
-2106.5214,0.90970363,0.57354553,3,7,0,2109.0216,-2.6816273,2.8946318,0.98349157,1.015897,0.61834761
-2108.3345,0.8252017,0.57354553,3,7,0,2111.9875,-2.8001839,2.9588544,1.0695131,1.0518531,0.61582509
-2104.7974,0.83430933,0.57354553,3,7,0,2110.8965,-2.7386933,2.8813826,1.003613,1.0044085,0.62237188
-2105.4155,0.80063235,0.57354553,2,7,0,2110.0097,-2.767809,2.836701,1.0169535,1.0617139,0.61288101
-2106.6362,0.87422029,0.57354553,3,7,0,2109.3473,-2.7177615,2.7946571,1.0537448,0.97716504,0.61888058
-2106.7001,1,0.57354553,3,7,0,2107.6713,-2.6797206,2.8879164,1.0763685,0.97515529,0.61655125
-2106.7423,0.85169104,0.57354553,3,7,0,2109.218,-2.7673286,2.8974702,0.99989507,1.096051,0.62551318
-2107.9147,0.91691644,0.57354553,2,3,0,2108.3816,-2.7524032,2.932915,0.98327211,1.0964376,0.62997389
-2107.0098,0.99721069,0.57354553,3,7,0,2109.2003,-2.7006048,2.8937849,1.083542,0.96451131,0.61474912
-2107.3247,0.96170256,0.57354553,3,7,0,2110.517,-2.8061031,2.8801588,0.97905042,1.0493084,0.62553951
-2105.2522,0.97543193,0.57354553,3,7,0,2108.3745,-2.7514429,2.8753493,1.0581036,0.99373702,0.61541386
-2108.0633,0.85504375,0.57354553,2,3,0,2108.1336,-2.7479267,2.8890489,1.0874638,0.96401556,0.60116398
-2106.7403,0.97925556,0.57354553,2,3,0,2108.7269,-2.7284081,2.9246013,1.0658245,0.96954586,0.60692532
-2105.9504,0.91995022,0.57354553,2,7,0,2110.1812,-2.7005254,2.8438288,1.0313418,1.0279855,0.64393366
-2105.1886,0.98155272,0.57354553,3,7,0,2107.2617,-2.7071404,2.8644048,1.0220254,0.99883561,0.63618417
-2105.2064,0.9864843,0.57354553,3,7,0,2106.3077,-2.7240484,2.8661451,1.0355464,1.0372161,0.60371158
-2105.8363,0.91182539,0.57354553,3,7,0,2107.6116,-2.7402735,2.8475018,0.98012578,1.0017453,0.61973428
-2108.0459,0.82862291,0.57354553,3,7,0,2110.2397,-2.6882212,2.9262917,1.0390208,0.97243675,0.59207191
-2106.1353,1,0.57354553,2,3,0,2108.3466,-2.7385951,2.8434569,1.0518708,0.98288281,0.60218411
-2105.7204,0.95268233,0.57354553,2,7,0,2107.6987,-2.7746407,2.8278888,1.0130082,1.0063007,0.60719549
-2105.9168,0.92825271,0.57354553,2,7,0,2107.9976,-2.6854077,2.8661903,1.0015215,1.0073341,0.60789688
-2106.7208,0.91170647,0.57354553,3,15,0,2107.8339,-2.7225709,2.966459,1.0538703,1.0230672,0.63688324
-2105.609,0.93319081,0.57354553,2,7,0,2108.4533,-2.6992953,2.9316989,1.0464883,1.0140282,0.61322412
-2107.5261,0.88799213,0.57354553,2,3,0,2108.2075,-2.7700915,2.7908142,1.0680953,1.0594415,0.60820506
-2105.863,0.93132299,0.57354553,2,7,0,2109.2792,-2.7352365,2.9115827,1.0171716,1.0004182,0.64331356
-2108.7666,0.73708509,0.57354553,3,7,0,2111.9392,-2.7356214,2.7450991,1.0203617,1.0545343,0.59206881
-2107.8435,0.99235139,0.57354553,3,7,0,2110.672,-2.7320418,3.0043298,1.0532855,1.0298993,0.62891805
-2109.3383,0.99164812,0.57354553,3,7,0,2112.253,-2.7301753,2.7266839,1.0519604,1.092707,0.61513332
-2106.912,1,0.57354553,3,7,0,2110.7704,-2.6812579,2.9425881,1.0066041,1.0555007,0.62930041
-2105.9782,0.98620282,0.57354553,2,7,0,2109.2313,-2.7892715,2.8813402,1.0214238,1.0534303,0.63423183
-2107.7429,0.89005322,0.57354553,3,7,0,2109.81,-2.7588113,2.8896057,0.9729277,1.0663345,0.59741523
-2105.621,0.88477248,0.57354553,2,7,0,2111.3333,-2.7649198,2.8228814,1.0137045,1.0626404,0.61089755
-2105.7432,0.82071539,0.57354553,2,7,0,2111.2598,-2.7416789,2.8746402,0.98203289,1.0047918,0.61360388
-2109.3406,0.45313898,0.57354553,2,3,0,2117.4908,-2.7273562,2.9144653,0.98288083,0.93085056,0.61080971
-2107.9226,0.96639698,0.57354553,3,7,0,2112.2531,-2.7277647,2.804755,1.0603154,0.94671686,0.61524426
-2106.1306,1,0.57354553,3,7,0,2108.561,-2.7817675,2.8805788,1.005729,1.0724789,0.62956861
-2106.0829,0.93281585,0.57354553,3,7,0,2109.6384,-2.6829001,2.8422127,1.0648279,1.0277366,0.61397997
-2106.9306,0.94063944,0.57354553,3,7,0,2107.9062,-2.768523,2.9565594,0.98901918,1.0228187,0.62269905
-2109.7218,0.74789462,0.57354553,3,7,0,2113.5503,-2.8109334,2.9003581,1.0123799,1.0083264,0.65948226
-2105.8399,0.98569784,0.57354553,3,7,0,2111.0033,-2.7537426,2.8589098,1.0489614,1.0737014,0.6120947
-2107.5746,0.96295171,0.57354553,3,7,0,2108.3328,-2.7959922,2.9094664,0.9918895,0.96987667,0.62287521
-2108.4287,0.90016592,0.57354553,3,7,0,2111.0491,-2.6683367,2.8674605,1.0820823,1.0835837,0.61609201
-2109.6737,0.89997438,0.57354553,3,7,0,2115.6686,-2.6456705,2.7721384,1.0229851,1.0156289,0.59720013
-2109.4335,0.93078695,0.57354553,3,7,0,2113.0219,-2.617461,2.8718852,1.0128705,1.0255511,0.64209366
-2108.8063,1,0.57354553,3,7,0,2109.9827,-2.8100964,2.9909154,1.0398353,1.0236683,0.61688243
-2107.5534,1,0.57354553,3,7,0,2111.1649,-2.7872837,2.8915679,1.0239444,0.99589618,0.59025814
-2106.0031,0.99564194,0.57354553,3,7,0,2109.4307,-2.6967886,2.8336625,1.0116572,1.0747553,0.62553537
-2104.8584,0.99546749,0.57354553,2,7,0,2106.4528,-2.7218668,2.8807829,1.0348376,1.0539414,0.62213275
-2105.6013,0.94588253,0.57354553,3,11,0,2105.926,-2.7537999,2.8125587,1.0442129,1.0332567,0.63303872
-2106.1412,0.91670573,0.57354553,2,7,0,2108.7021,-2.7655406,2.7808029,1.0098786,1.0182416,0.62434664
-2105.6742,0.97802522,0.57354553,2,7,0,2108.279,-2.7689816,2.8214944,1.0037793,1.0245427,0.60744505
-2105.5267,0.99039257,0.57354553,3,7,0,2107.5109,-2.7551124,2.8654812,1.0458842,1.0127487,0.64081172
-2105.6405,0.90742598,0.57354553,3,7,0,2108.6158,-2.6914755,2.8674251,1.0293188,1.0381639,0.60417661
-2105.5915,0.99866749,0.57354553,3,7,0,2106.4732,-2.7747641,2.8666133,0.99746251,1.0288487,0.63270438
-2106.3023,0.87216012,0.57354553,3,7,0,2107.5112,-2.7467134,2.7869522,1.0570021,1.0145776,0.61539492
-2105.7392,0.96702994,0.57354553,3,7,0,2107.5835,-2.7846584,2.8548605,0.99337241,1.0360348,0.62454705
-2105.8386,0.98612788,0.57354553,3,7,0,2107.0098,-2.702139,2.8288633,1.0549069,1.0110739,0.60728876
-2105.3845,0.99376548,0.57354553,2,7,0,2106.8574,-2.7256543,2.8446303,1.0515591,1.0191054,0.60566763
-2106.9619,0.89832539,0.57354553,3,7,0,2107.8509,-2.7835193,2.8235673,0.99870425,1.0140938,0.64341701
-2109.0542,0.87582581,0.57354553,2,7,0,2110.0962,-2.7903605,2.7562694,1.0006227,1.03057,0.64578031
-2106.3459,1,0.57354553,3,7,0,2108.9883,-2.7282411,2.8984823,1.0492677,1.019008,0.59432016
-2108.0568,0.91992649,0.57354553,3,7,0,2109.9867,-2.8218541,2.8578088,0.98752013,1.0688445,0.62965356
-2112.5039,0.7481374,0.57354553,3,7,0,2116.7332,-2.833144,2.8271294,0.99709964,1.1154467,0.65450582
-2109.6311,1,0.57354553,3,7,0,2113.6512,-2.7731125,2.9614947,1.0233199,1.1146356,0.64126557
-2108.0302,1,0.57354553,3,7,0,2111.2485,-2.8112244,2.8188768,1.0052138,1.0684672,0.59829142
-2108.3572,0.95336618,0.57354553,3,7,0,2112.204,-2.7523216,2.7873151,1.0617115,0.98242729,0.64674612
-2105.2628,1,0.57354553,3,7,0,2108.9365,-2.680591,2.8831302,1.0429298,1.0129404,0.61994388
-2105.2691,0.95563061,0.57354553,3,15,0,2106.5647,-2.7469705,2.9121497,0.99804324,1.0367818,0.62215622
-2105.2607,0.84606084,0.57354553,3,7,0,2107.4966,-2.7453297,2.866626,1.0551244,1.0537019,0.61917734
-2106.7836,0.89123357,0.57354553,3,7,0,2107.9348,-2.7361869,2.9013916,1.0722934,1.0743228,0.63042913
-2105.5725,0.96715983,0.57354553,3,7,0,2109.4375,-2.7473708,2.8982886,1.0019922,0.98524248,0.61186414
-2105.299,0.97752839,0.57354553,2,3,0,2106.1283,-2.7428091,2.9237124,1.0235697,0.99023356,0.61477933
-2106.3003,0.83401774,0.57354553,3,7,0,2108.5818,-2.735897,2.9566643,1.0182156,1.060209,0.6275103
-2104.9448,0.94626169,0.57354553,3,7,0,2108.2616,-2.755069,2.8819634,1.0455984,1.036956,0.62844871
-2106.6337,0.85216421,0.57354553,3,7,0,2107.5094,-2.7299354,2.7636048,1.0019461,1.035174,0.61341387
-2105.5636,0.98162285,0.57354553,3,7,0,2108.233,-2.7702658,2.8797261,1.0497214,0.99397478,0.63370675
