# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = low_dim_gauss_mix_model
# start_datetime = 2026-08-20 13:57:00 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /home/m0hawk/Documents/apin/stan/data/low_dim_gauss_mix.json
# init = 2 (Default)
# random
#   seed = 20262819
# output
#   file = /home/m0hawk/Documents/apin/stan/runs/march_native/low_dim_gauss_mix/rep2/chain_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = /home/m0hawk/Documents/apin/stan/build/low_dim_gauss_mix__march_native/model.hpp
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu.1,mu.2,sigma.1,sigma.2,theta
# Adaptation terminated
# Step size = 0.623853
# Diagonal elements of inverse mass matrix:
# 0.00183272, 0.000157631, 0.000922753, 0.0015032, 0.00401753
-2105.3848,1,0.6238526,2,7,0,2111.0211,-2.708155,2.9344077,1.0226097,1.0053808,0.62765417
-2108.1455,0.82784495,0.6238526,2,3,0,2108.9452,-2.7663392,2.8749938,1.0036912,0.95051894,0.64588241
-2105.3453,1,0.6238526,2,3,0,2108.6243,-2.763223,2.9111545,1.0362708,1.0518917,0.62522019
-2106.2304,0.89055109,0.6238526,3,7,0,2108.4637,-2.7210044,2.8791721,0.99828988,0.96842545,0.63408275
-2105.2147,0.76749178,0.6238526,3,7,0,2111.2781,-2.7196466,2.8625413,1.0278339,1.036334,0.60320638
-2106.5465,0.9443578,0.6238526,3,7,0,2107.6825,-2.6678861,2.8179984,1.0257606,1.031683,0.6081619
-2107.4686,0.94392086,0.6238526,3,7,0,2108.9671,-2.8056868,2.9283947,1.0007926,1.0232231,0.63695303
-2108.268,0.66587917,0.6238526,2,3,0,2111.7731,-2.7359586,2.9889105,0.98086447,1.0422986,0.62246471
-2108.0399,0.97220819,0.6238526,2,7,0,2111.549,-2.804832,2.9463866,0.98436545,1.0169989,0.62245952
-2107.1303,1,0.6238526,2,3,0,2108.2147,-2.7885937,2.941576,0.98922269,1.0086096,0.62360768
-2106.6596,0.99559618,0.6238526,3,7,0,2108.1662,-2.7978322,2.8823983,0.98465359,1.0379158,0.61344415
-2107.8083,0.9325156,0.6238526,3,7,0,2108.7775,-2.6425452,2.8819673,1.0802276,0.99844801,0.63169
-2106.4567,0.60537116,0.6238526,3,15,0,2112.8464,-2.7294996,2.8434021,0.97766332,1.0168734,0.63749889
-2107.6296,0.94500096,0.6238526,3,7,0,2109.0721,-2.7464612,2.907229,1.0937954,1.0414055,0.63927831
-2107.8183,0.98552727,0.6238526,3,7,0,2110.4505,-2.757029,2.8654016,0.95787428,1.0627044,0.60721569
-2105.1601,1,0.6238526,3,7,0,2108.3446,-2.7622846,2.8839687,1.0435389,1.0276652,0.60896156
