# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = low_dim_gauss_mix_model
# start_datetime = 2026-08-20 13:57:00 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /home/m0hawk/Documents/apin/stan/data/low_dim_gauss_mix.json
# init = 2 (Default)
# random
#   seed = 20262819
# output
#   file = /home/m0hawk/Documents/apin/stan/runs/march_native/low_dim_gauss_mix/rep2/chain_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = /home/m0hawk/Documents/apin/stan/build/low_dim_gauss_mix__march_native/model.hpp
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu.1,mu.2,sigma.1,sigma.2,theta
# Adaptation terminated
# Step size = 0.610533
# Diagonal elements of inverse mass matrix:
# 0.00184287, 0.000151543, 0.000936273, 0.00178731, 0.00421707
-2107.2012,0.80391242,0.61053301,2,3,0,2108.7935,-2.8173126,2.8696235,1.0223231,0.97979031,0.62915502
-2107.7507,0.93335442,0.61053301,3,7,0,2110.2061,-2.6861604,2.7796756,1.0669994,1.0240175,0.60759363
-2105.3787,0.95726628,0.61053301,3,7,0,2110.8137,-2.6958628,2.8701138,1.0180524,1.0487061,0.63227686
-2105.269,0.99913393,0.61053301,3,7,0,2106.2287,-2.7325373,2.846111,0.99216406,1.0458385,0.61501256
-2107.438,0.73316403,0.61053301,2,3,0,2108.382,-2.7617682,2.7631781,0.98502167,1.0159513,0.61415152
-2108.4275,0.99201073,0.61053301,3,7,0,2110.2417,-2.652125,2.926344,1.0131588,1.0364721,0.64645665
-2107.2171,0.95031136,0.61053301,3,7,0,2111.745,-2.7057774,2.8303101,1.0549399,1.0120894,0.59162547
-2105.2104,0.94355977,0.61053301,2,3,0,2108.5839,-2.6977293,2.876606,1.0284823,1.0278551,0.60720349
-2110.2578,0.5965088,0.61053301,3,7,0,2113.7639,-2.6161149,2.919385,1.0446201,1.0572945,0.59986149
-2107.236,1,0.61053301,3,7,0,2110.5331,-2.7515418,2.9557858,1.0115736,0.9922942,0.6436616
-2108.131,0.98567329,0.61053301,3,7,0,2110.5688,-2.6582844,2.8600502,1.0479568,1.069765,0.59876972
