# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = lotka_volterra_model
# start_datetime = 2026-08-20 13:56:54 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /home/m0hawk/Documents/apin/stan/data/lotka_volterra.json
# init = 2 (Default)
# random
#   seed = 20262819
# output
#   file = /home/m0hawk/Documents/apin/stan/runs/march_native/lotka_volterra/rep2/chain_0.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = /home/m0hawk/Documents/apin/stan/build/lotka_volterra__march_native/model.hpp
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta.1,theta.2,theta.3,theta.4,z_init.1,z_init.2,sigma.1,sigma.2,z.1.1,z.2.1,z.3.1,z.4.1,z.5.1,z.6.1,z.7.1,z.8.1,z.9.1,z.10.1,z.11.1,z.12.1,z.13.1,z.14.1,z.15.1,z.16.1,z.17.1,z.18.1,z.19.1,z.20.1,z.1.2,z.2.2,z.3.2,z.4.2,z.5.2,z.6.2,z.7.2,z.8.2,z.9.2,z.10.2,z.11.2,z.12.2,z.13.2,z.14.2,z.15.2,z.16.2,z.17.2,z.18.2,z.19.2,z.20.2,y_init_rep.1,y_init_rep.2,y_rep.1.1,y_rep.2.1,y_rep.3.1,y_rep.4.1,y_rep.5.1,y_rep.6.1,y_rep.7.1,y_rep.8.1,y_rep.9.1,y_rep.10.1,y_rep.11.1,y_rep.12.1,y_rep.13.1,y_rep.14.1,y_rep.15.1,y_rep.16.1,y_rep.17.1,y_rep.18.1,y_rep.19.1,y_rep.20.1,y_rep.1.2,y_rep.2.2,y_rep.3.2,y_rep.4.2,y_rep.5.2,y_rep.6.2,y_rep.7.2,y_rep.8.2,y_rep.9.2,y_rep.10.2,y_rep.11.2,y_rep.12.2,y_rep.13.2,y_rep.14.2,y_rep.15.2,y_rep.16.2,y_rep.17.2,y_rep.18.2,y_rep.19.2,y_rep.20.2
# Adaptation terminated
# Step size = 0.103899
# Diagonal elements of inverse mass matrix:
# 0.0135747, 0.0232626, 0.0126478, 0.0217497, 0.00745324, 0.00792109, 0.0273322, 0.0287935
-14.451857,0.81394054,0.10389939,5,31,0,22.43812,0.52137998,0.026151094,0.80261221,0.024095051,33.073083,6.8685298,0.22495927,0.23434404,46.144991,59.958872,62.005808,41.834087,22.991767,15.75156,14.589537,16.751999,21.803069,30.186754,42.341528,56.660962,63.718619,48.40809,26.731234,16.889826,14.519841,15.895005,20.150331,27.579318,7.9422227,12.860742,26.162341,42.205485,40.248968,28.268988,18.111176,11.772584,8.3440831,6.9444784,7.4019816,10.939296,21.597402,39.107501,42.525958,31.550466,20.443114,13.137323,9.0361924,7.1467407,29.830839,6.4158092,38.697643,55.774382,109.06342,30.446565,28.346773,24.795824,11.633208,19.124545,18.977163,30.310876,39.700847,60.759931,60.463205,60.955197,18.871638,16.684389,15.339382,17.834238,17.172248,20.460714,7.6339741,17.247722,24.063055,57.013359,63.166252,30.025292,20.84566,8.5523375,6.9284219,4.3735368,7.8496328,13.433276,24.078028,38.903296,36.705053,16.32576,15.085421,15.664461,9.0532884,4.922426
-13.62084,0.9859858,0.10389939,5,63,0,16.555654,0.52372559,0.024701787,0.80312831,0.025878697,33.180389,6.8386628,0.21043467,0.22009664,46.611214,59.55648,56.893719,34.013801,18.376366,13.323499,13.095499,15.710181,21.066097,29.748274,42.195871,56.284339,60.548945,41.413121,21.711551,14.179901,12.824895,14.630498,19.100264,26.684254,8.5476195,15.30955,32.705523,48.152647,41.220323,27.414636,17.161677,11.097193,7.9479048,6.816223,7.6855541,12.351151,26.197608,45.685004,45.018356,31.46002,19.816177,12.589972,8.6725572,6.9722309,18.683067,5.7134526,42.296221,61.506019,80.464255,47.115508,22.295776,15.299143,12.238079,14.61283,19.255728,24.396337,62.650533,57.161915,73.40217,40.43503,26.758909,28.049455,13.59039,17.252147,12.271326,30.421647,11.013602,20.435861,35.83217,59.903276,55.602168,22.563516,23.102262,9.7920268,7.7165475,6.9570317,9.9330688,14.39916,18.585413,42.463942,35.45938,24.715494,30.855503,13.861252,9.0939846,9.2835804
-12.0494,0.99940333,0.10389939,5,31,0,17.111399,0.56293854,0.027923657,0.78921041,0.024226286,30.829947,6.5461325,0.2188393,0.28078933,44.825473,60.827567,64.343017,41.025242,20.767229,13.871041,13.057807,15.513311,21.021864,30.324434,44.131205,60.223644,64.789607,42.237424,21.309816,14.006617,13.016972,15.345407,20.709717,29.826796,7.3688004,12.083926,26.300336,44.34077,41.186304,27.944491,17.448799,11.137383,7.8214278,6.5596407,7.2764967,11.72876,25.428835,43.920193,41.689999,28.498437,17.81129,11.339939,7.9180985,6.5766859,33.292026,6.9322631,40.670447,91.979902,55.900608,42.659852,24.502438,13.404383,11.729562,11.23306,14.598014,43.630029,40.843416,56.788194,68.538547,60.112091,17.963102,11.876078,14.408869,12.602057,15.559959,46.736483,7.195766,22.849252,30.318419,40.425259,36.183517,27.081805,21.555805,10.858749,7.4297884,7.6995597,5.2155081,13.132078,20.932963,71.473717,52.440354,35.475188,15.529991,7.5738004,7.024403,6.7727019
-13.205106,0.92548944,0.10389939,5,31,0,15.879472,0.57433077,0.031209853,0.74500496,0.021644534,33.818432,5.6020439,0.29910306,0.26139446,49.992094,68.363256,70.821345,42.266518,20.383577,13.388602,12.547236,14.935226,20.388066,29.799958,44.309058,62.934483,73.670021,52.700714,25.203876,14.661387,12.408107,13.865558,18.28319,26.304684,6.5266843,11.209446,25.401717,42.243725,38.122016,25.647565,16.008275,10.17926,7.0394492,5.7048731,5.9808016,9.036842,19.538487,38.628006,41.33704,29.518949,18.618378,11.683112,7.8097728,5.9619608,23.958901,5.8168424,41.473228,88.096076,44.738213,33.489264,18.149768,11.306196,20.298146,16.686148,19.98484,27.577732,66.575304,64.469286,57.760831,75.440716,27.606802,7.8207166,20.604286,12.945757,12.336583,19.426468,8.5250794,9.2332274,18.713211,50.644652,46.828613,30.16139,20.85606,11.609181,5.3287089,4.9147048,7.2841118,12.901267,9.1557231,31.572257,26.848387,56.217737,13.378073,7.9842095,8.6830581,5.9299274
-13.046051,0.95825611,0.10389939,5,63,0,15.51645,0.52082464,0.025046289,0.85230677,0.028116633,30.869871,6.1282485,0.22546112,0.22152874,44.098904,58.051208,57.683863,34.127441,17.603619,12.587697,12.508237,15.27359,20.824016,29.810164,42.704534,56.981118,58.95013,36.487697,18.538527,12.788313,12.381411,14.896464,20.160464,28.786464,7.435896,13.449892,31.029932,49.196635,41.859958,26.828827,16.155252,10.118767,7.1153831,6.1274608,7.1790595,12.502875,28.792405,48.547742,43.25363,28.123027,16.945002,10.538751,7.3041063,6.14369,32.204289,4.5439207,27.957193,43.151523,59.218496,42.664507,22.224466,10.127515,9.4111405,15.420697,21.52804,35.120464,45.778357,53.942787,41.494033,33.938299,17.682553,15.323544,16.627496,21.99039,15.899541,30.084395,10.713892,11.557779,32.612775,45.731155,48.905584,34.17384,21.248994,9.4563366,8.0940453,6.6662063,5.9367191,8.4259374,35.382751,33.347242,38.814218,27.218461,24.319756,6.5623153,6.7189815,8.8522869
-12.67378,0.95500959,0.10389939,4,15,0,15.580567,0.50909534,0.024055745,0.87462984,0.028876501,30.052242,5.8357892,0.22634196,0.20147373,43.100819,57.61169,59.491151,36.016561,17.973628,12.443879,12.167554,14.750048,20.041594,28.666208,41.23222,55.985184,60.820551,39.435043,19.387454,12.762229,12.024879,14.275787,19.194213,27.346313,6.934847,12.450008,29.907903,51.230648,44.759286,28.414825,16.767543,10.250495,7.012951,5.8552582,6.6360215,11.283229,26.77483,49.845424,46.727774,30.335413,17.934354,10.865509,7.2951796,5.9048102,29.73602,6.6485671,43.852192,46.146686,54.626272,35.147799,19.455744,12.112125,9.6607064,12.432859,27.495556,20.551141,47.618192,63.089905,75.063426,35.231909,11.849275,13.650266,9.6277609,12.426181,16.924554,19.379591,5.9710795,14.271361,33.732567,43.206949,54.050911,35.65824,21.873425,10.393011,9.0205421,5.1230919,5.0516917,13.544197,29.291163,44.83491,34.13993,47.794705,18.463384,11.366631,7.2530277,5.6549827
