# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = lotka_volterra_model
# start_datetime = 2026-08-20 13:56:54 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /home/m0hawk/Documents/apin/stan/data/lotka_volterra.json
# init = 2 (Default)
# random
#   seed = 20262819
# output
#   file = /home/m0hawk/Documents/apin/stan/runs/march_native/lotka_volterra/rep2/chain_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = /home/m0hawk/Documents/apin/stan/build/lotka_volterra__march_native/model.hpp
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta.1,theta.2,theta.3,theta.4,z_init.1,z_init.2,sigma.1,sigma.2,z.1.1,z.2.1,z.3.1,z.4.1,z.5.1,z.6.1,z.7.1,z.8.1,z.9.1,z.10.1,z.11.1,z.12.1,z.13.1,z.14.1,z.15.1,z.16.1,z.17.1,z.18.1,z.19.1,z.20.1,z.1.2,z.2.2,z.3.2,z.4.2,z.5.2,z.6.2,z.7.2,z.8.2,z.9.2,z.10.2,z.11.2,z.12.2,z.13.2,z.14.2,z.15.2,z.16.2,z.17.2,z.18.2,z.19.2,z.20.2,y_init_rep.1,y_init_rep.2,y_rep.1.1,y_rep.2.1,y_rep.3.1,y_rep.4.1,y_rep.5.1,y_rep.6.1,y_rep.7.1,y_rep.8.1,y_rep.9.1,y_rep.10.1,y_rep.11.1,y_rep.12.1,y_rep.13.1,y_rep.14.1,y_rep.15.1,y_rep.16.1,y_rep.17.1,y_rep.18.1,y_rep.19.1,y_rep.20.1,y_rep.1.2,y_rep.2.2,y_rep.3.2,y_rep.4.2,y_rep.5.2,y_rep.6.2,y_rep.7.2,y_rep.8.2,y_rep.9.2,y_rep.10.2,y_rep.11.2,y_rep.12.2,y_rep.13.2,y_rep.14.2,y_rep.15.2,y_rep.16.2,y_rep.17.2,y_rep.18.2,y_rep.19.2,y_rep.20.2
# Adaptation terminated
# Step size = 0.101386
# Diagonal elements of inverse mass matrix:
# 0.0159307, 0.0258888, 0.0150097, 0.0240817, 0.00692297, 0.00972319, 0.0305672, 0.0307814
-14.172831,0.99784665,0.10138557,5,31,0,17.089632,0.55494727,0.031000555,0.74893675,0.02428176,32.916534,5.92141,0.33073024,0.24593059,46.989694,60.738736,57.937487,34.030205,17.963669,12.752056,12.373189,14.807471,19.988684,28.604835,41.30294,56.309195,62.291371,43.546012,22.332156,13.928867,12.139757,13.585805,17.675055,24.892197,7.3385029,12.987799,27.414829,40.088361,34.603452,23.425251,14.928972,9.7685278,7.0042786,5.9279809,6.4966591,10.060206,20.893048,37.302894,38.222405,27.516701,17.707196,11.381677,7.8223365,6.1574245,38.397314,5.9050876,41.740884,75.533751,75.007531,27.360363,17.946589,9.6815533,14.438303,15.615115,22.759402,18.4173,43.315854,70.472785,51.118856,32.000608,30.579836,9.9386182,13.494431,15.478853,11.215833,27.270183,8.5997608,10.543733,38.797888,43.203837,39.355116,21.160336,17.734105,9.4687347,7.4898288,5.5889746,7.462887,9.8320365,27.338297,45.785306,48.075513,27.786902,18.743422,15.34135,5.7355413,4.2689225
-15.342639,0.96662538,0.10138557,5,31,0,18.775647,0.61490416,0.028631409,0.70179493,0.0191911,39.462652,5.872565,0.22007275,0.2316261,60.689629,83.183616,75.69089,35.563317,16.252428,11.356578,11.465795,14.572265,21.062838,32.41443,50.514179,74.343858,85.530021,52.492654,21.953466,12.598866,11.010391,12.83827,17.708942,26.688694,7.5278936,15.033133,37.194904,53.305813,41.869375,26.724277,16.403101,10.389595,7.203426,5.9101104,6.4140653,10.500658,25.446874,50.22925,48.641815,32.919183,20.323432,12.606608,8.3321387,6.2736046,31.269989,4.4530154,49.93893,56.187573,74.775188,31.979068,15.058396,13.061961,12.613007,11.497173,10.320808,28.168071,56.252655,55.574285,103.38281,73.5628,17.855999,10.594973,12.977738,15.332173,20.759516,27.46349,5.8817593,15.231107,33.635378,32.535485,47.131947,22.093709,21.474806,6.4788046,8.3253296,8.9813011,7.7295296,10.752715,16.176315,52.661794,50.716323,32.898661,15.233548,13.454944,11.134775,3.9688132
-15.43124,0.96807793,0.10138557,5,31,0,18.374,0.54075417,0.030618775,0.77984629,0.021489634,37.390357,6.0912059,0.28732679,0.28122258,52.626745,67.901097,67.016127,42.117814,22.927124,16.220218,15.540967,18.332847,24.37204,34.305739,48.620755,64.812545,69.906505,48.809017,26.170339,17.111963,15.345085,17.368526,22.577404,31.490613,7.299727,12.337471,25.325458,38.255904,34.315298,23.592805,15.105008,9.9103749,7.1442897,6.1058499,6.7734242,10.539606,21.390129,36.471645,36.499094,26.142612,16.843475,10.912757,7.6395937,6.2155367,25.725675,5.9461346,42.437695,72.490527,84.544441,48.38024,28.970437,14.668678,13.126286,25.885166,21.559426,45.411993,75.087905,72.789019,39.030521,34.066599,23.336736,19.130234,23.69138,14.179576,26.252465,42.029199,9.0158154,8.4463672,21.906287,98.183641,24.501472,33.629412,23.662561,10.789099,10.030547,4.475299,7.4668306,9.4164325,17.252908,39.872439,45.851205,34.440383,39.698172,11.007411,8.5182597,8.2149721
-12.846066,0.97842773,0.10138557,5,31,0,17.428417,0.60386591,0.027951286,0.72200834,0.019593619,37.589609,6.1660562,0.25176381,0.22547873,57.179855,79.027822,77.179741,40.095417,18.462801,12.515616,12.280894,15.264913,21.665124,32.799775,50.298927,72.820603,82.828443,52.048921,22.845567,13.51553,11.968151,13.988345,19.205168,28.657671,7.5000179,13.949465,33.667186,52.237194,43.33109,28.110066,17.305495,10.955914,7.5932073,6.2316092,6.7562595,10.940056,25.696848,49.38721,47.950452,32.594227,20.173755,12.575175,8.4083568,6.4732943,37.078518,5.953012,77.546482,69.970817,76.683095,28.145022,22.805815,12.3263,15.74518,13.603876,16.619312,29.547779,59.039446,81.402211,126.05012,72.276031,25.571017,13.316644,16.311617,13.04697,22.048492,30.238266,8.2198438,13.549007,44.141826,38.730883,21.878032,37.034127,14.474355,12.77658,6.3590363,4.7842502,7.053823,14.04198,29.621833,40.279122,40.172523,55.053981,21.063578,7.1029029,9.2213772,7.2599884
-13.075805,0.89537834,0.10138557,3,15,0,15.505191,0.60934933,0.028269402,0.73172662,0.019751286,37.159146,6.2079337,0.24934079,0.22808878,56.709643,78.759035,77.321301,40.188169,18.534094,12.659075,12.543459,15.734006,22.495592,34.224563,52.511623,75.146941,81.290241,47.157258,20.940043,13.170105,12.289796,14.880458,20.881817,31.530386,7.464889,13.790243,33.353944,51.883298,42.861997,27.657721,16.960729,10.731698,7.4799079,6.2397404,6.9892957,11.87015,28.450558,50.627328,45.74525,30.278561,18.60139,11.642813,7.9233175,6.3377453,34.452496,5.2141303,49.667354,88.688106,79.278585,40.851298,16.374447,12.880165,12.156969,17.686423,34.952404,28.460855,68.363437,75.558973,130.26567,66.337939,18.106349,14.111464,8.4929774,10.88126,33.478638,27.072246,9.6623598,10.879638,50.68498,55.581323,44.685477,32.029425,14.923897,10.372948,7.4333271,6.4292306,6.1038114,11.091927,37.599644,34.352182,50.693867,37.524073,19.096552,10.712543,4.725643,7.185501
-12.730398,0.83242725,0.10138557,4,31,0,16.765888,0.55252824,0.03063354,0.75891915,0.022639538,35.512062,6.318742,0.25435205,0.26787845,50.074335,63.996062,61.116538,37.116363,20.300023,14.632306,14.229985,16.96372,22.734836,32.208516,45.832659,60.972806,64.6789,43.974741,23.4617,15.477928,13.992917,15.937696,20.836132,29.225604,7.7482499,13.353608,27.1191,39.101637,34.122675,23.391303,15.079055,9.9949435,7.288299,6.3063064,7.0902278,11.165315,22.611742,37.458857,36.67242,26.20805,16.991808,11.10193,7.8349069,6.4171558,28.326536,5.18167,79.473731,60.591134,74.904509,34.766769,20.430888,16.643436,17.141027,13.522362,26.841992,26.853963,52.971348,96.753698,54.70358,61.292519,26.111483,16.926526,15.114556,17.609372,20.07465,33.332109,5.8523677,8.8153152,30.231288,46.387022,23.678783,24.394907,8.3863276,10.979336,12.285973,10.297822,4.8184214,14.517832,27.392416,35.19698,37.86712,20.908592,20.02048,7.4535472,7.6184635,6.8905937
