# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = low_dim_gauss_mix_model
# start_datetime = 2026-08-20 13:55:53 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /home/m0hawk/Documents/apin/stan/data/low_dim_gauss_mix.json
# init = 2 (Default)
# random
#   seed = 20261819
# output
#   file = /home/m0hawk/Documents/apin/stan/runs/march_native/low_dim_gauss_mix/rep1/chain_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = /home/m0hawk/Documents/apin/stan/build/low_dim_gauss_mix__march_native/model.hpp
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu.1,mu.2,sigma.1,sigma.2,theta
# Adaptation terminated
# Step size = 0.560516
# Diagonal elements of inverse mass matrix:
# 0.00159959, 0.000164169, 0.000871473, 0.00142216, 0.00424291
-2106.9078,0.98847122,0.56051611,3,7,0,2109.4743,-2.7811732,2.8807415,1.0220314,0.95661334,0.60947517
-2108.2401,0.69025923,0.56051611,3,7,0,2112.4321,-2.749901,2.9195699,1.0198792,1.0853667,0.58884361
-2105.8406,0.98607759,0.56051611,2,3,0,2108.7785,-2.741502,2.9167266,1.0218741,1.0755365,0.61286866
-2105.6373,0.98802171,0.56051611,3,7,0,2107.0969,-2.6900832,2.8884013,1.0245955,0.97289164,0.62350743
-2105.9013,0.82056925,0.56051611,3,7,0,2110.145,-2.7134754,2.9264289,1.0193548,1.0679708,0.62793891
-2105.6582,0.98326502,0.56051611,3,15,0,2106.6703,-2.7237051,2.7935785,1.0132434,1.0408269,0.62837655
-2109.8465,0.78762882,0.56051611,2,3,0,2110.8392,-2.6846429,2.9018085,0.97609967,1.0031082,0.65705844
-2110.9267,0.98661579,0.56051611,3,7,0,2113.0362,-2.7427545,2.8810111,1.1225468,1.0074532,0.58929478
-2105.2329,0.98864837,0.56051611,3,7,0,2112.0252,-2.7546423,2.8618851,1.0096478,1.0477624,0.60650323
-2104.9079,0.97787644,0.56051611,3,7,0,2105.8907,-2.7664766,2.8454505,1.0372899,1.0338596,0.62228772
-2106.5084,0.97253119,0.56051611,3,7,0,2106.866,-2.6689821,2.8988947,1.0509492,0.97073616,0.63011245
-2107.6964,0.87788523,0.56051611,3,7,0,2109.6798,-2.7783454,2.9632674,1.0009482,1.0769872,0.62085338
-2107.3422,0.94960429,0.56051611,3,7,0,2112.0038,-2.7176301,2.8640134,1.0331764,1.0711066,0.58952369
-2108.0145,0.84136459,0.56051611,3,7,0,2111.8091,-2.6917433,2.8804508,1.0366198,1.1197414,0.62902863
