# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = low_dim_gauss_mix_model
# start_datetime = 2026-08-20 13:55:53 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /home/m0hawk/Documents/apin/stan/data/low_dim_gauss_mix.json
# init = 2 (Default)
# random
#   seed = 20261819
# output
#   file = /home/m0hawk/Documents/apin/stan/runs/march_native/low_dim_gauss_mix/rep1/chain_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = /home/m0hawk/Documents/apin/stan/build/low_dim_gauss_mix__march_native/model.hpp
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu.1,mu.2,sigma.1,sigma.2,theta
# Adaptation terminated
# Step size = 0.592875
# Diagonal elements of inverse mass matrix:
# 0.00181295, 0.000158024, 0.000806616, 0.00170254, 0.00398779
-2105.8331,0.89959283,0.59287491,2,7,0,2108.2022,-2.7550402,2.858066,1.0563078,1.0199658,0.64115577
-2105.5182,1,0.59287491,3,7,0,2106.335,-2.731703,2.8964774,1.0207803,1.001859,0.60094679
-2106.7025,0.90597171,0.59287491,3,7,0,2107.956,-2.7594725,2.9119408,1.0074594,1.0303316,0.64811309
-2107.5482,0.81552126,0.59287491,3,7,0,2112.04,-2.6608918,2.8664139,0.97893775,1.026423,0.61636718
-2106.1213,1,0.59287491,3,7,0,2108.7107,-2.7427853,2.8350345,1.0563932,0.99149479,0.60308276
-2109.1666,0.75888335,0.59287491,2,7,0,2111.7181,-2.7382758,2.9231116,1.0643338,0.98720152,0.5820356
-2105.8403,0.97253953,0.59287491,3,7,0,2111.9562,-2.7208901,2.8908207,1.0440135,1.0037518,0.64537095
-2107.1574,0.90772675,0.59287491,3,7,0,2108.4842,-2.6993164,2.8010492,1.0126117,1.0894057,0.60737994
-2106.1541,0.89902668,0.59287491,3,7,0,2108.6127,-2.7529509,2.7823267,1.0249202,1.0655102,0.62265785
-2105.6194,0.98229159,0.59287491,3,7,0,2107.2394,-2.764216,2.8688807,1.0022397,1.066451,0.62937745
-2106.3796,0.81121115,0.59287491,3,7,0,2109.5356,-2.703302,2.945249,1.0397511,0.99097671,0.60585304
-2105.1299,0.98498187,0.59287491,2,7,0,2107.615,-2.7206707,2.849851,1.0259652,1.0267907,0.63820855
-2105.09,0.95752808,0.59287491,3,7,0,2106.1852,-2.7521705,2.8600555,1.0331495,1.00852,0.6056895
-2111.083,0.62868838,0.59287491,2,3,0,2111.9747,-2.7617052,2.9207995,1.0413014,1.1420246,0.59031459
-2112.2843,0.91500105,0.59287491,2,3,0,2114.8,-2.7949415,2.9071214,1.0361438,1.1665433,0.59639023
-2105.5179,1,0.59287491,3,7,0,2113.4499,-2.7128324,2.8528262,1.0597215,1.0090043,0.63599957
-2105.9318,0.92597123,0.59287491,3,7,0,2106.8087,-2.782488,2.8146064,1.005535,1.0293564,0.60980197
-2107.3609,0.9094388,0.59287491,2,3,0,2107.9287,-2.7381757,2.9953965,1.0182339,1.0034823,0.61672622
-2108.1036,0.98540749,0.59287491,3,15,0,2109.1863,-2.7633542,2.757635,1.0044506,1.0288284,0.59583882
-2109.6168,0.76617405,0.59287491,3,7,0,2112.3257,-2.6576964,3.0143162,1.051961,0.99731561,0.62916866
-2106.4796,0.70706979,0.59287491,2,7,0,2114.3814,-2.6974942,2.8000185,1.0630207,0.99880957,0.62309911
-2105.5782,0.80594667,0.59287491,2,7,0,2111.0697,-2.6933821,2.9173004,1.03805,1.0290105,0.60977349
-2105.7688,0.98937679,0.59287491,2,7,0,2106.572,-2.7369539,2.8490343,1.0254231,1.0316932,0.59631548
-2105.3157,0.94998877,0.59287491,3,7,0,2107.2921,-2.7414783,2.8894557,1.0186329,1.0221154,0.64081134
-2107.723,0.68899865,0.59287491,2,3,0,2108.628,-2.7341708,2.9835201,1.0242435,1.0332095,0.64391328
-2105.5162,0.94967514,0.59287491,3,7,0,2110.579,-2.752659,2.8876055,1.0015528,0.98891907,0.63224687
-2107.2477,0.86620421,0.59287491,2,3,0,2107.8216,-2.7348051,2.9286698,1.0040312,0.95813407,0.63812804
-2107.438,0.91872095,0.59287491,3,7,0,2109.7662,-2.73987,2.9791764,1.0300632,0.9727281,0.63313917
