# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = low_dim_gauss_mix_model
# start_datetime = 2026-08-20 13:55:53 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /home/m0hawk/Documents/apin/stan/data/low_dim_gauss_mix.json
# init = 2 (Default)
# random
#   seed = 20261819
# output
#   file = /home/m0hawk/Documents/apin/stan/runs/march_native/low_dim_gauss_mix/rep1/chain_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = /home/m0hawk/Documents/apin/stan/build/low_dim_gauss_mix__march_native/model.hpp
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu.1,mu.2,sigma.1,sigma.2,theta
# Adaptation terminated
# Step size = 0.622291
# Diagonal elements of inverse mass matrix:
# 0.00185295, 0.000156056, 0.00101789, 0.00159254, 0.00427115
-2104.5177,0.91580181,0.62229117,2,7,0,2109.1939,-2.7513381,2.8597214,1.0168246,1.0248624,0.62126476
-2104.617,0.90337717,0.62229117,2,7,0,2105.2194,-2.7112789,2.8756819,1.029375,1.0351824,0.62308676
-2104.6454,0.99157696,0.62229117,3,7,0,2104.8911,-2.753685,2.8804808,1.0203121,1.0023552,0.6203553
-2105.8445,0.78446133,0.62229117,2,3,0,2106.2463,-2.7796915,2.8182486,1.0070083,1.0013453,0.62594501
-2106.4089,0.91931506,0.62229117,2,3,0,2108.8297,-2.7816521,2.8274586,1.0079597,1.0528047,0.63928061
-2107.8311,0.82824193,0.62229117,3,7,0,2110.383,-2.746969,2.9250009,1.0299467,0.93368707,0.61229556
-2105.7468,0.73334312,0.62229117,2,7,0,2110.68,-2.7240871,2.866229,1.0665737,1.0530305,0.6140643
-2107.5227,0.60944894,0.62229117,2,7,0,2109.7812,-2.7124572,2.9945102,1.0072909,1.0092608,0.62021553
-2106.2349,1,0.62229117,2,3,0,2108.5018,-2.7361658,2.9288328,1.0020747,0.97182937,0.61823036
-2106.2349,0.66595336,0.62229117,2,7,0,2111.9477,-2.7361658,2.9288328,1.0020747,0.97182937,0.61823036
-2106.2749,0.93228211,0.62229117,3,7,0,2107.721,-2.7478633,2.932751,1.0570161,1.0650832,0.6230171
-2106.5685,0.82089419,0.62229117,3,7,0,2108.83,-2.6841467,2.9031264,1.0043118,0.97317259,0.61155286
-2106.4582,0.93037424,0.62229117,3,7,0,2109.7791,-2.746083,2.7937517,1.0257099,1.0861387,0.62630701
-2106.4744,0.98719504,0.62229117,3,7,0,2107.6065,-2.745002,2.8732844,1.004832,1.1010294,0.62751787
-2109.2526,0.84793073,0.62229117,3,7,0,2111.3941,-2.6084663,2.8779556,1.0409387,0.9747254,0.61721017
-2110.7448,0.98244915,0.62229117,3,7,0,2112.4805,-2.8585656,2.9468845,1.0236272,1.0742998,0.62501154
-2111.9283,0.97760696,0.62229117,3,7,0,2112.7495,-2.8415275,2.9894137,1.0094238,1.0982768,0.62056212
-2106.1778,1,0.62229117,2,3,0,2112.5539,-2.7739148,2.8955238,1.0506424,1.067185,0.61147681
-2107.3012,0.83123774,0.62229117,2,7,0,2110.6295,-2.7163362,2.7997983,0.98385515,0.98431851,0.63301516
-2107.6812,0.92105367,0.62229117,2,7,0,2110.3987,-2.732453,2.9800421,1.0116372,1.018339,0.64358896
-2108.8524,0.84062294,0.62229117,3,7,0,2111.3924,-2.8035233,2.7806035,1.0304921,1.0264943,0.59123915
-2107.9222,1,0.62229117,2,3,0,2110.5106,-2.7307026,2.9343277,1.0708398,1.0168654,0.59158618
-2106.4285,0.97246044,0.62229117,2,7,0,2108.7339,-2.7807272,2.8022532,1.0365084,1.0032798,0.60733726
-2105.1093,0.89819623,0.62229117,2,3,0,2107.5203,-2.7782525,2.8829396,1.0188635,1.0066511,0.62444544
-2105.3127,0.97558886,0.62229117,3,7,0,2105.8903,-2.6979817,2.8302875,1.0094413,1.0196377,0.62802956
-2106.3819,0.73908056,0.62229117,3,7,0,2108.999,-2.6713699,2.9216512,1.0500911,1.0136133,0.63607504
-2105.9276,0.97835281,0.62229117,3,7,0,2107.6488,-2.7802136,2.8960135,0.99800034,1.0215541,0.60766957
-2106.2838,0.75732278,0.62229117,3,7,0,2108.4012,-2.7124451,2.9579415,1.0352433,1.0057928,0.60783694
-2107.7002,0.92001247,0.62229117,2,3,0,2108.27,-2.6898833,2.9713804,1.0432221,0.99589961,0.60166989
-2109.3244,0.87150448,0.62229117,3,7,0,2112.1307,-2.6986024,2.9910036,1.064826,1.0538204,0.59860119
-2105.3236,0.97035009,0.62229117,3,7,0,2110.2849,-2.7172686,2.8245815,1.0541318,1.0031039,0.62217262
-2107.5083,0.87761165,0.62229117,2,7,0,2109.5289,-2.7756254,2.8934671,0.97719245,0.98766401,0.63801691
-2107.5028,0.98425903,0.62229117,3,7,0,2109.8613,-2.7043706,2.8519472,1.0385126,1.0478508,0.58675492
-2106.9684,0.96268116,0.62229117,3,7,0,2109.8206,-2.6758587,2.9109409,1.0522274,0.96705278,0.60725677
-2105.5991,0.84588023,0.62229117,2,3,0,2108.6738,-2.7013976,2.917511,1.0324835,0.9880991,0.61008749
-2106.6834,0.97686106,0.62229117,2,7,0,2106.9995,-2.7814212,2.8292913,1.0350312,1.0803176,0.63447199
-2105.2322,0.99149798,0.62229117,2,7,0,2106.8236,-2.7209412,2.9221919,1.0362852,1.0422232,0.62937156
-2105.2322,0.50676166,0.62229117,2,3,0,2113.5277,-2.7209412,2.9221919,1.0362852,1.0422232,0.62937156
-2107.2906,0.79997348,0.62229117,3,7,0,2108.4709,-2.7388861,2.8121485,1.0271774,0.94821388,0.63174277
-2105.1035,1,0.62229117,3,7,0,2107.7198,-2.772481,2.8656835,1.0376169,1.0445913,0.61647937
-2107.4306,0.87583436,0.62229117,3,7,0,2108.0242,-2.7364951,2.9308036,1.1004487,1.0133795,0.61796381
-2106.4143,0.93178618,0.62229117,3,7,0,2109.5716,-2.7149758,2.9134448,1.0464437,0.99867479,0.64780166
