# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = kidscore_momiq_model
# start_datetime = 2026-08-20 13:54:50 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /home/m0hawk/Documents/apin/stan/data/kidscore_momiq.json
# init = 2 (Default)
# random
#   seed = 20261819
# output
#   file = /home/m0hawk/Documents/apin/stan/runs/march_native/kidscore_momiq/rep1/chain_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = /home/m0hawk/Documents/apin/stan/build/kidscore_momiq__march_native/model.hpp
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2,sigma
# Adaptation terminated
# Step size = 0.112628
# Diagonal elements of inverse mass matrix:
# 31.7111, 0.00306351, 0.000994906
-1480.894,0.60874581,0.11262829,2,7,0,1488.5149,20.969044,0.67721374,18.472385
-1480.9101,0.86103191,0.11262829,4,27,0,1483.9119,30.442702,0.58285663,17.707759
-1479.8267,1,0.11262829,2,3,0,1480.7489,28.630084,0.56748364,17.748418
-1480.4854,0.97058042,0.11262829,5,31,0,1482.8878,17.590473,0.68267504,17.320697
-1479.1675,0.85926776,0.11262829,5,31,0,1481.8981,22.089853,0.64261709,19.12728
-1480.1055,0.99999935,0.11262829,5,31,0,1481.0272,17.8896,0.68435582,19.276531
-1479.8626,0.90499131,0.11262829,5,63,0,1482.0816,21.725885,0.64296114,19.325312
-1478.4335,0.99817421,0.11262829,3,13,0,1480.6236,23.032112,0.63023438,18.548967
-1479.2346,0.99608676,0.11262829,5,47,0,1480.0405,29.863044,0.56554213,19.116938
-1478.3829,0.99978843,0.11262829,6,63,0,1479.6653,21.364148,0.65002546,17.886533
-1478.1749,0.92763395,0.11262829,3,11,0,1479.0407,22.96218,0.64261516,18.085093
-1479.2038,0.97160629,0.11262829,4,31,0,1479.7117,22.26515,0.63682839,19.011568
-1478.8474,0.99422489,0.11262829,5,31,0,1480.878,21.210479,0.66358352,18.592878
-1478.8847,0.97619365,0.11262829,5,31,0,1479.4456,29.243129,0.56575483,17.97549
-1478.4491,0.99409181,0.11262829,3,11,0,1479.3263,30.181549,0.56529397,17.768369
-1478.2323,0.96298884,0.11262829,5,31,0,1478.7904,29.20068,0.57227399,18.427691
-1478.3586,0.95029681,0.11262829,5,31,0,1478.7929,28.077597,0.59296854,18.633287
-1478.0864,0.97108172,0.11262829,5,39,0,1479.4916,25.566565,0.61579371,18.520378
-1478.1792,0.97827351,0.11262829,5,63,0,1478.4789,27.47047,0.59689294,18.596892
-1478.5489,0.9318421,0.11262829,3,11,0,1479.083,28.652223,0.58575626,18.824219
