# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = kidscore_momiq_model
# start_datetime = 2026-08-20 13:54:50 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /home/m0hawk/Documents/apin/stan/data/kidscore_momiq.json
# init = 2 (Default)
# random
#   seed = 20261819
# output
#   file = /home/m0hawk/Documents/apin/stan/runs/march_native/kidscore_momiq/rep1/chain_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = /home/m0hawk/Documents/apin/stan/build/kidscore_momiq__march_native/model.hpp
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2,sigma
# Adaptation terminated
# Step size = 0.117639
# Diagonal elements of inverse mass matrix:
# 29.3721, 0.00290632, 0.00102961
-1479.4856,0.99863873,0.11763902,3,7,0,1479.7926,25.384683,0.61331037,19.367544
-1478.3637,0.99951034,0.11763902,5,31,0,1480.5145,27.400247,0.59450007,18.80686
-1478.7226,0.94267257,0.11763902,5,31,0,1480.0897,21.987768,0.6443635,18.901349
-1478.967,0.94732139,0.11763902,5,31,0,1479.6417,30.201038,0.55722044,17.874415
-1480.4912,0.71535877,0.11763902,5,31,0,1482.4941,20.604904,0.64248315,18.311927
-1481.5435,0.87990651,0.11763902,2,7,0,1482.4472,20.657533,0.6380539,18.255897
-1478.3418,0.96893148,0.11763902,4,27,0,1482.5432,21.057468,0.66003073,18.421418
-1478.1372,0.98812476,0.11763902,4,31,0,1478.9355,22.973368,0.63840445,17.885317
-1478.1443,0.982143,0.11763902,4,31,0,1478.815,24.290912,0.62521388,17.791768
-1478.3657,0.9953579,0.11763902,5,31,0,1478.6399,20.232408,0.66474382,18.405152
-1478.2925,0.88939862,0.11763902,5,31,0,1479.3607,21.87016,0.64495267,17.925525
-1477.9545,0.99860942,0.11763902,5,35,0,1478.4917,27.161333,0.5973782,18.016502
-1478.0316,0.99818041,0.11763902,5,31,0,1478.1928,27.780144,0.58930384,17.952112
-1479.9743,0.81460301,0.11763902,3,13,0,1482.6895,30.352398,0.57286546,17.233579
