# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = kidscore_momiq_model
# start_datetime = 2026-08-20 13:54:50 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /home/m0hawk/Documents/apin/stan/data/kidscore_momiq.json
# init = 2 (Default)
# random
#   seed = 20261819
# output
#   file = /home/m0hawk/Documents/apin/stan/runs/march_native/kidscore_momiq/rep1/chain_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = /home/m0hawk/Documents/apin/stan/build/kidscore_momiq__march_native/model.hpp
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2,sigma
# Adaptation terminated
# Step size = 0.0944086
# Diagonal elements of inverse mass matrix:
# 42.5676, 0.00414629, 0.00108489
-1478.1219,0.97661852,0.094408566,4,31,0,1479.1071,22.14445,0.64399608,18.055182
-1478.1094,0.97779273,0.094408566,3,7,0,1478.2734,22.358409,0.64613142,18.088158
-1480.3906,0.89825445,0.094408566,4,31,0,1481.3496,24.734779,0.62855618,17.039861
-1479.5834,0.99217881,0.094408566,3,11,0,1481.0074,24.114805,0.61949282,17.25228
-1480.1671,0.85212593,0.094408566,1,1,0,1480.2183,23.810471,0.61826204,17.253237
-1480.8217,0.99998553,0.094408566,5,63,0,1482.2424,38.199242,0.49840461,18.634083
-1481.288,0.97230304,0.094408566,5,63,0,1484.0842,32.632031,0.54845855,16.926802
-1480.8332,0.98965329,0.094408566,2,7,0,1481.9562,31.555929,0.5458492,17.050977
-1480.756,0.99997255,0.094408566,4,15,0,1480.8684,32.40043,0.55192606,17.079564
-1479.9718,0.75801905,0.094408566,2,5,0,1482.503,31.334019,0.55153047,17.197428
-1480.5669,0.87713835,0.094408566,5,63,0,1484.4367,25.257316,0.60487628,17.074895
-1480.4175,0.78365916,0.094408566,2,3,0,1482.7033,25.70894,0.60219829,17.044993
-1480.9403,0.98716608,0.094408566,5,63,0,1483.4683,36.544095,0.49422964,17.616263
-1479.641,0.97707716,0.094408566,3,15,0,1483.6554,34.278225,0.53672389,17.985583
-1479.0741,0.99218863,0.094408566,5,31,0,1480.2477,34.44368,0.52670371,18.549829
-1479.1253,0.9846597,0.094408566,2,3,0,1479.2225,34.487556,0.52747955,18.564937
-1481.9541,0.87050405,0.094408566,5,31,0,1483.3631,18.304937,0.69766148,17.15105
-1482.1517,0.97142155,0.094408566,4,15,0,1483.4278,21.438011,0.66787562,16.988665
-1478.9664,0.90572783,0.094408566,3,15,0,1485.1037,24.460724,0.6335176,17.741239
-1478.4946,0.99918825,0.094408566,5,31,0,1479.2863,21.668445,0.6567948,18.501963
-1479.7921,0.99220806,0.094408566,4,31,0,1480.1491,20.805483,0.65442249,19.320267
-1479.775,0.93803968,0.094408566,3,11,0,1480.7434,22.079746,0.65777235,19.075419
-1479.419,0.96854729,0.094408566,5,63,0,1481.0574,16.201014,0.70884336,18.06094
-1480.3736,0.86196174,0.094408566,5,31,0,1480.968,15.646655,0.69706854,18.462401
-1479.4734,0.9579934,0.094408566,5,31,0,1482.0521,19.184763,0.67100312,19.085015
-1479.3802,0.8853704,0.094408566,6,63,0,1481.3152,28.198701,0.59774885,18.927863
-1478.5617,0.995859,0.094408566,4,31,0,1481.2025,25.858608,0.60295756,18.787242
-1479.5859,0.90837582,0.094408566,4,23,0,1480.7725,24.930843,0.60428035,17.751984
-1480.1333,0.92827269,0.094408566,4,27,0,1481.4085,24.686285,0.60265691,18.145524
-1482.647,0.84289872,0.094408566,3,15,0,1484.7823,26.567411,0.62735636,17.687201
-1478.4294,1,0.094408566,2,7,0,1482.8242,24.847787,0.61201772,17.848616
-1478.3661,0.89361724,0.094408566,2,3,0,1479.5319,26.220295,0.61254435,17.844263
-1478.3343,0.99220718,0.094408566,4,23,0,1478.934,24.955082,0.61065853,18.442084
-1478.6227,0.99343791,0.094408566,6,63,0,1481.3985,30.581669,0.56966877,17.90897
-1480.1887,0.95299422,0.094408566,5,39,0,1480.8675,18.277614,0.69530739,18.964021
-1479.3496,0.98382476,0.094408566,5,31,0,1480.9204,23.512788,0.62042283,17.675971
-1480.1349,0.99638257,0.094408566,5,31,0,1482.8788,19.250022,0.67154626,17.178866
-1478.3158,0.98830711,0.094408566,5,31,0,1480.8763,27.540284,0.58894454,17.751478
-1479.1836,0.90955221,0.094408566,5,31,0,1479.6994,32.341139,0.55421636,18.687302
-1479.2652,0.93497785,0.094408566,6,63,0,1480.5809,20.06481,0.67776689,18.213584
-1480.5427,0.94008977,0.094408566,5,31,0,1482.7114,27.104453,0.59911516,19.714742
-1478.2488,0.98793209,0.094408566,5,31,0,1481.8499,30.222953,0.56368206,18.069342
-1478.5668,0.92907508,0.094408566,4,19,0,1479.8364,32.163644,0.54947467,17.972396
-1478.3483,0.91314786,0.094408566,3,11,0,1479.4247,30.975061,0.5564672,18.069784
-1478.4362,0.73391528,0.094408566,2,3,0,1480.6049,31.837798,0.55255026,18.109603
-1478.6443,0.99958521,0.094408566,5,31,0,1479.2208,31.232195,0.55421787,18.710706
-1479.7909,0.98759399,0.094408566,4,31,0,1480.7645,35.316424,0.51509779,18.955366
-1478.8005,0.99972373,0.094408566,4,15,0,1479.8304,32.111124,0.54771066,18.757195
-1478.2912,0.86520116,0.094408566,6,63,0,1480.3381,23.371157,0.63293576,18.717039
-1479.1905,0.97783851,0.094408566,5,31,0,1479.787,17.284108,0.69433536,17.805727
-1480.1225,0.96886628,0.094408566,5,31,0,1480.7147,16.985261,0.70177182,17.449094
-1481.9243,0.98953393,0.094408566,5,31,0,1482.3892,16.841101,0.7030022,16.9104
-1478.8278,0.7943123,0.094408566,5,39,0,1484.1411,30.007703,0.56718087,18.959015
-1478.4564,0.99968371,0.094408566,5,31,0,1479.1766,31.64866,0.55285451,18.487083
-1478.3201,0.95301914,0.094408566,4,23,0,1479.6979,27.364573,0.60047741,17.848004
-1478.5291,0.99966503,0.094408566,5,31,0,1479.8779,22.555928,0.64480422,18.805421
-1478.8304,0.93485123,0.094408566,5,63,0,1479.7434,20.273905,0.65634181,18.547608
-1478.7844,0.99668246,0.094408566,6,63,0,1479.4585,30.533615,0.55432287,18.276642
-1479.6306,0.94067454,0.094408566,5,63,0,1480.1561,20.997526,0.67084042,18.598398
-1480.3427,0.99566608,0.094408566,5,63,0,1480.655,18.243739,0.69812399,17.82722
-1480.4388,1,0.094408566,5,31,0,1480.6394,16.196717,0.69149204,17.899467
-1479.2634,0.96535614,0.094408566,2,3,0,1480.7252,16.63082,0.69883796,17.89252
-1478.7917,0.95108587,0.094408566,5,31,0,1481.3056,19.898685,0.66231645,17.828556
-1478.8236,1,0.094408566,2,3,0,1478.8658,20.225017,0.67101972,17.835077
-1478.1362,0.90889703,0.094408566,5,31,0,1480.0874,28.429864,0.58606534,17.889421
-1479.4159,0.81748701,0.094408566,4,27,0,1481.2225,19.99185,0.65460314,18.493753
-1479.1254,0.97360553,0.094408566,5,35,0,1481.0809,25.831543,0.62195174,17.825814
-1479.0268,1,0.094408566,4,23,0,1481.3077,25.687517,0.62346066,18.560045
-1477.9867,1,0.094408566,4,19,0,1478.9887,23.807024,0.63216651,18.15367
-1478.0309,0.94167266,0.094408566,4,31,0,1478.6821,25.001283,0.62047091,17.938245
-1477.9805,0.83468324,0.094408566,4,23,0,1479.4399,24.052074,0.62524222,18.376772
-1478.6599,0.91043958,0.094408566,4,23,0,1479.4087,25.328996,0.60387925,18.130336
-1478.1357,0.90672241,0.094408566,3,7,0,1479.5008,25.977406,0.60274666,18.006451
-1478.0834,0.92787789,0.094408566,4,19,0,1479.1282,26.50098,0.60854299,18.169096
-1478.4478,0.99944319,0.094408566,4,31,0,1479.6744,29.221863,0.58172927,18.636151
-1478.0515,0.99828859,0.094408566,4,21,0,1478.6028,25.404821,0.60930064,18.048418
-1478.023,0.99774342,0.094408566,6,63,0,1478.3446,23.296678,0.63731447,18.242774
-1479.4877,0.92588558,0.094408566,4,31,0,1480.6582,23.830518,0.61911054,19.081789
-1480.4004,0.99398689,0.094408566,5,31,0,1481.9411,35.304892,0.5080846,19.038283
-1481.6316,0.97316063,0.094408566,5,31,0,1483.1714,39.949698,0.45993202,18.365522
-1481.9298,0.9834311,0.094408566,2,3,0,1482.1731,41.574901,0.46443748,18.357255
-1482.0695,0.99715509,0.094408566,2,7,0,1482.7081,41.427576,0.4467958,18.305574
