# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = logmesquite_logvash_model
# start_datetime = 2026-08-20 13:56:06 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /home/m0hawk/Documents/apin/stan/data/logmesquite_logvash.json
# init = 2 (Default)
# random
#   seed = 20262819
# output
#   file = /home/m0hawk/Documents/apin/stan/runs/march_native/logmesquite_logvash/rep2/chain_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = /home/m0hawk/Documents/apin/stan/build/logmesquite_logvash__march_native/model.hpp
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,sigma
# Adaptation terminated
# Step size = 0.0874205
# Diagonal elements of inverse mass matrix:
# 0.0289933, 0.08523, 0.0952536, 0.0582548, 0.104641, 0.0129267, 0.0114918
26.346731,0.91841333,0.087420499,5,31,0,-17.136042,5.2744028,0.30229963,0.4939936,-0.31965456,0.39378959,-0.60032869,0.40101636
28.614739,0.98911556,0.087420499,5,31,0,-25.005254,5.2947874,0.43737757,0.397433,-0.30853466,0.52581009,-0.58496373,0.30780682
27.780676,0.68425091,0.087420499,4,31,0,-22.097546,5.2769283,0.41940334,0.41174771,-0.40324933,0.4743343,-0.65437965,0.28482186
28.001552,0.95769986,0.087420499,5,63,0,-25.622634,5.1389029,0.098463886,0.72729409,-0.36957985,0.75113743,-0.47005425,0.34493368
28.27126,0.72943039,0.087420499,3,11,0,-24.212835,5.2108353,0.016397434,0.72249368,-0.33937476,0.75946958,-0.45733762,0.35592931
25.642132,0.7853088,0.087420499,5,63,0,-24.667477,5.3193655,-0.0023430007,0.68170359,-0.50194512,0.63837266,-0.42985165,0.33037361
25.108829,0.99017421,0.087420499,6,63,0,-23.480374,5.5842329,0.57142442,0.21742834,-0.51138557,0.15259165,-0.50727326,0.38078969
23.838636,0.99895679,0.087420499,4,31,0,-21.646396,5.6371035,0.51575821,0.16139897,-0.50417702,0.037567726,-0.45322856,0.39056165
27.644558,0.89871718,0.087420499,6,63,0,-20.800982,5.3087682,0.27334451,0.52994256,-0.36415132,0.28614599,-0.52717956,0.28960702
27.205645,0.99561021,0.087420499,4,15,0,-24.128616,5.3991107,0.1579211,0.66319492,-0.35974537,0.29244145,-0.55143739,0.3071173
25.799553,0.78653413,0.087420499,5,31,0,-23.393419,5.0906251,0.24940444,0.40852538,0.031977534,0.82540108,-0.39823567,0.34402867
26.907827,0.85234838,0.087420499,4,15,0,-23.770584,5.077732,0.20945543,0.56572592,0.018396062,0.73299123,-0.33758925,0.34723759
26.385304,0.89932524,0.087420499,5,63,0,-23.658465,5.2910019,0.21000925,0.58213653,-0.51155335,0.39127444,-0.42621335,0.39336191
27.818862,0.98224322,0.087420499,5,31,0,-25.544944,5.2715417,0.15365624,0.62531061,-0.31680704,0.4937422,-0.41304226,0.38047524
28.548438,0.97948984,0.087420499,5,31,0,-26.603071,5.1914337,0.1697909,0.5892869,-0.10718492,0.74469634,-0.57629831,0.33093182
27.319153,0.90813071,0.087420499,5,31,0,-25.882042,5.1396988,0.24837691,0.60172165,0.0027065892,0.69819755,-0.64947579,0.33310496
27.698279,0.99636814,0.087420499,5,63,0,-24.611832,5.3872288,0.23092061,0.64514222,-0.47708128,0.20888269,-0.51418265,0.3071456
24.941848,0.51976166,0.087420499,5,63,0,-21.867874,5.172022,0.24791781,0.50145196,-0.26596914,0.97441349,-0.41692336,0.35602544
23.536438,0.93118705,0.087420499,5,31,0,-22.418812,5.2051681,0.077099482,0.83336656,-0.26253109,0.27136572,-0.68501354,0.3520916
25.188559,0.92168594,0.087420499,5,63,0,-19.617646,5.4027853,0.56925617,0.2613488,-0.47880996,0.52534317,-0.6047555,0.32361228
26.207272,0.89567398,0.087420499,3,11,0,-23.759983,5.3990344,0.57060342,0.26134322,-0.47236756,0.49081589,-0.60832751,0.32445339
27.473642,0.97133931,0.087420499,6,63,0,-23.183053,5.0902555,-0.019754189,0.85063309,-0.26909536,0.62795073,-0.38596093,0.3010611
29.226093,0.95154022,0.087420499,6,63,0,-23.838121,5.2397718,0.49138337,0.30057288,-0.29952596,0.45570358,-0.48259025,0.31430561
27.244145,0.99971378,0.087420499,5,47,0,-26.614765,5.5236093,0.55718205,0.25144292,-0.71758898,0.19984342,-0.64430188,0.36920156
28.14486,0.97974163,0.087420499,6,63,0,-25.663672,5.1069883,0.093311565,0.6896648,-0.045625168,0.59954844,-0.37993573,0.34590765
