# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = logmesquite_logvash_model
# start_datetime = 2026-08-20 13:56:06 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /home/m0hawk/Documents/apin/stan/data/logmesquite_logvash.json
# init = 2 (Default)
# random
#   seed = 20262819
# output
#   file = /home/m0hawk/Documents/apin/stan/runs/march_native/logmesquite_logvash/rep2/chain_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = /home/m0hawk/Documents/apin/stan/build/logmesquite_logvash__march_native/model.hpp
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,sigma
# Adaptation terminated
# Step size = 0.0914615
# Diagonal elements of inverse mass matrix:
# 0.0268883, 0.0795136, 0.0844508, 0.0545681, 0.112286, 0.0150006, 0.0142462
21.161199,0.99709718,0.091461455,6,63,0,-19.462859,5.1477253,0.74773282,0.16562286,-0.083741299,0.051268982,-0.51255899,0.49695581
26.166196,0.8925963,0.091461455,4,31,0,-17.348195,5.3893978,0.53464117,0.16877925,-0.1930186,0.30770997,-0.58423495,0.38805518
28.392314,0.9493152,0.091461455,5,63,0,-25.014164,5.1961562,0.5251326,0.36849598,-0.22864154,0.30139388,-0.51402652,0.33607987
28.422776,0.99876022,0.091461455,4,15,0,-26.858962,5.293398,0.38828258,0.37560252,-0.099388701,0.49153159,-0.50838897,0.3260748
27.339447,0.84293108,0.091461455,5,31,0,-25.031937,5.2497132,0.13306652,0.68149364,-0.45512476,0.44440882,-0.51310345,0.31719039
26.022211,0.98223006,0.091461455,5,31,0,-24.559517,5.355577,0.079943306,0.75995429,-0.4005471,0.57172722,-0.5469528,0.39296608
25.14273,0.99849456,0.091461455,4,15,0,-24.665837,5.3198466,0.047036753,0.85420966,-0.41902868,0.52411671,-0.58910811,0.40840415
26.660656,0.98299583,0.091461455,4,31,0,-19.33542,5.1057195,0.31113805,0.60150992,-0.31947888,0.37808877,-0.47982578,0.34505082
24.991799,0.98598361,0.091461455,4,31,0,-23.060859,5.443432,0.38946821,0.32843899,-0.1526281,0.51295906,-0.6532168,0.31530638
22.865248,0.8572745,0.091461455,5,31,0,-19.197211,5.2831522,0.50439797,0.25727881,-0.56518342,0.65252782,-0.50446599,0.26848039
24.543644,0.98797403,0.091461455,5,31,0,-21.132031,5.4801837,0.45564464,0.25570017,-0.24821,0.27892331,-0.57187574,0.27334283
25.237685,0.91360375,0.091461455,4,15,0,-21.276744,5.3694902,0.60539432,0.2485165,-0.57076849,0.2133817,-0.50394016,0.27218195
28.362818,0.99983961,0.091461455,5,63,0,-23.922184,5.3561395,0.4896065,0.28855554,-0.41120657,0.30134344,-0.46942169,0.26795581
28.943515,0.73413147,0.091461455,5,31,0,-25.696364,5.3279416,0.57842398,0.28957322,-0.24424445,0.23878989,-0.66774072,0.33992619
29.558864,0.90996294,0.091461455,5,63,0,-27.257123,5.2443174,0.33648823,0.44547285,-0.20712935,0.55852559,-0.56820427,0.2919161
28.481793,0.94235778,0.091461455,4,15,0,-27.06298,5.2317823,0.24930238,0.59220217,-0.29134342,0.52447852,-0.63646788,0.28530475
28.758873,0.97048102,0.091461455,5,31,0,-26.567654,5.2728457,0.30857857,0.47907155,-0.3932043,0.49310418,-0.39892226,0.34015286
27.27164,0.79356404,0.091461455,5,31,0,-25.267596,5.1789707,0.40064492,0.44132469,-0.047638012,0.14777964,-0.40606302,0.36661797
27.065688,0.98308263,0.091461455,6,63,0,-24.969253,5.4057718,0.30977686,0.48986062,-0.5840562,0.56954009,-0.61142613,0.27024977
27.175333,0.99962032,0.091461455,6,63,0,-22.924794,5.457321,0.27403276,0.46992928,-0.64169431,0.4855602,-0.60284955,0.27753442
27.828095,0.89611783,0.091461455,5,31,0,-26.336633,5.2638743,0.63565524,0.14331994,-0.13566483,0.21390821,-0.53586715,0.35189571
26.891002,0.96364253,0.091461455,6,63,0,-25.486611,5.4953417,0.51823171,0.21095312,-0.60601806,0.44643979,-0.75305672,0.32473818
26.881037,0.97496357,0.091461455,5,63,0,-24.545854,5.4697765,0.41944077,0.25427486,-0.43963325,0.63750783,-0.72050108,0.3095946
28.224908,1,0.091461455,5,63,0,-26.345656,5.3780462,0.36888981,0.42183276,-0.47214783,0.50495934,-0.71701263,0.3113108
