# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = logmesquite_logvash_model
# start_datetime = 2026-08-20 13:56:06 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /home/m0hawk/Documents/apin/stan/data/logmesquite_logvash.json
# init = 2 (Default)
# random
#   seed = 20262819
# output
#   file = /home/m0hawk/Documents/apin/stan/runs/march_native/logmesquite_logvash/rep2/chain_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = /home/m0hawk/Documents/apin/stan/build/logmesquite_logvash__march_native/model.hpp
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,sigma
# Adaptation terminated
# Step size = 0.08538
# Diagonal elements of inverse mass matrix:
# 0.024143, 0.0800697, 0.0843397, 0.0535499, 0.0931747, 0.0128839, 0.0155413
23.370789,0.97734248,0.085380044,5,63,0,-19.766357,5.2342096,0.599206,0.2067081,-0.16773796,0.32984614,-0.39090888,0.46304338
20.544577,0.94679056,0.085380044,5,63,0,-14.99282,5.2302453,1.0762175,-0.29241309,0.25871846,-0.074726661,-0.54135963,0.44398295
25.477018,0.99594079,0.085380044,5,31,0,-19.503279,5.3028691,0.87137798,0.13806834,-0.16132014,-0.31869916,-0.66761823,0.35844748
23.61573,0.84489739,0.085380044,5,63,0,-22.248637,5.2787513,0.90503994,0.12450172,0.070190143,-0.30216612,-0.64556362,0.36761311
24.706656,0.91349062,0.085380044,5,31,0,-20.396824,5.3642875,0.5136231,0.26882183,-0.31450721,0.094482983,-0.58933372,0.4168374
27.239922,0.96654951,0.085380044,5,31,0,-22.70538,5.4374199,0.70065299,0.097367523,-0.2475476,0.33804242,-0.68662343,0.33551035
27.623337,0.98202852,0.085380044,5,63,0,-25.672596,5.277132,0.30515505,0.48043406,-0.19958845,0.24876914,-0.41984882,0.2907171
28.217325,0.81300095,0.085380044,5,31,0,-24.090143,5.1379389,0.25718716,0.53518172,-0.12424408,0.57816463,-0.39907121,0.27656996
28.616284,0.85690692,0.085380044,5,31,0,-25.926491,5.1520396,0.26030585,0.50046001,-0.11448105,0.5288729,-0.3598149,0.32153081
26.857057,0.93928433,0.085380044,5,31,0,-25.206042,5.0559417,0.049419165,0.70149995,-0.11013062,0.89246295,-0.29927601,0.31768628
26.132799,0.78056208,0.085380044,5,31,0,-21.281442,5.1598686,0.24793364,0.6521504,-0.12457116,0.38322147,-0.37369025,0.29305453
24.947731,0.99492802,0.085380044,5,63,0,-19.656311,5.3778422,0.47666638,0.16466043,-0.30836293,0.54115784,-0.48292326,0.256158
27.27295,0.99791497,0.085380044,4,15,0,-23.310059,5.275662,0.4339905,0.25431712,-0.36580716,0.62080016,-0.45377716,0.27852825
24.249862,1,0.085380044,5,31,0,-22.20991,5.0839744,-0.015913484,0.98115046,0.10436048,0.44354893,-0.5982615,0.40474558
27.018907,0.98817068,0.085380044,5,31,0,-21.698946,5.1116607,0.099069094,0.66697662,-0.060814229,0.73298617,-0.32151878,0.29863803
25.559352,0.84996246,0.085380044,5,63,0,-21.638676,4.9174297,-0.19287524,1.1411175,0.04785398,0.81805982,-0.56672792,0.34641974
24.901067,0.97523931,0.085380044,5,63,0,-21.067547,5.21241,-0.02169867,0.88866076,-0.2058151,0.70993461,-0.76668757,0.38245419
25.596847,0.9926578,0.085380044,5,31,0,-21.749093,5.1096101,0.2992723,0.62255336,-0.0170928,0.5472978,-0.76186162,0.32260131
27.600114,0.95885493,0.085380044,5,47,0,-22.363965,5.1715557,-0.031980983,0.76448205,-0.17344025,0.99373986,-0.46498409,0.32316192
28.054803,0.89435017,0.085380044,5,31,0,-25.88265,5.1138699,0.072568256,0.76389118,-0.14046251,0.82731081,-0.50304788,0.32699263
26.412032,0.95035617,0.085380044,4,31,0,-23.127251,5.2880638,0.1243756,0.54766264,-0.43371732,0.61407558,-0.2749712,0.34332719
26.749018,0.98533649,0.085380044,5,31,0,-23.364456,5.3942057,0.58205761,0.22982364,-0.26431138,0.37791253,-0.80570658,0.3102825
29.42114,0.99993497,0.085380044,5,31,0,-26.287701,5.3658217,0.47767098,0.32647925,-0.36911793,0.38189827,-0.6054425,0.34994563
27.835512,0.97057099,0.085380044,5,31,0,-26.95241,5.3659165,0.78404136,0.087931196,-0.23740671,-0.16863765,-0.56185107,0.32546208
26.691195,0.93582042,0.085380044,5,31,0,-21.551742,5.4326452,0.80844295,0.11638248,-0.2262134,-0.30712875,-0.60567957,0.30996956
26.096059,0.75822533,0.085380044,5,31,0,-22.610088,5.3938238,0.97922425,-0.21819498,-0.28668234,0.0096177919,-0.60194945,0.34822662
25.545593,0.9982586,0.085380044,5,31,0,-24.492417,5.4488638,1.0263565,-0.27624338,-0.13429728,0.025104105,-0.57704152,0.37505664
29.172935,0.95559498,0.085380044,5,63,0,-24.202685,5.3569267,0.36661712,0.42541065,-0.41521057,0.2586115,-0.48671218,0.32937704
27.904113,0.99252554,0.085380044,5,31,0,-26.904476,5.2201862,0.21814367,0.5675768,-0.36018321,0.8617668,-0.62040732,0.31059328
24.854755,0.62312489,0.085380044,5,63,0,-21.199672,5.202912,0.31896066,0.37692406,-0.094650108,0.97546219,-0.55838188,0.28983467
26.188968,0.99959563,0.085380044,6,63,0,-23.339373,5.5316681,0.46464534,0.37690121,-0.60572071,-0.065307133,-0.58036938,0.37322622
23.179516,0.77843955,0.085380044,5,31,0,-18.536784,5.4611549,0.66866087,0.24478301,-0.73710588,0.16754759,-0.57297807,0.38378155
20.853686,0.91029262,0.085380044,5,47,0,-16.989526,5.3656998,0.1930061,0.74581233,-0.18703175,0.16359801,-0.43127281,0.39857357
23.623037,0.87538443,0.085380044,7,131,0,-18.366078,5.5508883,0.61556395,-0.029177815,-0.35656186,0.60482722,-0.47585455,0.37856059
26.975289,0.99130496,0.085380044,4,15,0,-21.804034,5.450183,0.60864748,0.15752218,-0.55065995,0.32453105,-0.50866365,0.39405111
26.660944,0.99572759,0.085380044,5,63,0,-24.031286,5.3228293,0.6124985,0.069270284,-0.13867279,0.59169207,-0.53271934,0.37130735
23.283631,0.98667399,0.085380044,5,31,0,-20.699038,5.5263368,1.0007254,-0.033832355,-0.19291546,-0.49735721,-0.77175483,0.32005892
25.07395,0.99772328,0.085380044,6,63,0,-20.831599,5.6105249,0.55407719,0.00032650523,-0.62374646,0.66084741,-0.56559454,0.38937802
24.880878,0.97916766,0.085380044,6,63,0,-22.170517,5.0263859,0.15467939,0.81447652,0.12969456,0.36325052,-0.4935394,0.27505814
26.333858,0.57775701,0.085380044,4,15,0,-21.390162,5.0323203,0.16632697,0.7739859,0.11584985,0.51224969,-0.49730837,0.30125966
24.81195,0.99435131,0.085380044,6,127,0,-22.517628,5.7612032,0.97589792,-0.19656346,-0.85790645,-0.15331282,-0.63237236,0.32819118
