# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = lotka_volterra_model
# start_datetime = 2026-08-20 13:54:41 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /home/m0hawk/Documents/apin/stan/data/lotka_volterra.json
# init = 2 (Default)
# random
#   seed = 20260819
# output
#   file = /home/m0hawk/Documents/apin/stan/runs/march_native/lotka_volterra/rep0/chain_0.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = /home/m0hawk/Documents/apin/stan/build/lotka_volterra__march_native/model.hpp
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta.1,theta.2,theta.3,theta.4,z_init.1,z_init.2,sigma.1,sigma.2,z.1.1,z.2.1,z.3.1,z.4.1,z.5.1,z.6.1,z.7.1,z.8.1,z.9.1,z.10.1,z.11.1,z.12.1,z.13.1,z.14.1,z.15.1,z.16.1,z.17.1,z.18.1,z.19.1,z.20.1,z.1.2,z.2.2,z.3.2,z.4.2,z.5.2,z.6.2,z.7.2,z.8.2,z.9.2,z.10.2,z.11.2,z.12.2,z.13.2,z.14.2,z.15.2,z.16.2,z.17.2,z.18.2,z.19.2,z.20.2,y_init_rep.1,y_init_rep.2,y_rep.1.1,y_rep.2.1,y_rep.3.1,y_rep.4.1,y_rep.5.1,y_rep.6.1,y_rep.7.1,y_rep.8.1,y_rep.9.1,y_rep.10.1,y_rep.11.1,y_rep.12.1,y_rep.13.1,y_rep.14.1,y_rep.15.1,y_rep.16.1,y_rep.17.1,y_rep.18.1,y_rep.19.1,y_rep.20.1,y_rep.1.2,y_rep.2.2,y_rep.3.2,y_rep.4.2,y_rep.5.2,y_rep.6.2,y_rep.7.2,y_rep.8.2,y_rep.9.2,y_rep.10.2,y_rep.11.2,y_rep.12.2,y_rep.13.2,y_rep.14.2,y_rep.15.2,y_rep.16.2,y_rep.17.2,y_rep.18.2,y_rep.19.2,y_rep.20.2
# Adaptation terminated
# Step size = 0.107491
# Diagonal elements of inverse mass matrix:
# 0.0159268, 0.0253297, 0.0154226, 0.0265769, 0.00774935, 0.00813748, 0.026447, 0.0296699
-12.726955,0.95923098,0.10749111,5,31,0,14.808785,0.5436973,0.028800006,0.7734638,0.022857745,34.731033,6.3375813,0.18027516,0.23645768,49.247416,64.102165,63.707953,39.668168,21.156515,14.767847,14.076806,16.605074,22.14118,31.32943,44.756406,60.452729,66.67861,47.323565,24.891453,15.802122,13.89851,15.589913,20.224145,28.28464,7.5836281,12.896547,26.974937,41.434406,37.218575,25.488703,16.234749,10.579088,7.5537222,6.3719974,6.9597174,10.704031,21.951485,38.912062,39.96569,28.776502,18.482466,11.878764,8.205023,6.5428287,42.943451,6.7609744,47.24314,66.440365,73.07642,27.986589,25.419791,16.570814,12.531478,18.678028,23.633358,29.738225,36.689669,70.624032,96.524832,48.096053,22.154558,14.464678,14.611367,14.781372,27.278194,23.951714,7.0413202,13.178658,20.648351,33.972421,33.072465,25.514108,13.957737,13.795939,6.8327158,4.7450943,8.969903,8.4578487,17.921148,42.59284,30.774371,23.22196,19.109229,9.1994625,9.1195908,6.6730652
-14.570102,0.87035664,0.10749111,5,31,0,15.94487,0.55544553,0.02693426,0.78892259,0.022007923,33.54798,6.2117581,0.17758888,0.25611939,49.223123,67.828121,73.643592,47.168973,22.884217,14.706116,13.564937,15.976622,21.604183,31.260194,45.985661,64.627798,74.917863,53.285276,25.83082,15.480122,13.467068,15.307241,20.309053,29.142895,6.9504823,11.470789,26.010341,46.632919,44.171849,29.760163,18.307443,11.448155,7.8148997,6.2983925,6.6300015,10.150779,22.277713,44.016947,46.270112,32.350397,20.026903,12.416687,8.2965291,6.4432638,23.987861,7.2498717,53.826556,82.99975,60.586079,51.398823,21.48942,17.549569,13.41246,16.95509,21.51728,27.859803,55.584463,61.837648,106.80724,46.81077,26.705211,13.803699,13.905858,15.628468,20.653515,35.256105,5.5768382,12.304795,31.578368,36.54125,53.741682,34.72525,23.772356,9.4741887,5.9461899,5.9404749,4.5205345,9.4653281,31.363194,64.748947,42.849042,37.116867,22.70418,9.9137928,12.09678,8.056982
-16.979328,0.9903123,0.10749111,5,31,0,19.916385,0.64348211,0.031069311,0.67615765,0.019612672,34.601185,6.021778,0.41763622,0.22239014,53.982515,76.295803,74.859293,37.703003,16.690215,10.999441,10.649525,13.248725,19.036726,29.414043,46.274197,68.959008,80.839073,51.206635,21.562948,12.132322,10.395019,11.996751,16.535283,25.062211,7.2171573,13.260615,31.991528,49.603854,41.378018,27.238437,17.034487,10.900885,7.5623289,6.1292233,6.4705811,10.142419,23.523128,46.330958,46.132121,31.9874,20.146283,12.703992,8.5006333,6.4496174,37.248285,5.092878,29.088871,33.39587,66.267171,16.258506,11.958076,11.053562,6.8590766,9.3869912,28.589912,19.563502,40.545138,96.638422,166.51495,47.423962,22.546946,7.4114389,8.26093,16.092757,17.94335,43.927253,12.757269,10.747393,24.893248,60.095039,33.713461,29.156507,14.324184,7.8212951,7.4439173,6.7419023,6.2621963,14.300581,13.347341,62.770038,64.058141,39.73554,19.392314,14.447239,10.028552,6.0156293
-18.007626,0.9556722,0.10749111,5,31,0,22.471694,0.66360936,0.032446431,0.67148906,0.020067657,32.195758,6.5115663,0.16315536,0.24801952,50.146866,71.129965,71.533977,38.127758,17.333008,11.401542,10.965516,13.588013,19.502469,30.106958,47.077778,68.410053,74.242441,43.154561,19.133844,11.811554,10.819406,13.010677,18.368076,28.159885,7.5173821,13.042213,29.826782,46.585489,40.030406,26.907564,17.106506,11.128186,7.8743128,6.5566531,7.1855523,11.70223,26.512323,45.606532,41.893854,28.720012,18.297018,11.817298,8.2231091,6.6410632,26.450626,4.4262456,48.364469,67.22413,71.189791,38.269969,15.82228,12.307072,6.9314913,13.0867,24.763005,29.465238,49.173375,59.152918,70.845769,41.439122,18.063299,10.419942,10.108207,10.450468,21.694158,35.263873,7.0839228,14.00058,42.900983,46.083218,46.577841,33.619063,15.040276,12.105127,8.7045148,6.0971955,6.7297286,12.622322,25.994347,46.842026,43.74727,40.07414,27.222442,10.51252,7.8511182,5.0290948
-17.56781,0.68257709,0.10749111,5,31,0,23.554591,0.48691485,0.023621029,0.8551308,0.023163702,38.208725,5.7458182,0.35200882,0.29208221,53.731724,70.240449,71.573207,44.507269,22.847245,15.68347,14.936656,17.58498,23.259309,32.53014,46.124316,63.138859,74.575185,58.843919,30.472158,17.802136,14.770407,16.004225,20.255952,27.775993,7.0331166,12.661219,29.401346,49.470987,44.290618,28.889581,17.37449,10.706642,7.2606472,5.8456436,6.1280357,9.2108117,19.888123,42.288874,49.557195,35.845647,21.979674,13.265901,8.5350769,6.2859535,45.688475,7.101656,35.893931,65.814168,68.23068,30.217444,18.09606,14.882326,16.097878,10.106949,20.474953,36.721789,60.012707,41.112649,63.589578,58.82417,28.696003,6.4455573,9.2987441,24.164261,39.984237,43.108521,8.8740513,11.111345,33.848207,69.176402,41.395294,48.669842,24.203713,10.303767,11.645026,8.9393992,3.1660415,16.313291,17.621823,66.015879,38.434105,32.594771,35.827999,10.413543,8.9439369,5.859564
-15.450894,0.99894212,0.10749111,4,15,0,17.949393,0.48167572,0.023723252,0.85990014,0.025123137,38.602111,5.6893503,0.35384497,0.28042289,53.678581,67.570162,62.233846,35.0796,18.789962,14.028683,14.173603,17.236155,23.143939,32.506637,45.881217,61.633498,68.757171,48.821706,24.781262,15.493314,13.683235,15.390133,19.845245,27.408785,7.6281604,15.037784,34.663513,50.133088,40.343155,25.404916,15.214701,9.5003952,6.6327871,5.6019022,6.2938657,10.285747,23.334809,45.669236,47.233998,32.377699,19.579003,11.868012,7.7730872,5.9119528,30.804646,3.4608385,49.245175,40.151551,73.232427,43.915674,14.884097,22.870171,8.9371184,10.912891,29.307759,29.213198,45.407616,33.771302,65.388895,66.378799,23.434208,25.242166,10.956557,15.808545,33.808061,26.042819,8.4421434,22.246328,26.891521,45.756309,19.108964,19.245324,8.8917934,8.2498947,11.389932,7.4407566,3.2987581,9.7005827,18.031332,52.18712,65.631034,40.604571,25.969466,10.578322,5.4332838,5.5770643
