# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = lotka_volterra_model
# start_datetime = 2026-08-20 13:54:41 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /home/m0hawk/Documents/apin/stan/data/lotka_volterra.json
# init = 2 (Default)
# random
#   seed = 20260819
# output
#   file = /home/m0hawk/Documents/apin/stan/runs/march_native/lotka_volterra/rep0/chain_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = /home/m0hawk/Documents/apin/stan/build/lotka_volterra__march_native/model.hpp
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta.1,theta.2,theta.3,theta.4,z_init.1,z_init.2,sigma.1,sigma.2,z.1.1,z.2.1,z.3.1,z.4.1,z.5.1,z.6.1,z.7.1,z.8.1,z.9.1,z.10.1,z.11.1,z.12.1,z.13.1,z.14.1,z.15.1,z.16.1,z.17.1,z.18.1,z.19.1,z.20.1,z.1.2,z.2.2,z.3.2,z.4.2,z.5.2,z.6.2,z.7.2,z.8.2,z.9.2,z.10.2,z.11.2,z.12.2,z.13.2,z.14.2,z.15.2,z.16.2,z.17.2,z.18.2,z.19.2,z.20.2,y_init_rep.1,y_init_rep.2,y_rep.1.1,y_rep.2.1,y_rep.3.1,y_rep.4.1,y_rep.5.1,y_rep.6.1,y_rep.7.1,y_rep.8.1,y_rep.9.1,y_rep.10.1,y_rep.11.1,y_rep.12.1,y_rep.13.1,y_rep.14.1,y_rep.15.1,y_rep.16.1,y_rep.17.1,y_rep.18.1,y_rep.19.1,y_rep.20.1,y_rep.1.2,y_rep.2.2,y_rep.3.2,y_rep.4.2,y_rep.5.2,y_rep.6.2,y_rep.7.2,y_rep.8.2,y_rep.9.2,y_rep.10.2,y_rep.11.2,y_rep.12.2,y_rep.13.2,y_rep.14.2,y_rep.15.2,y_rep.16.2,y_rep.17.2,y_rep.18.2,y_rep.19.2,y_rep.20.2
# Adaptation terminated
# Step size = 0.102705
# Diagonal elements of inverse mass matrix:
# 0.0155194, 0.0266721, 0.0152319, 0.025982, 0.0067195, 0.00837207, 0.0247092, 0.030932
-12.680024,0.99696118,0.10270493,5,31,0,15.771987,0.57193733,0.030854043,0.73769387,0.021604438,38.409386,5.7243337,0.22716944,0.2601936,55.889716,71.930362,63.494614,33.01476,17.033473,12.584,12.810338,15.981248,22.328155,32.887164,48.597809,66.920374,71.316737,44.358703,21.28747,13.548221,12.339829,14.399707,19.412593,28.177019,7.5270312,14.573594,32.184385,43.457456,34.599522,22.509498,14.079068,9.1417949,6.5704243,5.6548771,6.4612037,10.795267,24.207531,41.901501,39.326158,26.910988,16.898241,10.732718,7.3522353,5.8331235,26.179533,6.9904249,76.784342,86.345212,80.931822,37.207232,15.842831,14.683024,13.700425,15.664711,25.799322,63.603467,37.279709,104.24657,65.707485,34.19041,23.664302,10.863087,14.212091,15.723149,28.931486,21.932189,10.590143,16.744702,27.725693,34.248621,38.474691,18.656946,10.539237,15.606009,7.4373367,6.0516601,5.3972758,13.123201,18.7583,32.50397,46.269026,42.626508,18.599271,9.6116705,5.5051552,4.6865567
-12.571504,0.91855094,0.10270493,5,31,0,16.843428,0.57567953,0.030450649,0.71725223,0.019812226,39.153179,5.9290826,0.21438334,0.25203175,57.178965,75.106199,70.577506,38.887808,19.547417,13.6641,13.286127,16.077268,22.06574,32.244875,47.751638,67.238576,77.517745,54.999337,26.638997,15.54191,13.015087,14.340339,18.679795,26.643393,7.4578211,13.666002,30.0348,43.706189,36.874863,24.677383,15.635556,10.158633,7.1929622,5.963876,6.370736,9.6979167,20.622794,39.456071,42.024927,30.481444,19.576493,12.466366,8.3950432,6.3754881,49.707705,4.7994271,63.474836,73.421838,53.554653,33.81634,28.885127,15.932946,9.7163226,19.741809,23.195511,38.468563,52.843587,70.636871,64.600263,43.769017,21.493874,19.892783,11.969893,26.226234,14.256841,32.805106,9.5543259,14.207261,32.362488,42.497082,48.19318,28.687779,17.858252,6.21049,9.0912746,5.3554321,7.0364527,5.7820636,22.621729,58.454408,38.74251,32.560903,16.773795,11.074946,10.969623,8.0838687
-17.781354,0.76513593,0.10270493,5,31,0,23.895806,0.57628846,0.032855852,0.78627235,0.022697124,32.582247,5.2848801,0.16755389,0.23794692,48.459355,67.166169,71.128691,42.728596,20.423219,13.541794,12.961325,15.7562,21.860007,32.267274,48.015776,66.769374,71.457719,43.512773,20.732891,13.611561,12.931466,15.651528,21.666365,31.954074,5.9780345,10.146712,23.542622,40.466595,36.306469,23.880894,14.585038,9.1508205,6.3440114,5.2912795,5.9337595,9.9689124,23.072747,40.27902,36.588964,24.159249,14.760139,9.2466331,6.3887451,5.2985475,30.48463,4.4486687,57.382727,67.770441,57.510705,51.930638,24.989876,13.482648,13.755953,13.484453,22.089599,28.569975,45.91339,51.039398,70.288163,41.063327,20.56058,15.227068,12.20299,16.40677,19.500281,25.106662,5.5616775,12.577558,21.052025,34.944523,37.98422,21.662361,17.624791,6.277823,5.9250544,6.1801854,4.2737286,10.62752,23.394729,62.760602,37.436599,20.557728,23.878739,6.9773414,7.4197954,4.9255309
-14.926322,0.9964777,0.10270493,4,15,0,20.928213,0.54996025,0.029879169,0.793988,0.022610281,33.934101,5.054732,0.18369907,0.22385595,50.227996,69.416226,73.773417,44.034984,20.536085,13.345196,12.589108,15.111385,20.721837,30.309262,45.06105,64.236821,76.029192,54.066647,24.998705,14.452384,12.416645,14.099655,18.77521,27.108524,5.8570216,10.268765,24.866011,44.277713,39.850535,25.931844,15.598271,9.5912714,6.4596683,5.1538088,5.4050544,8.3734893,19.22334,40.49912,43.175565,29.72392,18.037959,10.94261,7.129843,5.3711453,23.036134,5.391033,63.965346,85.929404,70.420258,45.049279,19.516728,15.641484,10.42663,17.982893,20.745573,29.682758,60.717731,73.87739,71.292749,72.675392,18.170399,17.148598,14.806136,10.685765,23.315976,27.276942,6.5736032,5.9780746,18.825061,58.436526,41.349973,25.55208,19.147802,9.4761745,5.2137564,4.4809717,7.5967333,9.6271807,21.268479,37.945841,38.099773,30.254292,20.758624,7.9107481,5.970607,4.7139528
-14.270438,0.99339111,0.10270493,5,31,0,18.179785,0.58463039,0.027351542,0.73572891,0.021797954,32.87053,7.4126296,0.24084921,0.25026545,47.747625,64.076897,65.965661,41.558323,21.45004,14.422932,13.476055,15.862086,21.375267,30.799397,44.916701,61.652203,67.737907,46.378182,23.744887,15.051079,13.370814,15.244099,20.185073,28.868119,8.4836956,13.835397,28.731898,45.653983,42.214973,29.424143,18.970539,12.447575,8.8953285,7.4654178,8.0954255,12.412175,25.3946,43.953744,44.011149,31.583519,20.462584,13.320364,9.3345977,7.5753519,55.50689,9.1808044,56.984245,61.868512,86.687533,27.287053,17.507826,15.679989,8.4444149,17.214982,25.560235,31.337433,70.677036,62.836519,57.730659,50.207719,24.920269,13.551867,14.037012,15.161731,17.558506,37.904437,8.4124845,15.852997,37.627951,40.950887,57.437121,30.991663,16.258455,11.779364,8.666276,8.1670363,10.896606,11.34869,30.785897,31.810597,49.632095,28.861053,19.586222,9.5265427,9.5265255,8.7475671
-13.437343,0.98310029,0.10270493,4,15,0,15.830275,0.56679632,0.028572767,0.72330259,0.022784231,34.632469,7.0424958,0.24010232,0.23865869,49.014712,62.196181,57.780648,34.108506,18.591369,13.43857,13.083457,15.618305,21.003,29.929863,42.954174,57.887809,62.841853,43.829272,23.126998,14.697378,12.833477,14.290113,18.483193,25.89878,8.8114456,15.387265,30.828869,42.932061,36.984717,25.51221,16.637918,11.137207,8.1515936,7.0118948,7.7455134,11.882572,23.712513,40.245784,40.881528,29.965532,19.73483,12.973048,9.0927114,7.2636382,35.820714,5.5486103,54.582249,99.349628,93.299836,27.163607,20.147141,9.9460361,11.366637,22.270946,20.653839,28.80245,48.860838,59.687135,89.064366,36.905903,26.861429,14.489979,12.863194,16.490729,18.887054,37.2173,6.6888986,12.710336,41.521672,54.892338,38.699791,41.602018,11.235807,8.5951506,5.5007527,10.454503,8.8821326,14.825428,19.442706,70.106326,42.674273,33.436042,28.17053,20.743196,9.2131899,6.5164373
