# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = logmesquite_logvash_model
# start_datetime = 2026-08-20 13:54:59 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /home/m0hawk/Documents/apin/stan/data/logmesquite_logvash.json
# init = 2 (Default)
# random
#   seed = 20261819
# output
#   file = /home/m0hawk/Documents/apin/stan/runs/march_native/logmesquite_logvash/rep1/chain_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = /home/m0hawk/Documents/apin/stan/build/logmesquite_logvash__march_native/model.hpp
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,sigma
# Adaptation terminated
# Step size = 0.0684888
# Diagonal elements of inverse mass matrix:
# 0.031514, 0.107565, 0.116085, 0.0542748, 0.128974, 0.0159579, 0.0122917
27.778739,0.91577537,0.06848884,5,31,0,-22.84158,5.1864841,0.11315388,0.82380609,-0.23865188,0.43073943,-0.62666105,0.34629618
26.980008,0.98757685,0.06848884,4,31,0,-21.035625,5.1700148,0.20989429,0.70718093,-0.39003697,0.49486236,-0.57758375,0.29697672
28.87715,0.99975702,0.06848884,5,63,0,-25.207828,5.16965,0.12786988,0.73714934,-0.30116598,0.6155415,-0.553465,0.30071217
29.080778,0.99770663,0.06848884,6,63,0,-28.279457,5.2329148,0.038998815,0.72347453,-0.26522419,0.7391944,-0.46933234,0.31581781
26.859528,0.99965127,0.06848884,5,63,0,-25.926243,5.1497052,-0.15046707,0.97149973,-0.43311736,0.76752805,-0.38775224,0.34981889
26.396746,0.97479995,0.06848884,5,31,0,-22.852194,5.0584676,-0.093398986,0.81065541,-0.060141149,1.1558407,-0.4620186,0.30947135
27.603139,0.97847477,0.06848884,5,31,0,-25.213245,5.0146536,-0.001153825,0.8292877,-0.13329727,0.81709526,-0.36171951,0.3396706
28.862594,0.88562799,0.06848884,6,63,0,-25.788008,5.3389996,0.47275527,0.26024658,-0.30595537,0.46954932,-0.6162879,0.32397314
29.312928,0.95023469,0.06848884,5,63,0,-26.792716,5.411074,0.4803679,0.35592356,-0.35589725,0.2447311,-0.64016363,0.33397191
