# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = logmesquite_logvash_model
# start_datetime = 2026-08-20 13:54:59 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /home/m0hawk/Documents/apin/stan/data/logmesquite_logvash.json
# init = 2 (Default)
# random
#   seed = 20261819
# output
#   file = /home/m0hawk/Documents/apin/stan/runs/march_native/logmesquite_logvash/rep1/chain_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = /home/m0hawk/Documents/apin/stan/build/logmesquite_logvash__march_native/model.hpp
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,sigma
# Adaptation terminated
# Step size = 0.0762667
# Diagonal elements of inverse mass matrix:
# 0.0290276, 0.0852089, 0.0915266, 0.0474858, 0.105889, 0.0153512, 0.0107068
28.262947,0.99428089,0.076266684,6,63,0,-27.244928,5.0810269,0.3745187,0.54131528,-0.081603564,0.3870393,-0.4939428,0.32450685
27.497606,0.85077821,0.076266684,5,63,0,-24.191001,5.1643757,0.46069539,0.4323633,-0.15867909,0.4417929,-0.49710357,0.34072804
27.059912,0.97805557,0.076266684,6,127,0,-25.936414,5.4577703,0.4512228,0.39838766,-0.39276894,0.22342418,-0.53985741,0.3405614
27.721829,0.83232733,0.076266684,4,31,0,-21.905058,5.4069162,0.40682975,0.40387189,-0.46194526,0.12941084,-0.5829873,0.33448731
27.892638,0.98789852,0.076266684,5,63,0,-23.322601,5.472432,0.4503033,0.3113091,-0.34157156,0.24443266,-0.58940879,0.36188259
26.3768,0.90900748,0.076266684,5,31,0,-24.207092,5.2605793,0.31733998,0.52872087,-0.33705837,0.52513635,-0.66219989,0.4138649
25.082246,0.96373842,0.076266684,5,63,0,-19.988429,5.3190142,-0.10214399,0.69538088,-0.46030629,1.2234248,-0.51820061,0.38054493
23.184934,0.88277911,0.076266684,6,63,0,-18.476886,5.1759284,0.4628747,0.31711125,0.067424644,0.4085844,-0.24410367,0.34644585
25.151704,1,0.076266684,6,63,0,-20.073689,5.6056405,0.58120977,0.14596859,-0.82199262,0.26148376,-0.74028729,0.33214575
27.140084,0.99894196,0.076266684,6,63,0,-24.796897,5.2608599,0.68184731,0.10553359,-0.18661179,0.12106368,-0.50550628,0.31916773
26.219383,0.98358537,0.076266684,5,47,0,-21.855503,5.502191,0.23818764,0.41246333,-0.53635043,0.52544915,-0.55675101,0.37419415
23.164834,0.99264485,0.076266684,6,63,0,-19.339812,5.4939961,0.93082926,-0.069536681,-0.036073066,-0.3941661,-0.66989082,0.33757871
21.004845,0.98750891,0.076266684,4,15,0,-19.928254,5.3214651,1.0803763,0.015531943,-0.27695459,-0.55559268,-0.72134139,0.35235905
26.424844,0.80480558,0.076266684,4,15,0,-17.892307,5.4264545,0.9291441,-0.060136316,-0.12373285,-0.22162443,-0.67344228,0.34823104
27.49365,0.8999414,0.076266684,6,63,0,-24.33212,5.5476198,0.62466724,0.087874091,-0.56904314,0.2872117,-0.47830405,0.35392066
28.713118,0.99875448,0.076266684,6,63,0,-26.24097,5.1589348,0.23358069,0.61963026,-0.14525648,0.65434721,-0.61562239,0.30570917
28.598332,0.97842214,0.076266684,6,63,0,-26.956867,5.1889742,0.11519524,0.75912291,-0.17116238,0.60976341,-0.59312856,0.30780329
27.698387,0.67403727,0.076266684,5,31,0,-23.551074,5.2111745,0.044486243,0.69457315,-0.25450683,0.8464067,-0.56775761,0.28242268
26.706755,0.9991201,0.076266684,5,31,0,-25.53346,5.2346605,0.19958229,0.49600384,-0.35973977,0.93179332,-0.59268133,0.28443552
26.814803,0.98397091,0.076266684,5,31,0,-23.850346,5.4102379,0.41038914,0.47221448,-0.44717242,0.055951258,-0.48801219,0.38417142
27.559703,0.98889784,0.076266684,5,47,0,-22.461218,5.4189964,0.32297934,0.40630031,-0.46370085,0.59096453,-0.69328006,0.36834843
27.616605,0.8721191,0.076266684,5,63,0,-25.00397,5.4577145,0.27911104,0.41325161,-0.56809174,0.57773258,-0.61432863,0.36307113
27.776642,0.99993547,0.076266684,4,31,0,-23.928668,5.4454625,0.3134474,0.4120829,-0.5713032,0.69319655,-0.63269991,0.36823636
28.071217,0.91149163,0.076266684,6,63,0,-25.383049,5.0879439,0.36067381,0.4948301,0.067249459,0.53811954,-0.51112649,0.31475841
26.406034,0.85233895,0.076266684,5,31,0,-24.622872,5.1481569,0.18910736,0.59727957,-0.065861365,0.39871012,-0.38746748,0.28170943
27.399651,0.99502762,0.076266684,5,31,0,-25.262977,5.1405747,0.28561607,0.55317471,-0.064517001,0.45925368,-0.37587547,0.28137231
26.105174,0.99985031,0.076266684,6,63,0,-23.045809,5.2755606,-0.076330416,0.82488597,-0.54346532,0.84679623,-0.56408189,0.38923154
28.44983,0.98735117,0.076266684,5,47,0,-24.107285,5.3821125,0.250621,0.49557153,-0.48420035,0.57366187,-0.63899431,0.34438579
28.625463,0.99461977,0.076266684,6,63,0,-26.918986,5.143088,0.33013083,0.53336291,-0.029096145,0.42330279,-0.44529407,0.31083507
26.52336,0.98828624,0.076266684,5,31,0,-25.830306,5.0648225,0.39549368,0.48864068,-0.011626883,0.27056142,-0.49339221,0.37861333
25.138098,0.92531088,0.076266684,6,63,0,-22.878215,5.2738549,0.49838665,0.28177214,0.089260295,0.16406455,-0.56372145,0.34893963
24.211218,0.99567377,0.076266684,5,31,0,-21.622479,5.0457432,0.58416863,0.31031812,0.091163149,0.41341277,-0.66684978,0.40100144
27.709193,0.99970034,0.076266684,5,31,0,-23.105837,5.3103077,0.38548342,0.31567635,-0.14234457,0.55955489,-0.52164348,0.36575597
28.428641,0.94150212,0.076266684,6,63,0,-26.484055,5.2602605,0.37385904,0.48450763,-0.37816988,0.4507205,-0.65611096,0.34224328
25.387325,0.99974737,0.076266684,5,63,0,-20.619023,4.9561398,-0.44255363,1.2403893,-0.16128419,1.1793995,-0.38805594,0.32803766
23.77366,0.98829363,0.076266684,6,63,0,-22.436101,5.0958132,-0.48058049,1.2393113,-0.16008593,1.139895,-0.44913989,0.30810603
27.016599,0.99533777,0.076266684,5,31,0,-22.418299,5.1825389,-0.13806049,0.87202978,-0.37959274,0.97094509,-0.45263509,0.3783915
28.778356,0.94627252,0.076266684,6,127,0,-23.596543,5.4881997,0.46734757,0.33589882,-0.50241774,0.24534058,-0.66269372,0.2969053
27.840231,0.91105934,0.076266684,6,63,0,-25.611962,5.4245931,0.76125696,0.0090439382,-0.32601545,0.15464845,-0.48639366,0.36338819
26.899065,0.94190891,0.076266684,5,63,0,-23.802924,5.2422729,0.06217684,0.72369987,-0.30697128,0.69875322,-0.54067354,0.25460179
28.239354,0.99969718,0.076266684,5,31,0,-26.081138,5.1969146,0.15193908,0.69291889,-0.27410681,0.50221878,-0.47471566,0.26788347
28.349082,0.58808195,0.076266684,5,31,0,-25.35256,5.1829014,0.16021197,0.6361099,-0.2733451,0.6160201,-0.5281803,0.27858535
24.249134,0.97098813,0.076266684,6,63,0,-22.578334,5.1300341,-0.20792623,0.92208948,-0.016177066,0.83610875,-0.36476075,0.39729596
23.356116,0.98358077,0.076266684,6,63,0,-20.953311,5.0807278,-0.4095636,1.1110997,-0.033637354,1.0450214,-0.31769049,0.33296794
25.946976,0.74955896,0.076266684,6,63,0,-18.077297,5.2743529,0.14660262,0.62683463,-0.093778945,0.662897,-0.51944098,0.28843762
29.268851,0.68234912,0.076266684,5,47,0,-20.086844,5.1508265,0.12594387,0.69337906,-0.11694562,0.59655541,-0.51782663,0.31993545
28.796254,0.97355147,0.076266684,6,63,0,-27.87259,5.2737808,0.16184386,0.56014563,-0.31890458,0.66727144,-0.48993309,0.35241499
25.666795,0.94715189,0.076266684,5,31,0,-22.91599,5.2171026,0.14397968,0.65706949,-0.49520403,0.41099838,-0.31018294,0.3644669
24.102852,0.8085247,0.076266684,6,63,0,-19.889284,5.0928147,0.66347964,0.19002791,0.034099431,0.21930179,-0.61897399,0.34074226
23.412639,0.99401675,0.076266684,6,63,0,-20.920747,5.2464683,0.69837216,0.079651531,0.2006785,0.36624499,-0.70801955,0.3622783
22.803402,0.99820855,0.076266684,5,31,0,-19.535373,5.2304926,0.650186,0.19873353,0.18427052,0.38002554,-0.78904638,0.33196357
23.655622,0.82711504,0.076266684,5,63,0,-20.235611,5.4930932,0.2014346,0.52597658,-0.62618701,0.33483587,-0.29512061,0.31828779
28.941182,0.99974864,0.076266684,5,31,0,-20.572979,5.3682365,0.3816335,0.38968201,-0.33652463,0.4176001,-0.61944794,0.35393625
29.607454,0.92947468,0.076266684,5,63,0,-27.120651,5.353327,0.51344624,0.24495068,-0.38647974,0.34407503,-0.46989547,0.32199615
29.228813,0.97471038,0.076266684,6,63,0,-27.265922,5.3229006,0.56012206,0.2675672,-0.28899306,0.37666543,-0.64835682,0.33333855
27.905868,0.9834064,0.076266684,5,63,0,-27.075732,5.3705648,0.35257258,0.44017042,-0.21646946,0.40775645,-0.6831448,0.34268142
27.998514,0.79074366,0.076266684,5,31,0,-24.602508,5.3440404,0.4785008,0.39346991,-0.47294785,0.35370631,-0.55452244,0.33506601
28.275068,0.99390573,0.076266684,3,15,0,-26.165231,5.3858969,0.40132602,0.37361246,-0.47662366,0.24957231,-0.54566712,0.33793616
27.940862,0.9972648,0.076266684,5,63,0,-25.979922,5.1801915,0.38417225,0.51853306,-0.033299025,0.40722194,-0.57582381,0.30545294
26.160445,0.93068545,0.076266684,5,31,0,-24.249954,5.1506455,0.48653217,0.31362376,0.0087766205,0.25314428,-0.46251985,0.28429673
27.039352,0.99527761,0.076266684,6,63,0,-24.223329,5.3485804,0.022435173,0.72318382,-0.57181102,0.90471589,-0.55259875,0.3609673
24.865093,0.91877832,0.076266684,6,63,0,-20.379458,4.8482479,-0.082285407,1.0310075,0.26655591,0.60435555,-0.47673659,0.36389035
26.161526,0.9978337,0.076266684,6,63,0,-21.368532,5.1458026,-0.19595259,0.92662969,-0.41714777,1.0135714,-0.37750036,0.29456608
28.123082,0.83430457,0.076266684,5,31,0,-23.745267,5.0233958,0.12723397,0.7307989,0.0049780523,0.58110144,-0.45882522,0.29951208
26.47568,0.97865969,0.076266684,5,31,0,-23.92948,5.0192592,0.15198391,0.63439381,-0.085552013,0.84311289,-0.45546374,0.27932975
25.274781,0.9641574,0.076266684,6,63,0,-22.771998,5.5194008,0.91316369,-0.21752218,-0.50280295,0.29081511,-0.68065208,0.40656296
26.63604,0.90818602,0.076266684,6,63,0,-21.158195,5.448949,0.73169648,0.17265761,-0.50340127,-0.11052918,-0.52008403,0.30509242
24.987557,0.99455876,0.076266684,5,31,0,-22.363871,5.237841,0.77405231,0.050032507,0.023814004,0.25482295,-0.66826781,0.28398554
25.499994,0.99766285,0.076266684,5,63,0,-22.170356,5.4635854,0.10960344,0.66347461,-0.63967039,0.39046729,-0.4628028,0.39923576
25.318273,0.99213781,0.076266684,6,63,0,-21.198156,5.256773,-0.11339689,0.70482381,-0.32407018,1.1604739,-0.37637586,0.33104149
27.916654,0.9975634,0.076266684,6,63,0,-23.551758,5.2353817,0.11744824,0.79362523,-0.33061047,0.41425543,-0.63305207,0.33715456
27.821628,0.99580416,0.076266684,5,63,0,-25.449021,5.147655,0.10245192,0.7617006,-0.36649193,0.68008673,-0.57748619,0.33751749
23.968973,0.97456175,0.076266684,5,31,0,-21.681965,5.078336,-0.096316165,0.89399402,-0.10978612,0.52484438,-0.1563933,0.37342361
27.140687,0.98606986,0.076266684,5,31,0,-21.966275,5.130291,0.074457175,0.78164771,-0.30839215,0.43768292,-0.33896363,0.34694482
27.398502,0.98920537,0.076266684,5,31,0,-25.705712,5.1061663,0.1342516,0.65250152,-0.22390739,0.55166893,-0.29420492,0.34094637
28.415976,0.99794551,0.076266684,5,31,0,-27.019864,5.1525247,0.075597056,0.75000932,-0.25813174,0.79360813,-0.60969551,0.31166243
25.288839,0.86276686,0.076266684,6,95,0,-23.802887,5.0600193,0.46937141,0.40381946,0.018540198,0.21704712,-0.25165963,0.35356362
27.334785,0.99247192,0.076266684,5,63,0,-17.94455,5.4509305,0.23450798,0.55939832,-0.44669672,0.38659938,-0.52026914,0.36261668
