# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = logmesquite_logvash_model
# start_datetime = 2026-08-20 13:54:59 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /home/m0hawk/Documents/apin/stan/data/logmesquite_logvash.json
# init = 2 (Default)
# random
#   seed = 20261819
# output
#   file = /home/m0hawk/Documents/apin/stan/runs/march_native/logmesquite_logvash/rep1/chain_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = /home/m0hawk/Documents/apin/stan/build/logmesquite_logvash__march_native/model.hpp
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,sigma
# Adaptation terminated
# Step size = 0.0839505
# Diagonal elements of inverse mass matrix:
# 0.0319995, 0.106737, 0.112301, 0.0521017, 0.130909, 0.0180737, 0.0144566
26.733693,0.92804337,0.08395054,5,47,0,-15.706366,5.0606738,0.40822904,0.37149738,-0.00094371812,0.548388,-0.48844335,0.34394558
27.774158,0.98498899,0.08395054,6,63,0,-22.833171,5.1455765,0.091796881,0.77509037,-0.14101044,0.68610593,-0.4888157,0.3475832
25.727428,0.94950384,0.08395054,5,31,0,-24.264601,5.2825095,-0.053452636,0.92465471,-0.33025596,0.75207157,-0.63124968,0.35848583
27.319593,0.95255384,0.08395054,5,63,0,-22.947111,5.4081929,0.20596297,0.49267732,-0.51493734,0.48660594,-0.41811764,0.36974905
25.02231,0.86320001,0.08395054,5,63,0,-20.564586,4.96527,0.3526466,0.53308198,0.10036091,0.35502164,-0.43127897,0.40109949
26.098484,0.99841616,0.08395054,5,31,0,-22.544058,5.2225937,0.29675968,0.42512713,-0.034126206,0.85497827,-0.6536144,0.35687456
27.208996,0.61282611,0.08395054,5,31,0,-22.627502,5.2268775,0.27721143,0.65107949,-0.26583354,0.24941233,-0.60280845,0.38551973
27.208996,0.3420305,0.08395054,2,3,0,-22.909896,5.2268775,0.27721143,0.65107949,-0.26583354,0.24941233,-0.60280845,0.38551973
23.854122,0.97143508,0.08395054,5,31,0,-23.118713,5.2693012,0.088599394,0.86073633,-0.25047849,0.23535546,-0.57133641,0.44064074
24.578636,0.89843025,0.08395054,5,31,0,-21.173057,5.2143198,0.23402411,0.69542999,-0.17325635,0.024759648,-0.57640266,0.3866727
26.62958,0.95014173,0.08395054,5,31,0,-23.970289,5.1996366,0.46157535,0.25417844,-0.23761818,0.80899313,-0.47813809,0.30460063
27.589498,0.9481645,0.08395054,4,15,0,-25.376884,5.2158733,0.34806744,0.31904292,-0.2020065,0.77941456,-0.48514,0.30218952
21.41616,0.86426507,0.08395054,5,31,0,-20.242136,5.193315,-0.15594875,0.95190429,-0.23695281,0.43267614,-0.36133686,0.46539516
23.856103,0.94769206,0.08395054,5,63,0,-17.838405,5.2630197,0.74943361,-0.08361148,0.0019137198,0.23651274,-0.38388573,0.32386118
23.709731,0.84564302,0.08395054,6,63,0,-18.332996,5.3700649,0.2319581,0.46849252,-0.4284477,0.82688108,-0.36131365,0.34227036
21.542489,0.92081386,0.08395054,5,63,0,-20.142937,5.2789787,0.27052261,0.25932017,-0.41735264,0.80852712,-0.33296945,0.32237366
25.667126,0.97073697,0.08395054,5,63,0,-18.608099,5.4313674,0.32338038,0.47449851,-0.42283548,0.36044549,-0.76008746,0.29263054
24.624385,0.99818706,0.08395054,5,31,0,-20.612986,5.5189978,0.39611854,0.38369656,-0.666529,0.19756976,-0.67014963,0.41712054
23.918028,0.90483462,0.08395054,3,11,0,-21.180655,5.4961527,0.40029349,0.50840037,-0.70826094,0.05118253,-0.69282927,0.42449221
24.202575,0.97339919,0.08395054,5,31,0,-21.085219,5.6905549,0.38228208,0.39978818,-0.81205072,0.13702051,-0.7135227,0.39454867
26.946903,0.90220128,0.08395054,5,31,0,-22.318029,5.5793823,0.73411909,0.067818453,-0.7482192,0.10026989,-0.57532333,0.33706879
21.24543,0.89956204,0.08395054,5,47,0,-18.585347,5.0369877,0.88620717,0.14092715,0.30907612,-0.04064271,-0.71741065,0.39607939
