# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = eight_schools_centered_model
# start_datetime = 2026-08-20 13:56:53 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /home/m0hawk/Documents/apin/stan/data/eight_schools_centered.json
# init = 2 (Default)
# random
#   seed = 20262819
# output
#   file = /home/m0hawk/Documents/apin/stan/runs/march_native/eight_schools_centered/rep2/chain_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = /home/m0hawk/Documents/apin/stan/build/eight_schools_centered__march_native/model.hpp
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,mu,tau
# Adaptation terminated
# Step size = 0.14071
# Diagonal elements of inverse mass matrix:
# 20.9427, 19.6598, 20.0077, 22.7647, 19.4328, 19.1016, 21.1628, 26.8531, 9.79095, 0.818267
-10.058646,0.96849569,0.14071005,3,7,0,15.57069,7.7377853,7.750808,5.1033344,7.4672063,8.2678625,6.7482677,10.757625,7.1470792,7.6429692,1.4424607
-8.4300371,0.97176616,0.14071005,3,7,0,13.858396,8.7762736,9.078163,9.6004947,9.0205025,7.6408324,8.7741282,6.6071479,8.7139769,8.3391854,0.67600678
-4.5315228,0.43366479,0.14071005,2,3,0,10.205038,8.398206,7.755226,9.3785645,9.1806177,8.7123278,8.8433831,7.5736133,8.425749,8.4364715,0.73115187
-4.4201958,0.37434135,0.14071005,2,3,0,9.6686554,9.1913168,8.9214161,8.2230016,7.7694254,7.9845442,9.1242137,7.8076251,9.0898505,8.6895392,0.69195486
-5.2630256,0.43206486,0.14071005,2,7,0,9.2243661,7.9006307,9.0819799,8.5700029,9.3183224,8.9551996,7.7135879,9.1502373,8.7245619,8.7786208,1.0080883
-3.7734368,0.57597267,0.14071005,2,7,1,8.0774264,8.7296378,7.8042777,9.5097831,9.6155633,9.017656,8.7256895,9.3162666,8.7983028,8.9897774,0.62903037
-2.8720333,0.76665864,0.14071005,3,10,1,7.2924133,6.8073528,7.6102009,6.6292784,6.803404,7.2257993,6.7436785,6.7393992,7.6925238,6.9309044,0.80287985
-4.7296507,0.36483866,0.14071005,3,7,0,6.6581785,6.8429285,6.673405,7.5014247,6.0167191,6.4708164,6.1778811,7.6357272,6.2069507,6.2988997,0.91044196
-6.6743581,0.17840414,0.14071005,3,7,0,10.982933,6.799852,6.7968575,6.175574,5.4586677,8.3998969,6.5784183,7.9338716,6.1901671,6.7372174,1.0743212
-3.3874575,0.73578278,0.14071005,3,7,0,11.186753,6.4793051,6.3214507,5.4760985,6.4107937,6.0951089,6.3056382,6.9388547,6.2177891,6.4330935,0.92492704
-6.192212,0.51079928,0.14071005,3,7,0,7.3304096,4.5991066,7.3363832,5.9820583,6.0739927,5.2420864,6.8698366,6.2299395,5.1905579,5.766109,0.9112609
-3.192095,0.71489803,0.14071005,2,3,0,10.192084,6.4844658,5.6229129,6.1912823,6.4953162,6.7832961,5.5771209,6.7205883,6.9569299,6.3511311,0.81773974
-3.192095,0.2280573,0.14071005,3,15,0,7.9402251,6.4844658,5.6229129,6.1912823,6.4953162,6.7832961,5.5771209,6.7205883,6.9569299,6.3511311,0.81773974
-3.192095,0.0033059595,0.14071005,2,3,0,7.3787138,6.4844658,5.6229129,6.1912823,6.4953162,6.7832961,5.5771209,6.7205883,6.9569299,6.3511311,0.81773974
-6.6114506,0.432197,0.14071005,3,15,1,10.086539,7.7874521,7.1807188,5.793815,7.7348311,5.674899,8.3664513,7.0016871,6.4919408,6.9553126,1.1054583
-5.7541215,0.86133487,0.14071005,4,15,0,11.453469,9.6176017,9.5958208,7.7556501,8.8176328,8.9541582,7.9212896,9.379504,9.81888,9.0915131,0.75229494
-4.4848139,0.20942585,0.14071005,4,31,0,12.038401,8.2557576,7.5500679,8.3337276,8.6401129,8.462967,6.974656,8.7914241,7.2214451,7.9500663,0.65907594
-8.5269486,0.20252049,0.14071005,3,7,0,11.497069,9.0781812,7.8680173,9.3820338,7.7999542,8.636111,10.055449,7.1019644,7.5216062,8.826217,1.2261024
-12.991684,0.88894121,0.14071005,3,15,0,16.739521,10.518768,7.0002514,9.7135893,8.6276896,11.400298,12.64365,8.5323875,8.4417805,8.9429345,1.8265479
-13.297778,0.99678886,0.14071005,4,15,0,16.843556,10.141676,11.29167,8.8673715,12.175063,6.9078195,5.5188665,10.970279,10.453683,9.6675094,2.0730729
-13.105298,0.9097803,0.14071005,4,15,0,17.253143,9.5137644,7.8994325,9.7841294,7.6237863,11.067981,12.946258,9.0939738,9.115755,10.294837,1.7060534
-12.156179,0.91740668,0.14071005,3,7,0,17.542915,11.028646,12.41494,11.72786,11.20239,8.2872915,9.2666187,10.874281,11.700569,10.307885,0.98950993
-12.955781,0.90481884,0.14071005,3,7,0,17.506902,10.120393,7.3608208,9.4040696,9.8869988,12.891856,10.115932,11.042254,9.8212529,9.1527,1.4062348
-18.109579,0.91865913,0.14071005,4,15,0,19.160542,13.380399,15.862757,11.915328,11.308328,3.1841227,9.8759013,10.615444,11.844055,8.738636,3.5803829
-16.316911,0.99800597,0.14071005,4,31,0,21.737534,6.9527071,3.3610202,6.2886356,7.0255394,13.495591,8.550515,8.6987343,9.5834728,7.2544095,3.7995222
-9.6763873,0.99539007,0.14071005,4,15,0,16.097752,7.8441184,9.0707712,8.2620041,7.8758417,5.1273192,6.2978189,7.931378,6.7882118,7.2475372,0.85594559
-8.9984836,0.38680367,0.14071005,3,7,0,15.743962,6.1327585,5.9522519,6.5304027,7.7045504,5.4096849,8.6660737,6.9163148,7.7327629,6.2142238,1.6720254
-10.667968,0.97663851,0.14071005,4,15,0,15.036194,3.9879432,2.7735641,5.5603269,4.3355173,3.0382812,6.0463783,6.855063,5.5074338,3.9288696,2.2442723
-12.191831,0.98277285,0.14071005,3,7,0,14.982942,4.1097864,8.6919756,2.9252854,3.7207272,3.6667783,7.9700567,4.3141734,5.6696158,5.0860556,2.1099166
