# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = eight_schools_centered_model
# start_datetime = 2026-08-20 13:56:53 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /home/m0hawk/Documents/apin/stan/data/eight_schools_centered.json
# init = 2 (Default)
# random
#   seed = 20262819
# output
#   file = /home/m0hawk/Documents/apin/stan/runs/march_native/eight_schools_centered/rep2/chain_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = /home/m0hawk/Documents/apin/stan/build/eight_schools_centered__march_native/model.hpp
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,mu,tau
# Adaptation terminated
# Step size = 0.124288
# Diagonal elements of inverse mass matrix:
# 33.8044, 18.7446, 26.2516, 29.5446, 22.3935, 31.1813, 25.4509, 29.9086, 9.82676, 0.363458
-4.1623339,1,0.12428825,2,3,0,11.706471,-1.0490237,-0.87285011,-0.61557967,-0.32609282,-1.3628402,-0.43998746,-1.2129413,-1.3173424,-0.84570814,0.82334598
-5.3757546,0.64697214,0.12428825,3,11,0,8.3388446,-1.525482,-2.7987323,-2.0308587,-2.885102,-1.9305568,-2.9825552,-2.8879445,-2.3711515,-2.5516205,0.69069818
-7.6390111,0.63513454,0.12428825,2,7,0,9.6762615,-1.4603019,-2.3500988,-1.6600511,-2.7832195,-2.8533235,-3.7985379,-2.4641561,-2.0459996,-2.161236,0.66561559
-15.447643,0.18910175,0.12428825,2,3,0,21.544873,-1.0552908,-2.8817358,-1.8463456,-1.3302774,-3.156107,-1.9166277,-4.37236,-3.4465563,-2.4359027,0.58842339
-8.4531663,1,0.12428825,3,7,0,16.857288,-2.0055115,-2.7021551,-3.2534712,-1.0928574,-2.1971027,-2.7547566,-3.7189473,-3.0822974,-2.6673302,0.64328509
-13.639318,0.23926748,0.12428825,4,17,1,16.249294,0.65268448,0.88862152,-3.2660001,2.7233647,-0.11009281,-0.25669421,-2.1546953,-0.11133579,0.3771907,2.94262
-10.813008,0.99738257,0.12428825,4,15,0,15.170096,-0.045721764,0.063113189,-0.84386393,-0.47617075,1.3981596,1.3043577,4.0621637,1.2609122,0.20929134,1.6488294
