# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = eight_schools_centered_model
# start_datetime = 2026-08-20 13:56:53 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /home/m0hawk/Documents/apin/stan/data/eight_schools_centered.json
# init = 2 (Default)
# random
#   seed = 20262819
# output
#   file = /home/m0hawk/Documents/apin/stan/runs/march_native/eight_schools_centered/rep2/chain_0.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = /home/m0hawk/Documents/apin/stan/build/eight_schools_centered__march_native/model.hpp
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,mu,tau
# Adaptation terminated
# Step size = 0.19624
# Diagonal elements of inverse mass matrix:
# 32.36, 22.3991, 27.6599, 22.2578, 20.1676, 21.4754, 24.6179, 36.5217, 11.1391, 0.612666
-19.044764,0.96284893,0.19623976,4,15,0,21.186497,0.057368082,4.5811617,6.3148935,0.92481655,-5.4384129,5.8713586,3.5350559,-1.9151651,-0.56088733,5.4725273
-17.288814,0.91244185,0.19623976,4,15,0,22.393117,2.9249466,3.6065701,8.4337696,0.52659168,-3.7617173,5.0971683,3.3674117,-1.368458,1.7088919,3.0029662
-18.260346,0.92217821,0.19623976,4,15,0,22.497943,3.3644909,7.4445054,-0.60634547,5.9340159,-2.9582566,-6.2277473,8.7684514,3.8668884,2.601051,4.3285336
-15.22836,0.93912629,0.19623976,4,15,0,22.848676,6.2515269,-0.035769666,4.275325,0.33942085,3.9504632,6.4736824,0.47908335,1.7016006,2.1302193,3.6140502
-15.025685,0.99048189,0.19623976,4,15,0,20.047303,-0.72992374,1.6699826,-0.38423189,4.6999264,-2.4376427,0.96868086,7.1600168,2.4944401,2.1884555,3.6862253
-14.265043,0.46476931,0.19623976,5,31,0,17.659915,9.4887625,3.7896036,4.0498145,4.3574712,-0.74547552,5.4409113,7.6685517,1.5895119,3.7440903,3.1192342
-15.315887,0.71680325,0.19623976,3,15,0,16.876613,7.2315131,4.4777582,-0.13094551,2.5019196,-1.971471,5.6575397,7.2512872,3.6322223,4.1124545,4.4775418
