# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = garch11_model
# start_datetime = 2026-08-20 13:55:47 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /home/m0hawk/Documents/apin/stan/data/garch11.json
# init = 2 (Default)
# random
#   seed = 20261819
# output
#   file = /home/m0hawk/Documents/apin/stan/runs/march_native/garch11/rep1/chain_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = /home/m0hawk/Documents/apin/stan/build/garch11__march_native/model.hpp
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,alpha0,alpha1,beta1
# Adaptation terminated
# Step size = 0.304552
# Diagonal elements of inverse mass matrix:
# 0.0153959, 0.141226, 0.255769, 1.70728
-267.82406,0.81447623,0.30455219,2,3,0,270.81969,5.0876344,0.94499487,0.52482258,0.4287033
-268.13613,0.99551001,0.30455219,4,15,0,268.42979,5.0290276,0.7196106,0.45945266,0.42500748
-267.45055,0.92178521,0.30455219,4,15,0,270.63273,5.1026657,1.3765938,0.69721189,0.21920693
-269.1693,0.86866385,0.30455219,3,15,0,270.91975,4.9451679,0.60789478,0.51953379,0.44594705
-269.51548,0.87003288,0.30455219,4,15,0,272.36521,5.1479344,1.2271772,0.7142774,0.27603676
-270.93865,0.99187384,0.30455219,3,7,0,271.20147,5.1406229,1.3130673,0.7356354,0.2618416
-273.03152,0.98498845,0.30455219,3,15,0,273.70152,5.1122858,1.8157084,0.86967636,0.12929727
-270.65006,0.99961452,0.30455219,3,7,0,273.40773,5.0441659,1.3679708,0.76035139,0.23630943
-270.03393,0.98984961,0.30455219,4,15,0,272.61876,5.121741,0.57291985,0.50166572,0.48625472
-269.95266,0.9986837,0.30455219,2,3,0,270.2203,5.1299491,0.55215035,0.50266575,0.48213881
-269.36382,0.98467405,0.30455219,3,7,0,271.28774,5.0737968,0.50669722,0.4541703,0.4851536
-268.50517,0.90287327,0.30455219,3,7,0,271.30762,5.0671518,0.81079913,0.63036096,0.33924063
-268.32478,0.99135351,0.30455219,3,15,0,270.48144,5.1554964,0.77825018,0.4387639,0.43623373
-267.93733,0.99842228,0.30455219,4,15,0,269.54662,4.8456899,1.4692862,0.44040997,0.34523781
-268.58984,0.50026281,0.30455219,3,15,0,271.57565,4.836036,1.7784407,0.59618508,0.25753076
-268.24042,0.88486554,0.30455219,3,7,0,269.80279,4.8917073,1.8386528,0.63053802,0.17927216
-271.37229,0.95244781,0.30455219,4,15,0,272.43308,5.2903322,1.339034,0.69538671,0.2945319
-269.55793,0.99277131,0.30455219,4,15,0,271.84388,5.0246478,1.0642173,0.72658995,0.26198158
-270.63037,0.9913976,0.30455219,3,7,0,271.06629,5.1239579,1.127308,0.59616032,0.39860771
-268.06056,0.99931668,0.30455219,4,15,0,271.20121,4.980441,0.86763471,0.36497189,0.47647985
-267.58171,0.79212977,0.30455219,3,7,0,269.04653,5.0582201,1.0036731,0.46787389,0.45378531
-267.94506,0.91602718,0.30455219,2,7,0,268.90777,5.0495892,0.95255844,0.58881056,0.29546637
-269.1714,0.94590209,0.30455219,2,7,0,270.88417,4.983426,0.90150753,0.62713755,0.27441021
-267.00176,0.92120854,0.30455219,2,7,0,269.56426,4.9987149,0.98748623,0.51524804,0.3862137
-267.01493,0.94711419,0.30455219,3,15,0,267.60302,5.0993815,1.121182,0.50164403,0.33990403
-267.55935,0.92389197,0.30455219,3,7,0,269.68879,4.9439471,0.99470721,0.41225869,0.46814934
-268.10723,0.9746686,0.30455219,4,15,0,269.94334,5.0919665,1.6096635,0.69440909,0.25286201
-269.71445,0.85941517,0.30455219,2,7,0,271.66657,5.0870108,0.85447975,0.60368168,0.26603819
