# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = low_dim_gauss_mix_model
# start_datetime = 2026-08-20 13:54:46 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /home/m0hawk/Documents/apin/stan/data/low_dim_gauss_mix.json
# init = 2 (Default)
# random
#   seed = 20260819
# output
#   file = /home/m0hawk/Documents/apin/stan/runs/march_native/low_dim_gauss_mix/rep0/chain_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = /home/m0hawk/Documents/apin/stan/build/low_dim_gauss_mix__march_native/model.hpp
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu.1,mu.2,sigma.1,sigma.2,theta
# Adaptation terminated
# Step size = 0.529479
# Diagonal elements of inverse mass matrix:
# 0.0016542, 0.000148842, 0.000912329, 0.00154603, 0.00372693
-2106.1701,0.88286408,0.52947872,3,7,0,2108.0177,-2.7259861,2.8329192,1.0293624,1.0442605,0.59534959
-2105.46,0.98619015,0.52947872,2,7,0,2107.3518,-2.7427808,2.9190797,1.0436038,1.0028884,0.63671797
-2107.6659,0.77755589,0.52947872,3,15,0,2109.4642,-2.8064848,2.8005222,1.0592717,1.0610128,0.61909091
-2106.8034,0.99038295,0.52947872,3,7,0,2108.6093,-2.7167588,2.9496855,1.0037308,0.97033325,0.61906825
-2106.3747,0.97557249,0.52947872,2,3,0,2108.54,-2.7601094,2.8165559,0.99916561,0.97487907,0.6188361
-2107.9653,0.95841368,0.52947872,2,3,0,2108.7764,-2.7435798,2.9269923,0.98048622,0.96275193,0.60844581
-2106.1044,0.99868498,0.52947872,3,7,0,2109.8916,-2.7219736,2.9122446,1.0052235,0.9650852,0.61833382
-2107.555,0.9461623,0.52947872,3,7,0,2108.2658,-2.7584416,2.8394815,1.0292795,1.106852,0.64035644
-2106.2561,0.88832177,0.52947872,3,7,0,2110.5521,-2.7454723,2.8731352,0.97514409,0.99537635,0.61630735
-2106.6282,0.95268025,0.52947872,3,7,0,2109.0766,-2.7589668,2.8642452,1.0290238,1.0578378,0.64839956
-2106.2646,0.98693046,0.52947872,3,7,0,2107.6844,-2.7178637,2.9012903,1.0286567,0.98788507,0.59651369
-2104.8043,0.98567049,0.52947872,2,7,0,2107.5345,-2.7594847,2.8996345,1.0168902,1.0126193,0.62263038
-2104.6357,0.91924886,0.52947872,3,7,0,2105.7359,-2.7490082,2.8831206,1.026735,1.0425971,0.62266554
-2105.5162,0.89394692,0.52947872,3,7,0,2106.8092,-2.6898849,2.9258269,1.0226991,1.0110582,0.61651639
-2105.2255,0.98793381,0.52947872,2,7,0,2107.0326,-2.7214113,2.9276732,1.0265691,1.0065055,0.61198627
-2107.422,0.94049691,0.52947872,2,7,0,2107.8519,-2.7392378,2.8209542,1.0333767,1.0200297,0.58598285
-2106.2495,0.98369907,0.52947872,3,7,0,2109.1949,-2.7342779,2.8574444,0.98988255,1.0630514,0.6017715
-2110.8976,0.58202861,0.52947872,3,7,0,2112.7637,-2.8072102,2.7272563,1.0571836,1.002214,0.63729746
-2111.4115,1,0.52947872,2,3,0,2112.9158,-2.8055535,2.7193265,1.0581423,1.0232782,0.64293385
-2106.0193,0.99279212,0.52947872,2,7,0,2113.2569,-2.6801852,2.8752234,1.0304782,0.97612383,0.63397443
-2105.9857,0.97013682,0.52947872,3,7,0,2108.5412,-2.7153869,2.8254989,1.0119032,1.0773297,0.60972542
-2106.1399,0.93774515,0.52947872,3,7,0,2108.3005,-2.7169393,2.9183421,1.0680041,1.0497791,0.61369543
-2106.1281,0.98800553,0.52947872,3,7,0,2107.5678,-2.7569546,2.8457251,0.99348051,1.0084358,0.60042699
-2106.0252,1,0.52947872,3,7,0,2107.1183,-2.7777645,2.8488739,1.0049853,1.0173295,0.60110203
-2105.1795,0.86792705,0.52947872,3,7,0,2107.9493,-2.7687089,2.8718077,1.001714,1.0163871,0.62857668
-2105.8668,0.92382972,0.52947872,3,7,0,2107.1539,-2.7221417,2.8509439,1.0199694,1.0898591,0.61698686
-2107.0451,0.9531819,0.52947872,2,3,0,2107.5522,-2.7334081,2.8504789,1.0131146,1.1183834,0.61622607
-2106.9417,0.99795881,0.52947872,3,7,0,2108.0472,-2.7044399,2.9002966,1.0285459,0.94076373,0.61632954
-2107.147,0.96489454,0.52947872,3,7,0,2109.4038,-2.7350867,2.893528,1.0346068,1.1114699,0.63079711
-2109.3765,0.59278631,0.52947872,2,3,0,2117.4408,-2.7795615,2.7665979,0.97922523,1.1162108,0.6253326
-2107.8283,0.93187298,0.52947872,2,7,0,2111.614,-2.65821,2.9693471,1.0284128,1.0439939,0.62364372
-2106.4391,0.9992711,0.52947872,2,7,0,2108.724,-2.6826601,2.943805,1.0326436,1.0391325,0.63357169
-2104.5998,0.85272343,0.52947872,3,7,0,2112.2629,-2.7546483,2.8672234,1.0349496,1.0097057,0.61856103
-2108.7782,0.80882023,0.52947872,2,3,0,2109.0358,-2.7445159,2.8847521,0.95235219,0.97606824,0.62794183
-2106.6919,0.97151006,0.52947872,3,7,0,2112.066,-2.7654828,2.8581575,0.99151059,1.0851436,0.60550697
-2109.6286,0.87898741,0.52947872,3,7,0,2111.4664,-2.769865,2.8206567,1.046249,1.13414,0.59841339
