# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = blr_model
# start_datetime = 2026-08-20 13:55:57 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /home/m0hawk/Documents/apin/stan/data/blr.json
# init = 2 (Default)
# random
#   seed = 20262819
# output
#   file = /home/m0hawk/Documents/apin/stan/runs/march_native/blr/rep2/chain_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = /home/m0hawk/Documents/apin/stan/build/blr__march_native/model.hpp
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2,beta.3,beta.4,beta.5,sigma
# Adaptation terminated
# Step size = 0.11331
# Diagonal elements of inverse mass matrix:
# 1.07723e-05, 1.06643e-05, 1.0851e-05, 1.07437e-05, 1.06967e-05, 0.00664086
-164.17126,0.96241917,0.1133101,3,15,0,166.01817,0.99927668,0.99842415,0.99880713,0.99915248,0.99816722,0.96112562
-165.33274,0.80048171,0.1133101,3,11,0,167.93672,1.0002114,0.99860261,0.99765814,0.99810958,0.99916028,0.99451356
-165.94804,0.99286117,0.1133101,3,15,0,168.4721,0.9986533,0.99844945,0.99846368,0.999522,0.99807992,1.0620404
-168.18456,0.98197248,0.1133101,4,23,0,169.6281,0.99791399,0.99748228,0.99776499,0.99862812,0.99743558,0.92817356
-164.25967,1,0.1133101,2,3,0,168.1494,0.99829308,0.99765865,0.99726749,0.99817391,0.99740255,0.92186752
-163.48956,0.98798459,0.1133101,5,31,0,165.57163,1.0005847,0.99899508,0.99893421,0.99895472,0.99905954,0.9389953
-166.11897,0.90584054,0.1133101,4,15,0,167.50522,0.9990443,0.99846973,0.99662,0.99782136,0.99724934,0.91813988
-162.88761,0.72366871,0.1133101,3,7,0,169.27911,1.0002012,0.99916922,0.99847749,0.99882755,0.99861563,0.94599395
-163.68701,0.98531034,0.1133101,3,11,0,165.11999,0.99952435,0.99858943,0.99806089,0.99918805,0.99888184,0.90542697
-163.25299,0.87529962,0.1133101,5,31,0,166.46958,1.0004587,0.99939723,0.99948495,1.0002727,0.99933543,1.0196651
