# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = blr_model
# start_datetime = 2026-08-20 13:55:57 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /home/m0hawk/Documents/apin/stan/data/blr.json
# init = 2 (Default)
# random
#   seed = 20262819
# output
#   file = /home/m0hawk/Documents/apin/stan/runs/march_native/blr/rep2/chain_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = /home/m0hawk/Documents/apin/stan/build/blr__march_native/model.hpp
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2,beta.3,beta.4,beta.5,sigma
# Adaptation terminated
# Step size = 0.103231
# Diagonal elements of inverse mass matrix:
# 1.08559e-05, 1.08928e-05, 1.10154e-05, 1.09258e-05, 1.08216e-05, 0.00431725
-166.86569,0.92479595,0.10323106,3,7,0,169.34458,0.99792739,0.99666452,0.99725685,0.99665488,0.99682804,1.1816146
-166.63217,0.9999158,0.10323106,3,7,0,167.39178,0.99795069,0.99700873,0.99714846,0.99657998,0.99677245,1.1815648
-163.77492,0.85355515,0.10323106,4,23,0,172.89469,0.9999048,0.9998482,0.99945653,0.99916075,0.99925708,1.0442004
-168.42268,0.68522765,0.10323106,2,7,0,171.64349,1.0012984,0.9985551,0.9975395,0.99921904,0.99926607,1.0405222
-168.80853,0.99790013,0.10323106,3,15,0,171.43252,0.99771278,0.99870138,0.99821065,0.99747218,0.99757974,1.0421664
-165.1959,0.98909795,0.10323106,2,3,0,170.87952,0.99767577,0.99786773,0.99740807,0.99793081,0.99707823,1.0360745
-165.01404,0.99484344,0.10323106,2,7,0,166.13308,0.99794019,0.99786382,0.99771981,0.9980031,0.99708994,1.034395
-168.7731,0.74938871,0.10323106,4,31,0,172.2407,0.99872691,0.99914044,0.99839729,0.99794655,0.9992371,0.95228982
-163.73848,0.90652385,0.10323106,3,11,0,171.85541,0.99901719,0.99896087,0.99747097,0.9983945,0.99835813,0.93248565
-165.63514,0.9209228,0.10323106,3,15,0,170.34662,1.0014484,0.99956054,0.99997658,1.0003191,0.99981787,0.91895244
-167.68609,0.85649683,0.10323106,5,31,0,170.88328,1.0007015,1.0005976,0.99874214,1.0002886,1.0000627,0.88725319
-166.4627,0.83592161,0.10323106,3,7,0,171.20654,1.0008782,0.99933319,1.0002303,0.99952479,0.99972063,0.91268832
-164.63087,0.99709775,0.10323106,2,3,0,166.85417,1.0007509,0.99939121,0.99988577,0.99998479,0.99976381,0.91607266
-163.91334,0.90812613,0.10323106,4,15,0,166.82374,1.0003849,0.99877926,0.99892915,0.99947811,0.99930365,0.90680671
-165.58753,0.81476026,0.10323106,3,7,0,167.27883,0.99980858,0.9989683,0.99962181,0.99970323,0.99894385,0.92048072
-166.60979,1,0.10323106,4,15,0,168.03167,0.99841538,0.99796474,0.99805489,0.99846854,0.99766899,0.88045799
-166.91849,0.99716622,0.10323106,5,31,0,167.9544,0.99917781,0.99897189,0.99894646,0.99811229,0.99833763,1.213717
-165.05325,0.97160771,0.10323106,2,3,0,167.98053,0.9995342,0.99827924,0.99807727,0.99838483,0.99802441,1.2168125
-163.85777,0.92064919,0.10323106,4,31,0,167.35004,1.0004265,0.99988313,0.99901153,0.99972382,0.99880238,1.1174069
-163.46675,1,0.10323106,5,31,0,164.64935,0.99854049,0.9980479,0.99712474,0.9982164,0.99771779,1.1297028
-162.67888,0.99025943,0.10323106,5,31,0,165.15263,0.99930046,0.99779722,0.9976675,0.99821499,0.9981517,0.94556991
-162.8338,0.88838217,0.10323106,5,31,0,164.50751,1.0007959,0.99953119,0.99924781,0.99973847,0.99971488,1.0878812
-164.78574,0.7938469,0.10323106,4,23,0,167.647,0.99930387,0.99846731,0.99716685,0.99752705,0.99840299,0.96964673
-162.24674,0.99992191,0.10323106,4,27,0,165.43051,0.99892307,0.99793924,0.99739961,0.99840835,0.99779791,1.047298
-162.70212,0.96919322,0.10323106,3,7,0,163.04309,0.99897487,0.99768527,0.99725992,0.99782472,0.99735385,1.0395759
-163.07389,0.99015231,0.10323106,3,15,0,163.82928,0.9982266,0.99775651,0.99665328,0.99740375,0.99749138,1.0390925
-167.00387,0.69801522,0.10323106,2,3,0,167.98846,0.99935693,0.99722429,0.99676617,0.99672243,0.99707576,1.0253424
-164.25877,0.92154485,0.10323106,3,7,0,170.03421,0.99786971,0.9970087,0.99593819,0.99734416,0.99721599,1.0499095
-166.61132,0.61822839,0.10323106,2,3,0,169.74621,0.99817335,0.99638114,0.99621308,0.99793637,0.99665418,1.0528866
-165.06597,0.99834727,0.10323106,4,23,0,167.65714,0.99971136,0.99927192,0.99865435,0.99817123,0.99916964,1.1204957
-164.96678,0.95734009,0.10323106,3,15,0,167.21843,1.0002339,0.99872659,0.99869145,0.99878406,0.99796711,1.1265932
-162.65196,0.95477944,0.10323106,3,7,0,166.21119,0.99981148,0.99899808,0.99874322,0.99914942,0.99906764,1.1089855
-164.41255,0.92839504,0.10323106,4,15,0,165.03063,1.000497,0.99959596,1.0002708,0.99985404,0.99986094,1.0785771
-163.2389,0.99884669,0.10323106,3,15,0,164.61547,1.0006438,0.99969778,0.99833602,0.99973854,0.99918522,1.0707391
-163.57242,0.99341525,0.10323106,4,15,0,164.22074,0.99990222,0.99897752,0.99759276,0.99927464,0.99883639,1.1091862
-163.3721,0.95115621,0.10323106,3,7,0,165.24758,0.99981226,0.99934277,0.9989553,0.99900602,0.99877128,1.1254605
-164.42228,0.95675917,0.10323106,3,7,0,164.89319,1.0008252,0.99939819,0.99867242,0.99912836,0.99900129,1.1514603
-164.17852,0.99744884,0.10323106,5,31,0,165.68628,0.99845089,0.99773817,0.9969784,0.99818592,0.99790926,1.1502
-164.99319,0.74960759,0.10323106,3,7,0,169.17224,0.99900419,0.99719579,0.99699454,0.9973958,0.99709919,1.151207
-165.27791,0.84680021,0.10323106,4,19,0,169.84482,1.0000835,0.9995735,0.99933628,0.99930497,1.0003135,1.0426928
-164.18885,0.9954458,0.10323106,4,31,0,166.84103,1.0012171,0.99994663,0.99917247,1.0004341,0.99925182,1.0139231
-163.84372,0.97971493,0.10323106,3,7,0,165.64619,1.0002575,0.99983242,1.0000297,0.99995982,0.99952491,1.0140712
-162.4792,1,0.10323106,2,3,0,163.92564,1.0008242,0.99984055,0.99942129,0.99991748,0.99946565,1.0198396
-162.18308,0.90426001,0.10323106,2,7,0,163.80183,1.0004977,0.99944141,0.99867909,0.99974735,0.9991979,1.0232407
-162.70473,0.96632786,0.10323106,4,31,0,164.05734,1.000814,0.99992723,0.99918137,0.99991772,0.99992713,1.0014174
-164.48846,0.98437303,0.10323106,4,31,0,167.46717,0.99968424,0.99876756,0.99796725,0.99868438,0.99825167,1.2012041
-167.02653,0.88702683,0.10323106,3,7,0,168.0767,0.99940314,0.99708693,0.99798413,0.9978004,0.9975537,1.2073106
-164.18025,0.98231812,0.10323106,3,15,0,168.77708,0.99957187,0.99834904,0.99752948,0.99856194,0.99801955,1.1789144
-165.50736,0.99741237,0.10323106,4,15,0,165.97855,1.0003223,0.99915439,0.99852219,0.99959849,0.99917242,1.2360987
-164.12685,0.91425899,0.10323106,5,31,0,168.38591,1.0004844,1.000181,0.99881594,0.99982522,0.99875872,1.0512085
-163.08033,0.99914787,0.10323106,4,31,0,165.67577,0.99994497,0.99908914,0.99791208,0.99876055,0.99812145,0.98314861
-162.21879,0.94376674,0.10323106,3,7,0,164.55888,1.0002589,0.99896973,0.9987329,0.99885569,0.99882439,1.0129629
-165.98513,0.72900554,0.10323106,4,31,0,168.55884,0.99974115,0.99964857,0.99931368,0.99907776,0.99997713,1.1440787
-165.69704,0.99502881,0.10323106,3,7,0,167.92936,0.99919393,0.99953853,0.99777816,0.99947806,0.99923909,1.1231013
-164.17241,0.97960048,0.10323106,3,15,0,168.81839,0.99971013,0.99808949,0.99754259,0.99803976,0.99751957,1.0991248
-164.90186,0.89797717,0.10323106,3,15,0,167.1179,0.99958633,0.99834549,0.99834528,0.99807892,0.99754148,1.112525
-164.71549,0.89381498,0.10323106,3,7,0,169.0975,0.99839771,0.99831428,0.99749338,0.99864914,0.9985713,1.1011698
-166.0637,0.98399714,0.10323106,3,7,0,167.32901,0.99995204,0.99780787,0.99841484,0.9978728,0.99771743,1.117987
-163.00563,0.99487722,0.10323106,3,7,0,166.52556,0.99888243,0.99870864,0.99751288,0.99879839,0.99825612,1.0805161
-164.71146,0.96892005,0.10323106,4,15,0,165.66532,0.99803147,0.99668526,0.99735738,0.99734751,0.99730583,1.0365649
-162.95369,0.95298409,0.10323106,3,15,0,167.39108,0.99927815,0.99892276,0.99833848,0.99941435,0.99852374,0.977508
-166.50191,0.76945193,0.10323106,4,31,0,168.20835,0.9981332,0.99714969,0.99680527,0.99860372,0.99690888,1.0382163
-166.69878,0.96683966,0.10323106,4,31,0,169.53636,0.99911013,0.99816736,0.99834239,0.99965772,0.99778207,1.1282094
-163.34664,0.98967975,0.10323106,4,31,0,170.59955,0.99961659,0.99929364,0.99845737,0.99911207,0.99935928,0.94655142
-163.34664,0.63507251,0.10323106,2,7,0,169.40991,0.99961659,0.99929364,0.99845737,0.99911207,0.99935928,0.94655142
-163.15138,0.78276896,0.10323106,2,3,0,166.58514,0.99995873,0.99927085,0.99833843,0.99938203,0.99840518,0.94291715
-167.58549,0.62811567,0.10323106,2,3,0,168.96862,1.0008536,0.99870003,0.99732422,0.998908,0.99888279,0.95010663
-162.3889,0.99717978,0.10323106,4,23,0,168.29746,0.99906416,0.99862816,0.997322,0.99839527,0.99823829,1.045615
-161.83792,0.92540411,0.10323106,3,15,0,163.98392,0.99982797,0.99858784,0.99830968,0.99889107,0.99848014,1.0406531
