# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = eight_schools_centered_model
# start_datetime = 2026-08-20 13:55:47 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /home/m0hawk/Documents/apin/stan/data/eight_schools_centered.json
# init = 2 (Default)
# random
#   seed = 20261819
# output
#   file = /home/m0hawk/Documents/apin/stan/runs/march_native/eight_schools_centered/rep1/chain_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = /home/m0hawk/Documents/apin/stan/build/eight_schools_centered__march_native/model.hpp
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,mu,tau
# Adaptation terminated
# Step size = 0.224916
# Diagonal elements of inverse mass matrix:
# 26.0336, 20.1683, 22.8732, 18.2372, 21.2814, 19.251, 19.1148, 22.501, 9.49453, 0.587318
-19.923445,0.99847043,0.22491579,5,31,0,30.091426,2.9355697,12.108676,7.8066701,8.2337375,1.91073,-4.658284,9.8548301,0.12831652,5.9725375,6.238524
-19.442096,0.9458596,0.22491579,4,15,0,24.570408,8.2893183,-3.811514,4.4495526,4.3772381,3.8219862,8.4885332,9.9291617,9.6038984,2.1339383,4.7520451
-14.75585,0.86946926,0.22491579,4,15,0,22.859273,3.5148091,4.6971222,0.34832146,9.5115029,3.4551477,0.34335336,7.6933258,3.4901997,3.7665088,3.7177113
-16.858067,0.73639528,0.22491579,4,31,0,23.21696,2.8120454,3.4918607,0.95863856,7.0985626,4.8909016,-0.76992331,6.6174111,2.3967904,1.7719878,1.9832256
-18.914493,1,0.22491579,4,15,0,22.357763,2.1489441,-1.7618674,4.7941526,7.7922215,-2.212505,9.7558667,2.6993857,5.4279828,5.0114171,4.9237184
-24.439299,0.93685997,0.22491579,4,15,0,26.384321,2.2668361,-2.7909247,3.1400472,13.892565,-0.34247215,10.022598,-0.15952125,7.2231177,8.3616014,7.8859623
-24.886184,0.98206909,0.22491579,4,31,0,32.565156,0.18435961,3.0568684,0.0087847243,6.4743409,4.8802359,-4.2940559,-2.2384434,-2.7958159,-3.9087607,11.585942
-20.464483,0.9962604,0.22491579,4,31,0,28.825025,11.138532,6.1681142,-4.0145586,10.915698,0.54610567,-5.4825077,0.89396583,5.2347926,4.8275581,6.0968343
-14.575275,0.80543194,0.22491579,4,31,0,27.197871,14.137959,8.9253107,12.162699,8.480883,7.2032127,8.7553872,7.3891777,7.796396,8.2534511,3.2125351
-13.860641,0.95010351,0.22491579,3,7,0,21.276327,4.1679857,8.3573856,6.0849326,6.3607143,9.9386805,8.0986174,11.641219,8.1060397,6.990895,2.8133629
-14.107215,0.96767168,0.22491579,3,7,0,16.885178,3.9893503,11.508005,4.3573328,6.9823516,9.1465617,6.7076175,8.4635112,8.7352639,7.150912,2.8475428
-15.37477,0.90568336,0.22491579,4,15,0,18.255658,11.887048,2.2080537,9.3156781,7.713812,2.7518451,5.8674341,8.2316454,5.5588166,5.4420351,4.1362657
-13.942194,0.94019657,0.22491579,4,15,0,22.155644,11.128508,8.4217704,2.9523623,6.0471811,6.8972024,8.2546861,7.6611217,8.9609675,8.2088209,1.8663356
-9.7441926,0.98238317,0.22491579,4,23,0,18.031376,1.0883117,0.56541196,3.406319,2.8113909,-0.36034362,1.3202283,2.7409769,1.9294103,1.1098825,1.7748878
-14.072503,0.42859394,0.22491579,3,15,0,17.546739,5.822613,6.4269069,0.31988086,2.7367369,5.8500606,2.3730403,3.4785018,3.5261423,2.8108706,3.8806936
-15.943164,0.84287764,0.22491579,3,7,0,17.813395,6.7243831,6.4789454,0.39797634,2.210762,8.5393834,3.3883092,5.4935247,5.9106603,4.5949089,4.9862443
-18.523464,0.98354641,0.22491579,3,7,0,22.114166,5.2064664,7.13433,2.0158328,0.91951208,13.616414,5.470507,3.9162312,6.8789631,3.6961975,4.3376889
-12.877481,0.95979645,0.22491579,4,15,0,21.025338,3.395401,8.7103156,4.255091,7.714859,2.6375011,8.0187544,6.2228283,5.974947,5.9965753,2.7253794
-15.62097,0.90071703,0.22491579,3,7,0,17.655375,2.5751158,6.9949887,4.6936166,6.1508122,2.8495774,10.151723,4.2184134,8.3349449,6.7984292,3.6934576
-16.422108,0.91966301,0.22491579,4,15,0,21.60034,6.4311408,3.6894015,5.4725586,1.9672129,-2.1653211,-3.3720615,5.9823611,1.0375493,3.6924431,3.292104
-16.996316,0.98195089,0.22491579,3,15,0,19.827008,10.123993,3.0281619,9.6994401,4.4797515,4.3347177,0.34942833,11.658033,4.4683246,3.6857238,5.0942748
-14.519409,0.76358294,0.22491579,3,15,0,18.656412,5.8253024,4.2489435,6.9656369,4.711361,2.4056907,1.062759,8.0555142,0.87709529,5.6008447,3.4846201
-13.166593,0.96048277,0.22491579,3,15,0,17.484116,3.5054917,6.9003917,6.0303827,6.5960452,3.4819252,0.71820162,7.8374795,2.5070474,5.1907202,2.2690266
-12.660942,0.90761315,0.22491579,3,15,0,17.357507,4.8933047,8.9912021,4.2873037,6.6823095,7.050653,4.6885905,6.2526197,2.7449382,4.5468734,2.6168376
-10.768758,0.87686762,0.22491579,4,15,0,18.765895,5.5758171,8.658614,4.5103847,7.0127326,6.6065635,7.0034001,5.799099,4.8609527,7.0390257,2.0103786
-16.485175,0.82129072,0.22491579,3,7,0,19.510532,8.8725521,13.323498,6.0228595,5.6690238,10.614064,5.1338655,8.2457422,2.4939196,6.3044287,3.3360957
-19.841437,0.99984165,0.22491579,4,15,0,22.463282,9.0153364,1.7337128,-6.7223102,5.6830598,-5.1848394,10.267583,6.3744626,2.0745239,3.2252528,5.1948489
-21.524529,0.86858692,0.22491579,4,31,0,28.409289,1.6211679,6.0276767,9.8821252,15.782902,9.8326319,0.92621289,13.103383,5.8494768,6.841786,3.4629708
-20.012515,0.90130078,0.22491579,4,15,0,25.934585,14.782697,12.687324,1.5112368,7.8241066,13.066577,9.5577929,7.8494541,5.5130607,9.168999,2.9244418
-14.352507,1,0.22491579,4,15,0,21.620942,9.5853087,6.4731489,10.701316,8.9041719,6.9776932,6.0707485,10.613237,2.6614271,6.9330248,3.2430724
-11.773308,0.88867935,0.22491579,3,7,0,18.115533,7.618393,9.5005875,4.5782843,6.8163813,7.0337149,6.9321026,8.1736514,9.7790853,8.4187141,1.617697
-11.679017,0.88003612,0.22491579,3,7,0,15.466239,6.14879,9.2010332,7.5097313,6.8943714,8.8393166,8.1864312,6.111709,9.5507783,6.6643016,1.5489364
-11.660641,0.88030971,0.22491579,3,7,0,16.274744,4.5157205,9.0064271,8.6573073,8.5467068,7.7025707,8.5081618,5.9616095,8.749491,7.0338781,1.9883428
-12.483319,0.95998257,0.22491579,3,7,0,14.963754,9.7006925,5.3500917,6.3772625,7.0020975,8.1727053,3.4236188,7.4733551,8.1687569,7.3153254,1.403924
-13.17428,0.7691495,0.22491579,4,23,0,16.114464,1.0381315,5.1703187,3.7079747,3.1338224,0.86761159,6.9821985,3.6230602,2.0438049,4.3296543,2.3837892
-13.37926,0.91944523,0.22491579,3,7,0,19.65712,4.0010404,0.3988208,2.0971089,2.289545,4.4454584,-1.0680128,2.0061976,2.5234997,3.1158435,1.4778428
-11.484128,0.1455569,0.22491579,3,7,0,20.813448,1.380984,1.530145,0.25054371,1.9081606,2.9871017,0.48489258,1.5461419,1.2239372,2.8873238,1.9714279
-16.108182,0.78017111,0.22491579,3,15,0,17.371229,0.026558548,2.9516174,-0.64444498,-0.48528678,-3.7126147,-0.36431843,-0.79290224,-0.92870857,1.9168471,2.9883681
-15.431382,0.75199194,0.22491579,3,15,0,24.224441,6.2771358,-1.8170807,-2.4732382,1.2230054,0.38210289,2.847423,2.9616547,4.9699484,0.48801278,2.8593369
-14.601792,0.92744785,0.22491579,3,7,0,19.191175,-1.3141691,-0.059249926,3.3860774,-3.062198,2.5545843,2.5496381,-0.16091471,-0.42423081,1.1047227,2.7702584
-15.488608,0.97543701,0.22491579,3,7,0,19.012728,0.14642975,-1.3018255,-3.2325179,3.1043115,-4.9696634,-1.7814434,-0.82201406,-2.3574462,-1.7194352,1.6821849
-14.678737,0.47672006,0.22491579,3,7,0,22.055842,-4.58825,0.91755615,-3.7501314,-1.9215952,0.98404177,-2.8009161,-0.30401901,-1.6359669,-0.64994159,2.5646424
-11.30647,0.98039191,0.22491579,3,7,0,17.874964,1.8362118,-2.0210684,-0.66480174,1.0963578,-2.3985421,0.51634976,0.070041065,-1.3228659,0.329527,1.580712
-19.586641,0.39474891,0.22491579,3,15,0,22.465641,-6.5592085,0.20560046,-1.7782843,-6.9289787,-1.7636237,-6.3948117,-2.3124742,-1.5951276,-3.1692261,4.9960573
-13.889366,0.99785996,0.22491579,4,23,0,22.116095,1.225658,1.1108405,-4.7789975,-0.88682145,0.50834359,-3.531431,-1.150498,-0.94960286,-0.24191627,2.155238
-13.673668,0.94079839,0.22491579,4,31,0,17.488133,0.58894546,-0.12966706,5.5407423,2.1490724,1.1251914,4.7123695,3.5892185,2.9998632,1.3382356,1.9301643
-17.349914,0.98856071,0.22491579,4,15,0,20.286782,4.5808438,3.9048917,-5.0305463,-0.033766914,0.86993913,-4.5773221,-0.27150319,-1.0445931,-2.0003741,4.1291929
-14.651739,0.99214375,0.22491579,4,31,0,22.469006,2.700513,3.5750502,3.3046666,3.195283,2.8549576,-0.61810768,0.8600414,8.8437534,3.8350847,2.877893
-16.230215,0.92194694,0.22491579,4,15,0,20.175154,-2.0005074,1.4076092,-1.0808349,-0.14965125,1.6340456,4.6504293,4.6175831,-4.997784,-0.13458086,3.1059572
-15.764968,0.97704226,0.22491579,4,15,0,21.002947,-3.7221038,-0.8880759,-1.1506356,-0.97818565,-6.0634893,-5.1937818,2.1914317,-2.1917713,-2.3685039,3.1427628
-18.659206,0.57472361,0.22491579,4,31,0,24.906801,10.06493,2.8817052,2.1497123,3.0114487,11.001205,9.1312612,-0.38993808,6.2123358,5.0532483,3.5092516
-22.282569,0.92735482,0.22491579,5,31,0,28.213461,11.635593,14.3048,11.200206,14.125719,1.3513871,3.3976035,24.504401,11.622054,10.039687,7.6056988
-24.09034,0.94551647,0.22491579,4,31,0,27.036862,15.945101,2.7907298,17.104477,16.697215,-2.4986345,6.1063717,21.89703,6.9046106,4.2800696,10.106383
