# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = lotka_volterra_model
# start_datetime = 2026-08-20 13:55:47 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /home/m0hawk/Documents/apin/stan/data/lotka_volterra.json
# init = 2 (Default)
# random
#   seed = 20261819
# output
#   file = /home/m0hawk/Documents/apin/stan/runs/march_native/lotka_volterra/rep1/chain_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = /home/m0hawk/Documents/apin/stan/build/lotka_volterra__march_native/model.hpp
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta.1,theta.2,theta.3,theta.4,z_init.1,z_init.2,sigma.1,sigma.2,z.1.1,z.2.1,z.3.1,z.4.1,z.5.1,z.6.1,z.7.1,z.8.1,z.9.1,z.10.1,z.11.1,z.12.1,z.13.1,z.14.1,z.15.1,z.16.1,z.17.1,z.18.1,z.19.1,z.20.1,z.1.2,z.2.2,z.3.2,z.4.2,z.5.2,z.6.2,z.7.2,z.8.2,z.9.2,z.10.2,z.11.2,z.12.2,z.13.2,z.14.2,z.15.2,z.16.2,z.17.2,z.18.2,z.19.2,z.20.2,y_init_rep.1,y_init_rep.2,y_rep.1.1,y_rep.2.1,y_rep.3.1,y_rep.4.1,y_rep.5.1,y_rep.6.1,y_rep.7.1,y_rep.8.1,y_rep.9.1,y_rep.10.1,y_rep.11.1,y_rep.12.1,y_rep.13.1,y_rep.14.1,y_rep.15.1,y_rep.16.1,y_rep.17.1,y_rep.18.1,y_rep.19.1,y_rep.20.1,y_rep.1.2,y_rep.2.2,y_rep.3.2,y_rep.4.2,y_rep.5.2,y_rep.6.2,y_rep.7.2,y_rep.8.2,y_rep.9.2,y_rep.10.2,y_rep.11.2,y_rep.12.2,y_rep.13.2,y_rep.14.2,y_rep.15.2,y_rep.16.2,y_rep.17.2,y_rep.18.2,y_rep.19.2,y_rep.20.2
# Adaptation terminated
# Step size = 0.107273
# Diagonal elements of inverse mass matrix:
# 0.0164573, 0.0281664, 0.0148433, 0.025487, 0.00697415, 0.00890071, 0.0241898, 0.0254223
-10.942116,0.81929383,0.10727262,5,31,0,15.896166,0.56232701,0.027583128,0.79379734,0.023258569,31.841842,6.1399662,0.23610464,0.22555018,46.946573,64.890618,70.035105,43.95071,21.197272,13.788794,12.916628,15.417768,21.069574,30.723157,45.367928,63.390055,70.890919,46.869572,22.479649,14.104174,12.838788,15.065694,20.405426,29.645383,6.8719007,11.431207,26.183887,46.46088,43.158332,28.750921,17.592853,10.995108,7.5479541,6.1769556,6.6988003,10.725337,24.239277,45.364215,44.300969,30.008928,18.404358,11.44465,7.7649362,6.2288371,30.94544,6.2138158,38.919978,60.601661,58.236741,33.04333,20.741432,12.310588,13.277082,18.321578,24.070985,21.308327,44.694009,83.76283,50.934107,39.880085,31.626596,15.263557,13.484204,11.118008,22.826017,35.576523,5.3165143,14.186423,28.814877,34.009387,51.912794,23.279571,13.702509,9.557452,8.8961498,6.4447535,10.16074,9.2761529,22.031635,55.463215,31.241771,19.932445,13.211314,12.003357,7.6518481,5.8796944
-12.695414,0.9170523,0.10727262,5,31,0,13.79149,0.5807376,0.027178278,0.76215668,0.023511185,32.651049,6.0828893,0.27128576,0.19702377,48.938113,67.119347,66.608471,36.004946,16.96731,11.631792,11.470516,14.232789,20.039744,29.946389,45.132117,63.810719,69.887033,42.55835,19.369321,12.159165,11.23918,13.427337,18.534046,27.47532,7.3316959,13.488204,32.515798,51.611089,43.160675,27.76081,16.885451,10.602088,7.3525598,6.1169641,6.8256915,11.469945,27.261104,49.919382,46.293044,30.699685,18.721476,11.613083,7.8413763,6.2287119,21.378041,7.7855072,30.43113,93.770875,73.392392,30.398949,10.359832,14.468652,6.3542479,14.241496,19.552489,31.490378,39.939552,77.761408,30.835672,29.962854,23.86108,9.1231919,10.493773,8.8596907,20.622346,20.71694,5.4461476,14.575775,33.520259,45.17245,45.234633,22.39174,14.765436,10.24736,6.8473541,7.7343622,8.0136836,13.743307,18.558773,55.774259,40.640315,19.162076,13.382299,14.092089,6.9631515,8.4635318
-16.652349,0.98231896,0.10727262,5,31,0,18.740247,0.57847127,0.026846784,0.74039523,0.02103173,38.280388,6.2613485,0.17992407,0.33738766,56.742129,75.250722,68.93115,35.305562,17.318028,12.413376,12.519439,15.653493,22.049498,32.858644,49.310446,69.425303,76.236348,47.433544,21.757434,13.408923,12.092837,14.147746,19.23346,28.236257,8.0398259,15.581716,36.38901,51.951765,41.62284,26.787288,16.506874,10.533427,7.4191986,6.2465042,6.9968989,11.638528,27.070224,49.592734,47.103228,31.896923,19.744628,12.346551,8.3162719,6.4809729,32.226029,3.5871908,55.248226,66.914183,53.506881,27.702786,14.981558,15.213324,8.1423953,14.182889,20.939338,27.852296,60.866913,80.235678,91.575204,46.140182,17.037502,15.246242,12.516156,15.34941,23.941903,30.902954,8.7037431,16.617228,54.384292,42.883334,29.909483,29.107963,17.535591,10.517945,8.4318045,7.9424409,8.5975497,11.804333,21.553032,57.769053,55.156838,22.05067,16.422154,24.286361,10.101612,5.2920578
-15.540617,0.94967012,0.10727262,5,31,0,20.72184,0.68791992,0.033415896,0.66882713,0.020329812,28.549143,6.5115446,0.32797438,0.21944605,45.617383,67.931984,74.966763,42.40913,18.049695,11.02095,10.189548,12.480487,18.009393,28.23372,45.130614,67.436371,75.304853,43.282142,18.362129,11.091122,10.168996,12.391397,17.830325,27.91995,7.001549,11.359598,26.446501,46.446185,42.189437,28.56541,18.041017,11.581386,8.0372884,6.5249168,6.9589601,11.171101,25.915233,46.226869,42.490489,28.867613,18.239324,11.695853,8.0957435,6.5396028,46.766775,6.1013967,84.960798,85.570976,83.503703,40.591424,12.861669,10.191241,6.5424436,20.133548,31.323992,43.515735,44.830138,49.05723,54.365271,32.273351,14.741216,13.490068,8.8482709,14.707629,17.179847,43.27197,6.8105582,9.4308927,20.464942,42.526741,36.034235,27.380523,19.45528,10.138112,9.5174111,6.824947,7.2367422,11.411723,31.932345,28.79875,46.600237,27.16633,25.04372,10.641048,8.9956708,7.6878893
-16.538543,0.77993272,0.10727262,4,31,0,23.271588,0.69885562,0.033023757,0.667428,0.020229225,29.769769,6.4624807,0.31766533,0.23809591,48.131026,71.480928,74.730715,38.17098,16.091499,10.27913,9.9436489,12.613583,18.681352,29.849368,48.253631,71.596372,74.617432,37.977573,16.028816,10.265783,9.9494273,12.635132,18.724991,29.925836,7.1938783,12.3891,30.031235,49.368098,42.030424,27.748951,17.366833,11.138223,7.7883374,6.4592007,7.2051112,12.443305,30.170266,49.399953,41.954393,27.680024,17.322484,11.112764,7.7757814,6.4565575,37.870644,6.4253082,46.811686,48.727505,54.375346,65.099084,12.262046,13.111248,5.637929,8.8571806,18.140955,55.71496,51.385855,118.24446,47.802997,53.591239,15.192854,15.447584,12.316078,7.1687115,25.412672,22.16498,8.4972044,10.465886,29.638163,64.19063,43.787138,39.322454,20.794626,19.087145,13.596632,6.5931064,7.98797,13.908607,29.949837,34.815532,69.083748,14.53327,27.375376,13.235926,10.392485,6.0665353
-14.934775,0.98426318,0.10727262,5,63,0,17.969827,0.69130854,0.036672066,0.63802658,0.017156281,32.814852,6.789126,0.27192677,0.27844469,50.950998,73.623676,80.604166,49.746774,23.121957,14.176051,12.64793,14.844411,20.611181,31.277364,48.636916,71.311021,81.765361,53.827539,24.941755,14.664301,12.609484,14.445414,19.77904,29.821308,7.2829106,11.209797,23.362632,39.119509,37.395774,26.767407,17.685284,11.773499,8.3829128,6.8544589,7.1134785,10.495193,21.519368,38.069145,38.326916,27.92836,18.514046,12.278896,8.6525885,6.9397066,24.939721,10.760131,64.388296,50.413916,89.927269,52.768821,29.18675,16.389886,11.037399,16.380467,31.303739,26.848849,70.15616,75.626665,64.585142,48.787791,14.721209,11.424216,12.310193,13.23032,16.527622,33.324062,5.002088,10.870208,24.416329,47.314955,35.151131,21.518808,13.980499,9.3902804,11.477834,4.5397712,4.4561094,7.6968523,13.127907,20.296011,41.237592,18.548758,15.140305,23.306881,9.6007863,6.2572201
