# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = lotka_volterra_model
# start_datetime = 2026-08-20 13:55:47 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /home/m0hawk/Documents/apin/stan/data/lotka_volterra.json
# init = 2 (Default)
# random
#   seed = 20261819
# output
#   file = /home/m0hawk/Documents/apin/stan/runs/march_native/lotka_volterra/rep1/chain_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = /home/m0hawk/Documents/apin/stan/build/lotka_volterra__march_native/model.hpp
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta.1,theta.2,theta.3,theta.4,z_init.1,z_init.2,sigma.1,sigma.2,z.1.1,z.2.1,z.3.1,z.4.1,z.5.1,z.6.1,z.7.1,z.8.1,z.9.1,z.10.1,z.11.1,z.12.1,z.13.1,z.14.1,z.15.1,z.16.1,z.17.1,z.18.1,z.19.1,z.20.1,z.1.2,z.2.2,z.3.2,z.4.2,z.5.2,z.6.2,z.7.2,z.8.2,z.9.2,z.10.2,z.11.2,z.12.2,z.13.2,z.14.2,z.15.2,z.16.2,z.17.2,z.18.2,z.19.2,z.20.2,y_init_rep.1,y_init_rep.2,y_rep.1.1,y_rep.2.1,y_rep.3.1,y_rep.4.1,y_rep.5.1,y_rep.6.1,y_rep.7.1,y_rep.8.1,y_rep.9.1,y_rep.10.1,y_rep.11.1,y_rep.12.1,y_rep.13.1,y_rep.14.1,y_rep.15.1,y_rep.16.1,y_rep.17.1,y_rep.18.1,y_rep.19.1,y_rep.20.1,y_rep.1.2,y_rep.2.2,y_rep.3.2,y_rep.4.2,y_rep.5.2,y_rep.6.2,y_rep.7.2,y_rep.8.2,y_rep.9.2,y_rep.10.2,y_rep.11.2,y_rep.12.2,y_rep.13.2,y_rep.14.2,y_rep.15.2,y_rep.16.2,y_rep.17.2,y_rep.18.2,y_rep.19.2,y_rep.20.2
# Adaptation terminated
# Step size = 0.116766
# Diagonal elements of inverse mass matrix:
# 0.0108896, 0.0199384, 0.0102418, 0.0167776, 0.00623568, 0.00774038, 0.0263198, 0.0283651
-11.850764,0.8851003,0.11676621,4,23,0,13.944083,0.50688029,0.023959228,0.82456638,0.02601361,34.946302,6.1542688,0.22419567,0.24595168,49.259478,62.910025,58.786851,33.253174,17.517635,12.831413,12.833298,15.601333,21.091497,29.946066,42.761106,57.890334,64.194692,44.525315,22.369284,14.023,12.446533,14.10263,18.374359,25.689515,8.01389,15.326155,34.849033,51.034647,41.876045,26.846838,16.321462,10.301206,7.2309187,6.1068092,6.8345802,11.104818,24.870986,47.181747,47.841993,32.933649,20.190113,12.431645,8.2659728,6.3806789,24.730398,8.1370927,48.253697,59.366643,63.337008,21.137989,25.792832,9.1691719,14.036633,18.81936,15.62156,40.998294,41.159459,49.8184,67.780977,55.260104,28.859294,19.454991,12.790998,18.2081,13.006676,21.024005,8.929921,13.427665,32.089471,56.386446,67.544723,30.987255,22.940699,7.3299668,8.203511,5.7892893,7.5714619,14.205463,36.933754,47.360503,45.850026,22.857298,22.938097,10.406762,5.1387256,7.4454048
-14.671474,0.81070042,0.11676621,5,31,0,16.60557,0.55116931,0.029066609,0.80844267,0.021185447,37.270839,5.5942532,0.2901596,0.22067416,54.533126,74.024286,76.426283,45.530666,22.334248,15.196243,14.712305,17.867764,24.56739,35.781948,52.484735,72.244205,77.959635,49.149152,23.799686,15.532199,14.573823,17.379467,23.672597,34.354727,6.5294754,11.415726,26.576167,44.436563,39.112531,25.480228,15.466491,9.6747042,6.710531,5.6144762,6.3102463,10.560884,24.363843,43.540407,40.450184,26.806098,16.297274,10.126927,6.9231072,5.6530345,19.607546,6.9544469,40.036256,51.944187,81.816644,70.265932,20.353861,14.445209,22.445412,14.965508,20.497323,43.513799,36.620291,53.820436,113.61175,50.314262,21.322094,15.77256,14.098821,17.231063,21.375913,40.697186,7.4977426,8.9054016,18.013472,49.193269,35.520301,32.374833,18.497352,10.849383,6.3138435,6.2719342,7.436504,10.532645,21.824175,41.217844,32.702031,35.381212,14.670514,11.751276,9.2783302,5.7470927
-11.193798,0.99923971,0.11676621,5,31,0,16.24543,0.56926062,0.027163103,0.76481295,0.022893536,34.590141,6.1517687,0.24979941,0.25469011,51.058477,68.573858,66.472808,36.319677,17.751529,12.417997,12.290227,15.16704,21.145103,31.21897,46.423746,64.754837,70.553898,44.154415,20.746001,13.099016,12.008854,14.164247,19.281982,28.19329,7.5622544,13.979754,32.652624,49.961746,41.631906,26.96637,16.544024,10.486931,7.3472267,6.1707444,6.9154681,11.506523,26.572096,48.032449,45.236637,30.423331,18.730277,11.699807,7.9358571,6.3065191,39.115776,8.1201471,43.697843,98.735337,42.656065,35.631526,17.46883,17.121943,17.017805,12.547161,28.678474,21.084275,49.84831,41.207878,77.731991,34.352262,25.602483,11.410651,8.6864204,16.564722,19.413926,20.149372,7.9085084,12.011376,39.682852,52.026316,37.136974,27.781687,23.183412,10.447365,7.6240827,7.4775854,8.7330895,11.353567,30.562638,36.4693,50.643702,27.408705,23.375605,6.5683631,4.9349018,7.4381742
-12.422337,0.97131343,0.11676621,4,31,0,14.830882,0.57594424,0.029610021,0.76231933,0.024187526,30.382497,6.4264185,0.28535411,0.26676004,44.343178,59.983672,62.23715,38.705744,19.591248,13.17684,12.450964,14.83165,20.168996,29.230864,42.762702,58.631831,63.316762,41.420638,20.796783,13.483146,12.366955,14.466101,19.481365,28.1247,7.3388995,12.157234,26.204299,42.692168,39.032152,26.612696,16.802717,10.843584,7.6748696,6.4527753,7.1272779,11.360262,24.289552,41.817748,40.120412,27.81246,17.599307,11.295805,7.8950275,6.4969282,30.815459,7.0205083,47.632652,78.144943,73.925811,48.911053,29.319129,14.36032,11.189209,19.844708,18.68431,22.693107,38.839242,71.639264,37.37515,38.133487,19.517063,12.904883,12.209968,12.349865,19.900284,29.845431,8.7951414,13.731562,12.997466,39.828476,23.63482,38.061332,20.139203,12.737451,9.7026214,6.8250726,5.992198,8.0091122,36.768967,69.542608,27.554458,31.411236,20.629869,7.7605163,6.2726127,4.6958833
-12.11935,0.89711464,0.11676621,5,31,0,16.258408,0.57244106,0.030206473,0.75919689,0.022912782,34.404158,5.5564607,0.29930466,0.22252091,50.89448,68.410276,66.080408,35.837534,17.457604,12.205697,12.084565,14.928777,20.848045,30.848192,45.992198,64.358719,70.406374,44.125018,20.612862,12.924807,11.795229,13.884858,18.901956,27.67604,6.8467147,12.697722,29.692262,45.230741,37.587929,24.354167,14.958823,9.490362,6.6477153,5.5747491,6.2294207,10.332307,23.866314,43.382969,41.032054,27.659672,17.053571,10.655464,7.2158454,5.7107671,23.592665,6.5794119,76.701726,61.666776,68.675606,33.988396,11.595617,14.713137,7.2714193,12.914442,28.516558,38.35971,38.483305,47.648735,70.034796,43.454381,43.012761,9.9520541,9.0627857,16.621942,13.332627,34.51678,8.4138173,10.371233,34.421183,54.293271,31.957833,24.379978,12.205732,11.504093,4.8875323,4.770898,8.3995689,9.3669607,18.991085,56.298734,46.936709,29.041418,18.878485,8.4143141,6.4733602,5.957054
-12.775429,0.98880987,0.11676621,5,31,0,15.33787,0.62939511,0.031813331,0.69976638,0.020185927,32.065057,6.615819,0.18869829,0.27111489,48.49499,68.10829,72.650229,44.320729,21.110301,13.49254,12.428053,14.77394,20.40682,30.406571,46.092684,65.831555,74.043503,48.562433,22.965386,13.972173,12.350159,14.305367,19.477572,28.839948,7.3367618,11.853924,25.701362,42.977886,39.94038,27.663286,17.72595,11.527121,8.1158761,6.6744686,7.1032521,10.91125,23.268792,41.700696,41.259666,29.190788,18.769189,12.138186,8.4281704,6.7612567,29.672834,5.300612,56.469183,60.551607,75.534211,41.684052,15.860484,15.70847,12.212825,16.32076,24.909397,26.457567,38.03719,92.574183,102.11605,45.655981,23.288546,13.645541,14.354366,13.827588,14.91973,26.208247,8.9411071,10.88991,25.290157,37.971651,39.07524,37.407203,14.005521,13.561492,3.5233996,5.130852,9.9230762,12.094489,24.728685,38.092634,30.134053,29.319397,19.343432,6.0748759,10.285526,7.1557247
