# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = kidscore_momiq_model
# start_datetime = 2026-08-20 13:55:57 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /home/m0hawk/Documents/apin/stan/data/kidscore_momiq.json
# init = 2 (Default)
# random
#   seed = 20262819
# output
#   file = /home/m0hawk/Documents/apin/stan/runs/march_native/kidscore_momiq/rep2/chain_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = /home/m0hawk/Documents/apin/stan/build/kidscore_momiq__march_native/model.hpp
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2,sigma
# Adaptation terminated
# Step size = 0.124876
# Diagonal elements of inverse mass matrix:
# 29.7681, 0.00291011, 0.00104466
-1480.1343,0.75475873,0.12487555,2,3,0,1481.3936,32.70313,0.52786904,17.949094
-1478.6244,0.96605488,0.12487555,3,15,0,1481.6618,30.403836,0.57300239,18.150477
-1478.3299,0.99780473,0.12487555,5,31,0,1479.2857,28.479285,0.58491126,18.730496
-1478.9229,0.90774572,0.12487555,4,31,0,1480.1633,27.960509,0.58506792,19.063224
-1479.0256,0.74775245,0.12487555,5,31,0,1481.132,32.484334,0.55009753,17.766383
-1479.0256,0.42746267,0.12487555,2,3,0,1481.6563,32.484334,0.55009753,17.766383
-1483.1791,0.54392639,0.12487555,5,31,0,1486.6755,19.527969,0.64513301,18.023684
-1479.5159,0.99532776,0.12487555,3,11,0,1483.2255,19.623936,0.65830104,17.96872
-1479.356,0.94120855,0.12487555,5,31,0,1481.2201,26.703161,0.60193412,19.31357
-1478.5225,0.86572322,0.12487555,4,25,0,1481.3387,29.03827,0.58620658,17.987513
-1479.0387,0.98692527,0.12487555,4,27,0,1479.7465,21.719603,0.64282856,17.576333
-1481.3606,0.85207329,0.12487555,3,11,0,1482.2335,20.070942,0.65268936,17.148736
-1479.2333,0.9995243,0.12487555,5,31,0,1482.5305,20.6535,0.6509162,18.802631
-1478.7626,0.99849599,0.12487555,3,11,0,1479.6479,20.866333,0.65695367,18.870795
-1479.4772,0.94415302,0.12487555,5,31,0,1479.9511,17.690936,0.69861328,18.026646
