# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = garch11_model
# start_datetime = 2026-08-20 13:56:53 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /home/m0hawk/Documents/apin/stan/data/garch11.json
# init = 2 (Default)
# random
#   seed = 20262819
# output
#   file = /home/m0hawk/Documents/apin/stan/runs/march_native/garch11/rep2/chain_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = /home/m0hawk/Documents/apin/stan/build/garch11__march_native/model.hpp
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,alpha0,alpha1,beta1
# Adaptation terminated
# Step size = 0.339618
# Diagonal elements of inverse mass matrix:
# 0.0129983, 0.146002, 0.325523, 1.78108
-267.55131,0.94658427,0.33961816,3,15,0,269.45655,5.1289029,1.1143582,0.65042862,0.28040271
-266.94222,0.98931276,0.33961816,3,11,0,268.47488,5.0558005,1.3844059,0.62476591,0.24293035
-267.36368,0.88018091,0.33961816,2,3,0,268.05637,5.0547013,1.664027,0.62448002,0.26949609
-271.2885,0.90162172,0.33961816,3,15,0,271.9932,5.3274748,2.0641784,0.81890165,0.13069395
-269.77568,0.99949757,0.33961816,3,7,0,272.45245,5.2763136,1.2643155,0.75389999,0.20299423
-268.83503,0.93790035,0.33961816,3,7,0,270.93729,4.9328804,1.3081601,0.5529486,0.22481584
-267.50753,0.85990367,0.33961816,2,5,0,270.52034,4.8869915,1.5809232,0.47755019,0.32743817
-266.99964,0.82882448,0.33961816,2,7,0,270.30381,5.0692517,1.5137621,0.45416432,0.34154177
-268.75313,0.70955457,0.33961816,3,7,0,270.44646,4.9975252,1.3412497,0.42926322,0.2777841
-268.09449,1,0.33961816,4,15,0,268.95368,5.1493171,1.2599795,0.61164044,0.21391128
-266.80442,0.89227184,0.33961816,3,7,0,269.24073,5.0160869,1.4842637,0.53210646,0.3186831
-270.64307,0.5589269,0.33961816,3,7,0,273.36804,4.8300571,1.1075611,0.60641085,0.25022791
-269.91823,0.43125099,0.33961816,3,7,0,272.87024,4.9715342,1.1538745,0.25887116,0.53892371
-268.60972,0.67300682,0.33961816,3,7,0,271.9224,4.8247017,1.0593412,0.51224283,0.40338374
-267.76286,0.85273861,0.33961816,3,15,0,270.26867,5.1418264,1.6775744,0.55187503,0.31113244
-267.56108,0.98904691,0.33961816,3,7,0,269.35283,5.1384533,2.1199385,0.55881424,0.18111209
-269.17969,0.96510449,0.33961816,3,7,0,269.51091,5.1354339,2.4938675,0.3951565,0.20021729
-267.84113,0.9910091,0.33961816,3,7,0,270.3796,5.061412,0.85884737,0.60167505,0.33569285
-270.9826,0.92549805,0.33961816,3,7,0,271.74334,4.7571986,0.87713918,0.30585778,0.51780082
-271.18961,0.98639551,0.33961816,4,15,0,272.62102,5.3549957,1.5657236,0.74480582,0.12081432
-270.72977,0.98358631,0.33961816,3,15,0,272.7978,5.3345229,1.7269297,0.79679921,0.1155842
-268.64516,0.95087567,0.33961816,3,11,0,272.11786,4.8987177,0.84851545,0.43069408,0.41343168
-271.81693,0.33981113,0.33961816,4,15,0,273.74017,5.2735826,2.1142151,0.8917356,0.076953965
-268.91963,0.92933304,0.33961816,4,15,0,273.40429,4.9682366,1.3379237,0.2942133,0.46974723
-267.53952,0.91534374,0.33961816,4,15,0,269.97482,4.9133108,0.96483673,0.45460197,0.43640746
-267.44927,0.99771232,0.33961816,3,7,0,267.90056,4.9454936,1.0442787,0.40021587,0.43317619
-268.30688,0.94868954,0.33961816,4,15,0,269.98874,4.9670477,2.1943109,0.65581008,0.11840656
-270.5744,0.94801066,0.33961816,2,7,0,272.57446,4.9893239,3.4608002,0.53360612,0.072826187
-270.22354,0.93556069,0.33961816,2,3,0,271.84556,4.9777518,2.535753,0.40844783,0.099284128
-267.00076,0.99850612,0.33961816,3,15,0,271.01648,5.090455,1.4070802,0.63378797,0.26533861
-267.14807,0.96520786,0.33961816,4,15,0,267.49683,5.0171393,1.0471151,0.43642567,0.39329364
-269.85969,0.31622459,0.33961816,3,7,0,271.25084,5.1110258,1.0211291,0.65421683,0.34069491
-269.0518,0.93012615,0.33961816,3,7,0,270.95903,5.1608474,0.9652536,0.65291624,0.33183503
-270.49302,0.95515122,0.33961816,3,7,0,272.02422,5.2559751,0.82695636,0.43809317,0.38763209
-269.79703,0.97377338,0.33961816,3,15,0,272.94559,5.0601158,1.8878419,0.69450216,0.072567431
-269.67633,0.94712929,0.33961816,3,15,0,273.05724,4.902633,1.9747839,0.49279768,0.35635898
-268.94182,0.89237919,0.33961816,3,15,0,272.05752,5.1493017,1.1561416,0.59647848,0.37891407
-269.40857,0.92161359,0.33961816,3,7,0,270.99148,5.1107716,0.86503598,0.404161,0.53684573
-268.57109,0.84760285,0.33961816,3,7,0,270.56878,4.9700201,1.3421078,0.6747525,0.29600297
-268.94182,0.98339408,0.33961816,3,15,0,271.83216,5.0220696,1.8602058,0.57222135,0.11708691
-268.07208,0.96578,0.33961816,2,3,0,270.56762,4.9750632,2.4036432,0.59238022,0.13990068
-270.02079,0.94272942,0.33961816,3,15,0,270.95326,4.8829101,2.457531,0.33954962,0.30073229
-268.32979,0.76166391,0.33961816,4,15,0,272.14319,4.9599832,1.8271628,0.71783905,0.19931639
-268.20391,0.85773083,0.33961816,4,15,0,271.8422,5.1580533,0.9606646,0.54300519,0.41314077
-268.28248,0.9887631,0.33961816,4,15,0,269.63224,4.8452829,1.2352042,0.39851683,0.38914612
-268.83282,0.99900433,0.33961816,4,15,0,270.2299,5.2132511,1.6825147,0.78323388,0.13642294
-268.57803,0.99053945,0.33961816,3,7,0,269.28445,5.2195717,1.6929298,0.73798877,0.13476425
