# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = garch11_model
# start_datetime = 2026-08-20 13:56:53 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /home/m0hawk/Documents/apin/stan/data/garch11.json
# init = 2 (Default)
# random
#   seed = 20262819
# output
#   file = /home/m0hawk/Documents/apin/stan/runs/march_native/garch11/rep2/chain_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = /home/m0hawk/Documents/apin/stan/build/garch11__march_native/model.hpp
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,alpha0,alpha1,beta1
# Adaptation terminated
# Step size = 0.330241
# Diagonal elements of inverse mass matrix:
# 0.0156042, 0.141176, 0.293951, 1.66735
-267.36421,0.93779567,0.33024102,3,11,0,269.20834,5.0022075,1.5603586,0.64799822,0.2598092
-270.44099,0.87223489,0.33024102,4,15,0,270.99064,5.1603916,2.3766418,0.81775051,0.13084632
-267.85092,0.96833329,0.33024102,3,7,0,270.9369,5.1060079,1.4502798,0.67369448,0.16957724
-270.97876,0.77787615,0.33024102,2,7,0,278.02956,5.1269221,3.1912345,0.65519307,0.031480427
-271.43824,0.75240462,0.33024102,2,3,0,274.64483,5.1750722,3.2015596,0.64359673,0.024757487
-269.28339,0.87431771,0.33024102,3,7,0,274.7687,4.8403141,2.1457698,0.56297362,0.14168205
-268.17597,1,0.33024102,3,7,0,269.55737,4.895824,1.9058365,0.57353472,0.27015449
-267.3342,0.94973484,0.33024102,3,7,0,268.80287,5.1024378,1.1442845,0.50702221,0.40311868
-268.33485,0.97971992,0.33024102,2,7,0,269.56464,4.9078705,1.3538193,0.66148445,0.23053275
-268.85837,0.91368791,0.33024102,3,11,0,271.4534,4.92532,1.5488254,0.6517758,0.16345931
-268.00032,0.99361475,0.33024102,3,15,0,271.47931,4.8663678,1.7249646,0.57878587,0.26016657
-268.69598,0.96383293,0.33024102,4,15,0,270.17897,5.2878097,1.5120955,0.585491,0.25253616
