# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = garch11_model
# start_datetime = 2026-08-20 13:56:53 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /home/m0hawk/Documents/apin/stan/data/garch11.json
# init = 2 (Default)
# random
#   seed = 20262819
# output
#   file = /home/m0hawk/Documents/apin/stan/runs/march_native/garch11/rep2/chain_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = /home/m0hawk/Documents/apin/stan/build/garch11__march_native/model.hpp
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,alpha0,alpha1,beta1
# Adaptation terminated
# Step size = 0.388487
# Diagonal elements of inverse mass matrix:
# 0.0143987, 0.149036, 0.244466, 1.42334
-266.92543,0.99455238,0.38848687,3,7,0,267.71612,5.0515927,1.6935124,0.62003866,0.21082916
-267.84587,0.89808653,0.38848687,4,15,0,269.78928,5.1439666,1.3209219,0.64558095,0.30146724
-267.98316,0.97232609,0.38848687,3,15,0,268.98815,5.1929155,0.91338143,0.55598287,0.36132939
-270.22876,0.92237343,0.38848687,2,3,0,270.69625,5.2645499,0.79006241,0.42650089,0.5052911
-272.03226,0.80554358,0.38848687,3,11,0,278.79026,5.3602221,1.4913607,0.83243552,0.13388901
-267.74763,1,0.38848687,3,7,0,272.3506,5.0504833,2.0790294,0.68318767,0.13587297
-267.86242,0.94612153,0.38848687,3,11,0,268.40592,5.0368144,0.89550756,0.40561475,0.49965937
-268.21976,0.97989163,0.38848687,2,3,0,268.41832,5.0168231,0.88039842,0.38704381,0.52053021
-269.66891,0.88920573,0.38848687,3,15,0,270.79302,4.9267269,2.1891875,0.69774479,0.21519425
-270.02668,0.93112578,0.38848687,4,15,0,271.88456,5.0672062,1.0097283,0.45970285,0.29525893
-268.24148,0.66049075,0.38848687,2,7,0,274.00747,5.0076501,1.9089534,0.57116202,0.29743662
-267.41372,1,0.38848687,4,15,0,268.62444,5.1243194,1.0317832,0.60357241,0.33151267
-267.41372,0.7245182,0.38848687,2,3,0,271.78601,5.1243194,1.0317832,0.60357241,0.33151267
-269.25246,0.69738742,0.38848687,2,3,0,270.96624,5.1824739,1.2003526,0.56654147,0.39833895
-267.38627,0.99611385,0.38848687,4,15,0,270.5677,4.9689973,1.7144419,0.49483443,0.32581265
-266.76593,0.99823183,0.38848687,4,15,0,267.96075,5.0284115,1.3322119,0.53330251,0.34026637
-270.57365,0.72567495,0.38848687,3,7,0,270.82526,5.0070095,0.80534064,0.69045287,0.30094473
-272.04261,0.98779444,0.38848687,4,15,0,275.62611,5.0428627,3.154091,0.81354211,0.043700756
-269.80631,0.95686528,0.38848687,3,7,0,273.19973,5.0069426,1.8108203,0.81479899,0.092026393
-269.42606,0.96598688,0.38848687,2,3,0,270.49618,5.0587679,1.9248492,0.82632527,0.092613422
-267.65285,0.9575035,0.38848687,3,11,0,271.77647,5.0011514,1.5583571,0.67415415,0.25243478
-271.95559,0.98534517,0.38848687,3,7,0,272.86523,4.956343,1.355636,0.82211683,0.17350263
-269.1627,0.9656991,0.38848687,3,15,0,274.60348,4.9838893,0.91527895,0.61917617,0.36938791
-270.65074,0.96436056,0.38848687,3,15,0,271.31289,5.0081534,1.595152,0.36613253,0.48913822
-269.42498,0.89817423,0.38848687,3,7,0,271.94473,4.8539402,1.59985,0.63235522,0.30771327
-268.19678,0.99042776,0.38848687,2,3,0,269.78094,4.8776865,1.4271495,0.63132648,0.27106556
-267.63509,0.99928233,0.38848687,3,7,0,269.346,4.932327,1.241051,0.61425237,0.30739101
-268.34237,0.98647965,0.38848687,3,15,0,269.24764,5.1514268,2.3867865,0.61984054,0.10805735
-270.1008,0.80026775,0.38848687,3,7,0,271.49757,5.1587432,2.816345,0.54898319,0.048917907
-270.18032,0.86708958,0.38848687,2,3,0,271.59311,5.181337,2.8308513,0.56483664,0.049121613
-271.0705,0.37714659,0.38848687,3,15,0,275.41651,5.2499116,2.3191094,0.34570203,0.23205255
-273.8338,0.84417213,0.38848687,2,3,0,274.39005,5.2661651,2.7845785,0.28728115,0.30983417
-268.22073,1,0.38848687,3,7,0,275.22722,4.9293714,2.1903059,0.55744904,0.14236416
-268.54834,0.93739329,0.38848687,4,15,0,270.54424,5.2240195,2.1755913,0.53671868,0.15792789
-269.95701,0.95725082,0.38848687,3,7,0,271.62432,5.3266548,1.4805513,0.72973946,0.17530782
-268.97259,0.97065183,0.38848687,3,7,0,272.11163,5.057241,1.5438482,0.71484487,0.26271622
-271.28779,0.92752623,0.38848687,3,7,0,272.86804,4.9094378,1.4901927,0.82912405,0.14351319
