# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = wells_dist100_model_model
# start_datetime = 2026-08-20 13:53:49 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /home/m0hawk/Documents/apin/stan/data/wells_dist100_model.json
# init = 2 (Default)
# random
#   seed = 20260819
# output
#   file = /home/m0hawk/Documents/apin/stan/runs/march_native/wells_dist100_model/rep0/chain_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = /home/m0hawk/Documents/apin/stan/build/wells_dist100_model__march_native/model.hpp
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta.1
# Adaptation terminated
# Step size = 0.474183
# Diagonal elements of inverse mass matrix:
# 0.00377868, 0.0102727
-2041.5926,0.64266439,0.47418336,1,1,0,2041.6339,0.74327829,-0.71603333
-2041.5926,0.44722372,0.47418336,1,1,0,2043.8857,0.74327829,-0.71603333
-2042.8679,0.85571805,0.47418336,3,7,0,2043.3097,0.75083579,-0.68958854
-2039.726,1,0.47418336,2,3,0,2042.3287,0.67272763,-0.79221467
-2039.4895,0.96953031,0.47418336,3,7,0,2040.215,0.6964817,-0.69473871
-2038.9545,1,0.47418336,2,3,0,2039.3938,0.68409024,-0.72445559
-2038.9962,0.96018931,0.47418336,2,3,0,2039.203,0.65360486,-0.74668428
-2039.0607,1,0.47418336,2,3,0,2039.3124,0.68730886,-0.74218143
-2039.1526,0.92608248,0.47418336,2,3,0,2039.4439,0.65972126,-0.75845949
-2039.378,0.94719809,0.47418336,4,15,0,2040.051,0.70191829,-0.74047311
-2039.2358,1,0.47418336,2,3,0,2039.3703,0.69548627,-0.74888794
-2039.4053,0.99023019,0.47418336,2,3,0,2039.4163,0.70303814,-0.74519544
-2039.7036,0.98738817,0.47418336,2,3,0,2039.9346,0.70459082,-0.79108356
-2039.9964,0.68171969,0.47418336,4,15,0,2043.3857,0.5555029,-0.45352135
-2038.1762,0.98442699,0.47418336,2,7,0,2040.7322,0.59367774,-0.62241333
-2038.1419,0.95823006,0.47418336,2,3,0,2038.4498,0.61821228,-0.63336026
-2038.1802,0.76424669,0.47418336,2,3,0,2039.7089,0.60374464,-0.59821486
-2038.2802,0.98710358,0.47418336,2,5,0,2038.3232,0.59925634,-0.6467039
-2038.123,0.99815488,0.47418336,2,7,0,2038.3561,0.60103554,-0.61331981
-2038.8244,0.83446062,0.47418336,2,3,0,2039.0255,0.63252126,-0.58964839
-2038.5387,0.92602405,0.47418336,2,3,0,2039.44,0.57234005,-0.62254097
-2038.5387,0.93292812,0.47418336,1,1,0,2038.7837,0.57234005,-0.62254097
-2038.1868,0.95340446,0.47418336,2,7,0,2039.063,0.61501208,-0.65358883
-2039.0078,0.93247883,0.47418336,2,7,0,2039.3339,0.68123748,-0.68920679
-2038.7075,0.93634244,0.47418336,2,3,0,2039.5515,0.59706851,-0.67498074
-2038.8141,0.95455612,0.47418336,2,3,0,2039.3659,0.66995482,-0.6723179
-2038.4713,0.99615598,0.47418336,2,7,0,2039.2504,0.5915256,-0.65168854
-2040.0465,0.93768727,0.47418336,2,7,0,2041.502,0.71933526,-0.73097649
-2038.8241,1,0.47418336,4,15,0,2040.3369,0.60970085,-0.5557091
-2039.6935,0.97680192,0.47418336,2,7,0,2042.2039,0.67670216,-0.79260734
-2038.4366,1,0.47418336,2,7,0,2039.9103,0.65036237,-0.66000986
-2038.4366,0.65961774,0.47418336,2,3,0,2039.8496,0.65036237,-0.66000986
-2039.1055,0.90479191,0.47418336,3,7,0,2039.2655,0.61019012,-0.71147731
-2041.4609,0.88684902,0.47418336,2,3,0,2041.8653,0.73274261,-0.69229999
-2039.7779,1,0.47418336,3,7,0,2041.1157,0.66319239,-0.78865965
-2038.1863,0.94531003,0.47418336,3,9,0,2040.5282,0.62231883,-0.65757141
-2038.3942,0.98008952,0.47418336,2,5,0,2039.1566,0.5725373,-0.54989525
-2038.8785,0.99289844,0.47418336,4,15,0,2039.1324,0.67984229,-0.72595296
-2040.1199,0.91095635,0.47418336,2,3,0,2040.2073,0.68627283,-0.81470097
-2040.2214,0.99011279,0.47418336,2,3,0,2040.7272,0.72643591,-0.80597054
-2038.9124,0.92623629,0.47418336,3,7,0,2040.9294,0.53235592,-0.54612414
-2038.1958,0.99861363,0.47418336,2,7,0,2039.0721,0.58811005,-0.58377896
-2038.1848,1,0.47418336,2,3,0,2038.2007,0.58409022,-0.59369661
-2038.3757,0.98129944,0.47418336,2,7,0,2039.2168,0.64640387,-0.68878927
-2038.9391,0.84171976,0.47418336,2,7,0,2040.8434,0.54605696,-0.59377595
-2038.1317,0.98562774,0.47418336,2,7,0,2039.2811,0.61230726,-0.62275866
-2038.5168,0.96918256,0.47418336,4,15,0,2039.4745,0.65897405,-0.67982272
-2038.7232,0.98623293,0.47418336,2,3,0,2038.8833,0.67130431,-0.71732125
-2038.4291,0.99037888,0.47418336,2,3,0,2038.7841,0.65353253,-0.68345643
-2038.2939,0.73367562,0.47418336,2,3,0,2040.2687,0.64157651,-0.66448979
-2039.0553,0.88003451,0.47418336,2,3,0,2039.1623,0.67008622,-0.65175908
-2039.7043,0.92223306,0.47418336,3,7,0,2040.1095,0.67172355,-0.6211451
-2039.9448,0.9170454,0.47418336,4,15,0,2041.383,0.54457067,-0.44748501
-2038.6637,1,0.47418336,3,7,0,2040.1959,0.55267197,-0.52104753
-2038.6144,0.94570873,0.47418336,1,3,0,2039.0739,0.55016295,-0.57252342
-2038.5927,0.96432967,0.47418336,2,3,0,2038.891,0.55953469,-0.52731699
-2038.7526,0.92696525,0.47418336,1,3,0,2039.051,0.5839844,-0.5302732
-2038.7569,0.93056487,0.47418336,4,15,0,2040.7505,0.55047162,-0.51231887
-2039.3872,0.70535282,0.47418336,2,3,0,2041.4558,0.52052578,-0.47033392
-2039.5737,0.99132698,0.47418336,1,1,0,2039.5797,0.51505718,-0.45924208
-2038.9992,0.96684039,0.47418336,1,3,0,2040.2587,0.55011999,-0.49424112
-2038.8373,0.99810024,0.47418336,3,11,0,2039.284,0.67544282,-0.69005958
-2038.1963,0.99390156,0.47418336,2,5,0,2039.792,0.58630477,-0.61001355
-2038.4614,0.94546001,0.47418336,2,7,0,2039.3012,0.64051183,-0.70185556
-2039.5308,0.87292305,0.47418336,2,3,0,2039.7802,0.64081019,-0.76127086
-2039.4072,0.99662459,0.47418336,4,15,0,2040.3132,0.51707145,-0.4715669
-2039.4072,0.47365464,0.47418336,1,3,0,2042.1038,0.51707145,-0.4715669
-2039.624,0.98483037,0.47418336,1,1,0,2039.6241,0.5136697,-0.45636067
-2039.434,0.93857651,0.47418336,2,3,0,2039.9556,0.50880985,-0.50633667
-2039.8649,0.91060741,0.47418336,2,3,0,2040.5192,0.49368678,-0.47952844
-2039.8987,0.97174278,0.47418336,2,3,0,2040.1443,0.50631512,-0.4415635
-2038.5904,0.99802981,0.47418336,4,15,0,2040.4771,0.66132864,-0.7118595
-2038.5692,0.99977624,0.47418336,1,1,0,2038.5991,0.65841944,-0.7118304
-2039.0055,0.86759863,0.47418336,4,15,0,2040.1574,0.52826563,-0.54233128
-2038.7967,1,0.47418336,2,3,0,2039.085,0.53892904,-0.55677059
-2042.2288,0.67482149,0.47418336,2,3,0,2042.6904,0.56750327,-0.40635114
-2040.1514,1,0.47418336,2,3,0,2042.0065,0.52551857,-0.42973963
-2039.0769,0.94306286,0.47418336,2,3,0,2040.6664,0.54719392,-0.6056985
-2039.1595,0.94779579,0.47418336,2,3,0,2039.5762,0.6306222,-0.57047291
-2038.186,0.98096311,0.47418336,2,3,0,2039.1306,0.58762642,-0.61074287
-2038.2499,0.93692815,0.47418336,2,3,0,2038.5678,0.60997792,-0.59662888
-2039.2853,0.8718721,0.47418336,2,3,0,2039.5063,0.5948636,-0.69866734
-2039.5483,0.99541166,0.47418336,2,7,0,2039.7702,0.59831502,-0.5114093
-2039.4239,0.99695048,0.47418336,2,7,0,2039.773,0.58798547,-0.69416787
-2038.3535,0.96571035,0.47418336,2,7,0,2040.1764,0.64727814,-0.67254082
-2038.4283,0.96858477,0.47418336,2,7,0,2040.078,0.56362676,-0.54690046
-2039.1559,0.85421983,0.47418336,2,3,0,2039.426,0.55862677,-0.48966471
-2041.3653,0.99027557,0.47418336,3,7,0,2041.3828,0.45311606,-0.43166135
-2039.5584,0.97554742,0.47418336,3,11,0,2041.6174,0.69448808,-0.78671993
-2039.3865,0.97616419,0.47418336,4,15,0,2040.5752,0.53953798,-0.46898754
-2041.1725,0.86232513,0.47418336,2,3,0,2041.2504,0.47171918,-0.51385992
-2039.128,0.96209417,0.47418336,2,3,0,2041.2453,0.52862339,-0.48748772
-2038.3365,0.99880591,0.47418336,2,3,0,2039.145,0.56706279,-0.56430261
-2038.3778,0.99844208,0.47418336,2,3,0,2038.3842,0.5668888,-0.5535317
-2042.5838,0.40630983,0.47418336,2,5,0,2046.415,0.60686345,-0.80280816
-2040.0746,1,0.47418336,1,1,0,2042.2195,0.61185338,-0.74806801
-2038.5795,0.91239203,0.47418336,2,3,0,2040.4207,0.66370203,-0.69006054
-2039.891,0.64304324,0.47418336,1,3,0,2041.0021,0.60298292,-0.7310677
-2040.239,0.96247335,0.47418336,2,7,0,2044.9134,0.67958224,-0.81604937
-2039.9563,0.93580469,0.47418336,4,15,0,2041.8155,0.68606423,-0.807756
-2039.9061,0.99725356,0.47418336,2,3,0,2040.3806,0.7165052,-0.79275008
-2038.6218,0.88963259,0.47418336,3,7,0,2040.6189,0.65132896,-0.71970499
-2038.6611,0.90031935,0.47418336,2,3,0,2039.3229,0.62786135,-0.70841636
-2039.726,0.97682118,0.47418336,2,7,0,2041.0388,0.52515061,-0.44840475
-2038.244,0.99745324,0.47418336,2,7,0,2040.3802,0.57782705,-0.59676273
-2038.1304,0.98883191,0.47418336,2,5,0,2038.3454,0.59941799,-0.61990095
-2038.2481,0.93311317,0.47418336,2,3,0,2038.5713,0.59167809,-0.57680301
-2038.8164,0.9853115,0.47418336,3,7,0,2039.1303,0.54087818,-0.51075857
-2038.1931,0.96954528,0.47418336,2,5,0,2040.7132,0.58556811,-0.58488896
-2038.1522,0.97554944,0.47418336,2,7,0,2039.3418,0.61386475,-0.64528103
-2038.1683,0.7763319,0.47418336,2,3,0,2039.6005,0.61067382,-0.64613666
-2039.7352,0.62816066,0.47418336,2,3,0,2040.4801,0.66639974,-0.60931472
-2038.536,0.98337168,0.47418336,2,3,0,2040.161,0.65527193,-0.70942121
-2039.2819,0.87380661,0.47418336,2,3,0,2039.9348,0.69048937,-0.76661869
-2039.1568,0.86001781,0.47418336,2,3,0,2040.6121,0.68323498,-0.68046027
-2039.2427,0.99616555,0.47418336,3,7,0,2039.4863,0.69218843,-0.70395591
-2038.2762,0.87182271,0.47418336,2,7,0,2040.259,0.5901,-0.63133521
-2038.1672,0.9920189,0.47418336,2,7,0,2038.4361,0.59307415,-0.59196705
-2038.1488,0.99385736,0.47418336,2,7,0,2038.385,0.62071835,-0.64035232
-2038.5501,0.95574116,0.47418336,2,7,0,2039.2709,0.55214678,-0.56840872
-2038.8408,0.91812876,0.47418336,1,3,0,2039.0868,0.55419773,-0.60614808
