# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = blr_model
# start_datetime = 2026-08-20 13:53:40 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /home/m0hawk/Documents/apin/stan/data/blr.json
# init = 2 (Default)
# random
#   seed = 20260819
# output
#   file = /home/m0hawk/Documents/apin/stan/runs/march_native/blr/rep0/chain_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = /home/m0hawk/Documents/apin/stan/build/blr__march_native/model.hpp
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2,beta.3,beta.4,beta.5,sigma
# Adaptation terminated
# Step size = 0.107466
# Diagonal elements of inverse mass matrix:
# 1.09015e-05, 1.08321e-05, 1.10488e-05, 1.08191e-05, 1.07573e-05, 0.0049347
-165.82261,0.7585255,0.10746623,3,7,0,167.88378,1.000871,0.99925007,0.99996208,1.0005336,0.99907989,1.0469113
-165.07528,0.9379276,0.10746623,4,23,0,168.48055,1.0002247,1.0000056,0.99981422,1.0002103,0.99891395,1.0867474
-164.99842,0.92712974,0.10746623,3,7,0,167.91081,1.0001896,0.99974336,0.99916664,1.0007253,0.99927343,1.088683
-164.33533,0.96867895,0.10746623,2,3,0,166.34228,1.0000012,0.99988917,0.99877434,1.0001318,0.9998533,1.0889218
-165.52978,0.98622972,0.10746623,5,31,0,167.01947,1.0003121,1.0000501,0.99904109,1.0007113,0.99974985,1.1546003
-164.09641,0.97969019,0.10746623,3,7,0,166.22864,1.0008494,1.0000753,0.99955288,1.0000015,0.99994816,1.1539457
-164.78487,0.92139332,0.10746623,4,15,0,166.00777,1.0012594,0.99996788,0.99916495,1.0003997,1.0004462,1.1149235
-162.67901,0.99994478,0.10746623,3,15,0,165.49161,0.99935267,0.99897621,0.99828894,0.99904929,0.99882693,1.0955113
-162.24273,0.96190656,0.10746623,4,23,0,164.95866,0.99994698,0.99925319,0.99907051,0.99940963,0.99896685,0.97929521
-162.36669,0.97759064,0.10746623,4,15,0,163.41707,1.0000761,0.99918887,0.99882651,0.99922666,0.99903901,0.93582186
-163.66442,0.95865928,0.10746623,5,31,0,164.04751,0.99851416,0.99757643,0.99714898,0.99760327,0.99717755,0.93034965
-162.42495,0.95406961,0.10746623,3,15,0,165.03006,0.9995369,0.99895644,0.99802054,0.998752,0.99812631,0.9672021
-161.99962,0.9761904,0.10746623,3,15,0,163.52206,1.000051,0.99867209,0.99853842,0.9989446,0.99903125,0.99644096
-163.60293,0.9075095,0.10746623,4,31,0,164.82712,0.99835676,0.99773716,0.99693118,0.99707145,0.9976306,1.0146747
-164.1464,0.89805242,0.10746623,2,7,0,166.0578,0.99932969,0.99775303,0.99656875,0.99837721,0.99763343,1.0221329
-162.79037,0.95846967,0.10746623,3,15,0,165.97545,1.0003287,0.99908618,0.99842892,0.99979478,0.99878318,1.0243273
-164.0567,0.85766207,0.10746623,3,7,0,165.6143,1.0006161,0.99909939,0.99827235,0.99934741,0.99832534,1.0569865
-164.37219,0.9926568,0.10746623,3,15,0,165.04429,0.99868287,0.99837192,0.99805838,0.99834789,0.99894143,1.0662091
-162.86821,1,0.10746623,3,15,0,165.06146,1.0005242,0.99905242,0.99832194,0.9996113,0.99879703,1.0334882
-163.37683,0.84504608,0.10746623,3,7,0,165.57062,0.99991263,0.99927172,0.99936391,0.99884806,0.99921699,1.0402684
-164.1281,0.90183147,0.10746623,3,15,0,166.50389,1.0002733,0.99915788,0.9976889,0.99905287,0.99930457,1.0938875
-165.22871,0.94962679,0.10746623,2,7,0,166.04314,1.0002388,0.99931845,0.99774957,0.99878606,0.99958307,1.1017631
-164.67494,0.99451432,0.10746623,3,7,0,166.67244,0.99937052,0.9991166,0.99907398,0.99897103,0.99814951,1.1110103
-164.84706,0.94312798,0.10746623,3,7,0,167.25497,1.0000687,0.99880059,0.99815762,1.0000536,0.99864296,1.1151793
