# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = blr_model
# start_datetime = 2026-08-20 13:53:40 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /home/m0hawk/Documents/apin/stan/data/blr.json
# init = 2 (Default)
# random
#   seed = 20260819
# output
#   file = /home/m0hawk/Documents/apin/stan/runs/march_native/blr/rep0/chain_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = /home/m0hawk/Documents/apin/stan/build/blr__march_native/model.hpp
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2,beta.3,beta.4,beta.5,sigma
# Adaptation terminated
# Step size = 0.105438
# Diagonal elements of inverse mass matrix:
# 1.08331e-05, 1.08925e-05, 1.10585e-05, 1.09356e-05, 1.08244e-05, 0.0057645
-166.64552,0.97069555,0.10543794,3,15,0,171.04036,0.99967447,0.99676721,0.9973749,0.9974384,0.99777825,1.0342707
-167.70358,0.97980159,0.10543794,3,7,0,170.66306,0.99766652,0.9978306,0.99538481,0.99737837,0.99653256,0.97658968
-169.14934,0.831246,0.10543794,3,7,0,171.649,0.99947416,0.99726484,0.99814851,0.9967107,0.9978007,1.0050973
-163.80482,1,0.10543794,3,7,0,170.90681,0.99875101,0.99817255,0.9985393,0.99809786,0.9982167,1.0088083
-162.98767,0.98797376,0.10543794,3,7,0,165.08589,0.99935122,0.99782331,0.9973079,0.99790245,0.99839822,1.0091916
-164.64942,0.88393927,0.10543794,4,23,0,166.05736,0.999682,0.99776305,0.99676994,0.99862359,0.99803814,1.0254115
-163.21593,0.95242244,0.10543794,3,7,0,167.64139,0.99950476,0.99893268,0.99738789,0.9983998,0.9979231,1.060602
-162.21291,0.99363108,0.10543794,4,19,0,166.26528,0.99933783,0.9982806,0.99772447,0.99864253,0.99869595,1.0028057
-169.1053,0.53597157,0.10543794,3,7,0,170.69908,0.99888589,0.99950207,0.99689477,0.99870905,0.99924873,1.0142424
-167.70353,1,0.10543794,3,7,0,170.21642,1.0003974,0.99813337,0.99957611,0.99911823,0.99814392,1.0335475
-165.19199,0.96795489,0.10543794,3,15,0,170.75729,0.99948422,0.99888,0.99675528,0.99846321,0.99876184,1.055193
-164.99806,0.92226898,0.10543794,2,7,0,168.24238,0.99905845,0.99809279,0.9964385,0.99837666,0.99844644,1.0622086
-163.79438,0.99718444,0.10543794,3,7,0,166.01396,0.99925593,0.9979965,0.99797124,0.99834011,0.99905614,1.0451561
-163.69839,0.99991916,0.10543794,5,31,0,166.79865,1.0000832,0.99869104,0.998282,0.99856268,0.99826039,0.92331393
-163.4066,0.98917022,0.10543794,4,23,0,165.3785,0.99912354,0.99795688,0.99737023,0.99769106,0.99727587,0.99383037
-163.94289,0.95723831,0.10543794,4,23,0,165.91469,0.99917712,0.99884822,0.99706977,0.99815192,0.99758827,1.0620839
-163.6108,0.99082585,0.10543794,3,15,0,168.04374,0.99961744,0.99835202,0.99784706,0.99787882,0.99830751,0.93683239
-163.60343,0.83079699,0.10543794,3,7,0,167.00492,1.0005551,0.99933427,0.99928175,0.99912998,0.99925386,0.92973431
-164.2096,0.82180001,0.10543794,3,11,0,166.61505,1.0000549,0.9990084,0.9989598,0.99905806,0.99974014,0.93735617
-168.47848,0.67072806,0.10543794,3,7,0,170.66036,0.99919704,0.99903637,0.99656779,0.99789003,0.99864084,0.94067572
-162.93904,0.97263212,0.10543794,2,7,0,169.54087,0.99933669,0.99830453,0.99792611,0.99880761,0.99874824,0.93432181
-163.87143,0.87075651,0.10543794,2,3,0,164.77698,0.9994147,0.99882663,0.99785273,0.99831928,0.99782915,0.92319743
-166.59063,0.86178486,0.10543794,4,31,0,168.27307,1.0007163,0.99923448,1.0002087,0.99957705,0.99920055,0.92318442
-164.55387,1,0.10543794,2,3,0,167.09032,1.0007887,0.99967822,0.99975245,0.99949647,0.99927779,0.92504762
-163.96596,0.99901607,0.10543794,4,31,0,168.78334,1.0004512,0.99983946,0.99864674,0.99918351,0.99883627,1.1218194
-166.83884,0.86345637,0.10543794,5,31,0,168.2418,0.99943082,0.99775536,0.99781628,0.99764312,0.99704967,0.94142482
-167.604,0.91392112,0.10543794,2,7,0,170.03131,0.99871728,0.99768623,0.99652412,0.99747041,0.99857841,0.93173844
-165.04794,0.99102163,0.10543794,4,23,0,170.52662,0.99844856,0.99738071,0.99598007,0.99716664,0.99778771,1.05543
-162.62423,0.98423199,0.10543794,3,15,0,167.99584,0.99906873,0.99844813,0.99731573,0.99857823,0.99767404,1.026784
-163.64885,0.5988227,0.10543794,2,3,0,168.50288,0.99923325,0.99832344,0.99704081,0.99903947,0.99812611,1.0149944
-162.55548,0.99215836,0.10543794,4,23,0,165.18565,0.99877384,0.99799505,0.9975834,0.99802889,0.99834405,1.0336315
-162.01754,0.99783998,0.10543794,5,31,0,162.95115,0.99916846,0.99840034,0.99773151,0.99842347,0.99817008,1.070125
-163.43628,0.73964302,0.10543794,3,15,0,167.05104,0.99877385,0.99726429,0.99715921,0.9975464,0.9974765,1.1068996
-167.85262,0.66023743,0.10543794,2,3,0,168.62876,0.99740065,0.99745479,0.99763953,0.99836279,0.99771804,1.0959303
-165.85317,0.91866264,0.10543794,3,15,0,172.31729,1.000331,0.99883745,0.99723584,0.99804736,0.99826175,1.063534
-163.71093,0.98181448,0.10543794,3,11,0,173.49542,0.99839595,0.99753212,0.99696505,0.99702076,0.99716259,1.0791877
-164.90341,0.97570748,0.10543794,5,31,0,165.36018,1.0008214,1.000907,1.0001823,1.0001899,0.99997778,1.0740461
-164.04753,0.98807342,0.10543794,3,7,0,166.00157,1.0010725,0.99921805,0.99890464,1.00016,0.99964902,1.0912223
-165.92894,0.95969568,0.10543794,4,15,0,167.31215,0.99718934,0.99746155,0.99606466,0.99700969,0.99709263,0.9984351
-164.39244,0.95443667,0.10543794,3,7,0,168.15111,0.99922576,0.99715035,0.99714312,0.99774007,0.99722116,0.98779433
-162.9395,0.84107676,0.10543794,2,3,0,166.8502,0.99875733,0.99796191,0.99698362,0.9974466,0.99751138,0.98873981
-163.21789,0.40823186,0.10543794,3,7,0,171.24951,0.99909965,0.99778129,0.9973931,0.99814336,0.99724018,1.0173941
-162.871,0.89374465,0.10543794,3,11,0,166.0896,0.99854734,0.99753826,0.99676207,0.99808364,0.99767482,1.020837
-161.99851,0.96615282,0.10543794,4,23,0,163.91184,0.999669,0.99823762,0.99801141,0.99879302,0.99834243,0.99204386
-163.27527,0.86711478,0.10543794,2,3,0,163.79592,0.99980257,0.99824738,0.99755994,0.99910618,0.99868883,0.98555155
-162.69268,1,0.10543794,3,7,0,163.98149,0.99994654,0.99887001,0.99803301,0.99835017,0.99872578,0.98735461
-163.36441,0.67828231,0.10543794,4,23,0,168.12271,1.0006766,0.99942239,0.99883646,0.99898766,0.99918621,1.0939647
-164.41102,0.97235435,0.10543794,3,15,0,166.16216,1.0005219,0.99942128,0.99970712,1.000338,0.99985093,1.1298902
-164.41634,0.99287663,0.10543794,4,31,0,166.13466,1.001435,1.0009593,0.99998076,1.0009176,1.0002136,1.0716307
-167.8291,0.75331501,0.10543794,2,3,0,169.03081,1.0022227,0.9996345,1.0009732,1.0006912,1.0004105,1.0745283
-167.11967,0.93939684,0.10543794,2,3,0,170.08449,1.0014945,0.99937087,1.000737,1.0009178,1.0003818,1.084931
-165.92731,0.99335921,0.10543794,5,31,0,168.99416,1.0014446,1.0007814,1.0010196,1.0003707,1.0002111,1.0703168
-165.58911,0.95811275,0.10543794,4,15,0,168.40153,1.0011356,0.99945464,0.99899036,1.000769,1.0002225,1.0436134
-165.64204,0.63314853,0.10543794,3,7,0,173.07869,1.0001443,0.99852765,0.99961846,1.0001227,0.99922098,1.0542554
-164.31955,0.99205205,0.10543794,3,15,0,170.07314,1.000604,0.99812518,0.99857149,0.99885254,0.99873445,1.0285952
-165.17649,0.89999177,0.10543794,3,7,0,167.87297,0.99859702,0.9985796,0.99701597,0.99716291,0.99776179,1.0358745
-163.93381,0.99304523,0.10543794,3,15,0,166.48224,0.99898941,0.99692644,0.99703902,0.99764175,0.99731921,1.0256954
-162.9109,0.78904407,0.10543794,3,7,0,167.75604,0.99887128,0.99882973,0.99752132,0.99812138,0.99815384,1.0348587
-163.09366,0.95199509,0.10543794,3,15,0,164.68312,0.99922445,0.99743072,0.99730964,0.99821881,0.99776678,1.0633837
-163.64594,0.96622618,0.10543794,3,7,0,164.61454,0.99878169,0.9990171,0.99741759,0.99825739,0.99807191,1.0724832
-162.42669,0.97528379,0.10543794,3,7,0,164.72302,0.99964942,0.99849739,0.99772102,0.99857099,0.99881544,1.0579965
-162.77217,0.95982539,0.10543794,3,15,0,164.56102,0.99859358,0.99785376,0.99724923,0.99796494,0.99731916,1.0671425
-162.97823,0.65482751,0.10543794,3,7,0,168.12998,0.99863336,0.99771617,0.9973399,0.99773903,0.99821501,1.041978
-164.16782,0.79183966,0.10543794,4,23,0,167.8479,1.0005741,0.99941857,0.99892228,0.99935923,0.99851684,1.1180739
-164.09162,0.97620712,0.10543794,4,27,0,166.70167,1.0009752,0.99983281,0.99877746,0.99983916,0.99884444,1.0150194
-164.13933,0.99296721,0.10543794,5,31,0,167.11574,0.99845656,0.99764062,0.99742759,0.99776185,0.99755453,1.1624361
-162.11056,0.98396787,0.10543794,4,31,0,165.19222,0.99884006,0.9983998,0.99766308,0.99824297,0.99789742,1.0209104
-164.59629,0.85636232,0.10543794,2,7,0,165.19035,0.99865023,0.99915386,0.99722156,0.99850546,0.99775507,1.0345643
-162.75573,0.81598897,0.10543794,2,7,0,168.72111,0.99929042,0.99907194,0.99766511,0.99896971,0.99822599,1.0538202
-162.27798,0.95697265,0.10543794,3,15,0,164.07902,0.99926759,0.99876068,0.99849334,0.99856727,0.99845846,1.0364421
-164.96518,0.81797176,0.10543794,3,15,0,166.56632,0.99990374,0.99819695,0.9990369,0.99980797,0.99894858,1.0420983
-162.71941,0.98690023,0.10543794,2,3,0,165.69156,1.000256,0.99926511,0.99831812,0.99875739,0.99916229,1.0300942
-162.33844,0.93306993,0.10543794,4,23,0,164.80819,0.99930863,0.99835094,0.99839227,0.99891504,0.99826233,0.99957882
-163.29929,0.94670569,0.10543794,3,15,0,164.38687,0.9992914,0.99811904,0.9983866,0.99870308,0.99795954,0.9545934
-164.91324,0.79965091,0.10543794,2,7,0,166.08813,0.99913836,0.9987995,0.99799761,0.99808128,0.99911171,0.96600411
-163.99928,0.98886789,0.10543794,3,11,0,166.66428,0.99969752,0.9985557,0.99791221,0.99823636,0.99918918,0.97429634
-164.12746,0.84646808,0.10543794,3,7,0,168.54428,0.99947587,0.99908026,0.99829381,0.99978087,0.99837104,0.97059452
-167.4039,0.63381662,0.10543794,3,15,0,171.70763,0.99932718,0.99838721,0.99744905,0.99705,0.99856184,0.97246519
-163.50009,1,0.10543794,2,7,0,168.77792,0.99871188,0.99757517,0.99705582,0.99836568,0.99788567,0.94984488
-163.24448,0.91988055,0.10543794,5,31,0,166.00349,0.99976183,0.99824866,0.99747307,0.99819656,0.99801969,1.0982756
-166.63529,0.77006262,0.10543794,2,7,0,168.57755,1.0000261,0.99908126,0.99686636,0.99866262,0.99765993,1.0751357
-167.53405,0.95846467,0.10543794,3,15,0,175.02237,0.99670836,0.99591664,0.99624922,0.9963023,0.99662824,1.0592433
-165.60241,0.96013868,0.10543794,2,3,0,168.60324,0.99809526,0.99646256,0.99567134,0.99669099,0.99619437,1.0694497
-165.02431,0.97260453,0.10543794,3,7,0,166.83195,0.99726585,0.99723629,0.99641884,0.99698171,0.99704439,1.0787284
-167.3545,0.62921007,0.10543794,2,3,0,172.56869,0.99755623,0.99689321,0.99710055,0.99610216,0.99653667,1.0683935
-166.09947,0.99809007,0.10543794,5,31,0,170.57678,1.0007888,1.0001071,1.0002773,0.99997287,0.99985398,0.89352086
-167.71659,0.65001834,0.10543794,2,3,0,170.10877,1.0010051,1.0002038,1.0002589,1.0008159,0.99936239,0.90650138
-167.05033,0.98463728,0.10543794,3,7,0,169.35432,1.000654,1.0005548,0.99990937,1.0010062,0.99975439,0.9091095
-166.27792,0.8409645,0.10543794,4,31,0,170.99633,1.0013346,1.0005993,1.0005149,1.0003687,0.99991371,0.91660126
-166.3878,0.77305456,0.10543794,2,3,0,170.03244,1.0010825,1.0000237,0.9994074,1.0005888,1.0005471,0.90164627
