# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = blr_model
# start_datetime = 2026-08-20 13:53:40 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /home/m0hawk/Documents/apin/stan/data/blr.json
# init = 2 (Default)
# random
#   seed = 20260819
# output
#   file = /home/m0hawk/Documents/apin/stan/runs/march_native/blr/rep0/chain_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = /home/m0hawk/Documents/apin/stan/build/blr__march_native/model.hpp
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2,beta.3,beta.4,beta.5,sigma
# Adaptation terminated
# Step size = 0.119999
# Diagonal elements of inverse mass matrix:
# 1.08941e-05, 1.08911e-05, 1.10036e-05, 1.08933e-05, 1.08809e-05, 0.00490226
-163.18632,0.8832516,0.11999902,4,19,0,165.72558,0.99882275,0.99756647,0.99698306,0.99776553,0.99708883,0.99397084
-162.42208,0.98171883,0.11999902,4,15,0,165.59531,0.99934015,0.99874555,0.99790518,0.9987347,0.99886561,0.97118801
-162.44014,0.83637258,0.11999902,2,7,0,164.27401,0.99956201,0.99876109,0.99826376,0.99846365,0.99811615,0.97767705
-164.3296,0.61032628,0.11999902,2,3,0,166.05892,0.99918237,0.99833457,0.99862142,0.9980199,0.99882973,0.97953061
-164.47583,0.87526846,0.11999902,3,15,0,169.33265,1.0005845,0.99944782,0.99800018,0.99996773,0.99874769,1.0279156
-164.01215,0.99829048,0.11999902,3,15,0,166.04149,1.0011879,0.99986894,1.0001308,0.99983173,1.0002337,1.0545596
-162.99878,0.86935953,0.11999902,4,31,0,167.28728,0.99928821,0.99927481,0.99838876,0.99912807,0.99845994,0.96514223
-163.21063,0.72225335,0.11999902,3,7,0,166.05433,1.0002913,0.99874451,0.9978333,0.99891942,0.9988566,0.95584861
-163.36903,0.62964331,0.11999902,4,23,0,167.79043,0.99895252,0.99812563,0.99748356,0.99789585,0.99718701,1.0215321
-162.4871,0.79556688,0.11999902,3,11,0,166.30563,0.99974864,0.99878039,0.99801477,0.99822508,0.99855676,1.0321722
-162.48899,0.99132766,0.11999902,3,11,0,163.20506,0.9990637,0.9979274,0.9978141,0.99869934,0.99808492,1.0483989
-162.45249,0.96167008,0.11999902,4,23,0,164.18474,1.0005229,0.99959439,0.99931434,0.99997427,0.99930131,0.98914729
-163.70078,0.81129237,0.11999902,5,31,0,165.50055,0.99999839,0.99921066,0.99945546,0.99965609,0.99905412,0.93803882
-164.68223,0.93755621,0.11999902,4,15,0,166.45022,0.99865114,0.99822615,0.99817121,0.99786698,0.99811394,0.91852378
-164.35078,0.90798817,0.11999902,4,31,0,167.80363,1.0008031,0.99913345,1.0000644,1.0001113,0.99968524,1.0435864
-163.58662,0.96087153,0.11999902,3,7,0,166.2519,1.0011839,0.999183,0.99924802,0.99991654,0.99947454,1.0430949
-162.32836,1,0.11999902,3,11,0,164.25334,0.99919993,0.99894216,0.99771813,0.99873342,0.99832341,1.049758
-165.87139,0.66357112,0.11999902,4,23,0,167.85395,1.0003818,0.99890621,0.99810798,0.99972774,0.99809262,0.95757185
-166.94501,0.94918055,0.11999902,2,7,0,170.07506,0.99984859,0.99958148,0.99774279,0.99978133,0.9997135,0.94799637
-162.96578,0.99828062,0.11999902,4,23,0,168.76968,0.99833773,0.99731693,0.99704458,0.99749783,0.99727644,1.0677291
-163.6479,0.8534037,0.11999902,4,23,0,169.83718,1.0000938,0.99831886,0.99738666,0.99825877,0.99843519,1.0345065
-162.27727,0.9177853,0.11999902,2,3,0,165.46426,0.99910053,0.9988001,0.99800098,0.99898283,0.9984404,1.0118624
-163.84707,0.9035106,0.11999902,3,7,0,164.16503,0.99910976,0.99810319,0.99887802,0.99868589,0.99852613,1.0398704
-164.22897,0.98221727,0.11999902,3,7,0,165.46627,0.99974816,0.99895812,0.99700608,0.99876204,0.99861528,1.0695877
-169.152,0.49627735,0.11999902,2,3,0,172.09485,0.99948768,0.99785744,0.99647398,0.99929948,0.99893966,1.0869864
-166.95445,1,0.11999902,3,15,0,171.41025,0.99943887,0.99929522,0.99950865,0.99825707,0.99841697,1.0169412
-164.82935,0.88567167,0.11999902,3,15,0,170.8887,1.000509,0.99929325,0.99787403,0.9998172,0.9996615,1.0570011
-164.85328,0.99664557,0.11999902,3,15,0,166.6233,0.99980207,0.99924009,0.99977152,0.99929264,0.99881851,1.1104888
-164.94203,0.93147304,0.11999902,3,15,0,168.99739,1.0004637,0.99823766,0.99777315,0.99899544,0.99928918,1.0589095
-164.12343,0.99457044,0.11999902,3,7,0,166.22084,1.0006512,0.99949033,0.99842169,1.0001031,0.99985654,1.0700654
-164.08203,0.90404057,0.11999902,3,7,0,166.53366,1.0002608,0.99938214,0.99910447,1.0004891,0.99947373,1.0749191
-164.87866,0.84674034,0.11999902,3,15,0,172.7764,0.99934555,0.99950653,0.99797237,0.99978627,0.99921369,1.0675481
-164.91616,0.98799968,0.11999902,3,15,0,167.67291,0.99951401,0.99781086,0.99803396,0.99732429,0.99789864,1.0443932
-163.22878,1,0.11999902,3,7,0,165.94251,0.99869885,0.99831394,0.99784209,0.99818542,0.99859348,1.0540181
-163.64572,0.90264599,0.11999902,3,7,0,165.40886,0.99995557,0.99783126,0.9977374,0.99844919,0.99792755,1.0375695
-162.60101,0.90682189,0.11999902,3,15,0,166.29793,0.99991636,0.99970361,0.99887839,0.99969847,0.99898183,1.036265
-162.67187,0.93884612,0.11999902,2,3,0,163.67851,1.0000622,0.99950057,0.99889017,1.0000062,0.9991009,1.0259112
-164.72813,0.67108003,0.11999902,2,3,0,166.32094,0.99969755,1.0003372,0.99898814,0.99959141,0.99903048,1.021624
-165.12518,0.75281326,0.11999902,2,7,0,167.99631,1.0002619,0.9993668,0.99876691,0.99963815,1.0003332,1.0151534
-168.07606,0.843632,0.11999902,2,3,0,169.84019,1.0003928,0.99870759,0.99845412,1.0002757,1.000267,1.0179613
-166.08523,1,0.11999902,4,27,0,171.91686,1.000032,0.99987614,0.99973474,1.0000098,0.99902892,1.195699
-168.37318,0.73842646,0.11999902,4,31,0,174.71083,0.99877327,0.99762286,0.99540019,0.9965841,0.99710905,1.0296626
-168.56184,0.8485527,0.11999902,3,7,0,172.98629,0.99787931,0.99638623,0.99781324,0.99800233,0.99730023,1.021561
-165.14385,0.97020507,0.11999902,3,7,0,170.39232,0.99940961,0.9984192,0.99675359,0.99739924,0.9977862,1.0197038
-163.80343,0.95225768,0.11999902,2,7,0,167.90054,0.99937478,0.99795881,0.99811786,0.99931101,0.99858078,1.0130199
-162.95351,0.855689,0.11999902,2,7,0,166.8424,0.99982153,0.99820827,0.99856193,0.99841788,0.99886171,1.0029684
-162.91222,0.58724168,0.11999902,2,3,0,168.31621,0.99911155,0.99920336,0.99802635,0.99882044,0.99820099,1.0086287
-162.29136,0.83558246,0.11999902,3,15,0,166.27156,0.99979305,0.99871052,0.9976663,0.99890978,0.99865434,0.97735116
-162.4922,0.91402891,0.11999902,4,19,0,164.7236,0.99889607,0.99869223,0.997604,0.99853106,0.99808991,1.0607339
-165.06461,0.79442553,0.11999902,3,11,0,166.14482,0.99852784,0.9972262,0.99733499,0.99861656,0.99744322,1.1020988
-165.85601,0.96689881,0.11999902,3,15,0,166.55917,0.99858012,0.99801452,0.99663575,0.99666678,0.99764881,1.0681511
-165.5152,0.93202531,0.11999902,3,15,0,167.87117,1.0000123,0.99919195,0.99816282,0.9978835,0.99877259,1.1177518
-165.67994,0.98973936,0.11999902,3,7,0,166.36249,1.0008028,0.99996923,0.99857453,0.99869338,0.9994985,1.0750691
-165.93207,0.99040392,0.11999902,3,7,0,167.81117,0.99996477,0.99854846,0.99949684,1.0001769,0.99892792,1.0572362
-164.22319,0.98727917,0.11999902,3,15,0,167.10816,1.0008311,0.99957405,0.99972812,0.99910008,0.9997335,1.0570405
-164.00994,0.9957003,0.11999902,3,15,0,164.80461,0.99976439,0.99931889,0.99816727,1.0000537,0.99911961,1.0573289
-163.64739,0.99445814,0.11999902,4,23,0,165.76526,1.0007343,0.99994161,0.99910333,0.99923973,0.99925411,1.0896071
-166.22539,0.64447986,0.11999902,3,7,0,169.39074,1.0002409,0.99954175,0.9992243,1.0007769,1.0002329,1.096139
-163.54622,1,0.11999902,2,3,0,166.28109,1.0008716,1.0002075,0.99957245,1.0003645,0.99962966,1.105136
-163.79018,0.61465451,0.11999902,3,11,0,170.36726,0.99843582,0.99839838,0.99774975,0.99861232,0.99844099,1.0053841
-167.72821,0.62188679,0.11999902,3,15,0,175.00896,1.0002789,0.99760941,0.99849822,0.99802745,0.99807978,0.94419208
-168.31441,0.99691382,0.11999902,3,7,0,170.25014,0.9974406,0.99804385,0.99605039,0.99792745,0.99743247,0.94743534
-163.29985,1,0.11999902,3,7,0,169.65804,0.99874042,0.99807778,0.99798344,0.99839708,0.99865412,1.0266334
-163.47567,0.99859558,0.11999902,4,23,0,164.97928,0.99945835,0.99862876,0.99856477,0.99900315,0.99914853,1.1202352
-163.60721,0.9505488,0.11999902,4,27,0,166.05967,1.0006477,0.99983263,0.99849002,0.99967529,0.99886921,0.97777858
-163.4248,0.93715271,0.11999902,3,11,0,166.03843,0.99963591,0.99817948,0.99861312,0.99867529,0.99914964,0.99636378
-162.50043,0.85797417,0.11999902,3,7,0,166.75491,1.0007433,0.99913533,0.99902327,0.99945748,0.99937725,1.0346572
-162.32061,0.54629295,0.11999902,3,7,0,168.83492,0.999617,0.9983783,0.99844877,0.9989818,0.99884038,1.0565032
-163.82998,0.69936071,0.11999902,3,11,0,169.58001,1.000902,1.0001467,0.99942435,0.99968898,0.99944877,1.117679
-162.35881,0.87560945,0.11999902,3,15,0,165.62218,0.99911922,0.99828379,0.99765345,0.99793755,0.99803684,1.0666051
-163.36714,0.93545264,0.11999902,4,23,0,163.96196,1.0001622,0.99988842,0.99882027,0.99927884,0.99954622,0.95969558
-163.24498,0.65528247,0.11999902,2,7,0,167.76893,0.99991975,0.99894696,0.99864314,0.99953897,0.99841779,0.95075104
-164.98926,0.93448733,0.11999902,4,15,0,166.48653,0.9975432,0.99678907,0.99640157,0.99750598,0.99715697,0.98920541
-165.35057,0.86635452,0.11999902,3,15,0,167.6043,0.99871534,0.99769988,0.99747878,0.99864668,0.99875898,0.96994401
-167.76555,0.96720167,0.11999902,3,7,0,169.41725,0.99731917,0.99771853,0.99588103,0.99732849,0.99761908,0.98673464
-165.31184,0.8690632,0.11999902,2,3,0,172.52989,0.9975375,0.99694467,0.99706656,0.99684247,0.99690512,0.98597948
-163.91691,0.93161679,0.11999902,2,3,0,166.3841,0.99834576,0.99714301,0.99606376,0.99733055,0.99702732,0.98295437
-162.47914,0.97245915,0.11999902,4,15,0,164.77734,0.99851314,0.99790735,0.99746503,0.99822563,0.99791375,1.0239652
-164.72448,0.70493887,0.11999902,5,31,0,168.08155,1.0008063,1.0001198,0.99894318,1.0003254,1.0001875,0.94150161
-163.26178,0.99650791,0.11999902,4,15,0,165.57196,0.99942504,0.99844932,0.99766745,0.99821011,0.99778996,0.9286836
-164.1122,0.72920374,0.11999902,4,23,0,169.15529,0.99952685,0.9986648,0.9971795,0.99805068,0.99766823,1.0978235
-166.76661,0.81607494,0.11999902,3,15,0,168.6136,0.99939197,0.99861843,0.99697758,0.99896498,0.9993782,1.0866381
-164.79805,1,0.11999902,3,7,0,167.55439,0.99936585,0.99895426,0.99687777,0.99880442,0.99867592,1.0880728
-165.59479,0.98313822,0.11999902,3,7,0,166.23014,0.99980157,0.99819039,0.99938827,0.99885697,0.99821981,1.0970991
-164.36788,0.87179846,0.11999902,3,7,0,169.44995,1.0001916,0.99834798,0.99732332,0.99815014,0.99819257,1.0356985
-164.58719,0.98692364,0.11999902,3,7,0,166.01328,0.99806851,0.99817437,0.9978908,0.99837703,0.99807423,1.0508456
-164.84513,0.89356906,0.11999902,3,7,0,168.03604,0.99953211,0.99761857,0.99711219,0.99725232,0.99758061,1.0292148
-166.36313,0.93271506,0.11999902,3,15,0,168.30464,0.9995499,0.99689074,0.99674874,0.99720585,0.99761651,1.0370401
-165.52798,0.99523636,0.11999902,3,11,0,168.02908,1.001507,0.99907807,0.99921795,0.99967028,1.0001374,1.0225518
-169.6065,0.89608894,0.11999902,4,19,0,170.34143,0.99967622,0.99648131,0.99727287,0.99790651,0.99779413,0.93437081
-165.68137,1,0.11999902,2,3,0,171.47425,0.9984224,0.99842604,0.99702508,0.99796565,0.99851261,0.94049538
-167.32107,0.99335142,0.11999902,5,31,0,168.69689,1.0006228,0.99979425,0.99947211,1.0002779,0.99856364,1.2078956
-167.72181,0.98036624,0.11999902,4,31,0,169.89713,1.0017334,1.0010201,1.0006818,1.0015261,0.99972903,1.1060319
-166.85483,0.86804483,0.11999902,2,3,0,170.93775,1.0016727,1.0014924,1.0006762,1.0010133,1.0014347,1.101986
-162.79422,0.58382128,0.11999902,3,11,0,177.14806,0.99976122,0.99834929,0.9982923,0.99866308,0.99878797,1.1086821
-162.26357,0.82693975,0.11999902,4,23,0,165.6791,0.99999173,0.99865243,0.99827166,0.99876716,0.99895421,0.96198994
-162.44805,0.89629337,0.11999902,4,31,0,163.81437,1.0004089,0.999191,0.99888942,0.99929325,0.99871967,1.0339266
-163.56847,0.68588172,0.11999902,2,3,0,166.37238,1.0003951,0.99914503,0.99844761,0.99930405,0.99983259,1.052077
-162.92173,0.95261569,0.11999902,3,15,0,165.18095,1.0006577,0.99958643,0.99908356,0.9998523,0.99890505,1.0303333
-165.04699,0.82622337,0.11999902,2,7,0,166.37167,1.0000513,0.99966152,1.0000443,1.0003784,0.99948727,1.0231186
-164.47398,0.97242859,0.11999902,3,15,0,167.2934,0.99837746,0.99758703,0.99820734,0.9979973,0.99755548,1.0311963
-165.43068,0.8479048,0.11999902,2,3,0,168.16661,0.99820497,0.99695937,0.99794085,0.99747314,0.9972839,1.0342703
-163.48389,0.98372341,0.11999902,2,3,0,166.10917,0.99827386,0.99696305,0.99718874,0.99744396,0.99741988,1.0426476
-164.05075,0.97321394,0.11999902,3,7,0,164.54548,0.99818185,0.99788353,0.99619236,0.99733107,0.99702261,1.0333513
-163.83085,0.70657132,0.11999902,2,3,0,168.22168,0.99779814,0.99745818,0.9968132,0.99779508,0.99707197,1.0232815
-162.64525,0.99530655,0.11999902,3,11,0,165.25247,1.000088,0.99851028,0.99823693,0.99913018,0.99919791,1.0090943
-165.86622,0.91933725,0.11999902,4,15,0,167.08983,0.99782104,0.99733136,0.99626623,0.99665174,0.99623667,1.1281493
-163.43885,0.80406091,0.11999902,5,31,0,170.62968,0.99840192,0.99804544,0.99766969,0.99822935,0.99834519,1.0095886
-163.18754,0.99537178,0.11999902,2,3,0,164.88051,0.99929575,0.99794312,0.99764581,0.99798881,0.99740018,1.0080917
-162.56518,0.91707971,0.11999902,3,15,0,166.67902,1.0000915,0.99941785,0.99857467,0.99911245,0.99873118,0.94938742
-162.76668,0.99361163,0.11999902,4,15,0,163.36945,0.99992585,0.99917864,0.99841173,0.99930815,0.99875571,0.91753458
-163.7797,0.69225919,0.11999902,3,15,0,166.74845,1.0009774,0.99943628,0.99919821,0.99910198,0.9992396,0.99181146
-165.59821,0.68511048,0.11999902,4,15,0,169.85709,0.99785252,0.99615963,0.99661554,0.99698365,0.99655604,1.0996131
-169.58818,0.96399044,0.11999902,4,15,0,170.86502,0.99625433,0.99607497,0.99423316,0.99620012,0.99551627,1.1590966
-163.80629,0.99041465,0.11999902,4,15,0,171.39111,0.99917156,0.99754162,0.99705664,0.99809226,0.9983714,1.0910753
-164.37758,0.92099609,0.11999902,3,15,0,165.71315,0.99869464,0.99856335,0.9984637,0.99913268,0.99864413,1.0677628
-164.56351,0.99529551,0.11999902,3,7,0,166.05355,0.99822155,0.99820036,0.99768664,0.99867074,0.9981916,1.0908991
-164.64709,0.66814499,0.11999902,2,3,0,169.39234,0.99935595,0.99837661,0.99749183,0.99876971,0.99725948,1.0889894
-165.94764,0.97293618,0.11999902,3,7,0,167.93246,0.99878118,0.99771736,0.99774152,0.99744038,0.99876196,1.1275257
-164.51787,0.98800186,0.11999902,3,15,0,168.29069,0.99915921,0.99829026,0.9982659,0.99869712,0.99739862,1.0860727
-164.31373,0.91930663,0.11999902,2,3,0,166.81961,0.99841062,0.9986738,0.99802499,0.99870646,0.9979026,1.0841834
-166.56093,0.73980956,0.11999902,4,19,0,172.53854,0.99942529,0.99886587,0.99873424,1.0000358,0.99912989,0.91279733
-167.16814,0.75332158,0.11999902,3,7,0,172.30167,1.0004201,0.99964096,0.99811666,0.99854391,0.9984995,0.90400655
-166.88075,1,0.11999902,2,7,0,168.87004,0.99986881,0.99863985,0.99941992,0.99968631,0.99961205,0.89956173
-167.44704,0.89870438,0.11999902,2,3,0,170.13533,1.0004367,0.9998361,0.99781505,0.99905133,0.99910803,0.88463743
-165.68473,1,0.11999902,2,3,0,167.99534,0.99952647,0.99841404,0.99913948,0.9994097,0.99883323,0.90755574
-164.97579,1,0.11999902,4,15,0,167.81363,1.0007239,1.0000515,0.99830635,0.99924942,0.9992855,0.95240687
-164.84165,0.79584455,0.11999902,5,31,0,170.42528,0.99844532,0.99747485,0.99711641,0.9966848,0.99710061,1.0145114
-163.55002,0.95293666,0.11999902,4,31,0,167.52628,0.9983216,0.99761408,0.99693143,0.99719944,0.99769663,1.081908
-164.91276,0.78324177,0.11999902,2,3,0,166.54654,0.9978786,0.99703911,0.99666371,0.99787188,0.99666423,1.0804987
-167.6346,0.6534115,0.11999902,2,3,0,169.0906,0.99749745,0.99651379,0.99677586,0.99700826,0.99794313,1.0817212
-163.34699,0.99215748,0.11999902,3,15,0,169.11532,0.99947441,0.99872669,0.99726007,0.99845059,0.99767391,1.0384011
-162.50162,0.98409163,0.11999902,4,27,0,164.46952,1.0003984,0.99912718,0.99840584,0.99910914,0.99880054,1.0722959
-162.89509,0.84135877,0.11999902,3,7,0,165.16047,1.0004384,1.0000613,0.99868405,0.99976018,0.99940515,1.0437856
-163.03854,0.93084744,0.11999902,3,15,0,165.56161,0.99845474,0.99730246,0.9967137,0.99721434,0.99713728,1.0332644
-163.66934,0.80382462,0.11999902,3,15,0,167.49515,0.99868888,0.99837431,0.99753621,0.99826705,0.99863429,0.96855136
-162.71729,0.77497501,0.11999902,4,23,0,168.01749,0.99886219,0.99845262,0.99794635,0.99813003,0.99806412,1.081719
-162.3495,0.9364897,0.11999902,3,15,0,164.21729,0.99990112,0.99836972,0.99772667,0.99857533,0.99835547,1.0463618
-162.71875,0.99671262,0.11999902,3,15,0,164.39561,0.9991258,0.99861926,0.9983151,0.99856663,0.99855504,1.09402
-163.41855,0.98555446,0.11999902,3,15,0,164.11331,0.99954634,0.99868615,0.99774609,0.99843413,0.998658,1.1437246
-162.7542,0.92543622,0.11999902,5,31,0,165.09983,1.0004385,0.99929803,0.99943798,0.99962275,0.99910027,1.0624983
-162.96794,0.8099731,0.11999902,3,15,0,165.57987,0.99959463,0.99951926,0.99792406,0.99912338,0.99880692,1.0528713
-162.13213,0.87991655,0.11999902,2,7,0,164.7675,0.99933934,0.99815541,0.99809575,0.99860692,0.99826014,1.0622927
-163.15285,0.8968495,0.11999902,2,7,0,163.38732,0.99889867,0.99857471,0.99818179,0.99817788,0.99856891,1.0686974
-161.80861,0.98398232,0.11999902,4,23,0,163.72854,0.99947991,0.99882678,0.99824137,0.99875381,0.99875996,0.99097894
