# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = blr_model
# start_datetime = 2026-08-20 13:54:50 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /home/m0hawk/Documents/apin/stan/data/blr.json
# init = 2 (Default)
# random
#   seed = 20261819
# output
#   file = /home/m0hawk/Documents/apin/stan/runs/march_native/blr/rep1/chain_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = /home/m0hawk/Documents/apin/stan/build/blr__march_native/model.hpp
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2,beta.3,beta.4,beta.5,sigma
# Adaptation terminated
# Step size = 0.119863
# Diagonal elements of inverse mass matrix:
# 1.08172e-05, 1.08661e-05, 1.10136e-05, 1.08315e-05, 1.08156e-05, 0.00463854
-161.78284,0.99357051,0.11986285,5,31,0,165.69541,0.99989364,0.99909187,0.99842199,0.99909507,0.99858955,1.0150768
-162.93946,0.5464362,0.11986285,3,15,0,169.97143,0.99865496,0.99755906,0.9966538,0.99800369,0.99769549,0.99900258
-163.07414,0.82369794,0.11986285,4,23,0,165.22425,0.99858577,0.99819619,0.99740442,0.99872164,0.99793982,1.0380287
-163.93504,0.77262667,0.11986285,3,15,0,168.06773,1.0004953,0.99994828,1.0001236,1.0002437,0.99994926,0.99084587
-163.11775,0.92953522,0.11986285,2,3,0,165.01122,1.0004593,0.9996841,0.99948922,1.000346,0.99957031,0.99350273
-162.94664,0.69136078,0.11986285,2,3,0,166.82346,1.0005572,1.0002107,0.99904903,0.99975098,0.99947256,0.99637188
-164.60129,0.78562126,0.11986285,3,7,0,165.44286,1.0002581,0.99889944,0.99921162,1.0000798,0.99995202,1.0156054
-163.4424,0.95976935,0.11986285,3,11,0,167.70103,0.99938707,0.99854874,0.99730601,0.99816764,0.99751347,0.99449614
-163.5495,0.99123052,0.11986285,4,31,0,165.24751,0.99995388,0.99843145,0.99838979,0.99842542,0.99836571,1.1306661
-164.67463,0.87244217,0.11986285,2,7,0,166.5891,0.99909825,0.99761849,0.99728683,0.99842769,0.99849472,1.1540921
-163.66998,0.96500933,0.11986285,3,15,0,166.10949,0.99886668,0.99864249,0.99770329,0.99792608,0.9977696,1.1142568
-164.16404,0.93685712,0.11986285,3,7,0,165.21082,0.99855341,0.99818707,0.99750245,0.99827391,0.99719523,1.1145287
-163.37777,1,0.11986285,2,7,0,164.68205,0.99881296,0.99817492,0.99762825,0.99846878,0.9975295,1.1101844
-162.76988,0.99560762,0.11986285,4,31,0,164.97232,0.99856976,0.99760054,0.99708666,0.99734341,0.9974913,1.041316
-162.76988,0.61428646,0.11986285,2,3,0,167.94457,0.99856976,0.99760054,0.99708666,0.99734341,0.9974913,1.041316
-163.66035,0.62172509,0.11986285,4,23,0,168.2723,0.99952868,0.99841022,0.99846802,0.9988042,0.99799696,1.1286692
-164.5035,0.60461685,0.11986285,3,7,0,172.07248,1.0005303,0.99919491,0.99933915,1.0002203,0.99944728,1.1541282
-164.12021,0.74860037,0.11986285,2,3,0,168.42828,1.0005045,1.0000299,0.99923068,0.99935158,0.9994526,1.1419595
-164.59269,0.90034993,0.11986285,3,15,0,169.96241,0.99792265,0.99715687,0.99638402,0.99775581,0.99768375,1.0679211
-163.23708,0.98005237,0.11986285,2,3,0,164.76075,0.99802556,0.99740095,0.99659318,0.99747452,0.99721887,1.0701777
-165.91811,0.78250325,0.11986285,3,7,0,166.49327,0.99808085,0.99684815,0.99553985,0.99768077,0.99709353,1.0805424
-165.24091,0.98515476,0.11986285,4,15,0,167.82109,1.0001593,0.99902868,0.99774135,0.99993622,0.99912584,1.1336574
-168.02008,0.69889709,0.11986285,3,15,0,173.19122,0.99954844,0.99971511,0.99749798,0.99778059,0.99832885,1.1625381
-167.28624,0.96837358,0.11986285,3,15,0,171.78229,0.99880575,0.99724516,0.9970406,0.99916146,0.99817553,1.1169349
-163.24202,1,0.11986285,2,3,0,167.55579,0.99924249,0.99781747,0.99730248,0.99825253,0.99833157,1.1116434
-164.77607,0.68211379,0.11986285,2,7,0,168.52058,0.9985122,0.99828131,0.99813335,0.99818879,0.99873332,1.1033584
-164.42118,0.98068307,0.11986285,3,15,0,166.933,1.0006135,0.99923397,0.99810068,1.0001369,0.99924503,1.0628668
-164.33581,1,0.11986285,3,7,0,165.57913,1.0000685,0.99951096,0.99977924,0.99914663,0.99901632,1.0839362
-164.22849,0.95435206,0.11986285,3,15,0,166.78823,1.000557,0.99898243,0.99791264,0.99985834,0.99906723,1.033365
-162.91589,0.99789917,0.11986285,3,11,0,164.97855,0.99940134,0.99762653,0.99766679,0.99858775,0.99805985,1.0078005
-163.0242,0.97078216,0.11986285,3,15,0,165.94764,0.99853713,0.99829331,0.99719604,0.99789051,0.99756807,1.081519
-163.56996,0.96390832,0.11986285,4,23,0,165.77632,0.99808433,0.99795232,0.99673915,0.99755415,0.99730442,0.97533959
-161.88864,0.97244642,0.11986285,4,15,0,164.37509,0.99946975,0.99882172,0.99847097,0.99892195,0.99848296,1.0269758
-161.88864,0.80533252,0.11986285,2,3,0,163.99621,0.99946975,0.99882172,0.99847097,0.99892195,0.99848296,1.0269758
-165.29788,0.41129729,0.11986285,2,3,0,168.50941,1.0005453,0.99884108,0.99862651,0.99808706,0.99878002,1.0214515
-162.77044,0.95017597,0.11986285,3,15,0,169.14541,0.99983286,0.99913772,0.99840111,0.99890875,0.99942888,1.0072539
-163.25214,0.96511654,0.11986285,3,15,0,165.46126,1.0001136,0.99896262,0.99877955,0.99950223,0.99843584,0.95859604
-163.35727,0.93436901,0.11986285,3,15,0,165.53664,0.99915384,0.99905689,0.99782384,0.99836803,0.99780374,1.0067265
-167.13449,0.76768391,0.11986285,3,15,0,169.48325,0.99894478,0.99842316,0.9966048,0.99946541,0.99797608,1.0329104
-163.46061,0.92528122,0.11986285,3,7,0,170.01282,0.99956486,0.99811446,0.99708924,0.9985683,0.99835772,1.0941001
