# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = logmesquite_logvash_model
# start_datetime = 2026-08-20 13:53:49 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /home/m0hawk/Documents/apin/stan/data/logmesquite_logvash.json
# init = 2 (Default)
# random
#   seed = 20260819
# output
#   file = /home/m0hawk/Documents/apin/stan/runs/march_native/logmesquite_logvash/rep0/chain_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = /home/m0hawk/Documents/apin/stan/build/logmesquite_logvash__march_native/model.hpp
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,sigma
# Adaptation terminated
# Step size = 0.0694917
# Diagonal elements of inverse mass matrix:
# 0.0237615, 0.0729852, 0.0814606, 0.0460803, 0.101415, 0.0146669, 0.01284
28.825427,0.96521747,0.069491742,6,63,0,-25.619355,5.4104124,0.57751724,0.24741216,-0.46658272,0.358598,-0.69001985,0.31217388
26.726419,0.95682499,0.069491742,5,31,0,-25.466036,5.5353291,0.55840404,0.15035017,-0.60893326,0.16596517,-0.48982869,0.28244437
26.797414,0.94344783,0.069491742,6,63,0,-24.164716,5.1648758,0.15549316,0.63959693,-0.13167647,0.74371038,-0.62959407,0.39279325
26.656332,0.91656871,0.069491742,2,3,0,-25.446086,5.1658856,0.17495712,0.66145488,-0.12754729,0.75865854,-0.62784697,0.39448394
28.884559,0.96392245,0.069491742,5,63,0,-23.441479,5.2306346,0.17469614,0.56320332,-0.16657378,0.76795366,-0.50982793,0.32432563
28.292985,0.99627223,0.069491742,5,31,0,-27.181796,5.2019301,0.1174887,0.6768008,-0.37436751,0.60741076,-0.400723,0.28744058
23.765099,0.85513244,0.069491742,4,15,0,-22.414291,5.2303242,0.063875429,0.75405583,-0.44603869,0.54181607,-0.28471099,0.27673592
29.477782,0.9471426,0.069491742,5,31,0,-20.971412,5.2383823,0.32316937,0.48487584,-0.21190431,0.37454626,-0.44273471,0.29248058
29.014304,0.98322651,0.069491742,6,63,0,-27.03154,5.233279,0.07584149,0.74024814,-0.23558478,0.6303792,-0.56916678,0.3333096
26.535041,0.98434295,0.069491742,6,95,0,-24.03724,5.3156793,0.42312169,0.26925703,-0.2534022,0.73522809,-0.61058615,0.39884342
27.165234,0.99770278,0.069491742,5,63,0,-24.499641,5.222961,0.52865263,0.20490842,-0.074669044,0.60190072,-0.5828304,0.37006228
25.607165,0.99204945,0.069491742,6,63,0,-21.656767,5.6159567,0.85967076,-0.034549513,-0.51902113,-0.37831389,-0.55777781,0.31722708
26.883064,0.97132469,0.069491742,5,31,0,-23.272088,5.5614057,0.81149373,-0.094788009,-0.69889054,0.13075727,-0.58015333,0.34990478
26.684229,0.99687122,0.069491742,6,63,0,-25.390432,5.665262,0.80474538,0.00040100587,-0.57158792,-0.13990641,-0.61877287,0.33310978
28.624218,0.9853993,0.069491742,6,95,0,-23.903418,5.2671567,0.27788407,0.41858109,-0.23230735,0.80966041,-0.5114179,0.32948408
24.543141,0.99232881,0.069491742,5,63,0,-22.93701,5.1087936,-0.068619251,0.88939403,-0.26855967,0.575225,-0.29152911,0.42537344
28.18626,0.99971791,0.069491742,5,63,0,-23.588413,5.1972179,0.43915052,0.35923986,-0.16517792,0.57965227,-0.57404762,0.27767323
28.267646,0.97907428,0.069491742,5,31,0,-26.135216,5.393099,0.30539601,0.53969684,-0.41098546,0.15365323,-0.52025883,0.3035741
29.697403,0.94875989,0.069491742,5,31,0,-25.420605,5.3592629,0.38064423,0.40254531,-0.44337284,0.38223172,-0.5236582,0.33426987
26.921259,0.87121316,0.069491742,6,63,0,-24.685614,5.0727486,0.44516424,0.46149033,-0.058429406,0.27551889,-0.38368695,0.36266291
24.799111,0.95723424,0.069491742,5,31,0,-22.925735,5.0474522,0.37207959,0.43181168,0.12222455,0.49533542,-0.26361267,0.38849108
26.514909,0.98448669,0.069491742,6,63,0,-21.296974,5.6103365,0.78336828,0.013477389,-0.5218028,0.14113048,-0.76287645,0.29669049
28.305004,0.99924175,0.069491742,6,63,0,-24.997729,5.3884235,0.60773286,0.19194215,-0.28121658,0.15855312,-0.54258894,0.37580768
24.00932,0.98302765,0.069491742,5,31,0,-18.92844,5.0308638,0.74662716,0.17772768,0.065720901,0.2482015,-0.53111048,0.32047223
26.234858,0.99376801,0.069491742,6,95,0,-21.232226,5.5815219,0.69567984,0.15364951,-0.76505094,0.018799392,-0.63152322,0.37168552
26.072925,0.99671448,0.069491742,6,63,0,-24.644698,5.6690554,0.59344896,0.17618146,-0.71279986,0.077315039,-0.5804405,0.3772456
27.813299,0.99620447,0.069491742,6,63,0,-23.412137,5.4606729,0.82421817,0.036542436,-0.31773125,0.019817371,-0.69087639,0.30040219
26.681381,0.99150007,0.069491742,6,63,0,-25.284364,5.551323,0.9241672,-0.24707616,-0.55948461,0.11008896,-0.53126602,0.32190544
28.035137,0.99521222,0.069491742,6,63,0,-23.231206,5.3702382,0.60426148,0.29820786,-0.33740339,-0.06172019,-0.63760562,0.31344251
25.021552,0.91681199,0.069491742,5,31,0,-22.126895,5.3703474,0.73332497,-0.099850208,-0.43186493,0.40741107,-0.42792326,0.30868268
24.751667,0.98736394,0.069491742,5,31,0,-17.898792,5.425197,0.68710772,0.27431362,-0.35136156,-0.19226157,-0.77557429,0.29281894
26.443622,0.96083,0.069491742,6,63,0,-21.468736,5.5298368,0.64314961,0.0055781806,-0.7203908,0.39610618,-0.43816528,0.34508741
25.30723,0.99136981,0.069491742,6,63,0,-22.83295,5.0925709,0.19136016,0.7546238,-0.057462894,0.37280554,-0.62371512,0.26986385
27.040452,0.92616602,0.069491742,5,31,0,-22.044792,5.2034758,0.17903723,0.54049101,-0.39524187,0.92101262,-0.41606542,0.29881632
26.588618,0.92097641,0.069491742,6,63,0,-24.288308,5.0851368,0.19703609,0.80266287,-0.0079188126,0.36766176,-0.56817189,0.34435072
26.37654,0.99447202,0.069491742,6,63,0,-24.87278,5.224383,0.20752696,0.51724531,-0.32599416,0.80301138,-0.31763032,0.34723717
29.267712,0.89560103,0.069491742,6,95,0,-23.992745,5.3918561,0.62953946,0.13366081,-0.38534083,0.35166645,-0.59381984,0.34098101
28.884325,0.96929807,0.069491742,6,63,0,-24.247281,5.1160824,0.20001693,0.66314139,-0.11192269,0.45165337,-0.4884033,0.34261081
28.728816,0.9957697,0.069491742,6,63,0,-26.100447,5.4153465,0.41077044,0.38849827,-0.37904781,0.3677621,-0.70437733,0.31538833
27.267292,0.99074269,0.069491742,6,63,0,-22.37321,5.2903971,0.61007292,0.28416552,-0.31445628,0.12285557,-0.6521347,0.2836991
23.468821,0.94558122,0.069491742,4,15,0,-21.842977,5.5353178,0.61092339,0.13434171,-0.21772221,0.28388125,-0.65646166,0.29014788
22.251072,0.98944633,0.069491742,4,31,0,-17.537596,5.3939156,0.75398591,-0.060385961,-0.66091258,0.72422961,-0.59424407,0.32922147
25.96804,0.99992442,0.069491742,5,63,0,-19.782411,5.3869886,0.76910297,-0.074235034,-0.50219435,0.56036983,-0.59754906,0.35261876
27.324941,0.85292746,0.069491742,6,79,0,-22.748176,5.2565903,0.23314951,0.71828362,-0.42290009,0.24268174,-0.54706466,0.3132873
26.939696,0.9896043,0.069491742,6,95,0,-23.563187,5.4030412,0.84220322,-0.12405402,-0.40240162,0.30502849,-0.61360042,0.35340676
26.882893,0.90055356,0.069491742,6,63,0,-21.651797,5.2662841,0.61138794,0.38897227,-0.22365635,-0.061816736,-0.58003943,0.33490527
27.794432,1,0.069491742,5,31,0,-24.346286,5.2849861,0.33706807,0.35980095,-0.15790042,0.66896547,-0.50295598,0.36749242
26.902525,0.94072673,0.069491742,6,95,0,-24.319652,5.3228434,0.51504993,0.2173408,-0.27315329,0.33107535,-0.51321523,0.39833677
29.447649,0.90312853,0.069491742,5,63,0,-20.582267,5.3780044,0.32651941,0.48223115,-0.43044205,0.43425157,-0.59330235,0.34146343
26.008806,0.89952164,0.069491742,5,31,0,-25.230738,5.3495982,0.48169546,0.10042455,-0.43044381,0.7586052,-0.45780347,0.35625572
26.150478,0.99873131,0.069491742,5,31,0,-21.870838,5.5038544,0.45726514,0.1634759,-0.45638461,0.61590386,-0.61793222,0.39076375
26.421755,0.99566375,0.069491742,5,31,0,-24.226381,5.278996,0.58255548,0.27429212,-0.47350914,0.39651637,-0.63189949,0.36985367
26.075971,0.99872063,0.069491742,6,63,0,-24.588973,5.3448485,0.17984837,0.54250476,-0.21136596,0.4437743,-0.39298043,0.29644122
25.270171,0.9612116,0.069491742,6,63,0,-20.288385,5.5148615,1.0534121,-0.23703898,-0.25299518,-0.19401327,-0.7438022,0.38109647
20.422109,0.8785048,0.069491742,6,63,0,-17.604856,5.9714367,1.2627282,-0.62506849,-1.0964465,-0.32326324,-0.67671391,0.39061411
17.465854,0.99760206,0.069491742,5,31,0,-16.370294,5.9952294,1.3626221,-0.68349467,-1.2023792,-0.25736973,-0.64946921,0.33997428
20.515028,1,0.069491742,5,31,0,-16.779157,5.9928919,1.150943,-0.5907502,-1.0487514,-0.048991479,-0.70379316,0.35022491
26.879622,0.99990574,0.069491742,6,63,0,-17.672207,5.4542256,0.28598822,0.49548723,-0.42638835,0.33398221,-0.58391275,0.39444517
26.672734,0.95893767,0.069491742,5,63,0,-23.733258,5.3296016,0.40151465,0.3343016,-0.25868315,0.50381463,-0.59721558,0.40989358
26.658805,0.99088507,0.069491742,6,63,0,-23.882221,5.4679794,0.24719839,0.57644672,-0.69929172,0.51825487,-0.74069771,0.33090335
28.160897,0.85203047,0.069491742,5,31,0,-22.57744,5.3900135,0.21175,0.5311096,-0.52442016,0.69100518,-0.50407955,0.34930349
27.099988,0.97095391,0.069491742,6,63,0,-24.412513,5.5570827,0.52910676,0.18850564,-0.7675176,0.38123341,-0.51021358,0.30619828
28.252741,0.99987044,0.069491742,6,95,0,-23.985069,5.3843785,0.3141201,0.38191919,-0.42333279,0.79989163,-0.62085333,0.3409119
20.445116,0.92388248,0.069491742,4,15,0,-19.556356,5.2571653,0.53397724,0.21381915,-0.65553303,0.75382773,-0.67824972,0.3427391
22.105357,1,0.069491742,5,31,0,-15.939175,5.4440197,0.30436508,0.36321075,-0.32636615,1.0388852,-0.78906726,0.34095683
26.928829,0.97604719,0.069491742,5,31,0,-20.523891,5.3764412,0.47162569,0.3708916,-0.54351493,0.50529522,-0.62968184,0.36653378
28.290578,0.97654589,0.069491742,6,63,0,-24.630579,5.3298224,0.54847335,0.26999785,-0.13858801,0.35575595,-0.5880165,0.30627168
27.169942,0.96385319,0.069491742,6,63,0,-26.160745,5.4020508,0.4288097,0.46634621,-0.60543542,0.21856298,-0.54461366,0.3382268
28.920914,0.99880901,0.069491742,3,7,0,-27.14893,5.3988414,0.39328092,0.44881598,-0.54113876,0.25476694,-0.55574851,0.33555642
27.479862,0.93599114,0.069491742,6,63,0,-26.282234,5.4736705,0.51585984,0.27119218,-0.41319859,0.47588686,-0.7400819,0.35118098
25.571463,0.99862845,0.069491742,5,31,0,-24.752265,5.4974956,0.42290372,0.44928877,-0.66472663,0.39460853,-0.83508392,0.34403918
26.987257,0.96967635,0.069491742,5,31,0,-24.414256,5.5189859,0.51623276,0.26415345,-0.46172074,0.45348115,-0.79426574,0.33295357
29.369081,0.998007,0.069491742,5,31,0,-25.84626,5.3811802,0.48766514,0.3099237,-0.49407695,0.27150436,-0.53913927,0.30720814
29.373728,0.94812673,0.069491742,6,79,0,-27.763605,5.2293076,0.44293583,0.38707211,-0.22793914,0.49624109,-0.56072209,0.32934851
29.480618,0.92368658,0.069491742,6,127,0,-25.646137,5.2281981,0.38741296,0.39653435,-0.15294999,0.57483122,-0.55876374,0.32267067
28.335157,0.99863291,0.069491742,5,63,0,-26.979601,5.3337337,0.54456204,0.38696235,-0.25906086,-0.011064951,-0.64148361,0.32773259
26.35757,0.98490771,0.069491742,5,47,0,-24.165573,5.3976814,0.41598918,0.46525656,-0.22251577,0.058005643,-0.57717055,0.38990642
22.541789,0.99363698,0.069491742,6,63,0,-18.488963,5.2952719,-0.13041205,0.9074849,-0.42470707,1.067796,-0.8487265,0.38038734
